"","dictionary"
"1","on"
"2","motion"
"3","duly"
"4","made"
"5","and"
"6","seconded"
"7","it"
"8","was"
"9","voted"
"10","that"
"11","the"
"12","manufactured"
"13","products"
"14","division"
"15","of"
"16","chemtech"
"17","industries"
"18","inc"
"19","be"
"20","elected"
"21","to"
"22","membership"
"23","in"
"24","the"
"25","association"
"26","association"
"27","activities"
"28","treasurer’s"
"29","report"
"30","mr"
"31","herrman"
"32","reported"
"33","that"
"34","through"
"35","the"
"36","seven"
"37","months"
"38","ending"
"39","december"
"40","the"
"41","association"
"42","had"
"43","received"
"44","revenues"
"45","of"
"46","and"
"47","had"
"48","incurred"
"49","expenses"
"50","of"
"51","by"
"52","yearend"
"53","he"
"54","projected"
"55","that"
"56","the"
"57","asso­"
"58","ciation"
"59","would"
"60","receive"
"61","revenues"
"62","of"
"63","approximately"
"64","million"
"65","about"
"66","under"
"67","budget"
"68","and"
"69","would"
"70","incur"
"71","expenses"
"72","of"
"73","approximately"
"74","million"
"75","resulting"
"76","in"
"77","operations"
"78","that"
"79","are"
"80","breakeven"
"81","or"
"82","with"
"83","a"
"84","slight"
"85","contribution"
"86","to"
"87","reserves"
"88","requests"
"89","for"
"90","calendar"
"91","year"
"92","sales"
"93","reports"
"94","were"
"95","mailed"
"96","to"
"97","the"
"98","membership"
"99","in"
"100","late"
"101","december"
"102","with"
"103","a"
"104","requested"
"105","return"
"106","date"
"107","of"
"108","january"
"109","program"
"110","and"
"111","issue"
"112","developments"
"113","mr"
"114","roland"
"115","referenced"
"116","the"
"117","comlete"
"118","presidents"
"119","report"
"120","contained"
"121","in"
"122","the"
"123","meeting"
"124","materials"
"125","exhibit"
"126","i"
"127","he"
"128","then"
"129","ailed"
"130","upon"
"131","dr"
"132","cox"
"133","who"
"134","highlighted"
"135","the"
"136","requirements"
"137","of"
"138","title"
"139","iii"
"140","of"
"141","the"
"142","superfund"
"143","reauthorization"
"144","act"
"145","and"
"146","mr"
"147","stover"
"148","who"
"149","gave"
"150","an"
"151","overview"
"152","of"
"153","the"
"154","election"
"155","results"
"156","and"
"157","their"
"158","projected"
"159","impact"
"160","on"
"161","the"
"162","association’s"
"163","issues"
"164","b"
"165","cma"
"166","tax"
"167","policy"
"168","committee"
"169","hr"
"170","pugh"
"171","presented"
"172","the"
"173","annual"
"174","report"
"175","of"
"176","the"
"177","tax"
"178","policy"
"179","committee"
"180","a"
"181","summary"
"182","of"
"183","his"
"184","report"
"185","is"
"186","included"
"187","as"
"188","exhibit"
"189","j"
"190","the"
"191","major"
"192","activity"
"193","in"
"194","was"
"195","the"
"196","enactment"
"197","of"
"198","the"
"199","tax"
"200","reform"
"201","legislation"
"202","which"
"203","included"
"204","some"
"205","positive"
"206","provisions"
"207","for"
"208","the"
"209","chemical"
"210","industry"
"211","such"
"212","as"
"213","improved"
"214","depreciation"
"215","and"
"216","some"
"217","major"
"218","nega­"
"219","tive"
"220","provisions"
"221","such"
"222","as"
"223","the"
"224","elimination"
"225","of"
"226","the"
"227","investment"
"228","tax"
"229","credit"
"230","he"
"231","indicated"
"232","that"
"233","for"
"234","the"
"235","committee"
"236","anticipated"
"237","technical"
"238","cor­"
"239","rections"
"240","legislation"
"241","and"
"242","a"
"243","major"
"244","regulatory"
"245","effort"
"246","related"
"247","to"
"248","the"
