"","dictionary"
"1","member"
"2","company"
"3","actions"
"4","to"
"5","improve"
"6","the"
"7","effectiveness"
"8","of"
"9","all"
"10","cc"
"11","programs"
"12","generally"
"13","although"
"14","reaction"
"15","to"
"16","the"
"17","report"
"18","was"
"19","favorable"
"20","several"
"21","of"
"22","the"
"23","associations"
"24","officers"
"25","and"
"26","directors"
"27","requested"
"28","that"
"29","more"
"30","specific"
"31","requests"
"32","for"
"33","action"
"34","be"
"35","made"
"36","to"
"37","the"
"38","board"
"39","with"
"40","respect"
"41","to"
"42","individual"
"43","cic"
"44","programs"
"45","where"
"46","there"
"47","are"
"48","particular"
"49","problems"
"50","andor"
"51","needs"
"52","at"
"53","the"
"54","october"
"55","annual"
"56","meeting"
"57","all"
"58","of"
"59","the"
"60","state"
"61","chemical"
"62","organizations"
"63","their"
"64","leaders"
"65","were"
"66","asked"
"67","to"
"68","identify"
"69","those"
"70","areas"
"71","where"
"72","they"
"73","believed"
"74","cmas"
"75","directors"
"76","could"
"77","uniquely"
"78","assist"
"79","their"
"80","program"
"81","the"
"82","cicnj"
"83","is"
"84","the"
"85","first"
"86","to"
"87","respond"
"88","recommendations"
"89","the"
"90","leadership"
"91","of"
"92","the"
"93","cicnj"
"94","acting"
"95","pursuant"
"96","to"
"97","the"
"98","opportunity"
"99","made"
"100","available"
"101","as"
"102","a"
"103","result"
"104","of"
"105","the"
"106","september"
"107","cma"
"108","board"
"109","meeting"
"110","suggests"
"111","that"
"112","the"
"113","following"
"114","actions"
"115","be"
"116","taken"
"117","by"
"118","individual"
"119","companies"
"120","at"
"121","the"
"122","direction"
"123","of"
"124","members"
"125","of"
"126","the"
"127","cma"
"128","board"
"129","it"
"130","is"
"131","the"
"132","belief"
"133","of"
"134","the"
"135","cicnj"
"136","leadership"
"137","that"
"138","positive"
"139","action"
"140","on"
"141","these"
"142","recommendations"
"143","will"
"144","result"
"145","in"
"146","significantly"
"147","increased"
"148","effectiveness"
"149","on"
"150","the"
"151","part"
"152","of"
"153","the"
"154","cicnj"
"155","it"
"156","is"
"157","also"
"158","their"
"159","belief"
"160","that"
"161","direct"
"162","action"
"163","by"
"164","members"
"165","of"
"166","cmas"
"167","board"
"168","and"
"169","other"
"170","cma"
"171","executive"
"172","contacts"
"173","are"
"174","essential"
"175","to"
"176","accomplish"
"177","these"
"178","actions"
"179","company"
"180","participation"
"181","i"
"182","that"
"183","nominees"
"184","from"
"185","cma"
"186","member"
"187","companies"
"188","to"
"189","the"
"190","cicnjs"
"191","board"
"192","and"
"193","executive"
"194","advisory"
"195","committee"
"196","represent"
"197","the"
"198","most"
"199","senior"
"200","individuals"
"201","possible"
"202","from"
"203","new"
"204","jersey"
"205","operations"
"206","i"
"207","that"
"208","cma"
"209","member"
"210","companies"
"211","support"
"212","through"
"213","organizational"
"214","membership"
"215","and"
"216","active"
"217","committee"
"218","participation"
"219","the"
"220","cicnjs"
"221","programs"
"222","increased"
"223","public"
"224","relationscommunications"
"225","assistance"
"226","ft"
"227","in"
"228","order"
"229","to"
"230","implement"
"231","the"
"232","communications"
"233","program"
"234","recently"
"235","developed"
"236","by"
"237","the"
"238","cicnj"
"239","public"
"240","relations"
"241","committee"
"242","that"
"243","the"
"244","cma"
"245","directors"
"246","with"
"247","new"
"248","jersey"
"249","operations"
"250","provide"
"251","company"
"252","public"
"253","relations"
"254","professionals"
"255","to"
"256","concentrate"
"257","on"
"258","communications"
"259","support"
"260","for"
"261","such"
"262","legislative"
"263","issues"
"264","as"
"265","air"
"266","toxics"
"267","and"
"268","waste"
"269","site"
"270","cleanup"
"271","availability"
"272","of"
"273","company"
"274","technical"
"275","experts"
"276","that"
"277","the"
"278","board"
"279","of"
"280","directors"
"281","be"
"282","willing"
"283","to"
"284","make"
"285","available"
"286","on"
"287","an"
"288","asneeded"
"289","basis"
"290","nationally"
"291","recognized"
"292","company"
"293","technical"
"294","experts"
"295","in"
"296","the"
"297","following"
"298","areas"
"299","to"
"300","assist"
"301","in"
"302","legislative"
"303","and"
"304","i"
"305","cma"
"306","regulatory"
"307","advocacy"
"308","this"
"309","would"
"310","augment"
"311","the"
"312","excellent"
"313","work"
"314","being"
"315","done"
"316","by"
"317","many"
"318","facility"
"319","based"
"320","technical"
"321","personnel"
"322","risk"
"323","assessment"
"324","and"
"325","management"
"326","process"
"327","safety"
"328","air"
"329","toxics"
"330","groundwater"
"331","cleanup"
"332","standards"
"333","pesticides"
"334","regulations"
"335","surplus"
"336","office"
"337","equipment"
"338","that"
"339","companies"
"340","donate"
"341","the"
"342","following"
"343","surplus"
"344","or"
"345","new"
"346","office"
"347","equipment"
"348","i"
"349","postage"
"350","machine"
"351","and"
"352","mailers"
"353","addressograph"
"354","letterquality"
"355","printer"
"356","compatible"
"357","with"
"358","digital"
"359","computers"
"360","fils"
"361","cabinetsbookcases"
"362","video"
"363","recording"
"364","and"
"365","camera"
"366","equipment"
"367","surplus"
"368","desk"
"369","and"
"370","conference"
"371","chairs"
"372","personal"
"373","ceosenior"
"374","executive"
"375","commitment"
"376","that"
"377","members"
"378","of"
"379","the"
"380","board"
"381","of"
"382","directors"
"383","with"
"384","facilities"
"385","or"
"386","corporate"
"387","headquarters"
"388","in"
"389","new"
"390","jersey"
"391","commit"
"392","to"
"393","appear"
"394","at"
"395","cicnj"
"396","press"
"397","conferences"
"398","deliver"
"399","speeches"
"400","participate"
"401","in"
"402","media"
"403","tours"
"404","or"
"405","attend"
"406","editorial"
"407","board"
"408","visits"
"409","with"
"410","major"
"411","newspapers"
"412","on"
"413","the"
"414","following"
"415","chemical"
"416","industry"
"417","issues"
"418","in"
"419","support"
"420","of"
"421","the"
"422","cic"
"423","advocacy"
"424","program"
"425","abandoned"
"426","waste"
"427","site"
"428","cleanup"
"429","funding"
"430","air"
"431","toxics"
"432","groundwater"
"433","caer"
"434","program"
"435","hmacs"
"436","to"
"437","further"
"438","chemical"
"439","industry"
"440","success"
"441","on"
"442","key"
"443","issues"
"444","it"
"445","is"
"446","also"
"447","requested"
"448","that"
"449","ceossenior"
"450","executives"
"451","in"
"452","new"
"453","jersey"
"454","host"
"455","private"
"456","meetings"
"457","at"
"458","company"
"459","facilities"
"460","with"
"461","various"
"462","state"
"463","legislators"
"464","action"
"465","required"
