"","dictionary"
"1","identify"
"2","legislative"
"3","issues"
"4","which"
"5","best"
"6","lend"
"7","them­"
"8","selves"
"9","to"
"10","constituent"
"11","communications"
"12","identify"
"13","communications"
"14","issues"
"15","from"
"16","a"
"17","similar"
"18","perspective"
"19","survey"
"20","the"
"21","constituent"
"22","contacts"
"23","capabilities"
"24","of"
"25","member"
"26","companies"
"27","identify"
"28","congressional"
"29","committees"
"30","which"
"31","handle"
"32","the"
"33","most"
"34","important"
"35","bills"
"36","develop"
"37","more"
"38","detailed"
"39","home"
"40","district"
"41","data"
"42","on"
"43","congressmenwho"
"44","serve"
"45","on"
"46","key"
"47","committees"
"48","develop"
"49","a"
"50","voting"
"51","record"
"52","evaluation"
"53","of"
"54","key"
"55","mem­"
"56","bers"
"57","of"
"58","congress"
"59","cma"
"60","cma"
"61","exhibit"
"62","c"
"63","supplement"
"64","remarks"
"65","to"
"66","cma"
"67","board"
"68","of"
"69","directors"
"70","by"
"71","robert"
"72","e"
"73","hampton"
"74","chairman"
"75","government"
"76","relations"
"77","committee"
"78","august"
"79","i"
"80","am"
"81","pleased"
"82","to"
"83","have"
"84","this"
"85","opportunity"
"86","to"
"87","present"
"88","the"
"89","annual"
"90","grc"
"91","report"
"92","x"
"93","would"
"94","like"
"95","to"
"96","call"
"97","your"
"98","attention"
"99","to"
"100","the"
"101","written"
"102","report"
"103","previously"
"104","dis­"
"105","tributed"
"106","to"
"107","you"
"108","particularly"
"109","section"
"110","v"
"111","committee"
"112","objectives"
"113","and"
"114","progress"
"115","section"
"116","vi"
"117","keymens"
"118","report"
"119","on"
"120","the"
"121","substantive"
"122","issues"
"123","and"
"124","section"
"125","vii"
"126","major"
"127","legislative"
"128","issues"
"129","timetables"
"130","and"
"131","priorities"
"132","as"
"133","i"
"134","will"
"135","not"
"136","cover"
"137","these"
"138","matters"
"139","in"
"140","my"
"141","presentation"
"142","last"
"143","year"
"144","we"
"145","reported"
"146","on"
"147","the"
"148","implications"
"149","of"
"150","the"
"151","political"
"152","changes"
"153","brought"
"154","about"
"155","by"
"156","the"
"157","election"
"158","of"
"159","president"
"160","reagan"
"161","and"
"162","a"
"163","republican"
"164","senate"
"165","and"
"166","how"
"167","these"
"168","changes"
"169","might"
"170","impact"
"171","on"
"172","the"
"173","chemical"
"174","industry"
"175","effect"
"176","the"
"177","role"
"178","of"
"179","the"
"180","grc"
"181","and"
"182","our"
"183","legislative"
"184","efforts"
"185","we"
"186","mentioned"
"187","that"
"188","the"
"189","economic"
"190","issues"
"191","taxes"
"192","budget"
"193","cuts"
"194","and"
"195","social"
"196","security"
"197","reform"
"198","would"
"199","dominate"
"200","the"
"201","time"
"202","and"
"203","attention"
"204","of"
"205","both"
"206","the"
"207","administration"
"208","and"
"209","congress"
"210","and"
"211","that"
"212","we"
"213","did"
"214","not"
"215","expect"
"216","major"
"217","environmental"
"218","or"
"219","health"
"220","legislation"
"221","to"
"222","pass"
"223","in"
"224","in"
"225","addition"
"226","we"
"227","stated"
"228","that"
"229","these"
"230","issues"
"231","would"
"232","be"
"233","put"
"234","off"
"235","until"
"236","bringing"
"237","them"
"238","into"
"239","consideration"
"240","during"
"241","an"
"242","election"
"243","year"
"244","thus"
"245","making"
"246","it"
"247","even"
"248","more"
"249","difficult"
"250","to"
"251","achieve"
"252","substantial"
"253","amendments"
"254","we"
"255","also"
"256","stated"
"257","that"
"258","this"
"259","did"
"260","not"
"261","mean"
"262","that"
"263","efforts"
"264","should"
"265","not"
"266","be"
"267","made"
"268","to"
"269","amend"
"270","key"
"271","legislation"
"272","but"
"273","we"
"274","had"
"275","to"
"276","be"
"277","realistic"
"278","about"
"279","our"
"280","chances"
"281","for"
"282","success"
"283","we"
"284","pointed"
"285","out"
"286","that"
"287","significant"
"288","legislation"
"289","might"
"290","be"
"291","set"
"292","aside"
"293","and"
"294","no"
"295","final"
"296","action"
"297","taken"
"298","until"
"299","this"
"300","now"
"301","appears"
"302","to"
"303","be"
"304","the"
"305","case"
"306","we"
"307","are"
"308","greatly"
"309","disappointed"
"310","that"
"311","the"
"312","seemingly"
"313","favorable"
"314","political"
"315","makeup"
"316","of"
"317","the"
"318","administration"
"319","and"
"320","congress"
"321","did"
"322","not"
"323","produce"
"324","results"
"325","but"
"326","what"
"327","has"
"328","happened"
"329","was"
"330","not"
"331","totally"
"332","unexpected"
"333","however"
"334","we"
"335","are"
"336","continuing"
"337","to"
"338","work"
"339","for"
"340","comprehensive"
"341","changes"
"342","in"
"343","a"
"344","number"
"345","of"
"346","laws"
"347","and"
"348","the"
"349","organizational"
"350","objectives"
"351","we"
"352","achieved"
"353","last"
"354","year"
"355","place"
"356","us"
"357","in"
"358","a"
"359","much"
"360","stronger"
"361","position"
"362","to"
"363","advocate"
"364","change"
"365","than"
"366","in"
"367","the"
"368","past"
"369","by"
"370","a"
"371","more"
"372","systematic"
"373","focus"
"374","on"
"375","strategy"
"376","and"
"377","planning"
"378","improving"
"379","communications"
"380","and"
"381","coordination"
"382","within"
"383","the"
"384","cma"
"385","structure"
"386","and"
"387","continuing"
"388","efforts"
"389","to"
"390","educate"
"391","members"
"392","of"
"393","congress"
"394","and"
"395","administration"
"396","officials"
"397","with"
"398","wellreasoned"
"399","positions"
"400","and"
"401","good"
"402","backup"
"403","data"
"404","positions"
"405","on"
"406","the"
"407","issues"
"408","have"
"409","been"
"410","changing"
"411","for"
"412","the"
"413","better"
"414","it"
"415","is"
"416","against"
"417","this"
"418","background"
"419","that"
"420","the"
"421","grc"
"422","critiqued"
"423","its"
"424","activities"
"425","and"
"426","developed"
"427","our"
"428","objectives"
