"","dictionary"
"1","proceeds"
"2","the"
"3","reforms"
"4","agreed"
"5","upon"
"6","should"
"7","actively"
"8","promote"
"9","disease"
"10","prevention"
"11","and"
"12","involve"
"13","employers"
"14","and"
"15","employees"
"16","in"
"17","prevention"
"18","initiatives"
"19","federalization"
"20","the"
"21","creation"
"22","of"
"23","a"
"24","new"
"25","federal"
"26","occupational"
"27","disease"
"28","compensation"
"29","system"
"30","is"
"31","not"
"32","warranted"
"33","delivery"
"34","system"
"35","occupational"
"36","disease"
"37","victims"
"38","should"
"39","be"
"40","equitably"
"41","compensated"
"42","within"
"43","existing"
"44","state"
"45","workers"
"46","compensation"
"47","systems"
"48","exclusive"
"49","remedy"
"50","workers"
"51","compensation"
"52","must"
"53","be"
"54","the"
"55","exclusive"
"56","remedy"
"57","for"
"58","disability"
"59","or"
"60","death"
"61","caused"
"62","by"
"63","workplace"
"64","disease"
"65","a"
"66","workers"
"67","compensation"
"68","claim"
"69","must"
"70","be"
"71","pursued"
"72","prior"
"73","to"
"74","any"
"75","effort"
"76","to"
"77","seek"
"78","tort"
"79","recovery"
"80","against"
"81","a"
"82","third"
"83","party"
"84","and"
"85","that"
"86","recovery"
"87","should"
"88","be"
"89","reduced"
"90","by"
"91","the"
"92","current"
"93","value"
"94","of"
"95","worker’s"
"96","compensation"
"97","benefits"
"98","including"
"99","medical"
"100","care"
"101","benefits"
"102","employers"
"103","subrogation"
"104","rights"
"105","and"
"106","thirdparty"
"107","rights"
"108","to"
"109","contribution"
"110","or"
"111","indemnity"
"112","should"
"113","be"
"114","abolished"
"115","workers"
"116","compensation"
"117","reform"
"118","should"
"119","be"
"120","consistent"
"121","and"
"122","integrated"
"123","with"
"124","product"
"125","liability"
"126","reforms"
"127","endorsed"
"128","by"
"129","the"
"130","chemical"
"131","industry"
"132","it"
"133","is"
"134","appropriate"
"135","to"
"136","explore"
"137","proposed"
"138","mechanisms"
"139","to"
"140","eliminate"
"141","tort"
"142","suits"
"143","altogether"
"144","in"
"145","workplace"
"146","disease"
"147","claims"
"148","through"
"149","manufacturer"
"150","participation"
"151","in"
"152","workers"
"153","compensation"
"154","benefit"
"155","programs"
"156","eligibility"
"157","disability"
"158","or"
"159","death"
"160","attributable"
"161","to"
"162","an"
"163","occupational"
"164","disease"
