"","dictionary"
"1","state"
"2","manufacturers"
"3","associations"
"4","to"
"5","whom"
"6","they"
"7","pay"
"8","dues"
"9","separately"
"10","however"
"11","it"
"12","is"
"13","accurate"
"14","to"
"15","say"
"16","that"
"17","with"
"18","the"
"19","exception"
"20","of"
"21","four"
"22","states"
"23","texas"
"24","louisiana"
"25","new"
"26","jersey"
"27","and"
"28","california"
"29","the"
"30","rest"
"31","of"
"32","the"
"33","state"
"34","organizations"
"35","generally"
"36","operate"
"37","on"
"38","budgets"
"39","of"
"40","well"
"41","under"
"42","per"
"43","year"
"44","the"
"45","bulk"
"46","of"
"47","the"
"48","resources"
"49","are"
"50","not"
"51","provided"
"52","by"
"53","direct"
"54","dues"
"55","but"
"56","are"
"57","contributed"
"58","in"
"59","the"
"60","form"
"61","of"
"62","member"
"63","company"
"64","personnel"
"65","and"
"66","expertise"
"67","dues"
"68","are"
"69","generally"
"70","based"
"71","on"
"72","a"
"73","flat"
"74","fee"
"75","plus"
"76","surcharges"
"77","for"
"78","additional"
"79","facilities"
"80","and"
"81","number"
"82","of"
"83","employees"
"84","elements"
"85","which"
"86","contribute"
"87","to"
"88","successful"
"89","cic"
"90","programs"
"91","following"
"92","were"
"93","identified"
"94","the"
"95","strong"
"96","commitment"
"97","by"
"98","senior"
"99","management"
"100","of"
"101","major"
"102","companies"
"103","with"
"104","the"
"105","largest"
"106","instate"
"107","presence"
"108","and"
"109","resources"
"110","broad"
"111","participation"
"112","by"
"113","chemical"
"114","industry"
"115","companies"
"116","represented"
"117","in"
"118","that"
"119","state"
"120","with"
"121","human"
"122","as"
"123","well"
"124","as"
"125","financial"
"126","resources"
"127","com­"
"128","mitted"
"129","to"
"130","the"
"131","program"
"132","strong"
"133","qualitative"
"134","and"
"135","quantitative"
"136","cic"
"137","staff"
"138","support"
"139","full"
"140","or"
"141","parttime"
"142","lobbyist"
"143","executive"
"144","director"
"145","ormanufacturers"
"146","association"
"147","staff"
"148","located"
"149","in"
"150","the"
"151","state"
"152","capitol"
"153","member"
"154","company"
"155","support"
"156","of"
"157","an"
"158","equitable"
"159","fee"
"160","structure"
"161","which"
"162","generates"
"163","sufficient"
"164","revenue"
"165","to"
"166","operate"
"167","a"
"168","meaningful"
"169","program"
"170","strong"
"171","programs"
"172","do"
"173","not"
"174","seem"
"175","to"
"176","be"
"177","seriously"
"178","affected"
"179","by"
"180","economic"
"181","downturns"
"182","focus"
"183","on"
"184","strong"
"185","legislative"
"186","or"
"187","leglslatlveregulatory"
"188","programs"
"189","with"
"190","the"
"191","goal"
"192","being"
"193","to"
"194","make"
"195","a"
"196","meaningful"
"197","impact"
"198","on"
"199","the"
"200","public"
"201","policy"
"202","process"
"203","recognition"
"204","of"
"205","the"
"206","cic"
"207","as"
"208","the"
"209","prime"
"210","resource"
"211","on"
"212","our"
"213","issues"
"214","strong"
"215","working"
"216","relationship"
"217","with"
"218","cma"
"219","and"
"220","other"
"221","key"
"222","allied"
"223","industries"
"224","and"
"225","the"
"226","ability"
"227","to"
"228","deal"
"229","effectively"
"230","with"
"231","the"
"232","opposition"
"233","member"
"234","company"
"235","satisfaction"
"236","and"
"237","the"
"238","degree"
"239","to"
"240","which"
"241","they"
"242","feel"
"243","they"
"244","are"
"245","being"
"246","adequately"
"247","represented"
"248","in"
"249","the"
"250","legislative"
"251","process"
"252","where"
"253","appropriate"
"254","strong"
"255","affiliation"
"256","with"
"257","the"
"258","state"
"259","manufac­"
"260","turers"
"261","association"
"262","access"
"263","to"
"264","political"
"265","action"
"266","committee"
"267","resources"
"268","strong"
"269","grassroots"
"270","program"
"271","acit"
"272","elements"
"273","which"
"274","prevent"
"275","cic"
"276","programs"
"277","from"
"278","being"
"279","fully"
"280","effective"
"281","the"
"282","following"
"283","elements"
"284","were"
"285","identified"
"286","as"
"287","factors"
"288","which"
"289","may"
"290","prevent"
"291","individual"
"292","programs"
"293","from"
"294","being"
"295","fully"
"296","effective"
"297","lack"
"298","of"
"299","sufficient"
"300","chemical"
"301","industry"
"302","representation"
"303","in"
"304","the"
"305","state"
"306","lack"
"307","of"
"308","commitment"
"309","by"
"310","key"
"311","instate"
"312","companies"
"313","lack"
"314","of"
"315","technical"
"316","expertisespecialized"
"317","resources"
"318","being"
"319","made"
"320","available"
"321","geographic"
"322","spread"
"323","of"
"324","members"
"325","in"
"326","the"
"327","state"
"328","difficulty"
"329","in"
"330","getting"
"331","to"
"332","capital"
"333","easilyfrequently"
"334","cma"
"335","lack"
"336","of"
"337","adequate"
"338","funding"
"339","or"
"340","an"
"341","otherwise"
"342","flawed"
"343","dues"
"344","system"
"345","which"
"346","lacks"
"347","member"
"348","support"
"349","lack"
"350","of"
"351","strong"
"352","retained"
"353","leadershipstaff"
"354","services"
"355","lack"
"356","of"
"357","agreement"
"358","on"
"359","commonpriorlty"
"360","goals"
"361","and"
"362","effective"
"363","ways"
"364","to"
"365","meet"
"366","those"
"367","goals"
"368","negative"
"369","mediaimage"
"370","of"
"371","the"
"372","industry"
"373","in"
"374","the"
"375","state"
"376","inability"
"377","to"
"378","network"
"379","or"
"380","work"
"381","with"
"382","other"
"383","business"
"384","organizations"
"385","and"
"386","cma"
"387","credibility"
"388","and"
"389","militancy"
"390","of"
"391","the"
"392","other"
"393","side"
"394","in"
"395","the"
"396","state"
"397","comparison"
"398","with"
"399","other"
"400","manufacturing"
"401","industries"
"402","state"
"403","programs"
"404","the"
"405","cmacic"
"406","network"
"407","approach"
"408","was"
"409","compared"
"410","and"
"411","contrasted"
"412","to"
"413","the"
"414","programs"
"415","operated"
"416","by"
"417","the"
"418","tobacco"
"419","industry"
"420","and"
"421","the"
"422","petroleum"
"423","industry"
"424","the"
"425","cmacic"
"426","program"
"427","was"
"428","determined"
"429","to"
"430","be"
"431","increasingly"
"432","effective"
"433","at"
"434","a"
"435","cost"
"436","of"
"437","about"
"438","oneeighth"
"439","of"
"440","the"
"441","api"
"442","or"
"443","tobacco"
"444","institute"
"445","approach"
"446","of"
"447","a"
"448","large"
"449","centralized"
"450","program"
"451","recommendations"
"452","the"
"453","following"
"454","recommendations"
"455","for"
"456","cma"
"457","and"
"458","its"
"459","member"
"460","companies"
"461","were"
"462","developed"
"463","based"
"464","upon"
"465","the"
"466","survey"
"467","interviews"
"468","and"
"469","work"
"470","group"
"471","discussions"
"472","these"
"473","recommendations"
"474","are"
"475","designed"
"476","to"
"477","enhance"
"478","the"
"479","state"
"480","chemical"
"481","organizations"
"482","ability"
"483","to"
"484","carry"
"485","out"
"486","their"
"487","present"
"488","missions"
"489","the"
"490","primary"
"491","and"
"492","in"
"493","some"
"494","cases"
"495","exclusive"
"496","one"
"497","being"
"498","state"
"499","legislative"
"500","and"
"501","regulatory"
"502","advocacy"
"503","to"
"504","the"
"505","extent"
"506","the"
"507","industrys"
"508","priorities"
"509","for"
"510","these"
"511","organizations"
"512","change"
"513","or"
"514","significantly"
"515","evolve"
"516","a"
"517","further"
"518","examination"
"519","and"
"520","some"
"521","additional"
"522","actions"
"523","and"
"524","recommendations"
"525","will"
"526","be"
"527","required"
"528","cma"
"529","actions"
"530","under"
"531","current"
"532","circumstances"
"533","the"
"534","nature"
"535","of"
"536","the"
"537","organizational"
"538","relationship"
"539","between"
"540","cma"
"541","and"
"542","the"
"543","individual"
"544","state"
"545","chemical"
"546","organizations"
"547","should"
"548","remain"
"549","as"
"550","it"
"551","is"
"552","rather"
"553","than"
"554","move"
"555","toward"
"556","the"
"557","api"
"558","approach"
"559","of"
"560","integrated"
"561","state"
"562","petroleum"
"563","councils"
"564","funded"
"565","and"
"566","staffed"
"567","directly"
"568","by"
"569","the"
"570","national"
"571","organization"
"572","cma"
"573","priorities"
"574","should"
"575","be"
"576","on"
"577","strengthening"
"578","existing"
"579","cics"
"580","rather"
"581","than"
"582","creating"
"583","new"
"584","ones"
"585","at"
"586","this"
"587","time"
"588","cma"
"589","should"
"590","carefully"
"591","consider"
"592","how"
"593","the"
"594","industry"
"595","should"
"596","be"
"597","collectively"
"598","represented"
"599","in"
"600","those"
"601","states"
"602","without"
"603","cics"
"604","and"
"605","where"
"606","there"
"607","is"
"608","a"
"609","distinct"
"610","chemical"
"611","industry"
"612","issue"
"613","which"
"614","will"
"615","not"
"616","be"
"617","adequately"
"618","addressed"
"619","otherwise"
"620","specifically"
"621","should"
"622","resources"
"623","be"
"624","made"
"625","available"
"626","to"
"627","have"
"628","a"
"629","cma"
"630","state"
"631","lobbyist"
"632","on"
"633","a"
"634","retained"
"635","basis"
"636","where"
"637","circumstances"
"638","warrant"
"639","cma"
"640","should"
"641","allocate"
"642","funds"
"643","to"
"644","help"
"645","finance"
"646","specific"
"647","projects"
"648","or"
"649","operations"
"650","of"
"651","state"
"652","chemical"
"653","councils"
"654","on"
"655","a"
"656","seed"
"657","moneymatching"
"658","grant"
"659","program"
"660","to"
"661","assist"
"662","in"
"663","getting"
"664","new"
"665","or"
"666","expanded"
"667","operations"
"668","going"
"669","such"
"670","grants"
"671","for"
"672","projects"
"673","or"
"674","expanded"
"675","operations"
"676","should"
"677","be"
"678","for"
"679","a"
"680","limited"
"681","time"
"682","and"
"683","made"
"684","under"
"685","specific"
"686","criteria"
"687","and"
"688","standards"
"689","cma"
"690","the"
"691","focus"
"692","of"
"693","such"
"694","cma"
"695","funding"
"696","should"
"697","be"
"698","on"
"699","supporting"
"700","those"
"701","programs"
"702","and"
"703","priorities"
"704","of"
"705","the"
"706","chemical"
"707","industry"
"708","which"
"709","are"
"710","of"
"711","interstate"
"712","and"
"713","national"
"714","significance"
"715","funding"
"716","for"
"717","ongoing"
"718","programs"
"719","and"
"720","for"
"721","issues"
"722","and"
"723","projects"
"724","primarily"
"725","of"
"726","intrastate"
"727","interest"
"728","should"
"729","continue"
"730","to"
"731","be"
"732","funded"
"733","directly"
"734","by"
"735","the"
"736","member"
"737","companies"
"738","of"
"739","each"
"740","state"
"741","organization"
"742","similar"
"743","funds"
"744","currently"
"745","provided"
"746","through"
"747","the"
"748","cma"
"749","communication"
"750","program"
