"","dictionary"
"1","benefits"
"2","such"
"3","as"
"4","medical"
"5","and"
"6","other"
"7","insurance"
"8","premiums"
"9","and"
"10","perhaps"
"11","some"
"12","forms"
"13","of"
"14","deferred"
"15","compensation"
"16","not"
"17","presently"
"18","taxed"
"19","there"
"20","seems"
"21","to"
"22","be"
"23","a"
"24","renewed"
"25","interest"
"26","in"
"27","taxing"
"28","the"
"29","overseas"
"30","operations"
"31","of"
"32","us"
"33","corporations"
"34","fter"
"35","a"
"36","new"
"37","tax"
"38","thrust"
"39","is"
"40","posed"
"41","by"
"42","the"
"43","socalled"
"44","public"
"45","compensation"
"46","legislation"
"47","the"
"48","tax"
"49","watch"
"50","on"
"51","this"
"52","legislation"
"53","is"
"54","critical"
"55","in"
"56","my"
"57","view"
"58","this"
"59","could"
"60","be"
"61","a"
"62","legislative"
"63","catastrophe"
"64","for"
"65","the"
"66","industry"
"67","is"
"68","jd"
"69","ss"
"70","it"
"71","is"
"72","likely"
"73","there"
"74","will"
"75","be"
"76","changes"
"77","during"
"78","in"
"79","the"
"80","way"
"81","us"
"82","exports"
"83","will"
"84","be"
"85","taxed"
"86","it"
"87","is"
"88","clear"
"89","that"
"90","the"
"91","members"
"92","of"
"93","the"
"94","gatt"
"95","council"
"96","are"
"97","convinced"
"98","that"
"99","the"
"100","existing"
"101","domestic"
"102","international"
"103","sales"
"104","corporation"
"105","disc"
"106","is"
"107","in"
"108","breach"
"109","of"
"110","the"
"111","subsidies"
"112","code"
"113","our"
"114","deputy"
"115","trade"
"116","representative"
"117","has"
"118","agreed"
"119","the"
"120","adminis­"
"121","tration"
"122","will"
"123","prepare"
"124","legislation"
"125","in"
"126","this"
"127","area"
"128","although"
"129","treasury"
"130","has"
"131","rec­"
"132","ommended"
"133","that"
"134","the"
"135","disc"
"136","be"
"137","repealed"
"138","and"
"139","that"
"140","no"
"141","tax"
"142","substitute"
"143","be"
"144","established"
"145","in"
"146","its"
"147","place"
"148","there"
"149","is"
"150","good"
"151","sentiment"
"152","for"
"153","a"
"154","continuation"
"155","of"
"156","tax"
"157","support"
"158","for"
"159","us"
"160","exports"
"161","the"
"162","tax"
"163","policy"
"164","committee"
"165","will"
"166","press"
"167","strongly"
"168","for"
"169","a"
"170","tax"
"171","system"
"172","that"
"173","provides"
"174","export"
"175","assistance"
"176","at"
"177","least"
"178","equivalent"
"179","to"
"180","the"
"181","disc"
"182","here"
"183","i"
"184","pause"
"185","for"
"186","my"
"187","only"
"188","coranercial"
"189","we"
"190","of"
"191","dow"
"192","hope"
"193","youll"
"194","support"
"195","an"
"196","effort"
"197","to"
"198","revise"
"199","the"
"200","system"
"201","so"
"202","the"
"203","presently"
"204","accrued"
"205","disc"
"206","earnings"
"207","will"
"208","not"
"209","be"
"210","taxed"
"211","in"
"212","the"
"213","future"
"214","believe"
"215","me"
"216","it"
"217","is"
"218","more"
"219","important"
"220","to"
"221","most"
"222","of"
"223","you"
"224","than"
"225","it"
"226","is"
"227","to"
"228","me"
"229","end"
"230","of"
"231","commercial"
"232","we"
"233","await"
"234","regulations"
"235","interpreting"
"236","the"
"237","tax"
"238","law"
"239","in"
"240","several"
"241","important"
"242","areas"
"243","mo"
"244","regulations"
"245","have"
"246","been"
"247","issued"
"248","for"
"249","the"
"250","windfall"
"251","profits"
"252","tax"
"253","or"
"254","for"
"255","superfund"
"256","regulations"
"257","are"
"258","due"
"259","any"
"260","day"
"261","now"
"262","on"
"263","the"
"264","foreign"
"265","tax"
"266","credit"
"267","of"
"268","course"
"269","ive"
"270","been"
"271","told"
"272","that"
"273","consistently"
"274","for"
"275","more"
"276","than"
"277","nine"
"278","months"
"279","i"
"280","guess"
"281","youd"
"282","call"
"283","that"
"284","an"
"285","inhuman"
"286","gestation"
"287","period"
"288","almost"
"289","no"
"290","regulations"
"291","have"
"292","been"
"293","issued"
"294","in"
"295","connection"
"296","with"
"297","the"
"298","erta"
"299","and"
"300","tefra"
"301","legislation"
"302","cma"
"303","we"
"304","stand"
"305","prepared"
"306","to"
"307","comment"
"308","on"
"309","all"
"310","of"
"311","these"
"312","regulations"
"313","as"
"314","they"
"315","come"
"316","forth"
"317","in"
"318","proposed"
"319","form"
"320","this"
"321","past"
"322","year"
"323","we"
"324","undertook"
"325","a"
"326","new"
"327","activity"
"328","for"
"329","the"
"330","committee"
"331","we"
"332","filed"
"333","an"
"334","amici"
"335","brief"
"336","in"
"337","support"
"338","of"
"339","a"
"340","member"
"341","companys"
"342","attempt"
"343","to"
"344","get"
"345","to"
"346","the"
"347","us"
