"","dictionary"
"1","exhibit"
"2","d"
"3","report"
"4","to"
"5","the"
"6","board"
"7","of"
"8","directors"
"9","manufacturing"
"10","chemists"
"11","association"
"12","bailey"
"13","barton"
"14","chairman"
"15","air"
"16","quality"
"17","committee"
"18","april"
"19","it"
"20","is"
"21","a"
"22","pleasure"
"23","to"
"24","be"
"25","here"
"26","today"
"27","to"
"28","report"
"29","on"
"30","the"
"31","air"
"32","quality"
"33","committees"
"34","activities"
"35","since"
"36","my"
"37","last"
"38","presentation"
"39","in"
"40","february"
"41","we"
"42","have"
"43","i"
"44","believe"
"45","made"
"46","some"
"47","substantial"
"48","contributions"
"49","to"
"50","the"
"51","interests"
"52","of"
"53","the"
"54","manufacturing"
"55","chemists"
"56","association"
"57","i"
"58","would"
"59","be"
"60","remiss"
"61","however"
"62","if"
"63","i"
"64","characterized"
"65","our"
"66","efforts"
"67","as"
"68","being"
"69","successful"
"70","in"
"71","meeting"
"72","our"
"73","objectives"
"74","you"
"75","may"
"76","recall"
"77","that"
"78","i"
"79","described"
"80","as"
"81","the"
"82","year"
"83","of"
"84","opportunity"
"85","for"
"86","amending"
"87","the"
"88","clean"
"89","air"
"90","act"
"91","in"
"92","a"
"93","positive"
"94","way"
"95","it"
"96","is"
"97","true"
"98","that"
"99","the"
"100","activity"
"101","of"
"102","congress"
"103","in"
"104","clean"
"105","air"
"106","legislation"
"107","served"
"108","to"
"109","restrain"
"110","the"
"111","fervor"
"112","of"
"113","the"
"114","epa"
"115","in"
"116","enforcing"
"117","deadlines"
"118","of"
"119","the"
"120","clean"
"121","alp"
"122","act"
"123","as"
"124","did"
"125","a"
"126","few"
"127","court"
"128","cases"
"129","but"
"130","the"
"131","legislation"
"132","actually"
"133","emerging"
"134","from"
"135","congressional"
"136","com­"
"137","mittees"
"138","offers"
"139","precious"
"140","little"
"141","prospect"
"142","of"
"143","making"
"144","the"
"145","act"
"146","more"
"147","rea­"
"148","sonable"
"149","it"
"150","appears"
"151","in"
"152","fact"
"153","that"
"154","our"
"155","environmentalist"
"156","friends"
"157","also"
"158","saw"
"159","as"
"160","a"
"161","year"
"162","of"
"163","opportunity"
"164","and"
"165","seized"
"166","the"
"167","initiative"
"168","in"
"169","in­"
"170","fluencing"
"171","even"
"172","more"
"173","stringent"
"174","provisions"
"175","than"
"176","previously"
"177","existed"
"178","industry"
"179","may"
"180","for"
"181","example"
"182","petition"
"183","extension"
"184","from"
"185","the"
"186","previous"
"187","dead­"
"188","lines"
"189","but"
"190","must"
"191","meet"
"192","rigid"
"193","criteria"
"194","waive"
"195","some"
"196","of"
"197","its"
"198","rights"
"199","and"
"200","be"
"201","prepared"
"202","to"
"203","either"
"204","post"
"205","performance"
"206","bonds"
"207","or"
"208","actually"
"209","pay"
"210","penalties"
"211","for"
"212","the"
"213","delay"
"214","most"
"215","critical"
"216","however"
"217","are"
"218","the"
"219","provisions"
"220","of"
"221","both"
"222","house"
"223","and"
"224","senate"
"225","defining"
"226","antidegradation"
"227","or"
"228","significant"
"229","deteri­"
"230","oration"
"231","in"
"232","arbitrary"
"233","numerical"
"234","or"
"235","percentage"
"236","terms"
"237","these"
"238","provi­"
"239","sions"
"240","coupled"
"241","with"
"242","another"
"243","planning"
"244","process"
"245","cannot"
"246","avoid"
"247","a"
"248","substantial"
"249","and"
"250","inevitable"
"251","confrontation"
"252","with"
"253","industrial"
"254","growth"
"255","and"
"256","development"
"257","undoubtedly"
"258","you"
"259","are"
"260","already"
