"","dictionary"
"1","the"
"2","committee"
"3","developed"
"4","and"
"5","the"
"6","board"
"7","approved"
"8","a"
"9","cma"
"10","position"
"11","on"
"12","bilateral"
"13","freetrade"
"14","negotiations"
"15","between"
"16","the"
"17","united"
"18","states"
"19","and"
"20","canada"
"21","the"
"22","cma"
"23","position"
"24","supports"
"25","the"
"26","reciprocal"
"27","elimination"
"28","of"
"29","tariffs"
"30","on"
"31","chemicals"
"32","and"
"33","related"
"34","products"
"35","in"
"36","us"
"37","canadian"
"38","trade"
"39","on"
"40","the"
"41","condition"
"42","that"
"43","the"
"44","canadian"
"45","government"
"46","eliminate"
"47","preferential"
"48","canadian"
"49","chemical"
"50","feedstock"
"51","and"
"52","energy"
"53","policies"
"54","and"
"55","restrictions"
"56","on"
"57","foreign"
"58","investment"
"59","in"
"60","chemicals"
"61","incidentally"
"62","on"
"63","friday"
"64","i"
"65","learned"
"66","that"
"67","the"
"68","board"
"69","of"
"70","directors"
"71","of"
"72","the"
"73","canadian"
"74","chemical"
"75","producer"
"76","association"
"77","ccpa"
"78","approved"
"79","a"
"80","position"
"81","on"
"82","us"
"83","canadian"
"84","tariff"
"85","negotiations"
"86","that"
"87","is"
"88","similar"
"89","to"
"90","cmas"
"91","position"
"92","that"
"93","tariffs"
"94","on"
"95","all"
"96","chemicals"
"97","should"
"98","be"
"99","on"
"100","the"
"101","table"
"102","for"
"103","negotiation"
"104","not"
"105","just"
"106","certain"
"107","chemical"
"108","subsectors"
"109","or"
"110","groups"
"111","of"
"112","products"
"113","such"
"114","as"
"115","ccpas"
"116","original"
"117","list"
"118","of"
"119","a"
"120","copy"
"121","of"
"122","ccpas"
"123","position"
"124","is"
"125","on"
"126","its"
"127","way"
"128","to"
"129","us"
"130","in"
"131","january"
"132","the"
"133","board"
"134","approved"
"135","a"
"136","cma"
"137","position"
"138","supporting"
"139","publication"
"140","and"
"141","implementation"
"142","of"
"143","the"
"144","draft"
"145","white"
"146","house"
"147","policy"
"148","on"
"149","the"
"150","export"
"151","of"
"152","hazardous"
"153","substances"
"154","cma"
"155","th"
"156","draft"
"157","policy"
"158","is"
"159","based"
"160","on"
"161","tha"
"162","principla"
"163","of"
"164","exchanging"
"165","information"
"166","on"
"167","regulatory"
"168","activitias"
"169","with"
"170","othar"
"171","countrias"
"172","rath"
"173","tr"
"174","than"
"175","on"
"176","diract"
"177","controls"
"178","such"
"179","as"
"180","licansing"
"181","of"
"182","exports"
"183","or"
"184","prashipmant"
"185","notification"
"186","to"
"187","tha"
"188","fortign"
"189","govarnmant"
"190","on"
"191","aach"
"192","transaction"
"193","movamant"
"194","of"
"195","product"
"196","an"
"197","ad"
"198","hoc"
"199","group"
"200","consisting"
"201","of"
"202","cma"
"203","mambars"
"204","and"
"205","raprasantativas"
"206","of"
"207","thar"
"208","trada"
"209","associations"
"210","concarnad"
"211","with"
"212","us"
"213","policy"
"214","on"
"215","tha"
"216","export"
"217","of"
"218","hazardous"
"219","substancas"
"220","was"
"221","sat"
"222","up"
"223","and"
"224","bagan"
"225","advocating"
"226","adoption"
"227","of"
"228","tha"
"229","draft"
"230","policy"
"231","in"
"232","maatings"
"233","with"
"234","tha"
"235","administration"
"236","during"
"237","tha"
"238","nd"
"239","quarter"
"240","tha"
"241","unitad"
"242","statas"
"243","and"
"244","mexico"
"245","signad"
"246","a"
"247","trada"
"248","agraamant"
"249","in"
"250","which"
"251","maxico"
"252","agraad"
"253","to"
"254","aliminata"
"255","axport"
"256","subsidias"
"257","ovar"
"258","a"
"259","pariod"
"260","of"
"261","time"
"262","in"
"263","axchanga"
"264","for"
"265","baing"
"266","grantad"
"267","tha"
"268","injury"
"269","tast"
"270","in"
"271","countarvaiing"
"272","duty"
"273","trada"
"274","ramady"
"275","actions"
"276","brought"
"277","in"
"278","tha"
"279","unitad"
"280","statas"
"281","tha"
"282","two"
"283","govarnmants"
"284","also"
"285","announcad"
"286","thay"
"287","would"
"288","bagin"
"289","work"
"290","toward"
"291","a"
"292","ganaral"
"293","framawork"
"294","agraamant"
"295","to"
"296","improva"
"297","trada"
"298","batwaan"
"299","tha"
"300","two"
"301","countrias"
"302","in"
"303","rasponsa"
"304","to"
"305","this"
"306","announcement"
"307","tha"
"308","intarnational"
"309","trada"
"310","committaa"
"311","bagan"
"312","to"
"313","davalop"
"314","a"
"315","sat"
"316","of"
"317","principlas"
"318","for"
"319","bilataral"
"320","trada"
"321","batwaan"
"322","tha"
"323","unitad"
"324","statas"
"325","and"
"326","maxico"
"327","negotiations"
"328","with"
"329","maxico"
"330","ara"
"331","not"
"332","axpactad"
"333","to"
"334","rasult"
"335","in"
"336","a"
"337","fraatrada"
"338","agraamant"
"339","in"
"340","tha"
"341","s"
"342","or"
"343","avan"
"344","in"
"345","tha"
"346","s"
"347","thara"
"348","ara"
"349","just"
"350","too"
"351","many"
"352","diffarancas"
"353","batwaan"
"354","tha"
"355","two"
"356","countrias"
"357","for"
"358","that"
"359","to"
"360","happan"
"361","throughout"
"362","tha"
"363","year"
"364","tha"
"365","administration"
"366","continuad"
"367","to"
"368","promota"
"369","tha"
"370","idaa"
"371","of"
"372","a"
"373","naw"
"374","round"
"375","of"
"376","multilataral"
"377","trada"
"378","nagotiations"
"379","undar"
"380","tha"
"381","naral"
"382","agraamant"
"383","on"
"384","tariffs"
"385","and"
"386","trada"
"387","gatt"
"388","to"
"389","shora"
"390","up"
"391","tha"
"392","prasant"
"393","trading"
"394","systam"
"395","and"
"396","to"
"397","davalop"
"398","rulas"
"399","for"
"400","araas"
"401","of"
"402","trada"
"403","not"
"404","prasantly"
"405","covarad"
"406","by"
"407","gatt"
"408","by"
"409","yaar"
"410","and"
"411","howavar"
"412","final"
"413","agraamant"
"414","on"
"415","whan"
"416","tha"
"417","nagotiations"
"418","should"
"419","bagin"
"420","and"
"421","on"
"422","what"
"423","thay"
"424","should"
"425","covar"
"426","had"
"427","not"
"428","yat"
"429","baan"
"430","raachad"
"431","tha"
"432","chamical"
"433","industry"
"434","has"
"435","an"
"436","important"
"437","staka"
"438","in"
"439","a"
"440","naw"
"441","round"
"442","of"
"443","multilataral"
"444","trada"
"445","nagotiations"
"446","sinca"
"447","chamical"
"448","tariffs"
"449","ara"
"450","still"
"451","high"
"452","anough"
"453","to"
"454","hava"
"455","a"
"456","significant"
"457","affact"
"458","on"
"459","pricas"
"460","in"
"461","both"
"462","u"
"463","s"
"464","and"
"465","axport"
"466","markats"
"467","in"
"468","praparation"
"469","for"
"470","tha"
"471","naw"
"472","round"
"473","tha"
"474","trada"
"475","committaa"
"476","davalopad"
"477","a"
"478","proposad"
"479","cma"
"480","position"
"481","basad"
"482","on"
"483","a"
"484","statamant"
"485","of"
"486","principlas"
"487","which"
"488","addrass"
"489","us"
"490","negotiating"
"491","policy"
"492","disputa"
"493","sattlamant"
"494","procedures"
"495","and"
"496","trada"
"497","issues"
"498","of"
"499","particular"
"500","importance"
"501","to"
"502","tha"
"503","chamical"
"504","industry"
"505","these"
"506","issues"
"507","include"
"508","foreign"
"509","market"
"510","access"
"511","tariffs"
"512","tha"
"513","establishment"
"514","of"
"515","a"
"516","coda"
"517","on"
"518","foreign"
"519","investment"
"520","and"
"521","improvement"
"522","in"
"523","th"
"524","protection"
"525","afforded"
