"","dictionary"
"1","in"
"2","an"
"3","effort"
"4","to"
"5","educate"
"6","them"
"7","in"
"8","the"
"9","writing"
"10","of"
"11","performance"
"12","standards"
"13","this"
"14","has"
"15","been"
"16","well"
"17","received"
"18","by"
"19","osha"
"20","and"
"21","the"
"22","task"
"23","group"
"24","has"
"25","received"
"26","a"
"27","letter"
"28","of"
"29","thanks"
"30","from"
"31","the"
"32","director"
"33","of"
"34","osha"
"35","for"
"36","their"
"37","activity"
"38","it"
"39","is"
"40","our"
"41","hope"
"42","that"
"43","with"
"44","this"
"45","training"
"46","effort"
"47","and"
"48","interaction"
"49","with"
"50","osha"
"51","the"
"52","new"
"53","standards"
"54","will"
"55","be"
"56","written"
"57","in"
"58","true"
"59","performance"
"60","language"
"61","another"
"62","significant"
"63","work"
"64","effort"
"65","with"
"66","osha"
"67","has"
"68","led"
"69","to"
"70","the"
"71","adoption"
"72","of"
"73","the"
"74","safety"
"75","inspection"
"76","targeting"
"77","system"
"78","for"
"79","routine"
"80","safety"
"81","inspections"
"82","this"
"83","enables"
"84","osha"
"85","to"
"86","focus"
"87","their"
"88","inspections"
"89","on"
"90","highhazard"
"91","industries"
"92","where"
"93","theyll"
"94","do"
"95","the"
"96","most"
"97","good"
"98","and"
"99","enables"
"100","those"
"101","of"
"102","us"
"103","with"
"104","good"
"105","safety"
"106","records"
"107","to"
"108","be"
"109","free"
"110","of"
"111","routine"
"112","safety"
"113","inspections"
"114","work"
"115","is"
"116","ongoing"
"117","to"
"118","apply"
"119","a"
"120","similar"
"121","methodology"
"122","for"
"123","health"
"124","inspections"
"125","and"
"126","recently"
"127","two"
"128","of"
"129","our"
"130","members"
"131","attended"
"132","an"
"133","osha"
"134","workshop"
"135","where"
"136","an"
"137","effort"
"138","was"
"139","being"
"140","made"
"141","to"
"142","devise"
"143","such"
"144","a"
"145","method"
"146","the"
"147","method"
"148","recommended"
"149","by"
"150","the"
"151","cma"
"152","members"
"153","appears"
"154","to"
"155","have"
"156","been"
"157","favorably"
"158","received"
"159","by"
"160","other"
"161","members"
"162","of"
"163","industry"
"164","the"
"165","unions"
"166","and"
"167","the"
"168","governmental"
"169","agencies"
"170","we"
"171","shall"
"172","continue"
"173","with"
"174","efforts"
"175","in"
"176","this"
"177","area"
"178","over"
"179","the"
"180","near"
"181","future"
"182","another"
"183","major"
"184","effort"
"185","was"
"186","carried"
"187","out"
"188","on"
"189","the"
"190","standard"
"191","for"
"192","hazards"
"193","communica­"
"194","tion"
"195","this"
"196","culminated"
"197","in"
"198","testimony"
"199","by"
"200","a"
"201","fourmember"
"202","panel"
"203","of"
"204","cma"
"205","on"
"206","june"
"207","ur"
"208","work"
"209","in"
"210","this"
"211","area"
"212","was"
"213","completed"
"214","when"
"215","posthearing"
"216","comments"
"217","were"
"218","filed"
"219","in"
"220","september"
"221","as"
"222","stated"
"223","previously"
"224","were"
"225","hopeful"
"226","that"
"227","a"
"228","federal"
"229","standard"
"230","in"
"231","this"
"232","area"
"233","will"
"234","reempt"
"235","a"
"236","myriad"
"237","of"
"238","state"
"239","standards"
"240","which"
"241","currently"
"242","exist"
"243","from"
"244","being"
"245","enforced"
"246","and"
"247","also"
"248","prevent"
"249","the"
"250","writing"
"251","of"
"252","standards"
"253","by"
"254","states"
"255","and"
"256","communities"
"257","which"
"258","have"
"259","not"
"260","yet"
"261","done"
"262","so"
"263","we"
"264","presented"
"265","the"
"266","argument"
"267","that"
"268","osha"
"269","has"
"270","the"
"271","authority"
"272","to"
"273","preempt"
"274","states"
"275","standards"
"276","with"
"277","a"
"278","federal"
"279","standard"
"280","on"
"281","the"
"282","basis"
"283","that"
"284","a"
"285","myriad"
"286","of"
"287","state"
"288","standards"
"289","will"
"290","present"
"291","an"
"292","undue"
"293","burden"
"294","on"
"295","interstate"
"296","commerce"
"297","this"
"298","brings"
"299","me"
"300","to"
"301","the"
"302","area"
"303","of"
"304","states"
"305","activities"
"306","task"
"307","group"
"308","which"
"309","is"
"310","doing"
"311","yeoman"
"312","work"
"313","to"
"314","track"
"315","and"
"316","respond"
"317","to"
"318","an"
"319","increasing"
"320","number"
"321","of"
"322","state"
"323","and"
"324","local"
"325","initia­"
"326","tives"
"327","dealing"
"328","with"
"329","hazardous"
"330","substances"
"331","under"
"332","worker"
"333","right"
"334","to"
"335","know"
"336","and"
"337","community"
"338","right"
"339","to"
"340","know"
"341","statutes"
"342","it"
"343","is"
"344","not"
"345","clear"
"346","whether"
"347","the"
"348","promulgation"
"349","of"
"350","a"
"351","federal"
"352","hazardous"
"353","communication"
"354","standard"
"355","will"
"356","supersede"
"357","the"
"358","current"
"359","states"
"360","statutes"
"361","but"
"362","the"
"363","minimum"
"364","we"
"365","hope"
"366","to"
"367","achieve"
"368","is"
"369","to"
"370","reduce"
"371","the"
"372","proliferation"
"373","of"
"374","further"
"375","state"
"376","and"
"377","community"
"378","statutes"
"379","in"
"380","this"
"381","area"
"382","it"
"383","is"
"384","worthy"
"385","of"
"386","note"
"387","that"
"388","the"
"389","state"
"390","of"
"391","california"
"392","has"
"393","already"
"394","announced"
"395","their"
"396","position"
"397","that"
"398","there"
"399","is"
"400","no"
"401","federal"
"402","override"
"403","so"
"404","long"
"405","as"
"406","the"
"407","state"
"408","statute"
"409","is"
"410","as"
"411","stringent"
"412","as"
"413","the"
"414","federal"
"415","further"
"416","although"
"417","the"
"418","federal"
"419","statute"
"420","may"
"421","affect"
"422","worker"
"423","right"
"424","to"
"425","know"
"426","laws"
"427","from"
"428","proliferating"
"429","we"
"430","are"
"431","unsure"
"432","as"
"433","to"
"434","what"
"435","effect"
"436","it"
"437","will"
"438","have"
"439","on"
"440","community"
"441","right"
"442","to"
"443","know"
"444","standards"
"445","considerable"
"446","work"
"447","remains"
"448","to"
"449","be"
"450","done"
"451","in"
"452","this"
"453","area"
"454","in"
"455","conjunction"
"456","with"
"457","the"
"458","legislative"
"459","affairs"
"460","committee"
"461","cma"
"462","the"
"463","issue"
"464","of"
"465","managing"
"466","reproductive"
"467","risk"
"468","in"
"469","the"
"470","workplace"
"471","deserves"
"472","some"
"473","comment"
"474","the"
"475","reproductive"
"476","risk"
"477","issue"
"478","continues"
"479","to"
"480","be"
"481","active"
"482","with"
"483","legislators"
"484","and"
"485","in"
"486","the"
"487","news"
"488","media"
"489","as"
"490","you"
"491","are"
"492","probably"
"493","aware"
"494","a"
"495","recent"
"496","court"
"497","decision"
"498","in"
"499","the"
"500","olin"
"501","caseupheld"
"502","the"
"503","concept"
"504","that"
"505","prohibiting"
"506","a"
"507","fertile"
"508","female"
"509","from"
"510","working"
"511","in"
"512","an"
"513","evnironment"
"514","which"
"515","is"
"516","harmful"
"517","to"
