"","dictionary"
"1","knowledge"
"2","of"
"3","production"
"4","and"
"5","use"
"6","patterns"
"7","toxicologic"
"8","proper­"
"9","ties"
"10","and"
"11","the"
"12","presence"
"13","of"
"14","arsenic"
"15","in"
"16","the"
"17","environment"
"18","the"
"19","arsenic"
"20","program"
"21","panel"
"22","sponsored"
"23","a"
"24","literature"
"25","review"
"26","of"
"27","he"
"28","suspected"
"29","carcinogenic"
"30","effects"
"31","of"
"32","arsenic"
"33","with"
"34","dr"
"35","hardlngbarlow"
"36","cma"
"37","butylated"
"38","hydroxytoluene"
"39","ht"
"40","the"
"41","joint"
"42","faowho"
"43","expert"
"44","committee"
"45","on"
"46","food"
"47","additives"
"48","re­"
"49","cently"
"50","extended"
"51","the"
"52","temporary"
"53","average"
"54","dally"
"55","intake"
"56","adi"
"57","for"
"58","bht"
"59","pending"
"60","receipt"
"61","of"
"62","additional"
"63","testing"
"64","data"
"65","chlorobenzenes"
"66","epa"
"67","and"
"68","the"
"69","chlorobenzenes"
"70","producers"
"71","have"
"72","agreed"
"73","on"
"74","a"
"75","decisiontree"
"76","approach"
"77","to"
"78","the"
"79","testing"
"80","of"
"81","chlorobenzenes"
"82","in"
"83","the"
"84","voluntary"
"85","industry"
"86","test"
"87","program"
"88","the"
"89","toxicology"
"90","research"
"91","group"
"92","has"
"93","recommended"
"94","that"
"95","dr"
"96","gary"
"97","williams"
"98","of"
"99","the"
"100","american"
"101","health"
"102","foundation"
"103","perform"
"104","the"
"105","cell"
"106","transformation"
"107","assays"
"108","and"
"109","epa"
"110","is"
"111","in"
"112","agreement"
"113","with"
"114","this"
"115","recommendation"
"116","requests"
"117","for"
"118","proposals"
"119","to"
"120","conduct"
"121","a"
"122","twogeneration"
"123","reproduction"
"124","study"
"125","on"
"126","monochloro­"
"127","benzene"
"128","were"
"129","sent"
"130","to"
"131","five"
"132","contract"
"133","laboratories"
"134","ethylene"
"135","dibromide"
"136","edb"
"137","the"
"138","international"
"139","brotherhood"
"140","of"
"141","teamsters"
"142","urged"
"143","in"
"144","a"
"145","september"
"146","petition"
"147","that"
"148","the"
"149","occupational"
"150","safety"
"151","and"
"152","health"
"153","administration"
"154","osha"
"155","issue"
"156","an"
"157","emergency"
"158","temporary"
"159","standard"
"160","ets"
"161","reducing"
"162","the"
"163","exposure"
"164","limit"
"165","for"
"166","the"
"167","fumigant"
"168","edb"
"169","the"
"170","teamsters"
"171","petition"
"172","claims"
"173","that"
"174","three"
"175","major"
"176","studies"
"177","show"
"178","edb"
"179","to"
"180","be"
"181","a"
"182","potent"
"183","carcinogen"
"184","at"
"185","levels"
"186","far"
"187","below"
"188","those"
"189","allowed"
"190","under"
"191","the"
"192","present"
"193","osha"
"194","standard"
"195","osha"
"196","has"
"197","been"
"198","asked"
"199","to"
"200","write"
"201","an"
"202","ets"
"203","osha"
"204","has"
"205","no"
"206","definitive"
"207","plan"
"208","of"
"209","action"
"210","until"
"211","it"
"212","has"
"213","obtained"
"214","more"
"215","data"
"216","information"
"217","from"
"218","the"
"219","panel"
"220","will"
"221","be"
"222","considered"
"223","dr"
"224","l"
"225","vernon"
"226","white"
"227","of"
"228","great"
"229","lakes"
"230","chemical"
"231","and"
"232","mr"
"233","roger"
"234","mangham"
"235","of"
"236","ethyl"
"237","corporation"
"238","will"
"239","attend"
"240","an"
"241","osha"
"242","meeting"
"243","on"
"244","edb"
"245","on"
"246","october"
"247","as"
"248","industry"
"249","representatives"
"250","ethylene"
"251","dlchlorlde"
"252","the"
"253","ethylene"
"254","dlchlorlde"
"255","program"
"256","panel"
"257","is"
"258","endeavoring"
"259","to"
"260","clarify"
"261","several"
