"","dictionary"
"1","exhibit"
"2","e"
"3","report"
"4","to"
"5","the"
"6","board"
"7","of"
"8","directors"
"9","manufacturing"
"10","chemists"
"11","association"
"12","william"
"13","r"
"14","chalker"
"15","chairman"
"16","air"
"17","quality"
"18","committee"
"19","april"
"20","it"
"21","is"
"22","a"
"23","privilege"
"24","to"
"25","appear"
"26","before"
"27","you"
"28","in"
"29","discussing"
"30","the"
"31","activities"
"32","of"
"33","the"
"34","air"
"35","quality"
"36","committee"
"37","i"
"38","will"
"39","highlight"
"40","a"
"41","key"
"42","problem"
"43","with"
"44","the"
"45","clean"
"46","air"
"47","act"
"48","and"
"49","amendatory"
"50","efforts"
"51","point"
"52","out"
"53","flaws"
"54","in"
"55","the"
"56","epa"
"57","interpretive"
"58","ruling"
"59","on"
"60","offset"
"61","of"
"62","hydrocarbons"
"63","in"
"64","nonattainment"
"65","areas"
"66","cite"
"67","our"
"68","involvement"
"69","in"
"70","the"
"71","epa"
"72","synthetic"
"73","organic"
"74","chemical"
"75","industry"
"76","study"
"77","touch"
"78","on"
"79","our"
"80","mca"
"81","hydrocarbon"
"82","control"
"83","cost"
"84","study"
"85","and"
"86","oxidant"
"87","episode"
"88","study"
"89","and"
"90","describe"
"91","several"
"92","new"
"93","areas"
"94","of"
"95","coming"
"96","concern"
"97","the"
"98","regulatory"
"99","tempo"
"100","in"
"101","the"
"102","air"
"103","pollution"
"104","field"
"105","keeps"
"106","rising"
"107","but"
"108","our"
"109","objective"
"110","remains"
"111","the"
"112","same"
"113","to"
"114","get"
"115","permits"
"116","to"
"117","con­"
"118","struct"
"119","plants"
"120","or"
"121","modify"
"122","existing"
"123","ones"
"124","expeditiously"
"125","and"
"126","within"
"127","realistic"
"128","environmental"
"129","constraints"
"130","in"
"131","going"
"132","down"
"133","the"
"134","permit"
"135","trail"
"136","the"
"137","we"
"138","face"
"139","an"
"140","everwidening"
"141","array"
"142","of"
"143","regulations"
"144","and"
"145","concepts"
"146","decisions"
"147","of"
"148","control"
"149","agencies"
"150","are"
"151","transcending"
"152","their"
"153","past"
"154","areas"
"155","of"
"156","concern"
"157","and"
"158","are"
"159","influencing"
"160","such"
"161","widely"
"162","different"
"163","facets"
"164","as"
"165","land"
"166","use"
"167","life"
"168","style"
"169","industrial"
"170","production"
"171","techniques"
"172","and"
"173","return"
"174","on"
"175","investment"
"176","it"
"177","is"
"178","amazing"
"179","that"
"180","we"
"181","have"
"182","coped"
"183","as"
"184","w"
"185","as"
"186","we"
"187","have"
"188","with"
"189","this"
"190","complex"
"191","situation"
"192","oxidant"
