"","dictionary"
"1","proposed"
"2","research"
"3","program"
"4","on"
"5","carcinogenic"
"6","potential"
"7","of"
"8","vinyl"
"9","chloride"
"10","exhibit"
"11","a"
"12","purpose"
"13","the"
"14","purpose"
"15","of"
"16","this"
"17","program"
"18","is"
"19","to"
"20","provide"
"21","scientific"
"22","information"
"23","to"
"24","clarify"
"25","the"
"26","status"
"27","of"
"28","vinyl"
"29","chloride"
"30","monomer"
"31","in"
"32","reference"
"33","to"
"34","carcinogenicity"
"35","proj"
"36","ect"
"37","as"
"38","recommended"
"39","by"
"40","an"
"41","ad"
"42","hoc"
"43","planning"
"44","group"
"45","for"
"46","vinyl"
"47","chloride"
"48","research"
"49","composed"
"50","of"
"51","representatives"
"52","of"
"53","eight"
"54","mca"
"55","member"
"56","companies"
"57","the"
"58","project"
"59","is"
"60","to"
"61","contract"
"62","for"
"63","animal"
"64","test­"
"65","ing"
"66","research"
"67","under"
"68","which"
"69","experimental"
"70","animals"
"71","would"
"72","inhale"
"73","vinyl"
"74","chloride"
"75","monomer"
"76","vapor"
"77","at"
"78","selected"
"79","concentration"
"80","levels"
"81","and"
"82","be"
"83","examined"
"84","in"
"85","accord"
"86","with"
"87","an"
"88","agreedupon"
"89","testing"
"90","and"
"91","examination"
"92","protocol"
"93","planned"
"94","duration"
"95","of"
"96","the"
"97","project"
"98","is"
"99","three"
"100","years"
"101","according"
"102","to"
"103","quotations"
"104","from"
"105","industrial"
"106","biotest"
"107","laboratories"
"108","inc"
"109","with"
"110","which"
"111","the"
"112","contract"
"113","is"
"114","in"
"115","prospect"
"116","and"
"117","an"
"118","allowance"
"119","for"
"120","vinyl"
"121","chloride"
"122","supply"
"123","and"
"124","contingencies"
"125","the"
"126","projected"
"127","cost"
"128","is"
"129","funding"
"130","funding"
"131","commitments"
"132","have"
"133","been"
"134","received"
"135","from"
"136","seventeen"
"137","mca"
"138","member"
"139","companies"
"140","sufficient"
"141","in"
"142","the"
"143","aggregate"
"144","to"
"145","cover"
"146","the"
"147","stated"
"148","cost"
"149","company"
"150","shares"
"151","are"
"152","prorated"
"153","on"
"154","the"
"155","basis"
"156","of"
"157","publicly"
"158","announced"
"159","tonnage"
"160","production"
"161","capacity"
"162","for"
"163","vinyl"
"164","chloride"
"165","monomer"
"166","plus"
"167","polyvinyl"
"168","chloride"
"169","disbursements"
"170","are"
"171","to"
"172","be"
"173","subject"
"174","to"
"175","mca"
"176","staff"
"177","clearance"
"178","and"
"179","approval"
"180","supervision"
"181","the"
"182","program"
"183","is"
"184","to"
"185","be"
"186","supervised"
"187","on"
"188","mcas"
"189","behalf"
"190","by"
"191","a"
"192","technical"
"193","task"
"194","group"
"195","on"
"196","vinyl"
"197","chloride"
"198","research"
"199","composed"
"200","of"
"201","one"
"202","technical"
"203","representative"
"204","from"
"205","each"
"206","subscribing"
"207","company"
"208","plus"
"209","an"
"210","mca"
"211","staff"
"212","representative"
"213","to"
"214","serve"
"215","as"
"216","secretary"
"217","administratively"
"218","the"
"219","task"
"220","group"
"221","is"
"222","to"
"223","function"
"224","under"
"225","the"
"226","jurisdiction"
"227","of"
"228","the"
"229","occupational"
"230","health"
"231","committee"
"232","cma"
"233","stipulations"
"234","the"
"235","scientific"
"236","information"
"237","developed"
"238","from"
"239","this"
"240","program"
"241","is"
"242","to"
"243","be"
"244","fully"
"245","disclosed"
"246","without"
"247","restriction"
"248","for"
"249","purposes"
"250","of"
"251","consistency"
"252","and"
"253","control"
"254","however"
"255","all"
"256","releases"
"257","are"
"258","to"
"259","be"
"260","made"
"261","solely"
"262","through"
"263","mca"
"264","normally"
"265","based"
"266","on"
"267","task"
"268","group"
"269","rec­"
"270","ommendations"
"271","as"
"272","to"
"273","nature"
"274","and"
"275","timing"
"276","this"
"277","requirement"
"278","would"
"279","not"
"280","preclude"
"281","private"
"282","scientific"
"283","interchange"
"284","of"
"285","noncompetitive"
"286","information"
"287","useful"
"288","to"
"289","advancement"
"290","of"
"291","the"
"292","program"
"293","nor"
"294","relevant"
"295","private"
"296","communication"
"297","within"
"298","and"
"299","among"
"300","subscribing"
"301","companies"
"302","it"
"303","would"
"304","be"
"305","an"
"306","obligation"
"307","to"
"308","inform"
"309","the"
"310","mca"
"311","staff"
"312","representa­"
"313","tive"
"314","on"
"315","a"
"316","current"
"317","basis"
"318","about"
"319","all"
"320","such"
"321","related"
"322","interchanges"
"323","and"
"324","communications"
"325","other"
"326","than"
"327","those"
"328","internal"
"329","to"
"330","the"
"331","company"
"332","operation"
"333","the"
"334","task"
"335","group"
"336","is"
"337","to"
"338","be"
"339","governed"
"340","by"
"341","the"
"342","requirements"
"343","of"
"344","mcas"
"345","general"
"346","principles"
"347","applicable"
"348","to"
"349","the"
"350","structure"
"351","and"
"352","op­"
"353","erations"
"354","of"
"355","committees"
"356","and"
"357","the"
"358","rules"
"359","of"
"360","organization"
"361","and"
"362","pro­"
"363","cedure"
"364","of"
"365","the"
"366","occupational"
"367","health"
"368","committee"
"369","mca"
"370","cma"
