"","dictionary"
"1","wa"
"2","reasonable"
"3","although"
"4","it"
"5","substantially"
"6","increased"
"7","the"
"8","programs"
"9","and"
"10","authority"
"11","over"
"12","preset"
"13","law"
"14","following"
"15","is"
"16","a"
"17","brief"
"18","list"
"19","of"
"20","key"
"21","issues"
"22","that"
"23","were"
"24","considered"
"25","and"
"26","the"
"27","votes"
"28","which"
"29","major"
"30","and"
"31","damaging"
"32","changes"
"33","were"
"34","rejected"
"35","mandatory"
"36","clean"
"37","up"
"38","schedules"
"39","far"
"40","more"
"41","stringent"
"42","standards"
"43","of"
"44","clean"
"45","up"
"46","even"
"47","greater"
"48","than"
"49","might"
"50","be"
"51","needed"
"52","to"
"53","protect"
"54","health"
"55","and"
"56","the"
"57","environment"
"58","requirement"
"59","that"
"60","privateparty"
"61","clean"
"62","ups"
"63","be"
"64","more"
"65","stringent"
"66","than"
"67","fundfinanced"
"68","clean"
"69","ups"
"70","requiring"
"71","that"
"72","all"
"73","clean"
"74","up"
"75","settlements"
"76","contain"
"77","a"
"78","reopener"
"79","clause"
"80","thus"
"81","preventing"
"82","final"
"83","release"
"84","from"
"85","liability"
"86","to"
"87","be"
"88","granted"
"89","remove"
"90","limits"
"91","of"
"92","liability"
"93","and"
"94","create"
"95","joint"
"96","and"
"97","several"
"98","liability"
"99","in"
"100","the"
"101","leaking"
"102","underground"
"103","storage"
"104","tanks"
"105","program"
"106","expand"
"107","the"
"108","rights"
"109","of"
"110","citizens"
"111","to"
"112","bring"
"113","suit"
"114","against"
"115","owners"
"116","of"
"117","waste"
"118","disposal"
"119","sites"
"120","in"
"121","federal"
"122","court"
"123","if"
"124","there"
"125","may"
"126","be"
"127","an"
"128","iminent"
"129","or"
"130","substantial"
"131","endangerment"
"132","creation"
"133","of"
"134","a"
"135","hazardous"
"136","substance"
"137","inventory"
"138","as"
"139","part"
"140","of"
"141","the"
"142","community"
"143","righttoknow"
"144","provision"
"145","in"
"146","the"
"147","house"
"148","superfund"
"149","debate"
"150","now"
"151","moves"
"152","to"
"153","the"
"154","house"
"155","public"
"156","works"
"157","and"
"158","transportation"
"159","committee"
"160","subcommittee"
"161","chairman"
"162","robert"
"163","row"
"164","dnj"
"165","has"
"166","had"
"167","the"
"168","staff"
"169","working"
"170","through"
"171","the"
"172","august"
"173","recess"
"174","preparing"
"175","for"
"176","early"
"177","september"
"178","markup"
"179","environmentalists"
"180","have"
"181","been"
"182","urging"
"183","the"
"184","committee"
"185","to"
"186","begin"
"187","debate"
"188","using"
"189","the"
"190","original"
"191","florio"
"192","bill"
"193","which"
"194","was"
"195","rejected"
"196","by"
"197","the"
"198","energy"
"199","and"
"200","commerce"
"201","committee"
"202","tma"
"203","has"
"204","recommended"
"205","the"
"206","committee"
"207","begin"
"208","from"
"209","hr"
"210","the"
"211","house"
"212","ways"
"213","and"
"214","means"
"215","committee"
"216","has"
"217","tentatively"
"218","scheduled"
"219","markup"
"220","for"
"221","erly"
"222","september"
"223","in"
"224","addition"
"225","both"
"226","the"
"227","house"
"228","judiciary"
"229","cosanittee"
"230","and"
"231","the"
"232","merchant"
"233","marine"
"234","and"
"235","fisheries"
"236","counittee"
"237","have"
"238","been"
"239","granted"
"240","jurisdiction"
"241","of"
"242","the"
"243","u"
"244","this"
"245","means"
"246","that"
"247","five"
"248","major"
"249","committees"
"250","of"
"251","the"
"252","house"
"253","will"
"254","have"
"255","considered"
"256","auperfund"
"257","before"
"258","it"
"259","goes"
"260","to"
"261","the"
"262","rules"
"263","counittee"
"264","and"
"265","it"
"266","is"
"267","brought"
"268","to"
"269","the"
"270","house"
"271","door"
"272","as"
"273","a"
"274","result"
"275","final"
"276","passage"
"277","is"
"278","unlikely"
"279","before"
"280","september"
"281","and"
"282","thus"
"283","some"
"284","cma"
"285","lapse"
"286","may"
"287","wall"
"288","occur"
"289","in"
"290","the"
"291","taxing"
"292","authority"
"293","a"
"294","or"
"295","day"
"296","dalay"
"297","should"
"298","enable"
"299","congress"
"300","to"
"301","complete"
"302","final"
"303","action"
"304","before"
"305","the"
"306","end"
"307","of"
"308","this"
"309","year"
"310","in"
"311","the"
"312","senate"
"313","the"
"314","superfund"
"315","bill"
"316","s"
"317","si"
"318","was"
"319","not"
"320","brought"
"321","to"
"322","the"
"323","floor"
"324","before"
"325","the"
"326","august"
"327","recess"
"328","began"
"329","as"
"330","had"
"331","been"
"332","predicted"
"333","delays"
"334","occurred"
"335","principally"
"336","because"
"337","senators"
"338","domenici"
"339","rnm"
"340","and"
"341","simpson"
"342","rwy"
"343","wanted"
"344","to"
"345","perfect"
"346","amendments"
"347","dealing"
"348","with"
"349","liability"
"350","and"
"351","insurance"
"352","issues"
"353","these"
"354","and"
"355","a"
"356","host"
"357","of"
"358","other"
"359","amendments"
"360","are"
"361","expected"
"362","to"
"363","be"
"364","considered"
"365","while"
"366","superfund"
"367","is"
"368","on"
"369","the"
"370","senate"
"371","floor"
"372","in"
"373","september"
"374","cma"
"375","cma"
"376","exhibit"
"377","g"
"378","table"
"379","of"
"380","contents"
"381","report"
"382","of"
"383","the"
"384","president"
"385","association"
"386","issues"
"387","and"
"388","program"
"389","report"
"390","me"
"391","advocacy"
"392","overview"
"393","l"
"394","issues"
"395","and"
"396","program"
"397","status"
"398","iii"
"399","government"
"400","control"
"401","of"
"402","chemical"
"403","productioninnovation"
"404","tsca"
"405","departmental"
"406","program"
"407","highlights"
"408","cma"
"409","cma"
"410","r"
"411","report"
"412","of"
"413","the"
"414","president"
"415","association"
"416","program"
"417","and"
"418","issue"
"419","report"
"420","ai"
"421","advocacy"
"422","overview"
"423","congress"
"424","the"
"425","presidents"
"426","offensive"
"427","to"
"428","hold"
"429","the"
"430","line"
"431","on"
"432","federal"
"433","spending"
"434","fend"
"435","off"
"436","tax"
"437","increases"
"438","and"
"439","quell"
"440","the"
"441","demand"
"442","for"
"443","trade"
"444","protection"
"445","will"
"446","probably"
"447","result"
"448","in"
"449","a"
"450","number"
"451","of"
"452","vetoes"
"453","this"
"454","fall"
"455","aides"
"456","have"
"457","reportedly"
"458","begun"
"459","laying"
"460","the"
"461","groundwork"
"462","for"
"463","possible"
"464","confrontation"
"465","with"
"466","congress"
"467","over"
"468","spending"
"469","bills"
"470","in"
"471","order"
"472","to"
"473","protect"
"474","the"
"475","economy"
"476","after"
"477","a"
"478","lengthy"
"479","debate"
"480","house"
"481","and"
"482","senate"
"483","conferees"
"484","reached"
"485","agreement"
"486","on"
"487","the"
"488","first"
"489","budget"
"490","resolution"
"491","for"
"492","fy"
"493","later"
"494","adopted"
"495","by"
"496","the"
"497","full"
"498","house"
"499","and"
"500","senate"
"501","the"
"502","same"
"503","day"
"504","it"
"505","would"
"506","reduce"
"507","the"
"508","fiscal"
"509","deficit"
"510","by"
"511","billion"
"512","the"
"513","agreement"
"514","exceeds"
"515","the"
"516","billion"
"517","set"
"518","by"
"519","the"
"520","administration"
"521","and"
"522","federal"
"523","reserve"
"524","board"
"525","chairman"
"526","paul"
"527","volcker"
"528","who"
"529","testified"
"530","that"
"531","this"
"532","amount"
"533","in"
"534","deficit"
"535","reduction"
"536","in"
"537","fy"
"538","would"
"539","be"
"540","necessary"
"541","to"
"542","keep"
"543","interest"
"544","rates"
"545","from"
"546","rising"
"547","a"
"548","cabinet"
"549","shakeout"
"550","appears"
"551","likely"
"552","to"
"553","kicked"
"554","off"
"555","by"
"556","the"
"557","departure"
"558","of"
"559","health"
"560","and"
"561","human"
"562","services"
"563","secretary"
"564","margaret"
"565","heckler"
"566","possibly"
"567","being"
"568","replaced"
"569","by"
"570","jack"
"571","svahn"
"572","the"
"573","white"
"574","house"
"575","domestic"
"576","policy"
"577","chief"
"578","another"
"579","cabinet"
"580","member"
"581","said"
"582","to"
"583","be"
"584","targeted"
"585","for"
"586","replacement"
"587","is"
"588","agriculture"
"589","secretary"
"590","john"
"591","block"
"592","in"
"593","the"
"594","aftermath"
"595","of"
"596","president"
"597","reagans"
"598","surgery"
"599","for"
"600","cancer"
"601","white"
"602","house"
"603","chief"
"604","of"
"605","staff"
"606","donald"
"607","regan"
"608","has"
"609","been"
"610","presiding"
"611","over"
"612","cabinet"
"613","meetings"
"614","before"
"615","the"
"616","president"
"617","arrives"
"618","to"
"619","sit"
"620","in"
"621","the"
"622","president"
"623","will"
"624","make"
"625","trips"
"626","out"
"627","of"
"628","town"
"629","three"
"630","or"
"631","four"
"632","days"
"633","a"
"634","month"
"635","to"
"636","promote"
"637","his"
"638","tax"
"639","reform"
"640","plan"
"641","and"
"642","to"
"643","stump"
"644","for"
"645","republican"
"646","candidates"
"647","facing"
"648","reelection"
"649","when"
"650","congress"
"651","returns"
"652","from"
"653","its"
"654","august"
"655","recess"
"656","much"
"657","attention"
"658","will"
"659","be"
"660","focussed"
"661","on"
"662","trade"
"663","the"
"664","protectionist"
"665","legislation"
"666","proposed"
"667","thus"
"668","far"
"669","is"
"670","directed"
"671","chiefly"
"672","against"
"673","the"
"674","japanese"
"675","while"
"676","the"
"677","trade"
"678","deficit"
"679","with"
"680","canada"
"681","and"
"682","europe"
"683","is"
"684","growing"
"685","at"
"686","a"
"687","increased"
"688","rate"
"689","the"
"690","congressional"
"691","adjournment"
"692","date"
"693","is"
"694","uncertain"
"695","with"
"696","several"
"697","important"
"698","issues"
"699","on"
"700","the"
"701","agenda"
"702","including"
"703","appropriations"
"704","bills"
"705","the"
"706","farm"
"707","bill"
"708","highway"
"709","construction"
"710","budget"
"711","reconciliation"
"712","and"
"713","superfund"
"714","federal"
"715","regulatory"
"716","agencies"
"717","environmental"
"718","protection"
"719","agency"
"720","recently"
"721","settled"
"722","enforcement"
"723","cases"
"724","dramatize"
"725","epas"
"726","increased"
"727","emphasis"
"728","on"
"729","rigorous"
"730","enforcement"
"731","of"
"732","the"
"733","toxic"
"734","substances"
"735","control"
"736","act"
"737","tsca"
"738","page"
"739","cma"
"740","although"
"741","epa"
"742","has"
"743","been"
"744","inspecting"
"745","for"
"746","compliance"
"747","with"
"748","all"
"749","sections"
"750","of"
"751","tsca"
"752","the"
"753","largest"
"754","fines"
"755","have"
"756","been"
"757","levied"
"758","for"
"759","violations"
"760","of"
"761","the"
"762","premanufacture"
"763","notice"
"764","and"
"765","reporting"
"766","provisions"
"767","of"
"768","tsca"
"769","in"
"770","one"
"771","recent"
"772","settlement"
"773","a"
"774","substantial"
"775","fine"
"776","was"
"777","reduced"
"778","because"
"779","the"
"780","company"
"781","voluntarily"
"782","disclosed"
"783","the"
"784","violations"
"785","and"
"786","agreed"
"787","to"
"788","perform"
"789","a"
"790","companywide"
"791","audit"
"792","for"
"793","compliance"
