"","dictionary"
"1","exhibit"
"2","a"
"3","staff"
"4","proposal"
"5","concerning"
"6","air"
"7","quality"
"8","committee"
"9","membership"
"10","of"
"11","donald"
"12","c"
"13","winson"
"14","on"
"15","february"
"16","at"
"17","the"
"18","request"
"19","of"
"20","the"
"21","air"
"22","quality"
"23","committee"
"24","the"
"25","board"
"26","of"
"27","directors"
"28","approved"
"29","regularization"
"30","of"
"31","the"
"32","membership"
"33","of"
"34","donald"
"35","c"
"36","winson"
"37","on"
"38","this"
"39","committee"
"40","mr"
"41","winson"
"42","an"
"43","outside"
"44","counsel"
"45","representing"
"46","alcoa"
"47","was"
"48","recognized"
"49","as"
"50","a"
"51","valid"
"52","exception"
"53","to"
"54","the"
"55","general"
"56","principles"
"57","applicable"
"58","to"
"59","the"
"60","structure"
"61","and"
"62","operations"
"63","of"
"64","committees"
"65","provision"
"66","that"
"67","membership"
"68","be"
"69","restricted"
"70","to"
"71","fulltime"
"72","employees"
"73","of"
"74","member"
"75","companies"
"76","this"
"77","action"
"78","was"
"79","made"
"80","subject"
"81","to"
"82","annual"
"83","staff"
"84","review"
"85","and"
"86","board"
"87","reconfirmation"
"88","and"
"89","on"
"90","february"
"91","such"
"92","reconfirmation"
"93","was"
"94","granted"
"95","by"
"96","the"
"97","board"
"98","as"
"99","the"
"100","factors"
"101","leading"
"102","to"
"103","the"
"104","earlier"
"105","request"
"106","remain"
"107","equally"
"108","valid"
"109","the"
"110","staff"
"111","recommends"
"112","the"
"113","board"
"114","approve"
"115","mr"
"116","winsons"
"117","continuation"
"118","as"
"119","a"
"120","member"
"121","of"
"122","the"
"123","air"
"124","quality"
"125","committee"
"126","subject"
"127","to"
"128","staff"
"129","review"
"130","and"
"131","board"
"132","reconfirmation"
"133","at"
"134","the"
"135","end"
"136","of"
"137","another"
"138","year"
"139","staff"
"140","proposal"
"141","of"
"142","february"
"143","is"
"144","attached"
"145","for"
"146","information"
"147","cma"
"148","staff"
"149","proposal"
"150","concerning"
"151","air"
"152","quality"
"153","committee"
"154","membership"
"155","of"
"156","donald"
"157","c"
"158","winson"
"159","frank"
"160","l"
"161","seamans"
"162","outside"
"163","counsel"
"164","of"
"165","the"
"166","aluminum"
"167","company"
"168","of"
"169","america"
"170","was"
"171","on"
"172","the"
"173","charter"
"174","roster"
"175","of"
"176","the"
"177","air"
"178","quality"
"179","committee"
"180","when"
"181","it"
"182","was"
"183","organized"
"184","in"
"185","and"
"186","was"
"187","an"
"188","outstanding"
"189","contributor"
"190","to"
"191","its"
"192","program"
"193","in"
"194","the"
"195","early"
"196","years"
"197","upon"
"198","adoption"
"199","of"
"200","the"
"201","general"
"202","principles"
"203","applicable"
"204","to"
"205","the"
"206","structure"
"207","and"
"208","operations"
"209","of"
"210","committees"
"211","in"
"212","on"
"213","his"
"214","own"
"215","initiative"
"216","he"
"217","inquired"
"218","whether"
"219","the"
"220","requirement"
"221","of"
"222","membercompany"
"223","fulltime"
"224","employee"
"225","for"
"226","committee"
"227","membership"
"228","would"
"229","affect"
"230","his"
"231","status"
"232","general"
"233","hull"
"234","then"
"235","mca"
"236","president"
"237","rul"
"238","d"
"239","that"
"240","this"
"241","preexisting"
"242","menibership"
"243","could"
"244","continue"
"245","undisturbed"
"246","in"
"247","alcoa"
"248","nominated"
"249","donald"
"250","cl"
"251","winson"
"252","a"
"253","member"
"254","of"
"255","mr"
"256","seamans"
"257","legal"
"258","firm"
"259","as"
"260","successor"
"261","to"
"262","mr"
"263","seamans"
"264","the"
"265","record"
"266","of"
"267","board"
"268","approval"
"269","indicates"
"270","only"
"271","that"
"272","mr"
"273","winson"
"274","represents"
"275","alcoa"
"276","with"
"277","no"
"278","evidence"
"279","of"
"280","recognition"
"281","that"
"282","he"
"283","was"
"284","not"
"285","an"
"286","alcoa"
"287","employee"
"288","the"
"289","irregularity"
"290","of"
"291","his"
"292","membership"
"293","was"
"294","brought"
"295","out"
"296","in"
"297","a"
"298","recent"
"299","general"
"300","review"
"301","of"
"302","committees"
"303","by"
"304","staff"
"305","counsel"
"306","the"
"307","air"
"308","quality"
"309","committee"
"310","is"
"311","eager"
"312","for"
"313","mr"
"314","winson"
"315","to"
"316","con­"
"317","tinue"
"318","in"
"319","full"
"320","participation"
"321","his"
"322","background"
"323","of"
"324","legal"
"325","specializa­"
"326","tion"
"327","in"
"328","industrial"
"329","air"
"330","pollution"
"331","is"
"332","comparatively"
"333","rare"
"334","and"
"335","his"
"336","leadership"
"337","at"
"338","this"
"339","juncture"
"340","is"
"341","especially"
"342","valuable"
"343","he"
"344","has"
"345","been"
"346","and"
"347","is"
"348","personally"
"349","interested"
"350","in"
"351","continuing"
"352","to"
"353","be"
"354","an"
"355","active"
"356","con­"
"357","tributor"
"358","to"
"359","the"
"360","committees"
"361","needs"
"362","he"
"363","can"
"364","be"
"365","particularly"
"366","helpful"
"367","in"
"368","the"
"369","organization"
"370","and"
"371","development"
"372","of"
"373","the"
"374","recently"
"375","authorized"
"376","joint"
"377","subcommittee"
"378","on"
"379","air"
"380","and"
"381","water"
"382","pollution"
"383","legislation"
"384","and"
"385","regulations"
"386","accordingly"
"387","primarily"
"388","as"
"389","a"
"390","grandfather"
"391","case"
"392","and"
"393","as"
"394","such"
"395","not"
"396","otherwise"
"397","setting"
"398","a"
"399","precedent"
"400","and"
"401","secondarily"
"402","in"
"403","recognition"
"404","of"
"405","continuing"
"406","need"
"407","by"
"408","the"
"409","committee"
"410","for"
"411","the"
"412","services"
"413","he"
"414","is"
"415","pecu­"
"416","liarly"
"417","able"
"418","to"
"419","render"
"420","the"
"421","staff"
"422","recommends"
"423","that"
"424","the"
"425","board"
"426","of"
"427","directors"
"428","regularize"
"429","the"
"430","membership"
"431","of"
"432","donald"
"433","c"
"434","winson"
"435","on"
"436","the"
"437","air"
"438","quality"
"439","committee"
"440","as"
"441","an"
"442","acknowledged"
"443","exception"
"444","to"
"445","the"
"446","membercompany"
"447","fulltime"
"448","employee"
"449","qualification"
"450","subject"
"451","to"
"452","staff"
"453","review"
"454","and"
"455","board"
"456","reconfirmation"
"457","annually"
"458","cma"
