"","dictionary"
"1","construction"
"2","grant"
"3","funding"
"4","it"
"5","appears"
"6","possible"
"7","that"
"8","congress"
"9","will"
"10","complete"
"11","work"
"12","on"
"13","s"
"14","before"
"15","this"
"16","session"
"17","ends"
"18","s"
"19","and"
"20","the"
"21","housepassed"
"22","version"
"23","reflect"
"24","cma"
"25","efforts"
"26","for"
"27","extensions"
"28","modifications"
"29","deletions"
"30","and"
"31","report"
"32","language"
"33","clarifications"
"34","the"
"35","bills"
"36","are"
"37","improved"
"38","over"
"39","original"
"40","proposals"
"41","in"
"42","several"
"43","areas"
"44","cma"
"45","sought"
"46","including"
"47","extended"
"48","compliance"
"49","deadlines"
"50","increased"
"51","protection"
"52","against"
"53","citizen"
"54","suits"
"55","relative"
"56","to"
"57","administrative"
"58","penalties"
"59","affirmative"
"60","defense"
"61","under"
"62","criminal"
"63","penalties"
"64","narrowing"
"65","of"
"66","the"
"67","mandatory"
"68","reopener"
"69","requirements"
"70","in"
"71","npdes"
"72","permits"
"73","affirmation"
"74","of"
"75","the"
"76","fundamentally"
"77","different"
"78","factors"
"79","fdf"
"80","variance"
"81","although"
"82","with"
"83","some"
"84","procedural"
"85","limitations"
"86","and"
"87","a"
"88","provision"
"89","improving"
"90","stormwater"
"91","runoff"
"92","requirements"
"93","cma"
"94","currently"
"95","is"
"96","preparing"
"97","for"
"98","conference"
"99","activity"
"100","in"
"101","september"
"102","regulatory"
"103","developments"
"104","and"
"105","response"
"106","pretreatment"
"107","the"
"108","effluent"
"109","guidelines"
"110","task"
"111","group"
"112","developed"
"113","comments"
"114","on"
"115","epas"
"116","proposed"
"117","revisions"
"118","to"
"119","its"
"120","pretreatment"
"121","regulations"
"122","the"
"123","proposal"
"124","revises"
"125","the"
"126","definitions"
"127","of"
"128","interference"
"129","and"
"130","pass"
"131","through"
"132","for"
"133","purposes"
"134","of"
"135","determining"
"136","extent"
"137","of"
"138","pretreatment"
"139","control"
"140","necessary"
"141","cmas"
"142","comments"
"143","generally"
"144","supported"
"145","the"
"146","changes"
"147","since"
"148","they"
"149","brought"
"150","the"
"151","definitions"
"152","more"
"153","in"
"154","line"
"155","with"
"156","our"
"157","original"
"158","views"
"159","on"
"160","this"
"161","matter"
"162","epa"
"163","biomonitoring"
"164","the"
"165","water"
"166","quality"
"167","criteria"
"168","and"
"169","standards"
"170","task"
"171","group"
"172","developed"
"173","comments"
"174","on"
"175","epas"
"176","biomonitoring"
"177","study"
"178","conducted"
"179","in"
"180","lima"
"181","ohio"
"182","epa"
"183","requested"
"184","cma"
"185","to"
"186","peer"
"187","review"
"188","the"
"189","study"
"190","cmas"
"191","comments"
"192","were"
"193","age"
"194","cma"
"195","generally"
"196","supportive"
"197","of"
"198","the"
"199","study"
"200","and"
"201","how"
"202","it"
"203","was"
"204","conducted"
"205","and"
"206","offered"
"207","constructive"
"208","comments"
"209","on"
"210","how"
"211","to"
"212","improve"
"213","the"
"214","report"
"215","technical"
"216","and"
"217","research"
"218","activities"
"219","effluent"
"220","guidelines"
"221","seminar"
"222","the"
"223","effluent"
"224","guidelines"
"225","task"
"226","group"
"227","developed"
"228","and"
"229","conducted"
"230","a"
"231","seminar"
"232","on"
"233","efas"
"234","proposed"
"235","revisions"
"236","to"
"237","the"
"238","organic"
"239","chemical"
"240","plastics"
"241","and"
"242","synthetic"
"243","fibers"
"244","effluent"
"245","guidelines"
"246","the"
"247","seminar"
"248","was"
"249","attended"
"250","by"
"251","approximately"
"252","iso"
"253","member"
"254","company"
"255","representatives"
"256","speakers"
"257","were"
"258","from"
"259","the"
"260","task"
"261","group"
"262","cma"
"263","staff"
"264","cma"
"265","consultants"
"266","and"
"267","representatives"
"268","from"
"269","epa"
"270","permit"
"271","limitations"
"272","uncertaintyvariability"
"273","the"
"274","environmental"
"275","monitoring"
"276","task"
"277","group"
"278","developed"
"279","a"
"280","technical"
"281","paper"
"282","highlighting"
"283","uncertainty"
"284","and"
"285","variability"
"286","in"
"287","a"
"288","wide"
"289","spectrum"
"290","of"
"291","environmental"
"292","areas"
"293","of"
"294","specific"
"295","concern"
"296","are"
"297","npdes"
"298","permit"
"299","limitations"
"300","and"
"301","the"
"302","documented"
"303","degree"
"304","of"
"305","uncertainty"
"306","and"
"307","variability"
"308","that"
"309","exists"
"310","the"
"311","paper"
"312","elaborates"
"313","on"
"314","this"
"315","points"
"316","since"
"317","these"
"318","questionable"
"319","numerical"
"320","limitations"
"321","can"
"322","form"
"323","the"
"324","basis"
"325","for"
"326","epa"
"327","enforcement"
"328","actions"
"329","andor"
"330","citizen"
"331","suits"
"332","with"
"333","potentially"
"334","significant"
"335","penalties"
"336","being"
"337","imposed"
"338","litigation"
"339","and"
"340","related"
"341","legal"
"342","activities"
"343","npdes"
"344","citizen"
"345","suits"
"346","a"
"347","federal"
"348","district"
"349","court"
"350","in"
"351","virginia"
"352","has"
"353","issued"
"354","the"
"355","first"
"356","civil"
"357","penalty"
"358","award"
"359","in"
"360","an"
"361","enforcement"
"362","ease"
"363","brought"
"364","by"
"365","a"
"366","citizen"
"367","under"
"368","the"
"369","clean"
"370","water"
"371","act"
"372","the"
"373","penalty"
"374","was"
"375","based"
"376","on"
"377","a"
"378","series"
"379","of"
"380","permit"
"381","violations"
"382","that"
"383","occurred"
"384","over"
"385","approximately"
"386","three"
"387","years"
"388","the"
"389","court"
"390","performed"
"391","a"
"392","lengthy"
"393","detailed"
"394","review"
"395","of"
"396","the"
"397","factual"
"398","situation"
"399","and"
"400","assessed"
"401","different"
"402","penalties"
"403","for"
"404","various"
"405","violations"
"406","depending"
"407","on"
"408","the"
"409","specific"
"410","circumstances"
"411","ranging"
"412","from"
"413","day"
"414","to"
"415","day"
"416","the"
"417","decision"
"418","is"
"419","being"
"420","appealed"
"421","to"
"422","the"
"423","fifth"
"424","circuit"
"425","court"
"426","of"
"427","appeals"
"428","if"
"429","upheld"
"430","the"
"431","ruling"
"432","could"
"433","serve"
"434","as"
"435","an"
"436","important"
"437","precedent"
"438","for"
"439","the"
"440","many"
"441","other"
"442","courts"
"443","now"
"444","faced"
"445","with"
"446","similar"
"447","citizen"
"448","suit"
"449","claims"
"450","chemical"
"451","product"
"452","distribution"
"453","congressional"
"454","developments"
"455","and"
"456","responno"
"457","hazardous"
"458","materials"
"459","transportation"
"460","the"
"461","reauthorization"
"462","of"
"463","superfund"
"464","legislation"
"465","and"
"466","increased"
"467","congressional"
"468","attention"
"469","regarding"
"470","hazardous"
"471","substance"
"472","and"
"473","safety"
"474","issues"
"475","have"
"476","intensified"
"477","discussions"
"478","pertaining"
"479","to"
"480","the"
"481","transport"
"482","of"
"483","hazardous"
"484","materials"
"485","and"
"486","emergency"
"487","response"
"488","hazardous"
"489","materials"
"490","transportation"
"491","issues"
"492","are"
"493","expected"
"494","to"
"495","be"
"496","included"
"497","in"
"498","hearings"
"499","on"
"500","environmental"
"501","matters"
"502","representative"
"503","james"
"504","j"
"505","florio"
"506","dnj"
"507","has"
"508","sponsored"
"509","a"
"510","measure"
"511","that"
"512","includes"
"513","the"
"514","creation"
"515","of"
"516","a"
"517","federal"
"518","regional"
"519","training"
"520","program"
"521","on"
"522","hazardous"
"523","chemicals"
"524","senator"
"525","frank"
"526","r"
"527","lautenberg"
"528","dnj"
"529","has"
"530","offered"
"531","legislation"
"532","that"
"533","requires"
"534","contingency"
"535","planning"
"536","and"
"537","an"
"538","inventory"
"539","of"
"540","hazardous"
"541","materials"
"542","transported"
"543","he"
"544","has"
"545","also"
"546","introduced"
"547","a"
"548","community"
"549","emergency"
"550","response"
"551","and"
"552","righttoknow"
"553","bill"
"554","that"
"555","may"
"556","be"
"557","offered"
"558","on"
"559","the"
"560","senate"
"561","floor"
"562","as"
"563","an"
"564","amendment"
"565","to"
"566","the"
"567","superfund"
"568","bill"
"569","page"
"570","cma"
"571","cma"
"572","is"
"573","monitoring"
"574","proposals"
"575","affecting"
"576","the"
"577","movement"
"578","of"
"579","hazardous"
"580","materials"
"581","input"
"582","is"
"583","being"
"584","provided"
"585","for"
"586","a"
"587","congressionallymandated"
"588","study"
"589","by"
"590","the"
"591","office"
"592","of"
"593","technology"
"594","assessment"
"595","discussions"
"596","are"
"597","being"
"598","conducted"
"599","with"
"600","a"
"601","hazardous"
"602","materials"
"603","advisory"
"604","task"
"605","group"
"606","at"
"607","the"
"608","department"
"609","of"
"610","transportation"
"611","regarding"
"612","initiatives"
"613","to"
"614","insure"
"615","more"
"616","efficient"
"617","and"
"618","safe"
"619","transportation"
"620","of"
"621","hazardous"
"622","materials"
"623","cma"
"624","also"
"625","continues"
"626","to"
"627","participate"
"628","in"
"629","a"
"630","coalition"
"631","with"
"632","public"
"633","and"
"634","private"
"635","sector"
"636","groups"
"637","in"
"638","seeking"
"639","a"
"640","consensus"
"641","approach"
"642","to"
"643","federalstatelocal"
"644","uniformity"
"645","of"
"646","hazardous"
"647","materials"
"648","transportation"
"649","regulations"
"650","rail"
"651","competition"
"652","hearings"
"653","are"
"654","expected"
"655","to"
"656","continue"
"657","after"
"658","the"
"659","august"
"660","recess"
"661","in"
"662","both"
"663","the"
"664","senate"
"665","and"
"666","house"
"667","judiciary"
"668","committees"
"669","regarding"
"670","antitrust"
"671","implications"
"672","of"
"673","railroad"
"674","rate"
"675","practice"
"676","the"
"677","rail"
"678","antitrust"
"679","monopoly"
"680","act"
"681","offered"
"682","by"
"683","senator"
"684","dennis"
"685","deconcini"
"686","daz"
"687","and"
"688","representative"
"689","john"
"690","d"
"691","sieberling"
"692","doh"
"693","is"
"694","the"
"695","subject"
"696","of"
"697","discussion"
"698","and"
"699","is"
"700","undergoing"
"701","redrafting"
"702","bills"
"703","have"
"704","been"
"705","introduced"
"706","that"
"707","would"
"708","curb"
"709","high"
"710","railroad"
"711","rates"
"712","and"
"713","protect"
"714","captive"
"715","shippers"
"716","by"
"717","way"
"718","of"
"719","regulatory"
"720","changes"
"721","by"
"722","senator"
"723","russell"
"724","d"
"725","long"
"726","dla"
"727","and"
"728","mark"
"729","andrews"
"730","rnd"
"731","and"
"732","representatives"
"733","w"
"734","j"
"735","billy"
"736","tauzin"
"737","dla"
"738","and"
"739","nick"
"740","jo"
"741","rahall"
"742","dwv"
"743","legislation"
"744","that"
"745","would"
"746","set"
"747","standards"
"748","for"
"749","rail"
"750","rates"
"751","and"
"752","determining"
"753","when"
"754","rail"
"755","carriers"
"756","have"
"757","market"
"758","dominance"
"759","has"
"760","also"
"761","been"
"762","introduced"
"763","by"
"764","senator"
"765","wendell"
"766","h"
"767","ford"
"768","dky"
"769","and"
"770","representative"
"771","rahall"
"772","hearings"
"773","have"
"774","not"
"775","been"
"776","scheduled"
"777","but"
"778","activity"
"779","may"
"780","occur"
"781","in"
"782","the"
"783","session"
"784","when"
"785","the"
"786","interstate"
"787","commerce"
"788","commission"
"789","icc"
"790","completes"
"791","a"
"792","rulemaking"
"793","presently"
"794","underway"
"795","that"
"796","addresses"
"797","rail"
"798","competition"
"799","the"
"800","bills"
"801","introduced"
"802","have"
"803","not"
"804","received"
"805","the"
"806","support"
"807","of"
"808","the"
"809","administration"
"810","some"
"811","congressional"
"812","support"
"813","is"
"814","further"
"815","present"
"816","for"
"817","linking"
"818","rail"
"819","competition"
"820","issues"
"821","and"
"822","protection"
"823","for"
"824","captive"
"825","shippers"
"826","with"
"827","legislative"
"828","proposals"
"829","under"
"830","consideration"
"831","to"
"832","transfer"
"833","conrail"
"834","to"
"835","the"
"836","private"
"837","sector"
"838","differing"
"839","views"
"840","exist"
"841","among"
"842","the"
"843","many"
"844","shipping"
"845","coalitions"
"846","that"
"847","have"
"848","been"
"849","formed"
"850","as"
"851","to"
"852","whether"
"853","the"
"854","staggers"
"855","rail"
"856","act"
"857","of"
"858","needs"
"859","refinement"
"860","major"
"861","amendment"
"862","or"
"863","left"
"864","to"
"865","proper"
"866","implementation"
"867","by"
"868","the"
"869","icc"
"870","cma"
"871","continues"
"872","to"
"873","work"
"874","to"
"875","maintain"
"876","and"
"877","enhance"
"878","railtorail"
"879","competition"
"880","and"
"881","insure"
"882","proper"
"883","implementation"
"884","of"
"885","existing"
"886","law"
"887","negotiations"
"888","with"
"889","the"
"890","railroads"
"891","have"
"892","resulted"
"893","in"
"894","some"
"895","agreement"
"896","with"
"897","regard"
"898","to"
"899","procompetitive"
"900","access"
"901","issues"
"902","the"
"903","agreement"
"904","between"
"905","cma"
"906","and"
"907","the"
"908","american"
"909","association"
"910","of"
"911","railroads"
"912","aar"
"913","has"
"914","resulted"
"915","in"
"916","am"
"917","icc"
"918","proposed"
"919","rulemaking"
"920","and"
"921","would"
"922","basically"
"923","obviate"
"924","the"
"925","need"
"926","for"
"927","legislation"
"928","on"
"929","matters"
"930","addressed"
"931","discussions"
"932","with"
"933","congressional"
"934","leaders"
"935","and"
"936","ad"
"937","hoc"
"938","groups"
"939","continue"
"940","as"
"941","legislative"
"942","measures"
"943","ire"
"944","proposed"
"945","conrail"
"946","bipartisan"
"947","bills"
"948","have"
"949","been"
"950","introduced"
"951","that"
"952","would"
"953","sell"
"954","the"
"955","consolidated"
"956","rail"
"957","corporation"
"958","conrail"
"959","to"
"960","an"
"961","investor"
"962","group"
"963","formed"
"964","by"
"965","morgan"
"966","stanley"
"967","co"
"968","inc"
"969","the"
"970","legislation"
"971","provided"
"972","for"
"973","the"
"974","sale"
"975","of"
"976","the"
"977","governments"
"978","percent"
"979","share"
"980","of"
"981","the"
"982","freight"
"983","system"
"984","for"
"985","billion"
"986","and"
"987","resale"
"988","of"
"989","at"
"990","least"
"991","percent"
"992","of"
"993","the"
"994","railroad"
"995","to"
"996","the"
"997","public"
"998","through"
"999","one"
"1000","or"
"1001","more"
"1002","stock"
"1003","offerings"
"1004","within"
"1005","five"
"1006","years"
"1007","vage"
"1008","cma"
"1009","the"
"1010","senate"
"1011","commerce"
"1012","science"
"1013","and"
"1014","transportation"
"1015","committee"
"1016","reported"
"1017","bill"
"1018","would"
"1019","authorize"
"1020","the"
"1021","sale"
"1022","of"
"1023","conrail"
"1024","to"
"1025","the"
"1026","norfolk"
"1027","southern"
"1028","corporation"
"1029","the"
"1030","administration"
"1031","is"
"1032","supporting"
"1033","the"
"1034","private"
"1035","offering"
"1036","to"
"1037","norfolk"
"1038","southern"
"1039","as"
"1040","the"
"1041","result"
"1042","of"
"1043","a"
"1044","dot"
"1045","approved"
"1046","bid"
"1047","process"
"1048","opposition"
"1049","to"
"1050","a"
"1051","conrail"
"1052","merger"
"1053","with"
"1054","norfolk"
"1055","southern"
"1056","continues"
"1057","regarding"
"1058","antitrustcompetitive"
"1059","implications"
"1060","and"
"1061","the"
"1062","tax"
"1063","benefits"
"1064","that"
"1065","would"
"1066","derive"
"1067","senate"
"1068","judiciary"
"1069","committee"
"1070","amendments"
"1071","to"
"1072","the"
"1073","administration"
"1074","bill"
"1075","are"
"1076","expected"
"1077","and"
"1078","there"
"1079","is"
"1080","indication"
"1081","that"
"1082","a"
"1083","filibuster"
"1084","could"
"1085","occur"
"1086","on"
"1087","the"
"1088","house"
"1089","side"
"1090","the"
"1091","hearing"
"1092","process"
"1093","will"
"1094","continue"
"1095","after"
"1096","the"
"1097","august"
"1098","recess"
"1099","the"
"1100","use"
"1101","of"
"1102","conrail"
"1103","tax"
"1104","deductions"
"1105","as"
"1106","well"
"1107","as"
"1108","the"
"1109","antitrust"
"1110","aspects"
"1111","of"
"1112","a"
"1113","merger"
"1114","are"
"1115","under"
"1116","review"
"1117","by"
"1118","the"
"1119","house"
"1120","ways"
"1121","and"
"1122","means"
"1123","committee"
"1124","and"
"1125","the"
"1126","house"
"1127","judiciary"
"1128","committee"
"1129","respectively"
"1130","additional"
"1131","hearings"
"1132","will"
"1133","be"
"1134","held"
"1135","before"
"1136","the"
"1137","house"
"1138","energy"
"1139","and"
