"","dictionary"
"1","trade"
"2","export"
"3","trading"
"4","company"
"5","legislation"
"6","i"
"7","export"
"8","trading"
"9","company"
"10","legislation"
"11","has"
"12","been"
"13","passed"
"14","by"
"15","both"
"16","houses"
"17","and"
"18","is"
"19","now"
"20","subject"
"21","to"
"22","joint"
"23","conference"
"24","the"
"25","vehicle"
"26","is"
"27","s"
"28","with"
"29","amendments"
"30","include"
"31","language"
"32","from"
"33","representative"
"34","st"
"35","germains"
"36","hr"
"37","if"
"38","passed"
"39","into"
"40","law"
"41","a"
"42","new"
"43","form"
"44","of"
"45","joint"
"46","export"
"47","effort"
"48","will"
"49","be"
"50","possible"
"51","the"
"52","cha"
"53","international"
"54","trade"
"55","committee"
"56","will"
"57","determine"
"58","how"
"59","to"
"60","advise"
"61","member"
"62","companies"
"63","on"
"64","use"
"65","of"
"66","the"
"67","export"
"68","trading"
"69","company"
"70","form"
"71","of"
"72","marketing"
"73","transportation"
"74","maritime"
"75","reform"
"76","proposals"
"77","delayed"
"78","j"
"79","the"
"80","maritime"
"81","reform"
"82","bill"
"83","reported"
"84","out"
"85","by"
"86","the"
"87","senate"
"88","commerce"
"89","science"
"90","and"
"91","transportation"
"92","committee"
"93","is"
"94","still"
"95","awaiting"
"96","floor"
"97","action"
"98","due"
"99","to"
"100","opposition"
"101","by"
"102","senators"
"103","howard"
"104","metzenbaum"
"105","doh"
"106","and"
"107","strom"
"108","thurmond"
"109","rsc"
"110","the"
"111","delay"
"112","has"
"113","been"
"114","created"
"115","because"
"116","of"
"117","antitrust"
"118","implication"
"119","and"
"120","because"
"121","of"
"122","senator"
"123","slade"
"124","gortons"
"125","rwa"
"126","opposition"
"127","to"
"128","an"
"129","unrelated"
"130","bill"
"131","involving"
"132","the"
"133","illinois"
"134","brick"
"135","case"
"136","s"
"137","is"
"138","supported"
"139","by"
"140","cma"
"141","and"
"142","reflects"
"143","consensus"
"144","reached"
"145","between"
"146","representatives"
"147","for"
"148","shippers"
"149","and"
"150","carriers"
"151","house"
"152","floor"
"153","action"
"154","on"
"155","the"
"156","merchant"
"157","marine"
"158","and"
"159","fisheries"
"160","committeereported"
"161","proposal"
"162","hr"
"163","has"
"164","been"
"165","delayed"
"166","until"
"167","the"
"168","resolution"
"169","of"
"170","antitrust"
"171","concerns"
"172","by"
"173","the"
"174","house"
"175","judiciary"
"176","committee"
"177","jurisdiction"
"178","over"
"179","the"
"180","bill"
"181","was"
"182","asserted"
"183","by"
"184","the"
"185","judiciary"
"186","committee"
"187","and"
"188","markup"
"189","was"
"190","completed"
"191","in"
"192","late"
"193","july"
"194","with"
"195","support"
"196","from"
"197","the"
"198","administration"
"199","negotiations"
"200","between"
"201","the"
"202","two"
"203","committees"
"204","continue"
"205","and"
"206","the"
"207","questi"
"208","cma"
"209","now"
"210","is"
"211","which"
"212","version"
"213","will"
"214","emerge"
"215","from"
"216","the"
"217","house"
"218","rules"
"219","committee"
"220","cma"
"221","generally"
"222","supports"
"223","the"
"224","judiciary"
"225","version"
"226","and"
"227","would"
"228","encourage"
"229","no"
"230","further"
"231","amendments"
"232","except"
"233","for"
"234","language"
"235","clarification"
"236","if"
"237","a"
"238","unified"
"239","version"
"240","is"
"241","presented"
"242","to"
"243","the"
"244","house"
"245","rules"
"246","committee"
"247","it"
"248","is"
"249","possible"
"250","the"
"251","bill"
"252","could"
"253","go"
"254","to"
"255","the"
"256","floor"
"257","under"
"258","suspension"
"259","or"
"260","without"
"261","the"
"262","opportunity"
"263","for"
"264","change"
"265","passage"
"266","of"
"267","a"
"268","house"
"269","bill"
"270","similar"
"271","to"
"272","the"
"273","senate"
"274","measure"
"275","would"
"276","offer"
"277","the"
"278","senate"
"279","leadership"
"280","the"
"281","means"
"282","to"
"283","adopt"
"284","the"
"285","house"
"286","bill"
"287","thus"
"288","foregoing"
"289","conference"
"290","cma"
"291","efforts"
"292","continue"
"293","as"
"294","part"
"295","of"
"296","the"
"297","shippers"
"298","coordinating"
"299","committee"
"300","on"
"301","maritime"
"302","reform"
"303","transportation"
"304","canadian"
"305","diversion"
"306","legislation"
"307","that"
"308","would"
"309","restrict"
"310","the"
"311","movement"
"312","of"
"313","us"
"314","made"
"315","products"
"316","through"
"317","canadian"
"318","ports"
"319","was"
"320","unexpectedly"
"321","sent"
"322","to"
"323","the"
"324","house"
"325","rules"
"326","committee"
"327","last"
"328","month"
"329","hr"
"330","had"
"331","been"
"332","labeled"
"333","noneontroversial"
"334","in"
"335","an"
"336","attempt"
"337","to"
"338","gain"
"339","the"
"340","opportunity"
"341","for"
"342","house"
"343","floor"
"344","consideration"
"345","a"
"346","rule"
"347","for"
"348","the"
"349","bill"
"350","was"
"351","not"
"352","given"
"353","opposition"
"354","to"
"355","the"
"356","bill"
"357","came"
"358","primarily"
"359","from"
"360","a"
"361","group"
"362","of"
"363","midwestern"
"364","congressmen"
"365","and"
"366","from"
"367","cma"
"368","efforts"
"369","continue"
"370","to"
"371","heep"
"372","the"
"373","bill"
"374","from"
"375","reaching"
"376","the"
"377","house"
"378","floor"
"379","regulatory"
"380","reform"
"381","legislation"
"382","the"
"383","long"
"384","delay"
"385","in"
"386","house"
"387","consideration"
"388","of"
"389","regulatory"
"390","reform"
"391","legislation"
"392","may"
"393","be"
"394","nearing"
"395","an"
"396","end"
"397","earlier"
"398","this"
"399","year"
"400","the"
"401","house"
"402","judiciary"
"403","committee"
"404","favorably"
"405","reported"
"406","an"
"407","omnibus"
"408","regulatory"
"409","reform"
"410","bill"
"411","hr"
"412","danielsondca"
"413","since"
"414","that"
"415","time"
"416","a"
"417","new"
"418","subcommittee"
"419","chairman"
"420","congressman"
"421","sam"
"422","b"
"423","hall"
"424","jr"
"425","otx"
"426","has"
"427","been"
"428","named"
"429","for"
"430","the"
"431","subcommittee"
"432","that"
"433","developed"
"434","the"
"435","legislation"
"436","a"
"437","on"
"438","march"
"439","the"
"440","senate"
"441","passed"
"442","s"
"443","the"
"444","regulatory"
"445","reform"
"446","act"
"447","s"
"448","is"
"449","an"
"450","amended"
"451","version"
"452","of"
"453","legislation"
"454","introduced"
"455","by"
"456","senator"
"457","paul"
"458","laxalt"
"459","rnev"
"460","and"
"461","is"
"462","strongly"
"463","supported"
"464","by"
"465","the"
"466","business"
"467","comnunity"
"468","cma"
"469","was"
"470","a"
"471","part"
"472","of"
"473","the"
"474","business"
"475","coalition"
"476","seeking"
"477","passage"
"478","of"
"479","this"
"480","important"
"481","legislation"
"482","in"
"483","july"
"484","the"
"485","business"
"486","coalition"
"487","stepped"
"488","up"
"489","its"
"490","efforts"
"491","to"
"492","secure"
"493","house"
"494","consideration"
"495","of"
"496","hr"
"497","before"
"498","the"
"499","august"
"500","recess"
"501","speaker"
"502","thomas"
"503","p"
"504","tip"
"505","oneill"
"506","and"
"507","other"
"508","members"
"509","of"
"510","the"
"511","house"
"512","democratic"
"513","leadership"
"514","had"
"515","reservations"
"516","about"
"517","the"
"518","legislative"
"519","veto"
"520","and"
"521","judicial"
"522","review"
"523","provisions"
"524","of"
"525","the"
"526","bill"
"527","their"
"528","problems"
"529","however"
"530","may"
"531","be"
"532","resolved"
"533","by"
"534","amendments"
"535","which"
"536","would"
"537","bring"
"538","hr"
"539","closer"
"540","to"
"541","the"
"542","language"
"543","of"
"544","s"
"545","although"
"546","chances"
"547","for"
"548","house"
"549","floor"
"550","consideration"
"551","of"
"552","hr"
"553","in"
"554","august"
"555","are"
"556","small"
"557","regulatory"
"558","reform"
"559","legislation"
"560","may"
"561","yet"
"562","be"
"563","enacted"
"564","in"
"565","the"
"566","present"
"567","congress"
