"","dictionary"
"1","cma"
"2","there"
"3","are"
"4","active"
"5","participants"
"6","located"
"7","in"
"8","states"
"9","and"
"10","applicants"
"11","being"
"12","processed"
"13","the"
"14","salvage"
"15","drum"
"16","cooperative"
"17","program"
"18","has"
"19","members"
"20","as"
"21","of"
"22","november"
"23","with"
"24","drum"
"25","locations"
"26","in"
"27","states"
"28","canadian"
"29","territories"
"30","and"
"31","puerto"
"32","rico"
"33","the"
"34","program"
"35","is"
"36","currently"
"37","being"
"38","updated"
"39","and"
"40","a"
"41","new"
"42","printing"
"43","will"
"44","be"
"45","issued"
"46","in"
"47","february"
"48","in"
"49","december"
"50","chemtrec"
"51","responded"
"52","to"
"53","three"
"54","incidents"
"55","involving"
"56","either"
"57","foreign"
"58","producers"
"59","or"
"60","shippers"
"61","on"
"62","december"
"63","the"
"64","suffren"
"65","new"
"66","york"
"67","fire"
"68","department"
"69","was"
"70","called"
"71","to"
"72","an"
"73","apparent"
"74","fire"
"75","in"
"76","a"
"77","japanese"
"78","restaurant"
"79","it"
"80","turned"
"81","out"
"82","that"
"83","a"
"84","fumigant"
"85","was"
"86","being"
"87","used"
"88","to"
"89","kill"
"90","insects"
"91","firefighters"
"92","were"
"93","exposed"
"94","to"
"95","the"
"96","fumes"
"97","label"
"98","markings"
"99","on"
"100","the"
"101","container"
"102","were"
"103","in"
"104","japanese"
"105","with"
"106","the"
"107","only"
"108","clue"
"109","in"
"110","english"
"111","being"
"112","the"
"113","word"
"114","chugai"
"115","which"
"116","it"
"117","turns"
"118","out"
"119","means"
"120","bug"
"121","an"
"122","overseas"
"123","call"
"124","to"
"125","the"
"126","japanese"
"127","producer"
"128","did"
"129","not"
"130","yield"
"131","results"
"132","but"
"133","the"
"134","manufacturers"
"135","phone"
"136","number"
"137","was"
"138","passed"
"139","to"
"140","the"
"141","fire"
"142","department"
"143","for"
"144","product"
"145","identification"
"146","at"
"147","a"
"148","later"
"149","time"
"150","chemnet"
"151","the"
"152","chemnet"
"153","program"
"154","now"
"155","has"
"156","members"
"157","participants"
"158","and"
"159","subscribers"
"160","vhen"
"161","subsidiaries"
"162","of"
"163","members"
"164","are"
"165","included"
"166","companies"
"167","covered"
"168","by"
"169","the"
"170","program"
"171","total"
"172","the"
"173","chemtrecchemnet"
"174","work"
"175","group"
"176","is"
"177","now"
"178","in"
"179","the"
"180","process"
"181","of"
"182","reviewing"
"183","membership"
"184","applications"
"185","from"
"186","forhire"
"187","contractors"
"188","four"
