"","dictionary"
"1","address"
"2","scheduled"
"3","for"
"4","january"
"5","house"
"6","speaker"
"7","jim"
"8","wright"
"9","dtx"
"10","has"
"11","said"
"12","that"
"13","congress"
"14","could"
"15","within"
"16","a"
"17","month"
"18","clear"
"19","legislation"
"20","reauthorizing"
"21","the"
"22","clean"
"23","water"
"24","act"
"25","which"
"26","president"
"27","reagan"
"28","killed"
"29","by"
"30","pocket"
"31","veto"
"32","last"
"33","year"
"34","it"
"35","is"
"36","also"
"37","anticipated"
"38","that"
"39","congress"
"40","will"
"41","move"
"42","quickly"
"43","to"
"44","authorize"
"45","special"
"46","committees"
"47","to"
"48","investigate"
"49","the"
"50","iran"
"51","armscontra"
"52","aid"
"53","affair"
"54","introduce"
"55","trade"
"56","legislation"
"57","and"
"58","begin"
"59","tackling"
"60","the"
"61","administrations"
"62","record"
"63","trillion"
"64","budget"
"65","proposal"
"66","the"
"67","administration"
"68","has"
"69","estimated"
"70","the"
"71","deficit"
"72","at"
"73","about"
"74","billion"
"75","while"
"76","the"
"77","congressional"
"78","budget"
"79","office"
"80","and"
"81","other"
"82","analysts"
"83","have"
"84","estimated"
"85","it"
"86","at"
"87","closer"
"88","to"
"89","billion"
"90","house"
"91","budget"
"92","committee"
"93","chairman"
"94","william"
"95","h"
"96","gray"
"97","iii"
"98","dpa"
"99","has"
"100","said"
"101","that"
"102","to"
"103","meet"
"104","deficit"
"105","goals"
"106","congress"
"107","may"
"108","be"
"109","forced"
"110","to"
"111","consider"
"112","tax"
"113","increases"
"114","citing"
"115","as"
"116","examples"
"117","without"
"118","touching"
"119","personal"
"120","income"
"121","tax"
"122","changing"
"123","the"
"124","nations"
"125","tariff"
"126","system"
"127","and"
"128","increasing"
"129","surcharges"
"130","on"
"131","some"
"132","imported"
"133","products"
"134","other"
"135","issues"
"136","that"
"137","will"
"138","confront"
"139","the"
"140","th"
"141","congress"
"142","and"
"143","which"
"144","are"
"145","of"
"146","particular"
"147","concern"
"148","to"
"149","the"
"150","chemical"
"151","industry"
"152","include"
"153","pesticide"
"154","and"
"155","acid"
"156","rain"
"157","legislation"
"158","product"
"159","liability"
"160","and"
"161","emphasis"
"162","on"
"163","work"
"164","place"
"165","concerns"
"166","an"
"167","area"
"168","where"
"169","labor"
"170","shows"
"171","signs"
"172","of"
"173","greater"
"174","political"
"175","activity"
"176","trade"
"177","reform"
"178","legislation"
"179","another"
"180","priority"
"181","of"
"182","the"
"183","new"
"184","congress"
"185","will"
"186","most"
"187","likely"
"188","be"
"189","protectionist"
"190","and"
"191","cma"
"192","is"
"193","prepared"
"194","to"
"195","take"
"196","an"
"197","active"
"198","role"
"199","in"
"200","the"
"201","forthcoming"
"202","debate"
"203","with"
"204","positions"
"205","on"
"206","numerous"
"207","facets"
"208","of"
"209","existing"
"210","trade"
"211","law"
"212","with"
"213","the"
"214","current"
"215","agenda"
"216","and"
"217","the"
"218","usual"
"219","uncertainties"
"220","of"
"221","a"
"222","new"
"223","session"
"224","will"
"225","be"
"226","another"
"227","busy"
"228","and"
"229","difficult"
"230","year"
"231","for"
"232","the"
"233","congress"
"234","cma"
"235","f"
"236","federal"
"237","regulatory"
"238","agencies"
"239","environmental"
"240","protection"
"241","agency"
"242","fepa"
"243","the"
"244","agency"
"245","has"
"246","announced"
"247","its"
"248","intention"
"249","to"
"250","use"
"251","superfund"
"252","monies"
"253","to"
"254","fund"
"255","righttoknow"
"256","activities"
"257","required"
"258","by"
"259","title"
"260","iii"
"261","of"
"262","the"
"263","superfund"
"264","amendments"
"265","and"
"266","reauthorization"
"267","act"
"268","of"
"269","cma"
"270","key"
"271","members"
"272","of"
"273","congress"
"274","and"
"275","some"
"276","press"
"277","reporters"
"278","have"
"279","already"
"280","spoken"
"281","out"
"282","against"
"283","bleeding"
"284","the"
"285","superfund"
"286","to"
"287","carry"
"288","out"
"289","activities"
"290","required"
"291","by"
"292","other"
"293","statutes"
"294","title"
"295","iii"
"296","is"
"297","in"
"298","fact"
"299","a"
"300","separate"
"301","act"
"302","from"
"303","cercla"
"304","much"
"305","like"
"306","the"
"307","clean"
"308","air"
"309","act"
"310","or"
"311","clean"
"312","water"
"313","act"
"314","epas"
"315","difficulty"
"316","lies"
"317","in"
"318","the"
"319","fact"
"320","that"
"321","congress"
"322","created"
"323","deadlines"
"324","under"
"325","title"
"326","iii"
"327","but"
"328","failed"
"329","to"
"330","provide"
"331","any"
"332","funds"
"333","to"
"334","conduct"
"335","those"
"336","programs"
"337","international"
"338","house"
"339","and"
"340","senate"
"341","leaders"
"342","insist"
"343","they"
"344","will"
"345","have"
"346","a"
"347","trade"
"348","bill"
"349","to"
"350","the"
"351","president"
"352","by"
"353","may"
"354","with"
"355","control"
"356","of"
"357","the"
"358","senate"
"359","now"
"360","held"
"361","by"
"362","the"
"363","democrats"
"364","the"
"365","commitment"
"366","seems"
"367","firm"
"368","even"
"369","though"
"370","the"
"371","house"
"372","passed"
"373","a"
"374","bill"
"375","last"
"376","year"
"377","and"
"378","the"
"379","senate"
"380","almost"
"381","did"
"382","there"
"383","are"
"384","some"
"385","uncertainties"
"386","new"
"387","and"
"388","tougher"
