"","dictionary"
"1","cma"
"2","b"
"3","distribution"
"4","committee"
"5","groups"
"6","are"
"7","working"
"8","coopera­"
"9","tively"
"10","with"
"11","the"
"12","cmaaarrpi"
"13","task"
"14","force"
"15","to"
"16","improve"
"17","rail"
"18","transportation"
"19","safety"
"20","preliminary"
"21","joint"
"22","efforts"
"23","will"
"24","concentrate"
"25","on"
"26","overcoming"
"27","nonaccident"
"28","caused"
"29","spills"
"30","and"
"31","leaks"
"32","emergency"
"33","response"
"34","and"
"35","communications"
"36","e"
"37","we"
"38","ware"
"39","successful"
"40","in"
"41","getting"
"42","the"
"43","icc"
"44","to"
"45","reexamine"
"46","previously"
"47","approved"
"48","rail"
"49","index"
"50","procedures"
"51","rail"
"52","cost"
"53","index"
"54","increases"
"55","result"
"56","in"
"57","automatic"
"58","freight"
"59","rate"
"60","in­"
"61","creases"
"62","the"
"63","icc"
"64","now"
"65","will"
"66","consider"
"67","productivity"
"68","improvements"
"69","as"
"70","recommended"
"71","by"
"72","cma"
"73","also"
"74","cha"
"75","deter­"
"76","mined"
"77","that"
"78","an"
"79","icc"
"80","audit"
"81","established"
"82","that"
"83","the"
"84","aar"
"85","price"
"86","index"
"87","used"
"88","as"
"89","the"
"90","basis"
"91","for"
"92","the"
"93","cost"
"94","index"
"95","included"
"96","unsubstantial"
"97","data"
"98","cma"
"99","will"
"100","file"
"101","additional"
"102","comments"
"103","mnaz"
"104","on"
"105","july"
"106","cma"
"107","testified"
"108","before"
"109","the"
"110","subcommittee"
"111","on"
"112","fossil"
"113","and"
"114","synthetic"
"115","fuels"
"116","regarding"
"117","natural"
"118","gas"
"119","policy"
"120","the"
"121","cma"
"122","position"
"123","for"
"124","total"
"125","phased"
"126","deregula­"
"127","tion"
"128","of"
"129","all"
"130","natural"
"131","gas"
"132","and"
"133","removal"
"134","of"
"135","gas"
"136","market"
"137","restrictions"
"138","was"
"139","updated"
"140","to"
"141","include"
"142","examples"
"143","of"
"144","member"
"145","company"
"146","difficulties"
"147","due"
"148","largely"
"149","to"
"150","the"
"151","natural"
"152","gas"
"153","policy"
"154","act"
"155","e"
"156","in"
"157","a"
"158","letter"
"159","to"
"160","senator"
"161","wallop"
"162","chairman"
"163","of"
"164","the"
"165","senate"
"166","finance"
"167","committees"
"168","subcommittee"
"169","on"
"170","energy"
"171","and"
"172","agri­"
"173","culture"
"174","taxation"
"175","cma"
"176","opposed"
"177","any"
"178","energy"
"179","tax"
"180","or"
"181","fee"
"182","that"
"183","would"
"184","result"
"185","in"
"186","rendering"
"187","the"
"188","us"
"189","industry"
"190","uncompetitive"
"191","internationally"
"192","and"
"193","would"
"194","distort"
"195","interfuel"
"196","competition"
"197","an"
"198","oil"
"199","import"
"200","fee"
"201","would"
"202","be"
"203","inflation­"
"204","ary"
"205","inequitable"
"206","and"
"207","an"
"208","unworkable"
"209","administrative"
"210","burden"
"211","also"
"212","it"
"213","would"
"214","adversely"
"215","affect"
"216","the"
"217","chemical"
"218","industry"
"219","contribution"
"220","to"
"221","a"
"222","favorable"
"223","balance"
"224","of"
"225","trade"
"226","cma"
"227","favors"
"228","reduction"
"229","of"
"230","expenditures"
"231","and"
"232","cor­"
"233","rective"
"234","legislative"
"235","action"
"236","for"
"237","existing"
"238","tax"
"239","struc­"
"240","ture"
"241","new"
"242","tax"
"243","proposals"
"244","do"
"245","not"
"246","include"
"247","new"
"248","taxes"
"249","on"
"250","energy"
"251","e"
"252","cma"
"253","submitted"
"254","comments"
"255","on"
"256","rules"
"257","under"
"258","the"
"259","fuel"
"260","use"
"261","act"
"262","pertaining"
"263","to"
"264","prohibition"
"265","orders"
"266","for"
"267","existing"
"268","major"
"269","fuelburning"
"270","installations"
"271","mfbls"
"272","we"
"273","support"
"274","these"
"275","efforts"
"276","toward"
"277","regulatory"
"278","reform"
"279","but"
"280","request"
"281","that"
"282","portions"
"283","of"
"284","the"
"285","regulatory"
"286","program"
"287","be"
"288","retained"
"289","in"
"290","the"
"291","event"
"292","owners"
"293","of"
"294","mfbls"
"295","desire"
"296","a"
"297","prohibition"
"298","order"
"299","to"
"300","prevent"
"301","provisions"
"302","of"
"303","the"
"304","clean"
"305","air"
"306","act"
"307","from"
"308","restricting"
"309","coal"
"310","use"
"311","i"
"312","i"
"313","j"
"314","i"
"315","l"
"316","the"
"317","cma"
"318","energy"
"319","conservation"
"320","surrey"
"321","report"
"322","for"
"323","was"
"324","submitted"
"325","to"
"326","the"
"327","department"
"328","of"
"329","energy"
"330","cma"
"331","members"
"332","on"
"333","the"
"334","average"
"335","have"
"336","increased"
"337","energy"
"338","pro­"
"339","ductivity"
"340","by"
"341","over"
"342","the"
"343","results"
"344","will"
"345","be"
"346","cma"
"347","publicized"
"348","by"
"349","cm"
"350","a"
"351","an"
"352","hydrocarbon"
"353","processing"
"354","e"
"355","article"
"356","was"
"357","published"
"358","in"
"359","members"
"360","were"
"361","urged"
"362","to"
"363","review"
"364","and"
"365","comment"
"366","on"
"367","the"
"368","amerlean"
"369","society"
"370","of"
"371","heating"
"372","refrigerating"
"373","and"
"374","aircon­"
"375","ditioning"
"376","engineers"
"377","inc"
"378","ashrae"
"379","p"
"380","a"
"381","proposed"
"382","energy"
"383","conservation"
"384","standard"
"385","for"
"386","existing"
"387","industrial"
"388","buildings"
"389","cma"
"390","also"
"391","prepared"
"392","a"
"393","strong"
"394","letter"
"395","object­"
"396","ing"
"397","to"
"398","ashraes"
"399","voluntary"
"400","standards"
"401","that"
"402","could"
"403","be"
"404","es­"
"405","tablished"
"406","as"
"407","mandatory"
"408","requirements"
"409","for"
"410","industry"
"411","by"
"412","states"
"413","and"
"414","local"
"415","governments"
"416","engineering"
"417","cma"
"418","supported"
"419","the"
"420","proposed"
"421","revision"
"422","of"
"423","the"
"424","office"
"425","of"
"426","management"
"427","and"
"428","budget"
"429","circular"
"430","a"
"431","pederal"
"432","par­"
"433","ticipation"
"434","in"
"435","the"
"436","development"
"437","and"
"438","use"
"439","of"
"440","voluntary"
"441","standards"
"442","our"
"443","comments"
"444","assisted"
"445","in"
"446","obtaining"
"447","favorable"
"448","revision"
"449","of"
"450","the"
"451","circular"
"452","e"
"453","cma"
"454","sent"
"455","comments"
"456","to"
"457","the"
"458","hydraulic"
"459","institute"
"460","express­"
"461","ing"
"462","preference"
"463","for"
"464","a"
"465","new"
"466","standard"
"467","to"
"468","cover"
"469","both"
"470","cycle"
"471","european"
"472","and"
"473","cyele"
"474","us"
"475","pumps"
"476","e"
"477","we"
"478","supported"
"479","adoption"
"480","of"
"481","safety"
"482","related"
"483","maintenance"
"484","requirements"
"485","of"
"486","national"
"487","fire"
"488","protection"
"489","association"
"490","e"
"491","electrical"
"492","safety"
"493","requirements"
"494","for"
"495","employee"
"496","workplaces"
"497","e"
"498","cma"
"499","submitted"
"500","negative"
"501","ballot"
"502","and"
"503","comments"
"504","on"
"505","ul"
"506","deadfront"
"507","switchboards"
"508","proposed"
"509","as"
"510","an"
"511","american"
"512","national"
"513","standard"
"514","e"
"515","cma"
"516","commented"
"517","extensively"
"518","to"
"519","oppose"
"520","adoption"
"521","of"
"522","revi­"
"523","sion"
"524","no"
"525","of"
"526","nema"
"527","mg"
"528","motors"
"529","and"
"530","generators"
"531","as"
"532","an"
"533","american"
"534","national"
"535","standard"
"536","the"
"537","revision"
"538","does"
"539","not"
"540","meet"
"541","department"
"542","of"
"543","labor"
"544","noise"
"545","guidelines"
"546","e"
"547","we"
"548","formed"
"549","adoption"
"550","of"
"551","ul"
"552","flexible"
"553","metallic"
"554","hose"
"555","as"
"556","an"
"557","american"
"558","national"
"559","standard"
"560","after"
"561","it"
"562","was"
"563","revised"
"564","to"
"565","meet"
"566","our"
"567","objections"
"568","environmental"
"569","programs"
"570","general"
"571","programs"
"572","e"
"573","the"
"574","emc"
"575","established"
"576","a"
"577","worn"
"578","group"
"579","to"
"580","address"
"581","mental"
"582","auditing"
"583","issues"
"584","environ­"
"585","cma"
"586","reviewed"
"587","and"
"588","commented"
"589","on"
"590","state"
"591","of"
"592","the"
"593","environ­"
"594","ment"
"595","a"
"596","report"
"597","prepared"
"598","by"
"599","the"
"600","conservation"
"601","foundati"
"602","n"
"603","cma"
"604","on"
"605","july"
"606","the"
"607","environmental"
"608","management"
"609","committee"
"610","emc"
"611","approved"
"612","the"
"613","following"
"614","resolution"
"615","based"
"616","on"
"617","our"
"618","present"
"619","knowledge"
"620","and"
"621","an"
"622","overall"
"623","evaluation"
"624","of"
"625","the"
"626","substance"
"627","of"
"628","all"
"629","congressional"
"630","amendments"
"631","to"
"632","the"
"633","clean"
"634","air"
"635","act"
"636","under"
"637","consideration"
"638","the"
"639","emc"
"640","recommends"
"641","that"
"642","cma"
"643","continue"
"644","its"
"645","efforts"
"646","to"
"647","obtain"
