"","dictionary"
"1","exhibit"
"2","f"
"3","mca"
"4","government"
"5","relations"
"6","committee"
"7","report"
"8","to"
"9","the"
"10","board"
"11","of"
"12","directors"
"13","february"
"14","don"
"15","a"
"16","goodall"
"17","chairman"
"18","a"
"19","major"
"20","premise"
"21","of"
"22","this"
"23","report"
"24","is"
"25","that"
"26","business"
"27","is"
"28","not"
"29","as"
"30","influential"
"31","in"
"32","washington"
"33","as"
"34","we"
"35","would"
"36","like"
"37","it"
"38","to"
"39","be"
"40","nor"
"41","as"
"42","influential"
"43","as"
"44","we"
"45","must"
"46","be"
"47","if"
"48","any"
"49","viable"
"50","form"
"51","of"
"52","private"
"53","enterprise"
"54","is"
"55","to"
"56","be"
"57","preserved"
"58","in"
"59","this"
"60","country"
"61","it"
"62","was"
"63","not"
"64","too"
"65","many"
"66","years"
"67","ago"
"68","that"
"69","businessmen"
"70","were"
"71","listened"
"72","to"
"73","with"
"74","considerable"
"75","attention"
"76","by"
"77","those"
"78","members"
"79","of"
"80","congress"
"81","who"
"82","wore"
"83","either"
"84","a"
"85","republican"
"86","or"
"87","southern"
"88","demo­"
"89","crat"
"90","label"
"91","but"
"92","that"
"93","is"
"94","no"
"95","longer"
"96","the"
"97","case"
"98","what"
"99","happened"
"100","when"
"101","i"
"102","first"
"103","came"
"104","to"
"105","washington"
"106","in"
"107","one"
"108","of"
"109","the"
"110","power"
"111","houses"
"112","on"
"113","the"
"114","hill"
"115","was"
"116","judge"
"117","smith"
"118","of"
"119","virginia"
"120","am"
"121","id"
"122","school"
"123","southern"
"124","democrat"
"125","and"
"126","head"
"127","of"
"128","the"
"129","then"
"130","allpowerful"
"131","house"
"132","rules"
"133","committee"
"134","if"
"135","he"
"136","decided"
"137","he"
"138","didnt"
"139","want"
"140","a"
"141","bill"
"142","passed"
"143","he"
"144","wouldnt"
"145","give"
"146","it"
"147","a"
"148","rule"
"149","permitting"
"150","it"
"151","to"
"152","go"
"153","to"
"154","the"
"155","house"
"156","floor"
"157","if"
"158","the"
"159","pressure"
"160","got"
"161","too"
"162","gr"
"163","at"
"164","he"
"165","just"
"166","went"
"167","down"
"168","to"
"169","his"
"170","farm"
"171","to"
"172","as"
"173","he"
"174","used"
"175","to"
"176","im"
"177","not"
"178","saying"
"179","this"
"180","was"
"181","the"
"182","right"
"183","way"
"184","to"
"185","run"
"186","the"
"187","government"
"188","but"
"189","it"
"190","was"
"191","a"
"192","time"
"193","when"
"194","businessmen"
"195","had"
"196","more"
"197","influence"
"198","in"
"199","congress"
"200","than"
"201","we"
"202","have"
"203","today"
"204","but"
"205","that"
"206","day"
"207","went"
"208","out"
"209","with"
"210","the"
"211","oneman"
"212","onevote"
"213","drive"
"214","that"
"215","took"
"216","place"
"217","more"
"218","than"
"219","a"
"220","decade"
"221","ago"
"222","and"
"223","for"
"224","a"
"225","variety"
"226","of"
"227","other"
"228","reasons"
"229","for"
"230","example"
"231","the"
"232","politicizing"
"233","of"
"234","labor"
"235","unions"
"236","was"
"237","another"
"238","contributing"
"239","factor"
"240","beginning"
"241","in"
"242","with"
"243","estab­"
"244","lishment"
"245","of"
"246","the"
"247","committee"
"248","on"
"249","political"
"250","education"
"251","labor"
"252","moved"
"253","into"
"254","the"
"255","political"
"256","ring"
"257","in"
"258","a"
"259","big"
"260","way"
"261","convinced"
"262","that"
"263","it"
"264","could"
"265","win"
"266","in"
"267","state"
"268","legislatures"
"269","and"
"270","the"
"271","congress"
"272","what"
"273","it"
"274","could"
"275","not"
"276","win"
"277","at"
"278","the"
"279","bargaining"
"280","table"
"281","labor"
"282","money"
"283","and"
"284","labor"
"285","manpower"
"286","are"
"287","now"
"288","major"
"289","factors"
"290","in"
"291","congres­"
"292","sional"
"293","election"
"294","campaigns"
"295","and"
"296","labors"
"297","lobbying"
"298","muscle"
"299","on"
"300","capitol"
"301","hill"
"302","is"
"303","the"
"304","envy"
"305","of"
"306","those"
"307","of"
"308","us"
"309","on"
"310","the"
"311","business"
"312","side"
"313","i"
"314","television"
"315","is"
"316","another"
"317","factor"
"318","that"
"319","has"
"320","changed"
"321","the"
"322","process"
"323","of"
"324","selecting"
"325","and"
"326","influencing"
"327","members"
"328","of"
"329","congress"
"330","the"
"331","medium"
"332","puts"
"333","a"
"334","premium"
"335","on"
"336","an"
"337","appearance"
"338","of"
"339","freshness"
"340","f"
"341","youthful"
"342","vigor"
"343","and"
"344","vitality"
"345","and"
"346","on"
"347","the"
"348","ability"
"349","to"
"350","articulate"
"351","ideas"
"352","furth"
"353","rmore"
"354","the"
"355","wide"
"356","exposure"
"357","tv"
"358","gives"
"359","cma"
