"","dictionary"
"1","general"
"2","public"
"3","cma"
"4","has"
"5","been"
"6","meeting"
"7","with"
"8","congressional"
"9","staff"
"10","to"
"11","discuss"
"12","this"
"13","issue"
"14","at"
"15","this"
"16","point"
"17","it"
"18","appears"
"19","that"
"20","waste"
"21","minimization"
"22","will"
"23","be"
"24","a"
"25","priority"
"26","issue"
"27","over"
"28","the"
"29","next"
"30","few"
"31","years"
"32","it"
"33","is"
"34","very"
"35","important"
"36","that"
"37","cma"
"38","member"
"39","companies"
"40","focus"
"41","on"
"42","this"
"43","issue"
"44","now"
"45","although"
"46","very"
"47","little"
"48","activity"
"49","is"
"50","expected"
"51","in"
"52","the"
"53","first"
"54","part"
"55","of"
"56","waste"
"57","minimization"
"58","will"
"59","be"
"60","an"
"61","emerging"
"62","issue"
"63","over"
"64","the"
"65","next"
"66","two"
"67","years"
"68","underground"
"69","inlection"
"70","committee"
"71","the"
"72","rcra"
"73","amendments"
"74","require"
"75","epa"
"76","to"
"77","determine"
"78","whether"
"79","underground"
"80","injection"
"81","should"
"82","remain"
"83","an"
"84","option"
"85","for"
"86","the"
"87","disposal"
"88","of"
"89","hazardous"
"90","waste"
"91","several"
"92","environmental"
"93","groups"
"94","led"
"95","by"
"96","the"
"97","natural"
"98","resources"
"99","defense"
"100","council"
"101","nrdc"
"102","have"
"103","made"
"104","the"
"105","elimination"
"106","of"
"107","underground"
"108","injection"
"109","one"
"110","of"
"111","their"
"112","major"
"113","cma"
"114","priorities"
"115","an"
"116","epa"
"117","ban"
"118","on"
"119","new"
"120","legislation"
"121","prohibiting"
"122","underground"
"123","injection"
"124","would"
"125","directly"
"126","affect"
"127","the"
"128","chemical"
"129","industry"
"130","which"
"131","is"
"132","the"
"133","major"
"134","user"
"135","of"
"136","underground"
"137","injection"
"138","for"
"139","the"
"140","disposal"
"141","of"
"142","hazardous"
"143","waste"
"144","in"
"145","an"
"146","effort"
"147","to"
"148","answer"
"149","the"
"150","nrdc"
"151","opposition"
"152","to"
"153","underground"
"154","injection"
"155","the"
"156","cma"
"157","underground"
"158","injection"
"159","control"
"160","task"
"161","group"
"162","has"
"163","been"
"164","contacting"
"165","congressmen"
"166","who"
"167","have"
"168","disposal"
"169","wells"
"170","in"
"171","their"
"172","districts"
"173","to"
"174","reassure"
"175","them"
"176","about"
"177","the"
"178","safety"
"179","of"
"180","the"
"181","technology"
"182","these"
"183","contacts"
"184","are"
"185","expected"
"186","to"
"187","continue"
"188","on"
"189","a"
"190","regular"
"191","basis"
"192","as"
"193","long"
"194","as"
"195","environmentalist"
"196","opposition"
"197","to"
"198","underground"
"199","injection"
"200","persists"
"201","although"
"202","no"
"203","hearings"
"204","will"
"205","be"
"206","held"
"207","specifically"
"208","on"
"209","underground"
"210","injection"
"211","in"
"212","early"
"213","we"
"214","expect"
"215","the"
"216","issue"
"217","to"
"218","be"
"219","addressed"
"220","in"
"221","rcra"
"222","oversight"
"223","hearings"
"224","throughout"
"225","the"
"226","year"
"227","the"
"228","introduction"
"229","of"
"230","any"
"231","groundwater"
"232","legislation"
"233","may"
"234","also"
"235","touch"
"236","upon"
"237","the"
"238","practice"
"239","of"
"240","underground"
"241","injection"
"242","cma"
"243","will"
"244","continue"
"245","to"
"246","comnunicata"
"247","with"
"248","congress"
"249","on"
"250","underground"
"251","injection"
"252","the"
"253","issue"
"254","will"
"255","begin"
"256","to"
"257","receive"
"258","more"
"259","attention"
"260","when"
"261","congress"
"262","returns"
"263","in"
"264","january"
"265","regulatory"
"266","developments"
"267","and"
"268","response"
"269","land"
"270","disposal"
"271","prohibition"
"272","comments"
"273","cma"
"274","submitted"
"275","comments"
"276","on"
"277","epas"
"278","announcement"
"279","of"
"280","the"
"281","availability"
"282","of"
"283","data"
"284","and"
"285","request"
"286","for"
"287","comments"
"288","on"
"289","proposed"
"290","land"
"291","disposal"
"292","restrictions"
"293","the"
"294","final"
"295","rule"
"296","will"
"297","address"
"298","the"
"299","treatment"
"300","requirements"
"301","for"
"302","disposing"
"303","of"
"304","specified"
"305","hazardous"
"306","wastes"
"307","in"
"308","landfills"
"309","cmas"
"310","comments"
"311","address"
"312","the"
"313","variability"
"314","factor"
"315","calculation"
"316","the"
"317","outlier"
"318","test"
"319","data"
"320","base"
"321","modifications"
"322","and"
"323","variance"
"324","from"
"325","a"
"326","treatment"
"327","standard"
"328","policy"
"329","development"
"330","analytical"
"331","and"
"332","program"
"333","activities"
"334","rcra"
"335","regulations"
"336","workshop"
"337","cma"
"338","sponsored"
"339","a"
"340","rcra"
"341","regulations"
"342","workshop"
"343","on"
"344","december"
"345","approximately"
"346","member"
"347","company"
"348","representatives"
"349","participated"
"350","in"
"351","the"
"352","twoday"
"353","workshop"
"354","cma"
"355","and"
"356","epa"
"357","representatives"
"358","addressed"
"359","a"
"360","wide"
"361","spectrum"
"362","of"
"363","rcra"
"364","implementation"
"365","issues"
"366","ie"
"367","land"
"368","disposal"
"369","ban"
"370","provisions"
"371","organic"
"372","toxicity"
"373","proposal"
"374","epa"
"375","hazardous"
"376","waste"
"377","strategy"
"378","minimum"
"379","technology"
"380","and"
"381","retrofit"
"382","requirements"
"383","closure"
"384","requirements"
"385","hazardous"
"386","waste"
"387","tank"
"388","rules"
"389","and"
"390","corrective"
"391","action"
"392","requirements"
"393","litigation"
"394","and"
"395","related"
"396","activities"
"397","cma"
"398","v"
"399","epa"
"400","closure"
"401","rulel"
"402","cma"
"403","is"
"404","challenging"
"405","epas"
"406","final"
"407","closure"
"408","rule"
"409","that"
"410","could"
"411","severely"
"412","limit"
"413","the"
"414","useful"
"415","life"
"416","of"
"417","an"
"418","impoundment"
"419","or"
"420","landfill"
"421","to"
"422","receive"
"423","nonhazardous"
"424","waste"
"425","after"
"426","it"
"427","stops"
"428","receiving"
"429","hazardous"
"430","waste"
"431","the"
"432","rule"
"433","requires"
"434","the"
"435","unit"
"436","to"
"437","be"
"438","closed"
"439","within"
"440","days"
"441","of"
"442","the"
"443","final"
"444","receipt"
"445","of"
"446","hazardous"
"447","waste"
"448","as"
"449","such"
"450","the"
"451","unit"
"452","could"
"453","not"
"454","be"
"455","used"
"456","for"
"457","the"
"458","disposal"
"459","of"
"460","nonhazardous"
"461","waste"
"462","epa"
"463","has"
"464","agreed"
"465","to"
"466","enter"
"467","into"
"468","settlement"
"469","negotiations"
"470","with"
"471","the"
"472","briefing"
"473","schedule"
"474","stayed"
"475","for"
"476","ninety"
"477","days"
"478","cma"
"479","has"
"480","proposed"
"481","alternatives"
"482","other"
"483","than"
"484","retrofitting"
"485","impoundments"
"486","with"
"487","double"
"488","liners"
"489","and"
"490","leachate"
"491","collection"
"492","systems"
"493","cma"
"494","hazardous"
"495","waste"
"496","treatment"
"497","council"
"498","v"
"499","epa"
"500","land"
"501","disposal"
"502","rastrlctions"
"503","cma"
"504","has"
"505","intervened"
"506","in"
"507","a"
"508","challenge"
"509","by"
"510","the"
"511","hazardous"
"512","waste"
"513","treatment"
"514","council"
"515","to"
"516","epas"
"517","november"
"518","final"
"519","rule"
"520","restricting"
"521","the"
"522","land"
"523","disposal"
"524","of"
"525","solvents"
"526","and"
"527","dioxins"
"528","cma"
