"","dictionary"
"1","monoethyl"
"2","ether"
"3","acetate"
"4","egeea"
"5","and"
"6","ethylene"
"7","glycol"
"8","monomethyl"
"9","ether"
"10","acetate"
"11","egmea"
"12","the"
"13","panel"
"14","submitted"
"15","a"
"16","letter"
"17","to"
"18","the"
"19","ztc"
"20","outlining"
"21","the"
"22","ongoing"
"23","research"
"24","program"
"25","on"
"26","egee"
"27","based"
"28","upon"
"29","the"
"30","existence"
"31","of"
"32","this"
"33","test"
"34","program"
"35","the"
"36","itc"
"37","has"
"38","agreed"
"39","to"
"40","defer"
"41","consideration"
"42","of"
"43","adding"
"44","egee"
"45","to"
"46","the"
"47","itc"
"48","list"
"49","until"
"50","early"
"51","e"
"52","a"
"53","voluntary"
"54","test"
"55","program"
"56","on"
"57","isophorone"
"58","has"
"59","been"
"60","sub­"
"61","mitted"
"62","to"
"63","epa"
"64","by"
"65","isophorone"
"66","producers"
"67","in"
"68","the"
"69","ketones"
"70","program"
"71","the"
"72","test"
"73","program"
"74","consists"
"75","of"
"76","an"
"77","inhalation"
"78","teratology"
"79","study"
"80","and"
"81","a"
"82","mutagenicity"
"83","battery"
"84","the"
"85","national"
"86","toxicology"
"87","program"
"88","ntp"
"89","is"
"90","already"
"91","conducting"
"92","a"
"93","bioassay"
"94","on"
"95","isophorone"
"96","e"
"97","the"
"98","polychlorinated"
"99","biphenyls"
"100","pcbs"
"101","program"
"102","panel"
"103","filed"
"104","comments"
"105","in"
"106","response"
"107","to"
"108","epas"
"109","proposed"
"110","rule"
"111","to"
"112","exclude"
"113","the"
"114","production"
"115","of"
"116","pcbs"
"117","in"
"118","closed"
"119","and"
"120","controlled"
"121","waste"
"122","manufacturing"
"123","processes"
"124","from"
"125","the"
"126","provisions"
"127","of"
"128","section"
"129","e"
"130","of"
"131","tsca"
"132","the"
"133","panel"
"134","asked"
"135","that"
"136","epa"
"137","withdraw"
"138","its"
"139","current"
"140","proposal"
"141","and"
"142","publish"
"143","a"
"144","new"
"145","rule"
"146","which"
"147","would"
"148","establish"
"149","a"
"150","regulatory"
"151","cutoff"
"152","waste"
"153","streams"
"154","that"
"155","do"
"156","not"
"157","pose"
"158","an"
