"","dictionary"
"1","i"
"2","also"
"3","worked"
"4","on"
"5","site"
"6","in"
"7","organizational"
"8","or"
"9","restructuring"
"10","meetings"
"11","in"
"12","california"
"13","south"
"14","carolina"
"15","and"
"16","kentucky"
"17","cma"
"18","has"
"19","assisted"
"20","or"
"21","will"
"22","assist"
"23","in"
"24","membership"
"25","drives"
"26","in"
"27","new"
"28","jersey"
"29","california"
"30","kentucky"
"31","ohio"
"32","alabama"
"33","illinois"
"34","and"
"35","missouri"
"36","usually"
"37","a"
"38","letter"
"39","is"
"40","sent"
"41","to"
"42","cma"
"43","member"
"44","companies"
"45","in"
"46","a"
"47","targeted"
"48","state"
"49","urging"
"50","participation"
"51","it"
"52","is"
"53","signed"
"54","by"
"55","president"
"56","roland"
"57","further"
"58","he"
"59","and"
"60","vice"
"61","president"
"62","geraldine"
"63","cox"
"64","are"
"65","sought"
"66","after"
"67","as"
"68","speakers"
"69","and"
"70","as"
"71","representatives"
"72","to"
"73","meet"
"74","local"
"75","reporters"
"76","in"
"77","all"
"78","media"
"79","branches"
"80","t"
"81","obviously"
"82","a"
"83","great"
"84","deal"
"85","of"
"86","contact"
"87","is"
"88","maintained"
"89","by"
"90","letter"
"91","and"
"92","telephone"
"93","plus"
"94","visits"
"95","to"
"96","cma"
"97","by"
"98","state"
"99","group"
"100","leaders"
"101","the"
"102","local"
"103","leadership"
"104","newsletter"
"105","is"
"106","one"
"107","of"
"108","our"
"109","prime"
"110","means"
"111","of"
"112","contact"
"113","copies"
"114","of"
"115","the"
"116","last"
"117","two"
"118","issues"
"119","will"
"120","be"
"121","distributed"
"122","at"
"123","the"
"124","board"
"125","meeting"
"126","one"
"127","summarizes"
"128","the"
"129","second"
"130","annual"
"131","meeting"
"132","of"
"133","state"
"134","organizations"
"135","the"
"136","other"
"137","analyzes"
"138","on"
"139","page"
"140","one"
"141","the"
"142","critiques"
"143","of"
"144","attendees"
"145","at"
"146","the"
"147","meeting"
"148","it"
"149","also"
"150","provides"
"151","in­"
"152","sight"
"153","into"
"154","the"
"155","input"
"156","we"
"157","receive"
"158","from"
"159","the"
"160","groups"
"161","and"
"162","the"
"163","cross­"
"164","fertilization"
"165","taking"
"166","place"
"167","since"
"168","the"
"169","first"
"170","issue"
"171","january"
"172","february"
"173","circulation"
"174","has"
"175","grown"
"176","to"
"177","from"
"178","approximately"
"179","as"
"180","state"
"181","groups"
"182","and"
"183","cma"
"184","member"
"185","companies"
"186","have"
"187","requested"
"188","additional"
"189","copies"
"190","originally"
"191","it"
"192","was"
"193","thought"
"194","four"
"195","issues"
"196","a"
"197","year"
"198","would"
"199","suffice"
"200","the"
"201","amount"
"202","of"
"203","information"
"204","forced"
"205","us"
"206","to"
"207","produce"
"208","six"
"209","we"
"210","now"
"211","are"
"212","faced"
"213","with"
"214","the"
"215","possibility"
"216","of"
"217","issuing"
"218","and"
"219","probably"
"220","a"
"221","year"
"222","to"
"223","report"
"224","all"
"225","the"
"226","activities"
"227","on"
"228","a"
"229","more"
"230","timely"
"231","basis"
"232","cma"
"233","despite"
"234","economic"
"235","conditions"
"236","attendance"
"237","at"
"238","the"
"239","second"
"240","annual"
"241","meeting"
"242","of"
"243","state"
"244","organizations"
"245","was"
"246","down"
"247","less"
"248","than"
"249","nine"
"250","percent"
"251","those"
"252","attending"
"253","were"
"254","most"
"255","enthusiastic"
"256","and"
"257","look"
"258","forward"
"259","to"
"260","the"
"261","third"
"262","annual"
"263","to"
"264","be"
"265","held"
"266","in"
"267","conjunction"
"268","with"
"269","cmas"
"270","semiannual"
"271","meeting"
"272","in"
"273","new"
"274","york"
"275","this"
"276","coming"
"277","november"
"278","they"
"279","were"
"280","pleased"
"281","that"
"282","lou"
"283","fernandez"
"284","spoke"
"285","at"
"286","the"
"287","dinner"
"288","meeting"
"289","just"
"290","as"
"291","they"
"292","were"
"293","that"
"294","bill"
"295","simeral"
"296","did"
"297","so"
"298","the"
"299","first"
"300","year"
"301","your"
"302","attention"
"303","is"
"304","called"
"305","to"
"306","the"
"307","critiques"
"308","of"
"309","the"
"310","meeting"
"311","in"
"312","the"
"313","newsletter"
"314","in"
"315","september"
"316","corky"
"317","caldwell"
"318","reported"
"319","to"
"320","you"
"321","on"
"322","general­"
"323","ized"
"324","plans"
"325","for"
"326","a"
"327","cma"
"328","membership"
"329","drive"
"330","it"
"331","was"
"332","decided"
"333","then"
"334","to"
"335","delay"
"336","implementation"
"337","until"
"338","the"
"339","economic"
"340","climate"
"341","improved"
"342","meanwhile"
"343","progress"
"344","is"
"345","being"
"346","made"
"347","on"
"348","the"
"349","development"
"350","of"
"351","mater­"
"352","ials"
"353","to"
"354","be"
"355","used"
"356","we"
"357","are"
"358","not"
"359","depending"
"360","on"
"361","ideas"
"362","generated"
"363","solely"
"364","within"
"365","cma"
"366","but"
"367","also"
"368","are"
"369","studying"
"370","campaign"
"371","materials"
"372","used"
"373","by"
"374","other"
"375","organizations"
"376","hopefully"
"377","will"
"378","show"
"379","enough"
"380","economic"
"381","improvement"
"382","to"
"383","launch"
"384","a"
"385","drive"
"386","shortly"
"387","research"
"388","will"
"389","begin"
"390","for"
"391","the"
"392","production"
"393","of"
"394","our"
"395","third"
"396","analysis"
"397","of"
"398","states"
"399","considered"
"400","to"
"401","be"
"402","of"
"403","prime"
"404","interest"
"405","to"
"406","the"
"407","chemical"
"408","industry"
"409","this"
"410","is"
"411","a"
"412","statistical"
"413","study"
"414","which"
"415","ranks"
"416","each"
"417","state"
"418","as"
"419","to"
"420","the"
"421","chemical"
"422","industrys"
"423","e"
"424","e"
"425","e"
"426","e"
"427","shipments"
"428","in"
"429","dollars"
"430","value"
"431","added"
"432","number"
"433","of"
"434","employees"
"435","percent"
"436","of"
"437","employees"
"438","to"
"439","all"
"440","manufacturing"
"441","employees"
"442","percent"
"443","of"
"444","employees"
"445","to"
"446","state"
"447","population"
"448","number"
"449","of"
"450","cma"
"451","member"
"452","companies"
"453","number"
"454","of"
"455","cma"
"456","member"
"457","company"
"458","plants"
"459","number"
"460","of"
"461","cma"
"462","member"
"463","companies"
"464","with"
"465","smillion"
"466","or"
"467","more"
"468","in"
"469","sales"
"470","companies"
"471","not"
"472","identified"
"473","a"
"474","second"
"475","portion"
"476","of"
"477","the"
"478","study"
"479","shows"
"480","participation"
"481","or"
"482","lack"
"483","thereof"
"484","by"
"485","cma"
"486","member"
"487","companies"
"488","represented"
"489","in"
"490","those"
"491","states"
"492","with"
"493","viable"
"494","organizations"
"495","action"
"496","required"
"497","none"
"498","information"
"499","only"
"500","cma"
"501","cma"
"502","t"
"503","exhibit"
"504","n"
"505","report"
"506","of"
"507","the"
"508","technical"
"509","director"
"510","at"
"511","retreats"
"512","and"
"513","in"
"514","special"
"515","sessions"
"516","cm"
"517","a"
"518","committees"
"519","and"
"520","staff"
"521","set"
"522","priorities"
"523","and"
"524","developed"
"525","issue"
"526","management"
"527","plans"
"528","and"
"529","preliminary"
"530","fy"
"531","budget"
"532","technical"
"533","department"
"534","presentations"
"535","i"
"536","li"
"537","alabama"
"538","chemical"
"539","industry"
"540","council"
"541","montgomery"
"542","al"
"543","topic"
"544","hazardous"
"545","waste"
"546","management"
"547","challenge"
"548","of"
"549","e"
"550","american"
"551","society"
"552","for"
"553","quality"
"554","control"
"555","boston"
"556","ma"
"557","topic"
"558","quality"
"559","control"
"560","is"
"561","a"
"562","foundation"
"563","of"
"564","quality"
"565","regulations"
"566","e"
"567","american"
"568","society"
"569","for"
"570","quality"
"571","control"
"572","atlantic"
"573","city"
"574","topic"
"575","quality"
"576","assurance"
"577","aspects"
"578","of"
"579","tsca"
"580","and"
"581","rcra"
"582","r"
"583","p"
"584","schumacher"
"585","e"
"586","chamber"
"587","of"
"588","commerce"
"589","lake"
"590","charles"
"591","la"
"592","topic"
"593","update"
"594","on"
"595","environmental"
"596","issues"
"597","affeetinq"
"598","the"
"599","chemical"
"600","indus­"
"601","try"
"602","e"
"603","christian"
"604","broadcasting"
"605","network"
"606","the"
"607","club"
"608","washington"
"609","dc"
"610","topic"
"611","information"
"612","update"
"613","on"
"614","current"
"615","research"
"616","into"
"617","the"
"618","ozone"
"619","depletion"
"620","issue"
"621","l"
"622","a"
"623","spurlock"
"624","e"
"625","colorado"
"626","bar"
"627","association"
"628","annual"
"629","meeting"
"630","colorado"
"631","springs"
"632","co"
"633","topic"
"634","hazardous"
"635","waste"
"636","sitinq"
"637","w"
"638","carroll"
"639","e"
"640","national"
"641","solid"
"642","waste"
"643","management"
"644","annual"
"645","meeting"
"646","lake"
"647","city"
"648","ut"
"649","topic"
"650","chemtrec"
"651","and"
"652","waste"
"653","disposal"
"654","e"
"655","rutgers"
"656","university"
"657","new"
"658","brunswick"
"659","nj"
"660","product"
"661","safety"
"662","by"
"663","m"
"664","freifeld"
"665","e"
"666","virginia"
"667","cable"
"668","television"
"669","network"
"670","alexandria"
"671","va"
"672","topic"
"673","epas"
"674","proposed"
"675","revisions"
"676","to"
"677","the"
"678","water"
"679","quality"
"680","standards"
"681","implementing"
"682","regulations"
"683","carroll"
"684","i"
"685","j"
"686","topic"
"687","salt"
"688","worker"
"689","the"
"690","technical"
"691","director"
"692","participated"
"693","in"
"694","television"
"695","radio"
"696","and"
"697","print"
"698","interviews"
"699","since"
"700","october"
"701","these"
"702","inter­"
"703","views"
"704","were"
"705","in"
"706","toledo"
"707","and"
"708","cleveland"
"709","oh"
"710","chicago"
"711","il"
"712","wash­"
"713","ington"
"714","dc"
"715","sprinqfield"
"716","worcester"
"717","and"
"718","boston"
"719","ma"
"720","atlanta"
"721","ga"
"722","montgomery"
"723","al"
"724","oklahoma"
"725","city"
"726","ok"
"727","providence"
"728","ri"
"729","twice"
"730","lafayette"
"731","and"
"732","lake"
"733","charles"
"734","la"
"735","twice"
"736","and"
"737","new"
"738","she"
"739","appeared"
"740","on"
"741","abcs"
"742","nightline"
"743","in"
"744","october"
"745","and"
"746","visited"
"747","two"
"748","chemical"
"749","plants"
"750","one"
"751","in"
"752","texas"
"753","and"
"754","one"
"755","in"
"756","rhode"
"757","island"
"758","cma"
"759","the"
"760","technical"
"761","director"
"762","and"
"763","deputy"
"764","technical"
"765","participated"
"766","in"
"767","a"
"768","twoday"
"769","media"
"770","training"
"771","program"
"772","director"
"773","the"
"774","chemtrec"
"775","director"
"776","conducted"
"777","media"
"778","tours"
"779","in"
"780","salt"
"781","lake"
"782","city"
"783","ut"
"784","and"
"785","in"
"786","waco"
"787","and"
"788","dallas"
"789","tx"
"790","including"
"791","nine"
"792","tele­"
"793","vision"
"794","seven"
"795","radio"
"796","and"
"797","four"
"798","newspaper"
"799","interviews"
"800","environ­"
"801","mental"
"802","programs"
"803","director"
"804","and"
"805","staff"
"806","conducted"
"807","media"
"808","tours"
"809","in"
"810","san"
"811","antonio"
"812","beaumont"
"813","port"
"814","arthur"
"815","and"
"816","corpus"
"817","christi"
"818","tx"
"819","on"
"820","hazardous"
"821","waste"
"822","and"
"823","solid"
"824","waste"
"825","issues"
"826","including"
"827","ten"
"828","television"
"829","four"
"830","radio"
"831","and"
"832","three"
"833","editorial"
"834","board"
"835","interviews"
"836","chemical"
"837","transportation"
"838","emergency"
"839","response"
"840","center"
"841","chzmtrec"
"842","the"
