"","dictionary"
"1","exhibit"
"2","c"
"3","proposed"
"4","study"
"5","on"
"6","oxidant"
"7","level"
"8","control"
"9","strategy"
"10","anomalies"
"11","when"
"12","pl"
"13","clean"
"14","air"
"15","act"
"16","amendments"
"17","of"
"18","was"
"19","enacted"
"20","it"
"21","was"
"22","expected"
"23","that"
"24","national"
"25","ambient"
"26","air"
"27","quality"
"28","standards"
"29","naaqs"
"30","would"
"31","be"
"32","met"
"33","nationwide"
"34","by"
"35","or"
"36","mid"
"37","at"
"38","the"
"39","latest"
"40","timely"
"41","compliance"
"42","has"
"43","not"
"44","been"
"45","achieved"
"46","for"
"47","th"
"48","criteria"
"49","pollutants"
"50","in"
"51","many"
"52","of"
"53","the"
"54","air"
"55","quality"
"56","regions"
"57","acr"
"58","oxidant"
"59","ozone"
"60","levels"
"61","are"
"62","being"
"63","exceeded"
"64","in"
"65","regions"
"66","nearly"
"67","all"
"68","of"
"69","which"
"70","encompass"
"71","chemical"
"72","industry"
"73","concentrations"
"74","prove"
"75","their"
"76","technical"
"77","understanding"
"78","for"
"79","enforcing"
"80","the"
"81","naaqs"
"82","epa"
"83","studies"
"84","in"
"85","focused"
"86","on"
"87","the"
"88","contribution"
"89","of"
"90","urban"
"91","ozone"
"92","pre­"
"93","cursor"
"94","emissions"
"95","to"
"96","ambient"
"97","ozone"
"98","concentrations"
"99","and"
"100","on"
"101","the"
"102","rel­"
"103","ative"
"104","roles"
"105","of"
"106","local"
"107","ozone"
"108","formations"
"109","and"
"110","long"
"111","range"
"112","transport"
"113","even"
"114","though"
"115","observed"
"116","high"
"117","ozone"
"118","concentrations"
"119","cannot"
"120","be"
"121","explained"
"122","in"
"123","terms"
"124","of"
"125","air"
"126","flow"
"127","from"
"128","specific"
"129","point"
"130","sources"
"131","or"
"132","even"
"133","from"
"134","sin­"
"135","gle"
"136","urbanindustrial"
"137","sources"
"138","epa"
"139","now"
"140","is"
"141","acting"
"142","to"
"143","require"
"144","com­"
"145","pliance"
"146","with"
"147","pl"
"148","reduction"
"149","of"
"150","hydrocarbon"
"151","emissions"
"152","from"
"153","mobile"
"154","and"
"155","stationary"
"156","sources"
"157","will"
"158","be"
"159","required"
"160","in"
"161","spite"
"162","of"
"163","the"
"164","fact"
"165","that"
"166","evidence"
"167","exists"
"168","showing"
"169","that"
"170","such"
"171","will"
"172","not"
"173","necessarily"
"174","prevent"
"175","the"
"176","occurrence"
"177","of"
"178","high"
"179","ozone"
"180","concentrations"
"181","at"
"182","any"
"183","given"
"184","site"
"185","in"
"186","order"
"187","to"
"188","provide"
"189","data"
"190","as"
"191","to"
"192","the"
"193","effectiveness"
"194","ofproposed"
"195","hydrocarbon"
"196","control"
"197","strategies"
"198","the"
"199","air"
"200","quality"
"201","committee"
"202","aqc"
"203","r"
"204","commends"
"205","a"
"206","study"
"207","to"
"208","assess"
"209","the"
"210","relationship"
"211","between"
"212","hydrocarbon"
"213","levels"
"214","from"
"215","point"
"216","sources"
"217","and"
"218","ozone"
"219","levels"
"220","the"
"221","study"
"222","needs"
"223","to"
"224","be"
"225","undertaken"
"226","now"
"227","so"
"228","that"
"229","the"
"230","results"
"231","can"
"232","be"
"233","available"
"234","prior"
"235","to"
"236","the"
"237","adoption"
"238","of"
"239","hydrocarbon"
"240","controls"
"241","ex­"
"242","pected"
"243","during"
"244","the"
"245","second"
"246","quarter"
"247","of"
"248","the"
"249","study"
"250","proposed"
"251","to"
"252","be"
"253","conducted"
"254","by"
"255","the"
"256","radian"
"257","corporation"
"258","will"
"259","cost"
"260","twelve"
"261","metropolitan"
"262","areas"
"263","would"
"264","be"
"265","analyzed"
"266","selected"
"267","as"
"268","rep­"
"269","resentative"
"270","of"
"271","chemical"
"272","industry"
"273","concentrations"
"274","eg"
"275","houston"
"276","and"
"277","of"
"278","nonchemical"
"279","areas"
"280","eg"
"281","denver"
"282","emission"
"283","inventories"
"284","for"
"285","hydrocarbons"
"286","and"
"287","nitrogen"
"288","oxides"
"289","will"
"290","be"
"291","obtained"
"292","for"
"293","recent"
"294","years"
"295","organized"
"296","on"
"297","a"
"298","uniform"
"299","basis"
"300","and"
"301","placed"
"302","on"
"303","magnetic"
"304","tape"
"305","for"
"306","data"
"307","reduction"
"308","after"
"309","certification"
"310","of"
"311","the"
"312","basic"
"313","validity"
"314","of"
"315","the"
"316","data"
"317","ambient"
"318","air"
"319","data"
"320","will"
"321","be"
"322","obtained"
"323","for"
"324","comparable"
"325","time"
"326","periods"
"327","and"
"328","qualified"
"329","to"
"330","be"
"331","certain"
"332","that"
"333","it"
"334","is"
"335","correct"
"336","is"
"337","rep"
"338","cma"
"339","resentative"
"340","and"
"341","covers"
"342","the"
"343","same"
"344","time"
"345","period"
"346","as"
"347","the"
"348","emission"
"349","data"
"350","correlations"
"351","then"
"352","will"
"353","be"
"354","drawn"
"355","among"
"356","high"
"357","hourly"
"358","ozone"
"359","values"
