"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","exhibit","0","0","0","0","exhibit","TRUE"
"2","0","0","0","0","d","0","0","0","0","d","TRUE"
"3","0","0","0","0","upon","0","0","0","0","report","TRUE"
"4","0","0","0","0","to","0","0","0","0","to","TRUE"
"5","0","0","0","0","the","0","0","0","0","the","TRUE"
"6","d","upon","to","the","mm","of","directors","mmmmmms","chemists","board","FALSE"
"7","0","0","0","0","of","0","0","0","0","of","TRUE"
"8","0","0","0","0","directors","0","0","0","0","directors","TRUE"
"9","0","0","0","0","mmmmmms","0","0","0","0","manufacturing","TRUE"
"10","0","0","0","0","chemists","0","0","0","0","chemists","TRUE"
"11","0","0","0","0","association","0","0","0","0","association","TRUE"
"12","0","0","0","0","bailey","0","0","0","0","bailey","TRUE"
"13","0","0","0","0","barton","0","0","0","0","barton","TRUE"
"14","0","0","0","0","chairman","0","0","0","0","chairman","TRUE"
"15","0","0","0","0","air","0","0","0","0","air","TRUE"
"16","0","0","0","0","quality","0","0","0","0","quality","TRUE"
"17","0","0","0","0","committee","0","0","0","0","committee","TRUE"
"18","0","0","0","0","april","0","0","0","0","april","TRUE"
"19","0","0","0","0","","0","0","0","0","","TRUE"
"20","quality","committee","april","","commlttees","actlvltles","slnce","my","last","committees","FALSE"
"21","committee","april","","commlttees","actlvltles","slnce","my","last","presentatlon","activities","FALSE"
"22","april","","commlttees","actlvltles","slnce","my","last","presentatlon","n","since","FALSE"
"23","0","0","0","0","my","0","0","0","0","my","TRUE"
"24","0","0","0","0","last","0","0","0","0","last","TRUE"
"25","0","0","0","0","presentatlon","0","0","0","0","presentation","TRUE"
"26","0","0","0","0","n","0","0","0","0","in","TRUE"
"27","0","0","0","0","february","0","0","0","0","february","TRUE"
"28","0","0","0","0","we","0","0","0","0","we","TRUE"
"29","0","0","0","0","have","0","0","0","0","have","TRUE"
"30","0","0","0","0","i","0","0","0","0","i","TRUE"
"31","february","we","have","i","behave","made","some","substantlal","contrlbutlons","believe","FALSE"
"32","0","0","0","0","made","0","0","0","0","made","TRUE"
"33","0","0","0","0","some","0","0","0","0","some","TRUE"
"34","0","0","0","0","substantlal","0","0","0","0","substantial","TRUE"
