"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","exhibit","0","0","0","0","exhibit","TRUE"
"2","0","0","0","0","b","0","0","0","0","b","TRUE"
"3","*","*","exhibit","b","mmmcmnms","chemists","association","commencm","avenue","manufacturing","FALSE"
"4","0","0","0","0","chemists","0","0","0","0","chemists","TRUE"
"5","0","0","0","0","association","0","0","0","0","association","TRUE"
"6","b","mmmcmnms","chemists","association","commencm","avenue","n","w","washington","connecticut","FALSE"
"7","0","0","0","0","avenue","0","0","0","0","avenue","TRUE"
"8","0","0","0","0","n","0","0","0","0","n","TRUE"
"9","0","0","0","0","w","0","0","0","0","w","TRUE"
"10","0","0","0","0","washington","0","0","0","0","washington","TRUE"
"11","0","0","0","0","u","0","0","0","0","d","TRUE"
"12","0","0","0","0","c","0","0","0","0","c","TRUE"
"13","0","0","0","0","","0","0","0","0","","TRUE"
"14","0","0","0","0","mca","0","0","0","0","mca","TRUE"
"15","0","0","0","0","board","0","0","0","0","board","TRUE"
"16","0","0","0","0","of","0","0","0","0","of","TRUE"
"17","0","0","0","0","dlrectors","0","0","0","0","directors","TRUE"
"18","0","0","0","0","from","0","0","0","0","from","TRUE"
"19","0","0","0","0","speclal","0","0","0","0","special","TRUE"
"20","of","dlrectors","from","speclal","commlttee","edward","r","kane","chalrman","committee","FALSE"
"21","0","0","0","0","edward","0","0","0","0","edward","TRUE"
"22","0","0","0","0","r","0","0","0","0","r","TRUE"
"23","0","0","0","0","kane","0","0","0","0","kane","TRUE"
"24","commlttee","edward","r","kane","chalrman","george","w","russell","final","chairman","FALSE"
"25","0","0","0","0","george","0","0","0","0","george","TRUE"
"26","0","0","0","0","w","0","0","0","0","w","TRUE"
"27","0","0","0","0","russell","0","0","0","0","russell","TRUE"
"28","0","0","0","0","final","0","0","0","0","final","TRUE"
"29","0","0","0","0","upon","0","0","0","0","report","TRUE"
"30","0","0","0","0","the","0","0","0","0","the","TRUE"
"31","russell","final","upon","the","objectlve","of","thls","commlttee","formed","objective","FALSE"
"32","0","0","0","0","of","0","0","0","0","of","TRUE"
"33","upon","the","objectlve","of","thls","commlttee","formed","at","the","this","FALSE"
"34","the","objectlve","of","thls","commlttee","formed","at","the","februaryiexecutlve","committee","FALSE"
