"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","exhibit","0","0","0","0","exhibit","TRUE"
"2","0","0","0","0","d","0","0","0","0","d","TRUE"
"3","0","0","0","0","report","0","0","0","0","report","TRUE"
"4","0","0","0","0","of","0","0","0","0","of","TRUE"
"5","0","0","0","0","educatlon","0","0","0","0","education","TRUE"
"6","d","report","of","educatlon","atlvltles","commlttee","m","november","by","activities","FALSE"
"7","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"8","0","0","0","0","m","0","0","0","0","to","TRUE"
"9","0","0","0","0","november","0","0","0","0","november","TRUE"
"10","0","0","0","0","by","0","0","0","0","by","TRUE"
"11","0","0","0","0","henry","0","0","0","0","henry","TRUE"
"12","0","0","0","0","w","0","0","0","0","w","TRUE"
"13","0","0","0","0","rahn","0","0","0","0","rahn","TRUE"
"14","0","0","0","0","chalrman","0","0","0","0","chairman","TRUE"
"15","0","0","0","0","in","0","0","0","0","in","TRUE"
"16","0","0","0","0","the","0","0","0","0","the","TRUE"
"17","rahn","chalrman","in","the","ntem","several","significant","developments","have","interim","FALSE"
"18","0","0","0","0","several","0","0","0","0","several","TRUE"
"19","0","0","0","0","significant","0","0","0","0","significant","TRUE"
"20","0","0","0","0","developments","0","0","0","0","developments","TRUE"
"21","0","0","0","0","have","0","0","0","0","have","TRUE"
"22","0","0","0","0","occurred","0","0","0","0","occurred","TRUE"
"23","0","0","0","0","affectlng","0","0","0","0","affecting","TRUE"
"24","0","0","0","0","the","0","0","0","0","the","TRUE"
"25","0","0","0","0","area","0","0","0","0","area","TRUE"
"26","0","0","0","0","whereln","0","0","0","0","wherein","TRUE"
"27","0","0","0","0","the","0","0","0","0","the","TRUE"
"28","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"29","0","0","0","0","functlons","0","0","0","0","functions","TRUE"
"30","0","0","0","0","namely","0","0","0","0","namely","TRUE"
"31","0","0","0","0","the","0","0","0","0","the","TRUE"
"32","commlttee","functlons","namely","the","ndustrlaliacademc","nterface","these","ndustry","shank","industrialacademic","FALSE"
"33","functlons","namely","the","ndustrlaliacademc","nterface","these","ndustry","shank","to","interface","FALSE"
