"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","x","0","0","0","0","x","TRUE"
"2","0","0","0","0","a","0","0","0","0","a","TRUE"
"3","0","0","0","0","","0","0","0","0","","TRUE"
"4","0","0","0","0","","0","0","0","0","","TRUE"
"5","0","0","0","0","a","0","0","0","0","a","TRUE"
"6","0","0","0","0","changes","0","0","0","0","changes","TRUE"
"7","0","0","0","0","n","0","0","0","0","in","TRUE"
"8","0","0","0","0","the","0","0","0","0","the","TRUE"
"9","0","0","0","0","v","0","0","0","0","us","TRUE"
"10","0","0","0","0","substantlve","0","0","0","0","substantive","TRUE"
"11","0","0","0","0","law","0","0","0","0","law","TRUE"
"12","0","0","0","0","regardlng","0","0","0","0","regarding","TRUE"
"13","v","substantlve","law","regardlng","extraterrltorlal","appllcatlon","of","v","patents","extraterritorial","FALSE"
"14","0","0","0","0","appllcatlon","0","0","0","0","application","TRUE"
"15","0","0","0","0","of","0","0","0","0","of","TRUE"
"16","0","0","0","0","v","0","0","0","0","us","TRUE"
"17","0","0","0","0","patents","0","0","0","0","patents","TRUE"
"18","0","0","0","0","there","0","0","0","0","there","TRUE"
"19","0","0","0","0","are","0","0","0","0","are","TRUE"
"20","0","0","0","0","two","0","0","0","0","two","TRUE"
"21","patents","there","are","two","provlslons","of","v","patent","law","provisions","FALSE"
"22","0","0","0","0","of","0","0","0","0","of","TRUE"
"23","0","0","0","0","v","0","0","0","0","us","TRUE"
"24","0","0","0","0","patent","0","0","0","0","patent","TRUE"
"25","0","0","0","0","law","0","0","0","0","law","TRUE"
"26","0","0","0","0","v","0","0","0","0","us","TRUE"
"27","0","0","0","0","manufacturer","0","0","0","0","manufacturer","TRUE"
"28","0","0","0","0","at","0","0","0","0","at","TRUE"
"29","0","0","0","0","a","0","0","0","0","a","TRUE"
"30","0","0","0","0","competltlve","0","0","0","0","competitive","TRUE"
"31","manufacturer","at","a","competltlve","dlsadvantage","n","nternatlonal","trade","when","disadvantage","FALSE"
"32","0","0","0","0","n","0","0","0","0","in","TRUE"
"33","0","0","0","0","nternatlonal","0","0","0","0","international","TRUE"
"34","0","0","0","0","trade","0","0","0","0","trade","TRUE"
"35","0","0","0","0","when","0","0","0","0","when","TRUE"
"36","0","0","0","0","his","0","0","0","0","his","TRUE"
"37","0","0","0","0","sole","0","0","0","0","sole","TRUE"
"38","0","0","0","0","patent","0","0","0","0","patent","TRUE"
"39","0","0","0","0","protectlon","0","0","0","0","protection","TRUE"
"40","0","0","0","0","relates","0","0","0","0","relates","TRUE"
"41","0","0","0","0","to","0","0","0","0","to","TRUE"
"42","0","0","0","0","mproved","0","0","0","0","improved","TRUE"
"43","0","0","0","0","processes","0","0","0","0","processes","TRUE"
"44","0","0","0","0","for","0","0","0","0","for","TRUE"
"45","0","0","0","0","maklng","0","0","0","0","making","TRUE"
"46","0","0","0","0","known","0","0","0","0","known","TRUE"
"47","0","0","0","0","courts","0","0","0","0","courts","TRUE"
"48","0","0","0","0","to","0","0","0","0","to","TRUE"
"49","0","0","0","0","challenge","0","0","0","0","challenge","TRUE"
"50","0","0","0","0","those","0","0","0","0","those","TRUE"
"51","0","0","0","0","practicing","0","0","0","0","practicing","TRUE"
"52","0","0","0","0","the","0","0","0","0","the","TRUE"
"53","0","0","0","0","process","0","0","0","0","process","TRUE"
"54","0","0","0","0","abroad","0","0","0","0","abroad","TRUE"
"55","0","0","0","0","and","0","0","0","0","and","TRUE"
"56","0","0","0","0","importing","0","0","0","0","importing","TRUE"
"57","0","0","0","0","the","0","0","0","0","the","TRUE"
"58","0","0","0","0","normal","0","0","0","0","normal","TRUE"
"59","and","importing","the","normal","clvll","actlon","an","analogous","provlslon","civil","FALSE"
"60","0","0","0","0","actlon","0","0","0","0","action","TRUE"
"61","0","0","0","0","an","0","0","0","0","an","TRUE"
"62","0","0","0","0","analogous","0","0","0","0","analogous","TRUE"
"63","0","0","0","0","provlslon","0","0","0","0","provision","TRUE"
"64","0","0","0","0","of","0","0","0","0","of","TRUE"
"65","0","0","0","0","v","0","0","0","0","us","TRUE"
"66","0","0","0","0","law","0","0","0","0","law","TRUE"
"67","0","0","0","0","provldes","0","0","0","0","provides","TRUE"
"68","0","0","0","0","no","0","0","0","0","no","TRUE"
"69","v","law","provldes","no","effectlve","remedy","for","the","holder","effective","FALSE"
"70","0","0","0","0","remedy","0","0","0","0","remedy","TRUE"
"71","0","0","0","0","for","0","0","0","0","for","TRUE"
"72","0","0","0","0","the","0","0","0","0","the","TRUE"
"73","0","0","0","0","holder","0","0","0","0","holder","TRUE"
"74","0","0","0","0","of","0","0","0","0","of","TRUE"
"75","0","0","0","0","a","0","0","0","0","a","TRUE"
"76","0","0","0","0","patent","0","0","0","0","patent","TRUE"
