"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","on","0","0","0","0","on","TRUE"
"2","0","0","0","0","bllateral","0","0","0","0","bilateral","TRUE"
"3","0","0","0","0","resitrade","0","0","0","0","freetrade","TRUE"
"4","*","on","bllateral","resitrade","negotlatlons","between","the","unlted","states","negotiations","FALSE"
"5","0","0","0","0","between","0","0","0","0","between","TRUE"
"6","0","0","0","0","the","0","0","0","0","the","TRUE"
"7","0","0","0","0","unlted","0","0","0","0","united","TRUE"
"8","0","0","0","0","states","0","0","0","0","states","TRUE"
"9","0","0","0","0","and","0","0","0","0","and","TRUE"
"10","0","0","0","0","canada","0","0","0","0","canada","TRUE"
"11","0","0","0","0","the","0","0","0","0","the","TRUE"
"12","0","0","0","0","cma","0","0","0","0","cma","TRUE"
"13","0","0","0","0","posltlon","0","0","0","0","position","TRUE"
"14","0","0","0","0","supports","0","0","0","0","supports","TRUE"
"15","0","0","0","0","the","0","0","0","0","the","TRUE"
"16","cma","posltlon","supports","the","reclprocal","ellmlnatlon","of","tarlffs","on","reciprocal","FALSE"
"17","0","0","0","0","ellmlnatlon","0","0","0","0","elimination","TRUE"
"18","0","0","0","0","of","0","0","0","0","of","TRUE"
"19","the","reclprocal","ellmlnatlon","of","tarlffs","on","chemlcals","and","related","tariffs","FALSE"
"20","0","0","0","0","on","0","0","0","0","on","TRUE"
"21","0","0","0","0","chemlcals","0","0","0","0","chemicals","TRUE"
"22","0","0","0","0","and","0","0","0","0","and","TRUE"
"23","0","0","0","0","related","0","0","0","0","related","TRUE"
"24","0","0","0","0","products","0","0","0","0","products","TRUE"
"25","0","0","0","0","n","0","0","0","0","in","TRUE"
"26","0","0","0","0","v","0","0","0","0","us","TRUE"
"27","0","0","0","0","canadlan","0","0","0","0","canadian","TRUE"
"28","0","0","0","0","trade","0","0","0","0","trade","TRUE"
"29","0","0","0","0","on","0","0","0","0","on","TRUE"
"30","0","0","0","0","the","0","0","0","0","the","TRUE"
