"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","*","*","*","*","ecommendatlons","ex","authorlzatlon","of","spac","recommendations","FALSE"
"2","*","*","*","ecommendatlons","ex","authorlzatlon","of","spac","for","extend","FALSE"
"3","*","*","ecommendatlons","ex","authorlzatlon","of","spac","for","one","authorization","FALSE"
"4","0","0","0","0","of","0","0","0","0","of","TRUE"
"5","0","0","0","0","spac","0","0","0","0","spac","TRUE"
"6","0","0","0","0","for","0","0","0","0","for","TRUE"
"7","0","0","0","0","one","0","0","0","0","one","TRUE"
"8","0","0","0","0","year","0","0","0","0","year","TRUE"
"9","0","0","0","0","impact","0","0","0","0","impact","TRUE"
"10","0","0","0","0","money","0","0","0","0","money","TRUE"
"11","0","0","0","0","impact","0","0","0","0","impact","TRUE"
"12","0","0","0","0","the","0","0","0","0","the","TRUE"
"13","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"14","0","0","0","0","from","0","0","0","0","from","TRUE"
"15","0","0","0","0","each","0","0","0","0","each","TRUE"
"16","0","0","0","0","of","0","0","0","0","of","TRUE"
"17","0","0","0","0","companles","0","0","0","0","companies","TRUE"
"18","0","0","0","0","staff","0","0","0","0","staff","TRUE"
"19","0","0","0","0","personnel","0","0","0","0","personnel","TRUE"
"20","of","companles","staff","personnel","actlon","requlred","ordlnatlng","the","work","action","FALSE"
"21","companles","staff","personnel","actlon","requlred","ordlnatlng","the","work","of","required","FALSE"
"22","0","0","0","0","ordlnatlng","0","0","0","0","ordinating","TRUE"
"23","0","0","0","0","the","0","0","0","0","the","TRUE"
"24","0","0","0","0","work","0","0","0","0","work","TRUE"
"25","0","0","0","0","of","0","0","0","0","of","TRUE"
"26","0","0","0","0","the","0","0","0","0","the","TRUE"
"27","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"28","0","0","0","0","no","0","0","0","0","no","TRUE"
"29","of","the","commlttee","no","eddy","tlonal","staff","requlred","approval","addi","FALSE"
"30","the","commlttee","no","eddy","tlonal","staff","requlred","approval","of","tional","FALSE"
"31","0","0","0","0","staff","0","0","0","0","staff","TRUE"
"32","no","eddy","tlonal","staff","requlred","approval","of","recommendatlon","am","required","FALSE"
"33","0","0","0","0","approval","0","0","0","0","approval","TRUE"
"34","0","0","0","0","of","0","0","0","0","of","TRUE"
"35","staff","requlred","approval","of","recommendatlon","am","am","table","of","recommendation","FALSE"
"36","requlred","approval","of","recommendatlon","am","am","table","of","courams","cma","FALSE"
"37","approval","of","recommendatlon","am","am","table","of","courams","special","cma","FALSE"
"38","0","0","0","0","table","0","0","0","0","table","TRUE"
"39","0","0","0","0","of","0","0","0","0","of","TRUE"
"40","0","0","0","0","courams","0","0","0","0","contents","TRUE"
"41","0","0","0","0","special","0","0","0","0","special","TRUE"
"42","0","0","0","0","pnosmms","0","0","0","0","programs","TRUE"
"43","0","0","0","0","advisory","0","0","0","0","advisory","TRUE"
"44","0","0","0","0","committee","0","0","0","0","committee","TRUE"
"45","0","0","0","0","report","0","0","0","0","report","TRUE"
"46","0","0","0","0","to","0","0","0","0","to","TRUE"
"47","0","0","0","0","the","0","0","0","0","the","TRUE"
"48","committee","report","to","the","cm","executive","committee","","proposed","cma","FALSE"
"49","0","0","0","0","executive","0","0","0","0","executive","TRUE"
"50","0","0","0","0","committee","0","0","0","0","committee","TRUE"
"51","0","0","0","0","","0","0","0","0","","TRUE"
"52","0","0","0","0","proposed","0","0","0","0","proposed","TRUE"
"53","0","0","0","0","new","0","0","0","0","new","TRUE"
"54","0","0","0","0","programs","0","0","0","0","programs","TRUE"
"55","0","0","0","0","","0","0","0","0","","TRUE"
"56","proposed","new","programs","","speclflc","recommendatlons","to","panels","","specific","FALSE"
"57","new","programs","","speclflc","recommendatlons","to","panels","","spacs","recommendations","FALSE"
"58","0","0","0","0","to","0","0","0","0","to","TRUE"
"59","0","0","0","0","panels","0","0","0","0","panels","TRUE"
"60","0","0","0","0","","0","0","0","0","","TRUE"
"61","0","0","0","0","spacs","0","0","0","0","spacs","TRUE"
"62","to","panels","","spacs","recommendatlons","to","the","executlve","commlttee","recommendations","FALSE"
"63","0","0","0","0","to","0","0","0","0","to","TRUE"
"64","0","0","0","0","the","0","0","0","0","the","TRUE"
"65","spacs","recommendatlons","to","the","executlve","commlttee","","biomedical","and","executive","FALSE"
"66","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"67","0","0","0","0","","0","0","0","0","","TRUE"
"68","0","0","0","0","biomedical","0","0","0","0","biomedical","TRUE"
"69","0","0","0","0","and","0","0","0","0","and","TRUE"
"70","0","0","0","0","environmental","0","0","0","0","environmental","TRUE"
"71","0","0","0","0","special","0","0","0","0","special","TRUE"
"72","0","0","0","0","programsan","0","0","0","0","programsan","TRUE"
"73","and","environmental","special","programsan","ovmwmw","mlsslon","","dlvlslon","summary","overview","FALSE"
"74","0","0","0","0","mlsslon","0","0","0","0","mission","TRUE"
"75","0","0","0","0","","0","0","0","0","","TRUE"
"76","0","0","0","0","dlvlslon","0","0","0","0","division","TRUE"
"77","0","0","0","0","summary","0","0","0","0","summary","TRUE"
"78","0","0","0","0","staff","0","0","0","0","staff","TRUE"
"79","","dlvlslon","summary","staff","drganlzatlon","","and","responslbllltles","","organization","FALSE"
"80","0","0","0","0","","0","0","0","0","","TRUE"
"81","0","0","0","0","and","0","0","0","0","and","TRUE"
"82","staff","drganlzatlon","","and","responslbllltles","","budget","","goals","responsibilities","FALSE"
"83","0","0","0","0","","0","0","0","0","","TRUE"
"84","0","0","0","0","budget","0","0","0","0","budget","TRUE"
"85","0","0","0","0","","0","0","0","0","","TRUE"
"86","0","0","0","0","goals","0","0","0","0","goals","TRUE"
"87","0","0","0","0","for","0","0","0","0","for","TRUE"
"88","budget","","goals","for","longirange","plan","","major","accompllshments","longrange","FALSE"
"89","0","0","0","0","plan","0","0","0","0","plan","TRUE"
"90","0","0","0","0","","0","0","0","0","","TRUE"
"91","0","0","0","0","major","0","0","0","0","major","TRUE"
"92","0","0","0","0","accompllshments","0","0","0","0","accomplishments","TRUE"
"93","0","0","0","0","summarles","0","0","0","0","summaries","TRUE"
"94","0","0","0","0","of","0","0","0","0","of","TRUE"
"95","0","0","0","0","programs","0","0","0","0","programs","TRUE"
"96","0","0","0","0","","0","0","0","0","","TRUE"
"97","0","0","0","0","table","0","0","0","0","table","TRUE"
