"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","*","*","*","*","exhlblt","e","manufacturing","chemists","association","exhibit","FALSE"
"2","0","0","0","0","e","0","0","0","0","e","TRUE"
"3","0","0","0","0","manufacturing","0","0","0","0","manufacturing","TRUE"
"4","0","0","0","0","chemists","0","0","0","0","chemists","TRUE"
"5","0","0","0","0","association","0","0","0","0","association","TRUE"
"6","0","0","0","0","dennis","0","0","0","0","dennis","TRUE"
"7","0","0","0","0","p","0","0","0","0","p","TRUE"
"8","0","0","0","0","bridge","0","0","0","0","bridge","TRUE"
"9","0","0","0","0","chairman","0","0","0","0","chairman","TRUE"
"10","dennis","p","bridge","chairman","solm","wastes","management","committee","april","solid","FALSE"
"11","0","0","0","0","wastes","0","0","0","0","wastes","TRUE"
"12","0","0","0","0","management","0","0","0","0","management","TRUE"
"13","0","0","0","0","committee","0","0","0","0","committee","TRUE"
"14","0","0","0","0","april","0","0","0","0","april","TRUE"
"15","0","0","0","0","the","0","0","0","0","the","TRUE"
"16","management","committee","april","the","prlmary","m","wastes","management","commlttee","primary","FALSE"
"17","0","0","0","0","m","0","0","0","0","solid","TRUE"
"18","0","0","0","0","wastes","0","0","0","0","wastes","TRUE"
"19","0","0","0","0","management","0","0","0","0","management","TRUE"
"20","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"21","m","wastes","management","commlttee","stcy","concern","materlals","for","the","swmc","FALSE"
"22","0","0","0","0","concern","0","0","0","0","concern","TRUE"
"23","0","0","0","0","materlals","0","0","0","0","materials","TRUE"
"24","0","0","0","0","for","0","0","0","0","for","TRUE"
"25","0","0","0","0","the","0","0","0","0","the","TRUE"
"26","0","0","0","0","last","0","0","0","0","last","TRUE"
"27","0","0","0","0","several","0","0","0","0","several","TRUE"
"28","0","0","0","0","years","0","0","0","0","years","TRUE"
"29","0","0","0","0","the","0","0","0","0","the","TRUE"
"30","last","several","years","the","stc","reports","have","ndcated","leglslatlve","swmc","FALSE"
"31","0","0","0","0","reports","0","0","0","0","reports","TRUE"
"32","0","0","0","0","have","0","0","0","0","have","TRUE"
"33","the","stc","reports","have","ndcated","leglslatlve","actlvlty","durlng","the","indicated","FALSE"
"34","0","0","0","0","leglslatlve","0","0","0","0","legislative","TRUE"
"35","reports","have","ndcated","leglslatlve","actlvlty","durlng","the","prevlous","year","activity","FALSE"
"36","have","ndcated","leglslatlve","actlvlty","durlng","the","prevlous","year","and","during","FALSE"
"37","0","0","0","0","the","0","0","0","0","the","TRUE"
"38","leglslatlve","actlvlty","durlng","the","prevlous","year","and","the","expectatlon","previous","FALSE"
"39","0","0","0","0","year","0","0","0","0","year","TRUE"
"40","0","0","0","0","and","0","0","0","0","and","TRUE"
"41","0","0","0","0","the","0","0","0","0","the","TRUE"
"42","0","0","0","0","expectatlon","0","0","0","0","expectation","TRUE"
"43","0","0","0","0","of","0","0","0","0","of","TRUE"
"44","and","the","expectatlon","of","restrlctlve","leglslatlon","the","followlng","year","restrictive","FALSE"
"45","0","0","0","0","leglslatlon","0","0","0","0","legislation","TRUE"
"46","0","0","0","0","the","0","0","0","0","the","TRUE"
"47","of","restrlctlve","leglslatlon","the","followlng","year","al","though","i","following","FALSE"
"48","0","0","0","0","year","0","0","0","0","year","TRUE"
"49","0","0","0","0","al","0","0","0","0","al","TRUE"
"50","0","0","0","0","though","0","0","0","0","though","TRUE"
"51","0","0","0","0","i","0","0","0","0","i","TRUE"
"52","0","0","0","0","am","0","0","0","0","am","TRUE"
"53","0","0","0","0","pleased","0","0","0","0","pleased","TRUE"
"54","0","0","0","0","to","0","0","0","0","to","TRUE"
"55","0","0","0","0","say","0","0","0","0","say","TRUE"
"56","0","0","0","0","that","0","0","0","0","that","TRUE"
"57","0","0","0","0","these","0","0","0","0","these","TRUE"
"58","0","0","0","0","forebodlngs","0","0","0","0","forebodings","TRUE"
"59","0","0","0","0","have","0","0","0","0","have","TRUE"
