"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","general","0","0","0","0","general","TRUE"
"2","0","0","0","0","publlc","0","0","0","0","public","TRUE"
"3","*","*","general","publlc","am","has","been","meetlng","hlth","cma","FALSE"
"4","0","0","0","0","has","0","0","0","0","has","TRUE"
"5","0","0","0","0","been","0","0","0","0","been","TRUE"
"6","0","0","0","0","meetlng","0","0","0","0","meeting","TRUE"
"7","am","has","been","meetlng","hlth","congresslonal","staff","to","will","with","FALSE"
"8","0","0","0","0","congresslonal","0","0","0","0","congressional","TRUE"
"9","0","0","0","0","staff","0","0","0","0","staff","TRUE"
"10","0","0","0","0","to","0","0","0","0","to","TRUE"
"11","0","0","0","0","will","0","0","0","0","will","TRUE"
"12","0","0","0","0","be","0","0","0","0","be","TRUE"
"13","0","0","0","0","a","0","0","0","0","a","TRUE"
"14","0","0","0","0","prlorlty","0","0","0","0","priority","TRUE"
"15","will","be","a","prlorlty","lssue","over","the","next","few","issue","FALSE"
"16","0","0","0","0","over","0","0","0","0","over","TRUE"
"17","0","0","0","0","the","0","0","0","0","the","TRUE"
"18","0","0","0","0","next","0","0","0","0","next","TRUE"
"19","0","0","0","0","few","0","0","0","0","few","TRUE"
"20","0","0","0","0","years","0","0","0","0","years","TRUE"
"21","0","0","0","0","mportant","0","0","0","0","important","TRUE"
"22","0","0","0","0","that","0","0","0","0","that","TRUE"
"23","0","0","0","0","cma","0","0","0","0","cma","TRUE"
"24","0","0","0","0","member","0","0","0","0","member","TRUE"
"25","0","0","0","0","companles","0","0","0","0","companies","TRUE"
"26","0","0","0","0","focus","0","0","0","0","focus","TRUE"
"27","0","0","0","0","on","0","0","0","0","on","TRUE"
"28","member","companles","focus","on","thls","lssue","now","although","mlnlmlzatlon","this","FALSE"
"29","companles","focus","on","thls","lssue","now","although","mlnlmlzatlon","will","issue","FALSE"
"30","0","0","0","0","now","0","0","0","0","now","TRUE"
"31","0","0","0","0","although","0","0","0","0","although","TRUE"
"32","thls","lssue","now","although","mlnlmlzatlon","will","be","an","emerglng","minimization","FALSE"
"33","0","0","0","0","will","0","0","0","0","will","TRUE"
"34","0","0","0","0","be","0","0","0","0","be","TRUE"
"35","0","0","0","0","an","0","0","0","0","an","TRUE"
"36","mlnlmlzatlon","will","be","an","emerglng","lssue","over","the","next","emerging","FALSE"
"37","will","be","an","emerglng","lssue","over","the","next","two","issue","FALSE"
"38","0","0","0","0","over","0","0","0","0","over","TRUE"
"39","0","0","0","0","the","0","0","0","0","the","TRUE"
"40","0","0","0","0","next","0","0","0","0","next","TRUE"
"41","0","0","0","0","two","0","0","0","0","two","TRUE"
"42","0","0","0","0","years","0","0","0","0","years","TRUE"
"43","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"44","0","0","0","0","inlectlon","0","0","0","0","inlection","TRUE"
"45","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"46","0","0","0","0","the","0","0","0","0","the","TRUE"
"47","0","0","0","0","rcra","0","0","0","0","rcra","TRUE"
"48","0","0","0","0","amendments","0","0","0","0","amendments","TRUE"
"49","0","0","0","0","requlre","0","0","0","0","require","TRUE"
"50","0","0","0","0","epa","0","0","0","0","epa","TRUE"
"51","0","0","0","0","to","0","0","0","0","to","TRUE"
"52","0","0","0","0","detemlne","0","0","0","0","determine","TRUE"
"53","0","0","0","0","whether","0","0","0","0","whether","TRUE"
"54","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"55","to","detemlne","whether","underground","njectlon","should","remaln","an","option","injection","FALSE"
"56","0","0","0","0","should","0","0","0","0","should","TRUE"
"57","0","0","0","0","remaln","0","0","0","0","remain","TRUE"
"58","0","0","0","0","an","0","0","0","0","an","TRUE"
"59","0","0","0","0","option","0","0","0","0","option","TRUE"
"60","0","0","0","0","for","0","0","0","0","for","TRUE"
"61","0","0","0","0","the","0","0","0","0","the","TRUE"
"62","an","option","for","the","dlsposal","of","hazardous","waste","several","disposal","FALSE"
"63","0","0","0","0","of","0","0","0","0","of","TRUE"
"64","0","0","0","0","hazardous","0","0","0","0","hazardous","TRUE"
"65","0","0","0","0","waste","0","0","0","0","waste","TRUE"
"66","0","0","0","0","several","0","0","0","0","several","TRUE"
"67","of","hazardous","waste","several","envlronmental","groups","led","by","the","environmental","FALSE"
"68","0","0","0","0","groups","0","0","0","0","groups","TRUE"
"69","0","0","0","0","led","0","0","0","0","led","TRUE"
"70","0","0","0","0","by","0","0","0","0","by","TRUE"
"71","0","0","0","0","the","0","0","0","0","the","TRUE"
"72","0","0","0","0","natural","0","0","0","0","natural","TRUE"
"73","0","0","0","0","resources","0","0","0","0","resources","TRUE"
"74","0","0","0","0","defense","0","0","0","0","defense","TRUE"
"75","0","0","0","0","councll","0","0","0","0","council","TRUE"
"76","natural","resources","defense","councll","mum","have","made","the","ellmlnatlon","nrdc","FALSE"
"77","0","0","0","0","have","0","0","0","0","have","TRUE"
"78","0","0","0","0","made","0","0","0","0","made","TRUE"
"79","0","0","0","0","the","0","0","0","0","the","TRUE"
"80","0","0","0","0","ellmlnatlon","0","0","0","0","elimination","TRUE"
"81","0","0","0","0","of","0","0","0","0","of","TRUE"
"82","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"83","the","ellmlnatlon","of","underground","njectlon","one","of","thelr","major","injection","FALSE"
"84","0","0","0","0","one","0","0","0","0","one","TRUE"
"85","0","0","0","0","of","0","0","0","0","of","TRUE"
"86","0","0","0","0","thelr","0","0","0","0","their","TRUE"
"87","0","0","0","0","major","0","0","0","0","major","TRUE"
"88","0","0","0","0","","0","0","0","0","","TRUE"
"89","0","0","0","0","cma","0","0","0","0","cma","TRUE"
"90","0","0","0","0","prlorltles","0","0","0","0","priorities","TRUE"
"91","0","0","0","0","an","0","0","0","0","an","TRUE"
"92","0","0","0","0","epa","0","0","0","0","epa","TRUE"
"93","0","0","0","0","ban","0","0","0","0","ban","TRUE"
"94","0","0","0","0","on","0","0","0","0","on","TRUE"
"95","0","0","0","0","new","0","0","0","0","new","TRUE"
"96","0","0","0","0","leglslatlon","0","0","0","0","legislation","TRUE"
"97","0","0","0","0","prohlbltlng","0","0","0","0","prohibiting","TRUE"
"98","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"99","0","0","0","0","major","0","0","0","0","major","TRUE"
"100","0","0","0","0","user","0","0","0","0","user","TRUE"
"101","0","0","0","0","of","0","0","0","0","of","TRUE"
"102","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"103","major","user","of","underground","njectlon","for","the","dlsposal","of","injection","FALSE"
"104","0","0","0","0","for","0","0","0","0","for","TRUE"
"105","0","0","0","0","the","0","0","0","0","the","TRUE"
"106","underground","njectlon","for","the","dlsposal","of","hazardous","waste","in","disposal","FALSE"
"107","0","0","0","0","of","0","0","0","0","of","TRUE"
"108","0","0","0","0","hazardous","0","0","0","0","hazardous","TRUE"
"109","0","0","0","0","waste","0","0","0","0","waste","TRUE"
"110","0","0","0","0","in","0","0","0","0","in","TRUE"
"111","0","0","0","0","an","0","0","0","0","an","TRUE"
"112","0","0","0","0","effort","0","0","0","0","effort","TRUE"
"113","0","0","0","0","to","0","0","0","0","to","TRUE"
"114","0","0","0","0","answer","0","0","0","0","answer","TRUE"
"115","0","0","0","0","the","0","0","0","0","the","TRUE"
"116","effort","to","answer","the","mum","opposltlon","to","underground","njectlon","nrdc","FALSE"
"117","0","0","0","0","opposltlon","0","0","0","0","opposition","TRUE"
"118","0","0","0","0","to","0","0","0","0","to","TRUE"
"119","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"120","mum","opposltlon","to","underground","njectlon","the","cma","underground","injectlon","injection","FALSE"
"121","0","0","0","0","the","0","0","0","0","the","TRUE"
"122","0","0","0","0","cma","0","0","0","0","cma","TRUE"
"123","0","0","0","0","underground","0","0","0","0","underground","TRUE"
"124","njectlon","the","cma","underground","injectlon","control","task","group","has","injection","FALSE"
"125","0","0","0","0","control","0","0","0","0","control","TRUE"
"126","0","0","0","0","task","0","0","0","0","task","TRUE"
"127","0","0","0","0","group","0","0","0","0","group","TRUE"
"128","0","0","0","0","has","0","0","0","0","has","TRUE"
"129","0","0","0","0","been","0","0","0","0","been","TRUE"
"130","0","0","0","0","contactlng","0","0","0","0","contacting","TRUE"
"131","0","0","0","0","congressmen","0","0","0","0","congressmen","TRUE"
"132","0","0","0","0","who","0","0","0","0","who","TRUE"
