"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","","0","0","0","0","","TRUE"
"2","0","0","0","0","a","0","0","0","0","cl","TRUE"
"3","*","*","","a","dltlonal","capltal","assets","equlpment","ha","additional","FALSE"
"4","*","","a","dltlonal","capltal","assets","equlpment","ha","ot","capital","FALSE"
"5","0","0","0","0","assets","0","0","0","0","assets","TRUE"
"6","a","dltlonal","capltal","assets","equlpment","ha","ot","reflected","n","equipment","FALSE"
"7","dltlonal","capltal","assets","equlpment","ha","ot","reflected","n","the","was","FALSE"
"8","capltal","assets","equlpment","ha","ot","reflected","n","the","audltors","not","FALSE"
"9","0","0","0","0","reflected","0","0","0","0","reflected","TRUE"
"10","0","0","0","0","n","0","0","0","0","in","TRUE"
"11","0","0","0","0","the","0","0","0","0","the","TRUE"
"12","ot","reflected","n","the","audltors","statement","of","assets","liabilities","auditors","FALSE"
"13","0","0","0","0","statement","0","0","0","0","statement","TRUE"
"14","0","0","0","0","of","0","0","0","0","of","TRUE"
"15","0","0","0","0","assets","0","0","0","0","assets","TRUE"
"16","0","0","0","0","liabilities","0","0","0","0","liabilities","TRUE"
"17","0","0","0","0","and","0","0","0","0","and","TRUE"
"18","0","0","0","0","fund","0","0","0","0","fund","TRUE"
"19","0","0","0","0","balances","0","0","0","0","balances","TRUE"
"20","liabilities","and","fund","balances","cause","acqulsltlons","of","these","ltems","because","FALSE"
"21","and","fund","balances","cause","acqulsltlons","of","these","ltems","are","acquisitions","FALSE"
"22","0","0","0","0","of","0","0","0","0","of","TRUE"
"23","0","0","0","0","these","0","0","0","0","these","TRUE"
"24","cause","acqulsltlons","of","these","ltems","are","charged","to","ex","items","FALSE"
"25","0","0","0","0","are","0","0","0","0","are","TRUE"
"26","0","0","0","0","charged","0","0","0","0","charged","TRUE"
"27","0","0","0","0","to","0","0","0","0","to","TRUE"
"28","0","0","0","0","ex","0","0","0","0","ex","TRUE"
"29","are","charged","to","ex","depreclated","value","of","these","at","depreciated","FALSE"
"30","0","0","0","0","value","0","0","0","0","value","TRUE"
"31","0","0","0","0","of","0","0","0","0","of","TRUE"
"32","0","0","0","0","these","0","0","0","0","these","TRUE"
"33","depreclated","value","of","these","at","on","hand","as","of","assets","FALSE"
"34","0","0","0","0","on","0","0","0","0","on","TRUE"
"35","0","0","0","0","hand","0","0","0","0","hand","TRUE"
"36","0","0","0","0","as","0","0","0","0","as","TRUE"
"37","0","0","0","0","of","0","0","0","0","of","TRUE"
"38","0","0","0","0","may","0","0","0","0","may","TRUE"
"39","0","0","0","0","was","0","0","0","0","was","TRUE"
"40","0","0","0","0","an","0","0","0","0","an","TRUE"
"41","of","may","was","an","nventory","by","the","staff","of","inventory","FALSE"
"42","0","0","0","0","by","0","0","0","0","by","TRUE"
"43","0","0","0","0","the","0","0","0","0","the","TRUE"
"44","0","0","0","0","staff","0","0","0","0","staff","TRUE"
"45","0","0","0","0","of","0","0","0","0","of","TRUE"
"46","0","0","0","0","m","0","0","0","0","mca","TRUE"
"47","the","staff","of","m","bllcatlons","held","for","sale","as","publications","FALSE"
"48","0","0","0","0","held","0","0","0","0","held","TRUE"
"49","0","0","0","0","for","0","0","0","0","for","TRUE"
"50","0","0","0","0","sale","0","0","0","0","sale","TRUE"
"51","0","0","0","0","as","0","0","0","0","as","TRUE"
"52","0","0","0","0","of","0","0","0","0","of","TRUE"
"53","0","0","0","0","value","0","0","0","0","value","TRUE"
"54","0","0","0","0","of","0","0","0","0","of","TRUE"
"55","0","0","0","0","publlcatlons","0","0","0","0","publications","TRUE"
"56","0","0","0","0","was","0","0","0","0","was","TRUE"
"57","0","0","0","0","not","0","0","0","0","not","TRUE"
"58","0","0","0","0","shown","0","0","0","0","shown","TRUE"
"59","0","0","0","0","n","0","0","0","0","in","TRUE"
"60","was","not","shown","n","th","dltors","statement","of","assets","the","FALSE"
"61","not","shown","n","th","dltors","statement","of","assets","expense","auditors","FALSE"
"62","0","0","0","0","statement","0","0","0","0","statement","TRUE"
"63","0","0","0","0","of","0","0","0","0","of","TRUE"
"64","0","0","0","0","assets","0","0","0","0","assets","TRUE"
"65","0","0","0","0","expense","0","0","0","0","expense","TRUE"
"66","0","0","0","0","when","0","0","0","0","when","TRUE"
"67","of","assets","expense","when","prlnted","iii","program","arrangements","and","printed","FALSE"
"68","0","0","0","0","iii","0","0","0","0","iii","TRUE"
"69","0","0","0","0","program","0","0","0","0","program","TRUE"
"70","0","0","0","0","arrangements","0","0","0","0","arrangements","TRUE"
"71","0","0","0","0","and","0","0","0","0","and","TRUE"
"72","iii","program","arrangements","and","reglstratlon","mr","brown","sumarlzed","plans","registration","FALSE"
"73","0","0","0","0","mr","0","0","0","0","mr","TRUE"
"74","0","0","0","0","brown","0","0","0","0","brown","TRUE"
"75","and","reglstratlon","mr","brown","sumarlzed","plans","for","the","speclal","summarized","FALSE"
"76","0","0","0","0","plans","0","0","0","0","plans","TRUE"
"77","0","0","0","0","for","0","0","0","0","for","TRUE"
"78","0","0","0","0","the","0","0","0","0","the","TRUE"
"79","sumarlzed","plans","for","the","speclal","receptlon","belng","glven","by","special","FALSE"
"80","plans","for","the","speclal","receptlon","belng","glven","by","the","reception","FALSE"
"81","for","the","speclal","receptlon","belng","glven","by","the","dlrectors","being","FALSE"
"82","the","speclal","receptlon","belng","glven","by","the","dlrectors","for","given","FALSE"
"83","0","0","0","0","by","0","0","0","0","by","TRUE"
"84","0","0","0","0","the","0","0","0","0","the","TRUE"
"85","belng","glven","by","the","dlrectors","for","the","executlve","contacts","directors","FALSE"
"86","0","0","0","0","for","0","0","0","0","for","TRUE"
"87","0","0","0","0","the","0","0","0","0","the","TRUE"
"88","the","dlrectors","for","the","executlve","contacts","of","member","companles","executive","FALSE"
"89","0","0","0","0","contacts","0","0","0","0","contacts","TRUE"
"90","0","0","0","0","of","0","0","0","0","of","TRUE"
"91","0","0","0","0","member","0","0","0","0","member","TRUE"
"92","executlve","contacts","of","member","companles","on","the","followlng","evemng","companies","FALSE"
"93","0","0","0","0","on","0","0","0","0","on","TRUE"
"94","0","0","0","0","the","0","0","0","0","the","TRUE"
"95","member","companles","on","the","followlng","evemng","pomp","the","emphasls","following","FALSE"
"96","companles","on","the","followlng","evemng","pomp","the","emphasls","on","evening","FALSE"
"97","on","the","followlng","evemng","pomp","the","emphasls","on","better","point","FALSE"
"98","0","0","0","0","the","0","0","0","0","the","TRUE"
"99","0","0","0","0","emphasls","0","0","0","0","emphasis","TRUE"
"100","0","0","0","0","on","0","0","0","0","on","TRUE"
"101","0","0","0","0","better","0","0","0","0","better","TRUE"
"102","the","emphasls","on","better","communlcatlon","throughout","the","assoclatlon","contalned","communication","FALSE"
"103","0","0","0","0","throughout","0","0","0","0","throughout","TRUE"
"104","0","0","0","0","the","0","0","0","0","the","TRUE"
"105","better","communlcatlon","throughout","the","assoclatlon","contalned","n","the","kane","association","FALSE"
"106","communlcatlon","throughout","the","assoclatlon","contalned","n","the","kane","commlttee","contained","FALSE"
"107","0","0","0","0","n","0","0","0","0","in","TRUE"
"108","0","0","0","0","the","0","0","0","0","the","TRUE"
"109","0","0","0","0","kane","0","0","0","0","kane","TRUE"
"110","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"111","0","0","0","0","report","0","0","0","0","report","TRUE"
"112","the","kane","commlttee","report","dlrectors","were","urged","to","make","directors","FALSE"
"113","0","0","0","0","were","0","0","0","0","were","TRUE"
"114","0","0","0","0","urged","0","0","0","0","urged","TRUE"
"115","0","0","0","0","to","0","0","0","0","to","TRUE"
"116","0","0","0","0","make","0","0","0","0","make","TRUE"
"117","were","urged","to","make","maxlmum","umur","tlon","of","the","maximum","FALSE"
"118","urged","to","make","maxlmum","umur","tlon","of","the","receptlon","utiliza","FALSE"
"119","to","make","maxlmum","umur","tlon","of","the","receptlon","for","tion","FALSE"
"120","0","0","0","0","of","0","0","0","0","of","TRUE"
"121","0","0","0","0","the","0","0","0","0","the","TRUE"
"122","umur","tlon","of","the","receptlon","for","thls","puzpose","mr","reception","FALSE"
"123","0","0","0","0","for","0","0","0","0","for","TRUE"
"124","of","the","receptlon","for","thls","puzpose","mr","carnes","reported","this","FALSE"
"125","the","receptlon","for","thls","puzpose","mr","carnes","reported","that","purpose","FALSE"
"126","0","0","0","0","mr","0","0","0","0","mr","TRUE"
"127","0","0","0","0","carnes","0","0","0","0","carnes","TRUE"
"128","0","0","0","0","reported","0","0","0","0","reported","TRUE"
"129","0","0","0","0","that","0","0","0","0","that","TRUE"
"130","0","0","0","0","advance","0","0","0","0","advance","TRUE"
"131","carnes","reported","that","advance","reglstratlon","for","the","others","n","registration","FALSE"
"132","0","0","0","0","for","0","0","0","0","for","TRUE"
"133","0","0","0","0","the","0","0","0","0","the","TRUE"
"134","0","0","0","0","others","0","0","0","0","others","TRUE"
"135","0","0","0","0","n","0","0","0","0","in","TRUE"
"136","0","0","0","0","local","0","0","0","0","local","TRUE"
"137","0","0","0","0","motels","0","0","0","0","motels","TRUE"
"138","0","0","0","0","member","0","0","0","0","member","TRUE"
"139","n","local","motels","member","companles","belng","represented","future","annual","companies","FALSE"
"140","local","motels","member","companles","belng","represented","future","annual","meetlng","being","FALSE"
"141","0","0","0","0","represented","0","0","0","0","represented","TRUE"
"142","0","0","0","0","future","0","0","0","0","future","TRUE"
"143","0","0","0","0","annual","0","0","0","0","annual","TRUE"
"144","belng","represented","future","annual","meetlng","dates","the","secretaryitreasurer","reported","meeting","FALSE"
"145","0","0","0","0","dates","0","0","0","0","dates","TRUE"
"146","0","0","0","0","the","0","0","0","0","the","TRUE"
"147","annual","meetlng","dates","the","secretaryitreasurer","reported","that","the","management","secretarytreasurer","FALSE"
"148","0","0","0","0","reported","0","0","0","0","reported","TRUE"
"149","0","0","0","0","that","0","0","0","0","that","TRUE"
"150","0","0","0","0","the","0","0","0","0","the","TRUE"
"151","0","0","0","0","management","0","0","0","0","management","TRUE"
"152","0","0","0","0","of","0","0","0","0","of","TRUE"
"153","0","0","0","0","the","0","0","0","0","the","TRUE"
"154","the","management","of","the","greenbrler","had","conflmed","the","followlng","greenbrier","FALSE"
"155","0","0","0","0","had","0","0","0","0","had","TRUE"
"156","of","the","greenbrler","had","conflmed","the","followlng","dates","for","confirmed","FALSE"
"157","0","0","0","0","the","0","0","0","0","the","TRUE"
"158","greenbrler","had","conflmed","the","followlng","dates","for","the","annual","following","FALSE"
"159","0","0","0","0","dates","0","0","0","0","dates","TRUE"
"160","0","0","0","0","for","0","0","0","0","for","TRUE"
"161","0","0","0","0","the","0","0","0","0","the","TRUE"
"162","0","0","0","0","annual","0","0","0","0","annual","TRUE"
"163","dates","for","the","annual","meetlng","for","the","next","elva","meeting","FALSE"
"164","0","0","0","0","for","0","0","0","0","for","TRUE"
"165","0","0","0","0","the","0","0","0","0","the","TRUE"
"166","0","0","0","0","next","0","0","0","0","next","TRUE"
"167","meetlng","for","the","next","elva","years","june","june","june","five","FALSE"
"168","0","0","0","0","years","0","0","0","0","years","TRUE"
"169","0","0","0","0","june","0","0","0","0","june","TRUE"
"170","0","0","0","0","june","0","0","0","0","june","TRUE"
"171","0","0","0","0","june","0","0","0","0","june","TRUE"
"172","0","0","0","0","june","0","0","0","0","june","TRUE"
"173","0","0","0","0","june","0","0","0","0","june","TRUE"
"174","0","0","0","0","","0","0","0","0","","TRUE"
"175","0","0","0","0","","0","0","0","0","","TRUE"
"176","0","0","0","0","by","0","0","0","0","b","TRUE"
"177","0","0","0","0","proposed","0","0","0","0","proposed","TRUE"
"178","","","by","proposed","epldemlologlcal","study","on","me","chlorlde","epidemiological","FALSE"
"179","0","0","0","0","study","0","0","0","0","study","TRUE"
"180","0","0","0","0","on","0","0","0","0","on","TRUE"
"181","proposed","epldemlologlcal","study","on","me","chlorlde","forwarded","to","dlrectors","vinyl","FALSE"
"182","epldemlologlcal","study","on","me","chlorlde","forwarded","to","dlrectors","n","chloride","FALSE"
"183","0","0","0","0","forwarded","0","0","0","0","forwarded","TRUE"
"184","0","0","0","0","to","0","0","0","0","to","TRUE"
"185","me","chlorlde","forwarded","to","dlrectors","n","advance","of","the","directors","FALSE"
"186","0","0","0","0","n","0","0","0","0","in","TRUE"
"187","0","0","0","0","advance","0","0","0","0","advance","TRUE"
"188","0","0","0","0","of","0","0","0","0","of","TRUE"
"189","0","0","0","0","the","0","0","0","0","the","TRUE"
"190","n","advance","of","the","meetlng","and","presented","by","chalman","meeting","FALSE"
"191","0","0","0","0","and","0","0","0","0","and","TRUE"
"192","0","0","0","0","presented","0","0","0","0","presented","TRUE"
"193","0","0","0","0","by","0","0","0","0","by","TRUE"
"194","meetlng","and","presented","by","chalman","mlson","was","a","proposal","chairman","FALSE"
"195","and","presented","by","chalman","mlson","was","a","proposal","for","wilson","FALSE"
"196","0","0","0","0","was","0","0","0","0","was","TRUE"
"197","0","0","0","0","a","0","0","0","0","a","TRUE"
"198","0","0","0","0","proposal","0","0","0","0","proposal","TRUE"
"199","0","0","0","0","for","0","0","0","0","for","TRUE"
"200","0","0","0","0","an","0","0","0","0","an","TRUE"
"201","a","proposal","for","an","epldemlologlcal","study","on","vinyl","chlorlde","epidemiological","FALSE"
"202","0","0","0","0","study","0","0","0","0","study","TRUE"
"203","0","0","0","0","on","0","0","0","0","on","TRUE"
"204","0","0","0","0","vinyl","0","0","0","0","vinyl","TRUE"
"205","epldemlologlcal","study","on","vinyl","chlorlde","nvolvng","the","medlcal","records","chloride","FALSE"
"206","study","on","vinyl","chlorlde","nvolvng","the","medlcal","records","of","involving","FALSE"
"207","0","0","0","0","the","0","0","0","0","the","TRUE"
"208","vinyl","chlorlde","nvolvng","the","medlcal","records","of","ndustrlally","exposed","medical","FALSE"
"209","0","0","0","0","records","0","0","0","0","records","TRUE"
"210","0","0","0","0","of","0","0","0","0","of","TRUE"
"211","the","medlcal","records","of","ndustrlally","exposed","workers","and","supplementlng","industrially","FALSE"
"212","0","0","0","0","exposed","0","0","0","0","exposed","TRUE"
"213","0","0","0","0","workers","0","0","0","0","workers","TRUE"
"214","0","0","0","0","and","0","0","0","0","and","TRUE"
"215","ndustrlally","exposed","workers","and","supplementlng","the","anlmal","testlng","program","supplementing","FALSE"
"216","0","0","0","0","the","0","0","0","0","the","TRUE"
"217","workers","and","supplementlng","the","anlmal","testlng","program","approved","n","animal","FALSE"
"218","and","supplementlng","the","anlmal","testlng","program","approved","n","january","testing","FALSE"
"219","0","0","0","0","program","0","0","0","0","program","TRUE"
"220","0","0","0","0","approved","0","0","0","0","approved","TRUE"
"221","0","0","0","0","n","0","0","0","0","in","TRUE"
"222","0","0","0","0","january","0","0","0","0","january","TRUE"
"223","0","0","0","0","copy","0","0","0","0","copy","TRUE"
"224","0","0","0","0","appended","0","0","0","0","appended","TRUE"
"225","0","0","0","0","as","0","0","0","0","as","TRUE"
"226","january","copy","appended","as","exhlblt","a","the","proposed","mlttee","exhibit","FALSE"
"227","0","0","0","0","a","0","0","0","0","a","TRUE"
"228","0","0","0","0","the","0","0","0","0","the","TRUE"
"229","0","0","0","0","proposed","0","0","0","0","proposed","TRUE"
"230","exhlblt","a","the","proposed","mlttee","cm","","on","motion","mittee","FALSE"
"231","a","the","proposed","mlttee","cm","","on","motion","duly","cma","FALSE"
"232","0","0","0","0","","0","0","0","0","","TRUE"
"233","0","0","0","0","on","0","0","0","0","on","TRUE"
"234","0","0","0","0","motion","0","0","0","0","motion","TRUE"
"235","0","0","0","0","duly","0","0","0","0","duly","TRUE"
"236","0","0","0","0","made","0","0","0","0","made","TRUE"
"237","0","0","0","0","and","0","0","0","0","and","TRUE"
"238","0","0","0","0","seconded","0","0","0","0","seconded","TRUE"
"239","0","0","0","0","voted","0","0","0","0","voted","TRUE"
"240","0","0","0","0","that","0","0","0","0","that","TRUE"
"241","0","0","0","0","the","0","0","0","0","the","TRUE"
"242","0","0","0","0","proposed","0","0","0","0","proposed","TRUE"
"243","voted","that","the","proposed","epldemlologlcal","study","on","vinyl","chlorlde","epidemiological","FALSE"
"244","0","0","0","0","study","0","0","0","0","study","TRUE"
"245","0","0","0","0","on","0","0","0","0","on","TRUE"
"246","0","0","0","0","vinyl","0","0","0","0","vinyl","TRUE"
"247","epldemlologlcal","study","on","vinyl","chlorlde","as","set","forth","n","chloride","FALSE"
"248","0","0","0","0","as","0","0","0","0","as","TRUE"
"249","0","0","0","0","set","0","0","0","0","set","TRUE"
"250","0","0","0","0","forth","0","0","0","0","forth","TRUE"
"251","0","0","0","0","n","0","0","0","0","in","TRUE"
"252","0","0","0","0","ex","0","0","0","0","ex","TRUE"
"253","set","forth","n","ex","mm","a","be","approved","c","hibit","FALSE"
"254","0","0","0","0","a","0","0","0","0","a","TRUE"
"255","0","0","0","0","be","0","0","0","0","be","TRUE"
"256","0","0","0","0","approved","0","0","0","0","approved","TRUE"
"257","0","0","0","0","c","0","0","0","0","c","TRUE"
"258","0","0","0","0","report","0","0","0","0","report","TRUE"
"259","0","0","0","0","of","0","0","0","0","of","TRUE"
"260","approved","c","report","of","subcommlttee","studylng","means","to","increase","subcommittee","FALSE"
"261","c","report","of","subcommlttee","studylng","means","to","increase","mca","studying","FALSE"
"262","0","0","0","0","means","0","0","0","0","means","TRUE"
"263","0","0","0","0","to","0","0","0","0","to","TRUE"
"264","0","0","0","0","increase","0","0","0","0","increase","TRUE"
"265","0","0","0","0","mca","0","0","0","0","mca","TRUE"
"266","means","to","increase","mca","effectlveness","partlcularly","n","government","relatlons","effectiveness","FALSE"
"267","to","increase","mca","effectlveness","partlcularly","n","government","relatlons","area","particularly","FALSE"
"268","0","0","0","0","n","0","0","0","0","in","TRUE"
"269","0","0","0","0","government","0","0","0","0","government","TRUE"
"270","effectlveness","partlcularly","n","government","relatlons","area","forwarded","m","dlrectors","relations","FALSE"
"271","0","0","0","0","area","0","0","0","0","area","TRUE"
"272","0","0","0","0","forwarded","0","0","0","0","forwarded","TRUE"
"273","0","0","0","0","m","0","0","0","0","to","TRUE"
"274","relatlons","area","forwarded","m","dlrectors","n","advance","of","the","directors","FALSE"
"275","0","0","0","0","n","0","0","0","0","in","TRUE"
"276","0","0","0","0","advance","0","0","0","0","advance","TRUE"
"277","0","0","0","0","of","0","0","0","0","of","TRUE"
"278","0","0","0","0","the","0","0","0","0","the","TRUE"
"279","n","advance","of","the","meetlng","and","summarlzed","by","dr","meeting","FALSE"
"280","0","0","0","0","and","0","0","0","0","and","TRUE"
"281","of","the","meetlng","and","summarlzed","by","dr","kane","was","summarized","FALSE"
"282","0","0","0","0","by","0","0","0","0","by","TRUE"
