"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","softenlng","0","0","0","0","softening","TRUE"
"2","0","0","0","0","of","0","0","0","0","of","TRUE"
"3","0","0","0","0","t","0","0","0","0","the","TRUE"
"4","0","0","0","0","e","0","0","0","0","administrations","TRUE"
"5","softenlng","of","t","e","admlnlstratlons","opposltlon","to","an","unport","opposition","FALSE"
"6","0","0","0","0","opposltlon","0","0","0","0","to","TRUE"
"7","0","0","0","0","to","0","0","0","0","an","TRUE"
"8","0","0","0","0","an","0","0","0","0","oil","TRUE"
"9","admlnlstratlons","opposltlon","to","an","unport","tax","was","evldent","n","import","FALSE"
"10","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"11","0","0","0","0","was","0","0","0","0","was","TRUE"
"12","0","0","0","0","evldent","0","0","0","0","evident","TRUE"
"13","0","0","0","0","n","0","0","0","0","in","TRUE"
"14","0","0","0","0","thee","0","0","0","0","these","TRUE"
"15","0","0","0","0","visits","0","0","0","0","visits","TRUE"
"16","0","0","0","0","release","0","0","0","0","release","TRUE"
"17","0","0","0","0","of","0","0","0","0","of","TRUE"
"18","0","0","0","0","the","0","0","0","0","the","TRUE"
"19","0","0","0","0","energy","0","0","0","0","energy","TRUE"
"20","0","0","0","0","securlty","0","0","0","0","security","TRUE"
"21","0","0","0","0","study","0","0","0","0","study","TRUE"
"22","0","0","0","0","was","0","0","0","0","was","TRUE"
"23","0","0","0","0","delayed","0","0","0","0","delayed","TRUE"
"24","0","0","0","0","for","0","0","0","0","for","TRUE"
"25","0","0","0","0","m","0","0","0","0","two","TRUE"
"26","0","0","0","0","months","0","0","0","0","months","TRUE"
"27","0","0","0","0","to","0","0","0","0","to","TRUE"
"28","0","0","0","0","conslder","0","0","0","0","consider","TRUE"
"29","0","0","0","0","addltlonal","0","0","0","0","additional","TRUE"
"30","0","0","0","0","input","0","0","0","0","input","TRUE"
"31","0","0","0","0","implying","0","0","0","0","implying","TRUE"
"32","0","0","0","0","a","0","0","0","0","a","TRUE"
"33","addltlonal","input","implying","a","posslble","shlft","n","emphasls","in","possible","FALSE"
"34","input","implying","a","posslble","shlft","n","emphasls","in","addltlon","shift","FALSE"
"35","0","0","0","0","n","0","0","0","0","in","TRUE"
"36","0","0","0","0","emphasls","0","0","0","0","emphasis","TRUE"
"37","0","0","0","0","in","0","0","0","0","in","TRUE"
"38","0","0","0","0","addltlon","0","0","0","0","addition","TRUE"
"39","0","0","0","0","to","0","0","0","0","to","TRUE"
"40","0","0","0","0","work","0","0","0","0","work","TRUE"
"41","0","0","0","0","on","0","0","0","0","on","TRUE"
"42","0","0","0","0","energy","0","0","0","0","energy","TRUE"
