"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","proposed","0","0","0","0","proposed","TRUE"
"2","*","*","*","proposed","esearch","program","puzpo","scrlptl","n","research","FALSE"
"3","0","0","0","0","program","0","0","0","0","program","TRUE"
"4","*","proposed","esearch","program","puzpo","scrlptl","n","from","nterested","purpose","FALSE"
"5","proposed","esearch","program","puzpo","scrlptl","n","from","nterested","companles","scriptions","FALSE"
"6","0","0","0","0","n","0","0","0","0","from","TRUE"
"7","0","0","0","0","from","0","0","0","0","interested","TRUE"
"8","puzpo","scrlptl","n","from","nterested","companles","to","provlde","nfomatlon","companies","FALSE"
"9","scrlptl","n","from","nterested","companles","to","provlde","nfomatlon","on","is","FALSE"
"10","0","0","0","0","to","0","0","0","0","to","TRUE"
"11","from","nterested","companles","to","provlde","nfomatlon","on","the","baslc","provide","FALSE"
"12","nterested","companles","to","provlde","nfomatlon","on","the","baslc","mechanl","information","FALSE"
"13","0","0","0","0","on","0","0","0","0","on","TRUE"
"14","0","0","0","0","the","0","0","0","0","the","TRUE"
"15","provlde","nfomatlon","on","the","baslc","mechanl","s","involved","n","basic","FALSE"
"16","nfomatlon","on","the","baslc","mechanl","s","involved","n","phosgene","mechanisms","FALSE"
"17","0","0","0","0","s","0","0","0","0","involved","TRUE"
"18","0","0","0","0","involved","0","0","0","0","in","TRUE"
"19","0","0","0","0","n","0","0","0","0","phosgene","TRUE"
"20","0","0","0","0","phosgene","0","0","0","0","damage","TRUE"
"21","0","0","0","0","damage","0","0","0","0","to","TRUE"
"22","0","0","0","0","to","0","0","0","0","the","TRUE"
"23","0","0","0","0","the","0","0","0","0","lungs","TRUE"
"24","0","0","0","0","lungs","0","0","0","0","this","TRUE"
"25","damage","to","the","lungs","th","nformatlon","a","ment","of","information","FALSE"
"26","to","the","lungs","th","nformatlon","a","ment","of","dustrlal","is","FALSE"
"27","0","0","0","0","a","0","0","0","0","a","TRUE"
"28","0","0","0","0","ment","0","0","0","0","ment","TRUE"
"29","0","0","0","0","of","0","0","0","0","of","TRUE"
"30","nformatlon","a","ment","of","dustrlal","exposures","to","phosgene","represents","industrial","FALSE"
"31","0","0","0","0","exposures","0","0","0","0","exposures","TRUE"
"32","0","0","0","0","to","0","0","0","0","to","TRUE"
"33","0","0","0","0","phosgene","0","0","0","0","phosgene","TRUE"
"34","dustrlal","exposures","to","phosgene","represents","was","of","nterested","member","representatives","FALSE"
"35","exposures","to","phosgene","represents","was","of","nterested","member","companles","of","FALSE"
"36","0","0","0","0","of","0","0","0","0","interested","TRUE"
"37","phosgene","represents","was","of","nterested","member","companles","the","lnaedlate","member","FALSE"
"38","0","0","0","0","member","0","0","0","0","companies","TRUE"
"39","was","of","nterested","member","companles","the","lnaedlate","project","that","the","FALSE"
"40","0","0","0","0","the","0","0","0","0","lnaediate","TRUE"
"41","0","0","0","0","lnaedlate","0","0","0","0","project","TRUE"
"42","0","0","0","0","project","0","0","0","0","is","TRUE"
"43","0","0","0","0","that","0","0","0","0","that","TRUE"
"44","the","lnaedlate","project","that","deflned","n","he","proposal","made","defined","FALSE"
