"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","b","0","0","0","0","b","TRUE"
"2","*","*","*","b","econo","data","for","the","chemlcal","economic","FALSE"
"3","0","0","0","0","data","0","0","0","0","data","TRUE"
"4","0","0","0","0","for","0","0","0","0","for","TRUE"
"5","0","0","0","0","the","0","0","0","0","the","TRUE"
"6","econo","data","for","the","chemlcal","industrys","posltlon","on","legal","chemical","FALSE"
"7","0","0","0","0","industrys","0","0","0","0","industrys","TRUE"
"8","for","the","chemlcal","industrys","posltlon","on","legal","advisory","committee","position","FALSE"
"9","0","0","0","0","on","0","0","0","0","on","TRUE"
"10","0","0","0","0","legal","0","0","0","0","legal","TRUE"
"11","0","0","0","0","advisory","0","0","0","0","advisory","TRUE"
"12","0","0","0","0","committee","0","0","0","0","committee","TRUE"
"13","on","legal","advisory","committee","sena","r","hart","has","ntroduced","senator","FALSE"
"14","0","0","0","0","r","0","0","0","0","hart","TRUE"
"15","0","0","0","0","hart","0","0","0","0","has","TRUE"
"16","0","0","0","0","has","0","0","0","0","introduced","TRUE"
"17","sena","r","hart","has","ntroduced","a","blll","ntended","m","a","FALSE"
"18","0","0","0","0","a","0","0","0","0","bill","TRUE"
"19","0","0","0","0","blll","0","0","0","0","s","TRUE"
"20","has","ntroduced","a","blll","ntended","m","caulk","lis","ear","intended","FALSE"
"21","0","0","0","0","m","0","0","0","0","to","TRUE"
"22","a","blll","ntended","m","caulk","lis","ear","and","hill","facili","FALSE"
"23","blll","ntended","m","caulk","lis","ear","and","hill","contlnue","lst","FALSE"
"24","ntended","m","caulk","lis","ear","and","hill","contlnue","durlng","year","FALSE"
"25","0","0","0","0","and","0","0","0","0","and","TRUE"
"26","caulk","lis","ear","and","hill","contlnue","durlng","thls","year","will","FALSE"
"27","lis","ear","and","hill","contlnue","durlng","thls","year","and","continue","FALSE"
"28","ear","and","hill","contlnue","durlng","thls","year","and","next","during","FALSE"
"29","and","hill","contlnue","durlng","thls","year","and","next","there","this","FALSE"
"30","0","0","0","0","year","0","0","0","0","year","TRUE"
"31","0","0","0","0","and","0","0","0","0","and","TRUE"
"32","0","0","0","0","next","0","0","0","0","next","TRUE"
"33","0","0","0","0","there","0","0","0","0","there","TRUE"
"34","0","0","0","0","have","0","0","0","0","have","TRUE"
"35","and","next","there","have","begl","february","day","n","court","begin","FALSE"
"36","0","0","0","0","february","0","0","0","0","february","TRUE"
"37","0","0","0","0","day","0","0","0","0","day","TRUE"
"38","0","0","0","0","n","0","0","0","0","in","TRUE"
"39","0","0","0","0","court","0","0","0","0","court","TRUE"
"40","0","0","0","0","for","0","0","0","0","for","TRUE"
"41","0","0","0","0","many","0","0","0","0","many","TRUE"
"42","0","0","0","0","months","0","0","0","0","months","TRUE"
"43","0","0","0","0","to","0","0","0","0","to","TRUE"
"44","0","0","0","0","come","0","0","0","0","come","TRUE"
"45","many","months","to","come","chat","the","character","of","the","dict","FALSE"
"46","0","0","0","0","the","0","0","0","0","the","TRUE"
"47","0","0","0","0","character","0","0","0","0","character","TRUE"
"48","0","0","0","0","of","0","0","0","0","of","TRUE"
"49","0","0","0","0","the","0","0","0","0","the","TRUE"
"50","the","character","of","the","hearlngs","on","our","ndustry","as","hearings","FALSE"
"51","0","0","0","0","on","0","0","0","0","on","TRUE"
"52","0","0","0","0","our","0","0","0","0","our","TRUE"
"53","the","hearlngs","on","our","ndustry","as","n","the","case","industry","FALSE"
"54","0","0","0","0","as","0","0","0","0","as","TRUE"
"55","0","0","0","0","n","0","0","0","0","in","TRUE"
"56","0","0","0","0","the","0","0","0","0","the","TRUE"
"57","0","0","0","0","case","0","0","0","0","case","TRUE"
"58","as","n","the","case","eems","llkely","to","be","the","seems","FALSE"
"59","0","0","0","0","llkely","0","0","0","0","likely","TRUE"
"60","0","0","0","0","to","0","0","0","0","to","TRUE"
"61","0","0","0","0","be","0","0","0","0","be","TRUE"
"62","0","0","0","0","the","0","0","0","0","the","TRUE"
"63","0","0","0","0","case","0","0","0","0","case","TRUE"
"64","to","be","the","case","mm","the","motor","ndustry","our","with","FALSE"
"65","0","0","0","0","the","0","0","0","0","the","TRUE"
"66","0","0","0","0","motor","0","0","0","0","motor","TRUE"
"67","case","mm","the","motor","ndustry","our","entre","how","ver","industry","FALSE"
"68","0","0","0","0","our","0","0","0","0","our","TRUE"
"69","the","motor","ndustry","our","entre","how","ver","seems","to","entire","FALSE"
"70","motor","ndustry","our","entre","how","ver","seems","to","the","however","FALSE"
"71","ndustry","our","entre","how","ver","seems","to","the","above","it","FALSE"
"72","0","0","0","0","seems","0","0","0","0","seems","TRUE"
"73","0","0","0","0","to","0","0","0","0","to","TRUE"
"74","0","0","0","0","the","0","0","0","0","the","TRUE"
"75","0","0","0","0","above","0","0","0","0","above","TRUE"
"76","seems","to","the","above","commlttees","the","course","of","prudence","committees","FALSE"
"77","0","0","0","0","the","0","0","0","0","the","TRUE"
