"","n1","n2","n3","n4","word","n5","n6","n7","n8","truth","TF"
"1","0","0","0","0","voted","0","0","0","0","voted","TRUE"
"2","0","0","0","0","that","0","0","0","0","that","TRUE"
"3","0","0","0","0","the","0","0","0","0","the","TRUE"
"4","0","0","0","0","manufactured","0","0","0","0","manufactured","TRUE"
"5","0","0","0","0","products","0","0","0","0","products","TRUE"
"6","0","0","0","0","dlvlslon","0","0","0","0","division","TRUE"
"7","0","0","0","0","of","0","0","0","0","of","TRUE"
"8","0","0","0","0","chemtech","0","0","0","0","chemtech","TRUE"
"9","0","0","0","0","industrles","0","0","0","0","industries","TRUE"
"10","0","0","0","0","inc","0","0","0","0","inc","TRUE"
"11","0","0","0","0","be","0","0","0","0","be","TRUE"
"12","0","0","0","0","elected","0","0","0","0","elected","TRUE"
"13","0","0","0","0","to","0","0","0","0","to","TRUE"
"14","inc","be","elected","to","membershlp","n","the","assoclatlon","association","membership","FALSE"
"15","0","0","0","0","n","0","0","0","0","in","TRUE"
"16","0","0","0","0","the","0","0","0","0","the","TRUE"
"17","0","0","0","0","assoclatlon","0","0","0","0","association","TRUE"
"18","0","0","0","0","association","0","0","0","0","association","TRUE"
"19","0","0","0","0","activities","0","0","0","0","activities","TRUE"
"20","0","0","0","0","treasurers","0","0","0","0","treasurers","TRUE"
"21","0","0","0","0","report","0","0","0","0","report","TRUE"
"22","0","0","0","0","mr","0","0","0","0","mr","TRUE"
"23","0","0","0","0","herman","0","0","0","0","herrman","TRUE"
"24","0","0","0","0","reported","0","0","0","0","reported","TRUE"
"25","0","0","0","0","that","0","0","0","0","that","TRUE"
"26","0","0","0","0","through","0","0","0","0","through","TRUE"
"27","0","0","0","0","the","0","0","0","0","the","TRUE"
"28","0","0","0","0","seven","0","0","0","0","seven","TRUE"
"29","0","0","0","0","months","0","0","0","0","months","TRUE"
"30","through","the","seven","months","endlng","december","the","assoclatlon","had","ending","FALSE"
"31","0","0","0","0","december","0","0","0","0","december","TRUE"
"32","0","0","0","0","the","0","0","0","0","the","TRUE"
"33","0","0","0","0","assoclatlon","0","0","0","0","association","TRUE"
"34","0","0","0","0","had","0","0","0","0","had","TRUE"
"35","0","0","0","0","recelved","0","0","0","0","received","TRUE"
"36","0","0","0","0","revenues","0","0","0","0","revenues","TRUE"
"37","0","0","0","0","of","0","0","0","0","of","TRUE"
"38","0","0","0","0","and","0","0","0","0","and","TRUE"
"39","0","0","0","0","had","0","0","0","0","had","TRUE"
"40","0","0","0","0","ncurred","0","0","0","0","incurred","TRUE"
"41","0","0","0","0","expenses","0","0","0","0","expenses","TRUE"
"42","0","0","0","0","of","0","0","0","0","of","TRUE"
"43","0","0","0","0","by","0","0","0","0","by","TRUE"
"44","0","0","0","0","yeariend","0","0","0","0","yearend","TRUE"
"45","0","0","0","0","he","0","0","0","0","he","TRUE"
"46","0","0","0","0","projected","0","0","0","0","projected","TRUE"
"47","0","0","0","0","that","0","0","0","0","that","TRUE"
"48","0","0","0","0","the","0","0","0","0","the","TRUE"
"49","0","0","0","0","a","0","0","0","0","asso","TRUE"
"50","0","0","0","0","elation","0","0","0","0","ciation","TRUE"
"51","0","0","0","0","would","0","0","0","0","would","TRUE"
"52","0","0","0","0","recelve","0","0","0","0","receive","TRUE"
"53","0","0","0","0","revenues","0","0","0","0","revenues","TRUE"
"54","0","0","0","0","of","0","0","0","0","of","TRUE"
"55","would","recelve","revenues","of","approxlmately","million","about","under","budgem","approximately","FALSE"
"56","0","0","0","0","million","0","0","0","0","million","TRUE"
"57","0","0","0","0","about","0","0","0","0","about","TRUE"
"58","0","0","0","0","under","0","0","0","0","under","TRUE"
"59","approxlmately","million","about","under","budgem","and","would","ncur","expenses","budget","FALSE"
"60","0","0","0","0","and","0","0","0","0","and","TRUE"
"61","0","0","0","0","would","0","0","0","0","would","TRUE"
"62","under","budgem","and","would","ncur","expenses","of","approxlmately","million","incur","FALSE"
"63","0","0","0","0","expenses","0","0","0","0","expenses","TRUE"
"64","0","0","0","0","of","0","0","0","0","of","TRUE"
"65","would","ncur","expenses","of","approxlmately","million","resultlng","n","for","approximately","FALSE"
"66","0","0","0","0","million","0","0","0","0","million","TRUE"
"67","0","0","0","0","resultlng","0","0","0","0","resulting","TRUE"
"68","0","0","0","0","n","0","0","0","0","in","TRUE"
"69","0","0","0","0","for","0","0","0","0","for","TRUE"
"70","0","0","0","0","calendar","0","0","0","0","calendar","TRUE"
"71","0","0","0","0","year","0","0","0","0","year","TRUE"
"72","0","0","0","0","sales","0","0","0","0","sales","TRUE"
"73","0","0","0","0","reports","0","0","0","0","reports","TRUE"
"74","0","0","0","0","were","0","0","0","0","were","TRUE"
"75","0","0","0","0","mallet","0","0","0","0","mailed","TRUE"
"76","0","0","0","0","m","0","0","0","0","to","TRUE"
"77","0","0","0","0","the","0","0","0","0","the","TRUE"
"78","were","mallet","m","the","membershlp","in","late","december","hlth","membership","FALSE"
"79","0","0","0","0","in","0","0","0","0","in","TRUE"
"80","0","0","0","0","late","0","0","0","0","late","TRUE"
"81","0","0","0","0","december","0","0","0","0","december","TRUE"
"82","membershlp","in","late","december","hlth","a","requested","return","date","with","FALSE"
"83","0","0","0","0","a","0","0","0","0","a","TRUE"
"84","0","0","0","0","requested","0","0","0","0","requested","TRUE"
"85","0","0","0","0","return","0","0","0","0","return","TRUE"
"86","0","0","0","0","date","0","0","0","0","date","TRUE"
"87","0","0","0","0","of","0","0","0","0","of","TRUE"
"88","0","0","0","0","january","0","0","0","0","january","TRUE"
"89","0","0","0","0","program","0","0","0","0","program","TRUE"
"90","0","0","0","0","and","0","0","0","0","and","TRUE"
"91","0","0","0","0","issue","0","0","0","0","issue","TRUE"
"92","0","0","0","0","developments","0","0","0","0","developments","TRUE"
"93","0","0","0","0","alled","0","0","0","0","ailed","TRUE"
"94","0","0","0","0","upon","0","0","0","0","upon","TRUE"
"95","0","0","0","0","dr","0","0","0","0","dr","TRUE"
"96","0","0","0","0","cox","0","0","0","0","cox","TRUE"
"97","0","0","0","0","who","0","0","0","0","who","TRUE"
"98","0","0","0","0","hlghllghted","0","0","0","0","highlighted","TRUE"
"99","0","0","0","0","the","0","0","0","0","the","TRUE"
"100","cox","who","hlghllghted","the","requlrements","of","tltle","iii","of","requirements","FALSE"
"101","0","0","0","0","of","0","0","0","0","of","TRUE"
"102","hlghllghted","the","requlrements","of","tltle","iii","of","the","superfund","title","FALSE"
"103","0","0","0","0","iii","0","0","0","0","iii","TRUE"
"104","0","0","0","0","of","0","0","0","0","of","TRUE"
"105","0","0","0","0","the","0","0","0","0","the","TRUE"
"106","0","0","0","0","superfund","0","0","0","0","superfund","TRUE"
"107","iii","of","the","superfund","reauthorlzatlon","act","and","mr","stover","reauthorization","FALSE"
"108","0","0","0","0","act","0","0","0","0","act","TRUE"
"109","0","0","0","0","and","0","0","0","0","and","TRUE"
"110","0","0","0","0","mr","0","0","0","0","mr","TRUE"
"111","0","0","0","0","stover","0","0","0","0","stover","TRUE"
"112","0","0","0","0","who","0","0","0","0","who","TRUE"
"113","0","0","0","0","gave","0","0","0","0","gave","TRUE"
"114","0","0","0","0","an","0","0","0","0","an","TRUE"
"115","0","0","0","0","overvlew","0","0","0","0","overview","TRUE"
"116","0","0","0","0","of","0","0","0","0","of","TRUE"
"117","0","0","0","0","the","0","0","0","0","the","TRUE"
"118","0","0","0","0","electlon","0","0","0","0","election","TRUE"
"119","0","0","0","0","results","0","0","0","0","results","TRUE"
"120","0","0","0","0","and","0","0","0","0","and","TRUE"
"121","0","0","0","0","thelr","0","0","0","0","their","TRUE"
"122","0","0","0","0","projected","0","0","0","0","projected","TRUE"
"123","results","and","thelr","projected","unpact","on","the","assoclatlons","issues","impact","FALSE"
"124","0","0","0","0","on","0","0","0","0","on","TRUE"
"125","0","0","0","0","the","0","0","0","0","the","TRUE"
"126","0","0","0","0","assoclatlons","0","0","0","0","associations","TRUE"
"127","0","0","0","0","issues","0","0","0","0","issues","TRUE"
"128","0","0","0","0","b","0","0","0","0","b","TRUE"
"129","the","assoclatlons","issues","b","cm","","tax","policy","committee","cma","FALSE"
"130","0","0","0","0","","0","0","0","0","","TRUE"
"131","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"132","0","0","0","0","policy","0","0","0","0","policy","TRUE"
"133","0","0","0","0","committee","0","0","0","0","committee","TRUE"
"134","0","0","0","0","hr","0","0","0","0","hr","TRUE"
"135","0","0","0","0","pugh","0","0","0","0","pugh","TRUE"
"136","0","0","0","0","presented","0","0","0","0","presented","TRUE"
"137","0","0","0","0","the","0","0","0","0","the","TRUE"
"138","0","0","0","0","annual","0","0","0","0","annual","TRUE"
"139","0","0","0","0","report","0","0","0","0","report","TRUE"
"140","0","0","0","0","of","0","0","0","0","of","TRUE"
"141","0","0","0","0","the","0","0","0","0","the","TRUE"
"142","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"143","0","0","0","0","pollcy","0","0","0","0","policy","TRUE"
"144","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"145","0","0","0","0","a","0","0","0","0","a","TRUE"
"146","0","0","0","0","enactment","0","0","0","0","enactment","TRUE"
"147","0","0","0","0","of","0","0","0","0","of","TRUE"
"148","0","0","0","0","the","0","0","0","0","the","TRUE"
"149","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"150","0","0","0","0","reform","0","0","0","0","reform","TRUE"
"151","0","0","0","0","leglslatlon","0","0","0","0","legislation","TRUE"
"152","the","tax","reform","leglslatlon","whlch","ncluded","some","posltlve","provlslons","which","FALSE"
"153","0","0","0","0","ncluded","0","0","0","0","included","TRUE"
"154","0","0","0","0","some","0","0","0","0","some","TRUE"
"155","0","0","0","0","posltlve","0","0","0","0","positive","TRUE"
"156","0","0","0","0","provlslons","0","0","0","0","provisions","TRUE"
"157","0","0","0","0","for","0","0","0","0","for","TRUE"
"158","0","0","0","0","the","0","0","0","0","the","TRUE"
"159","0","0","0","0","chemlcal","0","0","0","0","chemical","TRUE"
"160","0","0","0","0","ndustry","0","0","0","0","industry","TRUE"
"161","0","0","0","0","such","0","0","0","0","such","TRUE"
"162","0","0","0","0","as","0","0","0","0","as","TRUE"
"163","0","0","0","0","improved","0","0","0","0","improved","TRUE"
"164","0","0","0","0","depreclatlon","0","0","0","0","depreciation","TRUE"
"165","0","0","0","0","and","0","0","0","0","and","TRUE"
"166","0","0","0","0","some","0","0","0","0","some","TRUE"
"167","0","0","0","0","major","0","0","0","0","major","TRUE"
"168","0","0","0","0","negai","0","0","0","0","nega","TRUE"
"169","and","some","major","negai","tlve","provlslons","such","as","the","tive","FALSE"
"170","0","0","0","0","provlslons","0","0","0","0","provisions","TRUE"
"171","0","0","0","0","such","0","0","0","0","such","TRUE"
"172","0","0","0","0","as","0","0","0","0","as","TRUE"
"173","0","0","0","0","the","0","0","0","0","the","TRUE"
"174","0","0","0","0","ellmlnatlon","0","0","0","0","elimination","TRUE"
"175","0","0","0","0","of","0","0","0","0","of","TRUE"
"176","0","0","0","0","the","0","0","0","0","the","TRUE"
"177","0","0","0","0","investment","0","0","0","0","investment","TRUE"
"178","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"179","0","0","0","0","credlt","0","0","0","0","credit","TRUE"
"180","0","0","0","0","he","0","0","0","0","he","TRUE"
"181","0","0","0","0","ndcated","0","0","0","0","indicated","TRUE"
"182","0","0","0","0","that","0","0","0","0","that","TRUE"
"183","0","0","0","0","for","0","0","0","0","for","TRUE"
"184","0","0","0","0","the","0","0","0","0","the","TRUE"
"185","0","0","0","0","commlttee","0","0","0","0","committee","TRUE"
"186","0","0","0","0","antlclpated","0","0","0","0","anticipated","TRUE"
"187","0","0","0","0","technlcal","0","0","0","0","technical","TRUE"
"188","0","0","0","0","cori","0","0","0","0","cor","TRUE"
"189","0","0","0","0","rectlons","0","0","0","0","rections","TRUE"
"190","0","0","0","0","leglslatlon","0","0","0","0","legislation","TRUE"
"191","0","0","0","0","and","0","0","0","0","and","TRUE"
"192","0","0","0","0","a","0","0","0","0","a","TRUE"
"193","0","0","0","0","major","0","0","0","0","major","TRUE"
"194","0","0","0","0","regulatory","0","0","0","0","regulatory","TRUE"
"195","0","0","0","0","effort","0","0","0","0","effort","TRUE"
"196","0","0","0","0","related","0","0","0","0","related","TRUE"
"197","0","0","0","0","to","0","0","0","0","to","TRUE"
"198","0","0","0","0","the","0","0","0","0","the","TRUE"
"199","effort","related","to","the","luvplementatlon","of","the","tax","refom","implementation","FALSE"
"200","0","0","0","0","of","0","0","0","0","of","TRUE"
"201","0","0","0","0","the","0","0","0","0","the","TRUE"
"202","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"203","luvplementatlon","of","the","tax","refom","leglslatlon","followlng","ms","presentatlon","reform","FALSE"
"204","0","0","0","0","leglslatlon","0","0","0","0","legislation","TRUE"
"205","0","0","0","0","followlng","0","0","0","0","following","TRUE"
"206","tax","refom","leglslatlon","followlng","ms","presentatlon","there","was","dlscusslon","his","FALSE"
"207","0","0","0","0","presentatlon","0","0","0","0","presentation","TRUE"
"208","0","0","0","0","there","0","0","0","0","there","TRUE"
"209","0","0","0","0","was","0","0","0","0","was","TRUE"
"210","ms","presentatlon","there","was","dlscusslon","of","the","relatlve","resource","discussion","FALSE"
"211","0","0","0","0","of","0","0","0","0","of","TRUE"
"212","0","0","0","0","the","0","0","0","0","the","TRUE"
"213","0","0","0","0","relatlve","0","0","0","0","relative","TRUE"
"214","0","0","0","0","resource","0","0","0","0","resource","TRUE"
"215","0","0","0","0","needs","0","0","0","0","needs","TRUE"
"216","0","0","0","0","n","0","0","0","0","in","TRUE"
"217","0","0","0","0","the","0","0","0","0","the","TRUE"
"218","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"219","0","0","0","0","area","0","0","0","0","area","TRUE"
"220","0","0","0","0","for","0","0","0","0","for","TRUE"
"221","0","0","0","0","and","0","0","0","0","and","TRUE"
"222","0","0","0","0","the","0","0","0","0","the","TRUE"
"223","area","for","and","the","unlque","role","whlch","cmas","tax","unique","FALSE"
"224","0","0","0","0","role","0","0","0","0","role","TRUE"
"225","and","the","unlque","role","whlch","cmas","tax","program","serves","which","FALSE"
"226","0","0","0","0","cmas","0","0","0","0","cmas","TRUE"
"227","0","0","0","0","tax","0","0","0","0","tax","TRUE"
"228","0","0","0","0","program","0","0","0","0","program","TRUE"
"229","0","0","0","0","serves","0","0","0","0","serves","TRUE"
"230","0","0","0","0","liability","0","0","0","0","liability","TRUE"
"231","0","0","0","0","reform","0","0","0","0","reform","TRUE"
"232","0","0","0","0","work","0","0","0","0","work","TRUE"
"233","serves","liability","reform","work","snow","mr","mckennon","reported","on","group","FALSE"
"234","0","0","0","0","mr","0","0","0","0","mr","TRUE"
"235","0","0","0","0","mckennon","0","0","0","0","mckennon","TRUE"
"236","0","0","0","0","reported","0","0","0","0","reported","TRUE"
"237","0","0","0","0","on","0","0","0","0","on","TRUE"
"238","0","0","0","0","the","0","0","0","0","the","TRUE"
"239","0","0","0","0","actlvltles","0","0","0","0","activities","TRUE"
"240","0","0","0","0","of","0","0","0","0","of","TRUE"
"241","0","0","0","0","the","0","0","0","0","the","TRUE"
