"","dictionary"
"1","proposed"
"2","research"
"3","program"
"4","on"
"5","mechanisms"
"6","of"
"7","phosgene"
"8","injury"
"9","to"
"10","the"
"11","lungs"
"12","exhibit"
"13","a"
"14","purpose"
"15","the"
"16","purpose"
"17","of"
"18","this"
"19","program"
"20","to"
"21","be"
"22","collectively"
"23","funded"
"24","by"
"25","voluntary"
"26","sub­"
"27","scriptions"
"28","from"
"29","interested"
"30","companies"
"31","is"
"32","to"
"33","provide"
"34","information"
"35","on"
"36","the"
"37","basic"
"38","mechanisms"
"39","involved"
"40","in"
"41","phosgene"
"42","damage"
"43","to"
"44","the"
"45","lungs"
"46","this"
"47","information"
"48","is"
"49","a"
"50","prerequisite"
"51","for"
"52","the"
"53","determination"
"54","of"
"55","a"
"56","reconmended"
"57","method"
"58","of"
"59","medical"
"60","treat­"
"61","ment"
"62","of"
"63","industrial"
"64","exposures"
"65","to"
"66","phosgene"
"67","initial"
"68","project"
"69","as"
"70","recommended"
"71","by"
"72","the"
"73","ad"
"74","hoc"
"75","task"
"76","group"
"77","on"
"78","phosgene"
"79","safety"
"80","composed"
"81","of"
"82","representatives"
"83","of"
"84","interested"
"85","member"
"86","companies"
"87","the"
"88","lnaediate"
"89","project"
"90","is"
"91","that"
"92","defined"
"93","in"
"94","the"
"95","proposal"
"96","made"
"97","by"
"98","or"
"99","m"
"100","f"
"101","frosolono"
"102","of"
"103","themt"
"104","sinai"
"105","hospital"
"106","of"
"107","cleveland"
"108","in"
"109","a"
"110","letter"
"111","to"
"112","mca"
"113","dated"
"114","august"
"115","this"
"116","project"
"117","is"
"118","to"
"119","be"
"120","conducted"
"121","under"
"122","contracts"
"123","a"
"124","between"
"125","mca"
"126","and"
"127","mt"
"128","sinai"
"129","hospital"
"130","of"
"131","cleveland"
"132","not"
"133","to"
"134","exceed"
"135","and"
"136","b"
"137","between"
"138","mca"
"139","and"
"140","dr"
"141","frosolono"
"142","for"
"143","consulting"
"144","fees"
"145","regarding"
"146","the"
"147","research"
"148","referred"
"149","to"
"150","in"
"151","a"
"152","not"
"153","to"
"154","exceed"
"155","supervision"
"156","this"
"157","research"
"158","is"
"159","to"
"160","be"
"161","supervised"
"162","on"
"163","mcas"
"164","behalf"
"165","by"
"166","a"
"167","technical"
"168","task"
"169","group"
"170","composed"
"171","of"
"172","one"
"173","technical"
"174","representative"
"175","from"
"176","each"
"177","subscribing"
"178","company"
"179","plus"
"180","an"
"181","mca"
"182","staff"
"183","representative"
"184","to"
"185","serve"
"186","as"
"187","secretary"
"188","organizationally"
"189","within"
"190","mca"
"191","the"
"192","task"
"193","group"
"194","is"
"195","to"
"196","function"
"197","under"
"198","the"
"199","juris­"
"200","diction"
"201","of"
"202","the"
"203","safety"
"204","and"
"205","fire"
"206","protection"
"207","comnittee"
"208","funding"
"209","consnitments"
"210","have"
"211","been"
"212","made"
"213","by"
"214","thirteen"
"215","interested"
"216","companies"
"217","in"
"218","support"
"219","of"
"220","this"
"221","research"
"222","up"
"223","to"
"224","per"
"225","company"
"226","funds"
"227","are"
"228","to"
"229","be"
"230","collected"
"231","in"
"232","advance"
"233","of"
"234","commitments"
"235","and"
"236","disbursements"
"237","subject"
"238","to"
"239","mca"
"240","staff"
"241","clearance"
"242","and"
"243","approval"
"244","stipulations"
"245","the"
"246","scientific"
"247","information"
"248","developed"
"249","from"
"250","this"
"251","program"
"252","is"
"253","to"
"254","be"
"255","fully"
"256","dis­"
"257","closed"
"258","without"
"259","restriction"
"260","for"
"261","purposes"
"262","of"
"263","consistency"
"264","and"
"265","control"
"266","however"
"267","all"
"268","releases"
"269","are"
"270","to"
"271","be"
"272","made"
"273","through"
"274","mca"
"275","only"
"276","normally"
"277","based"
"278","on"
"279","task"
"280","force"
"281","recom­"
"282","mendations"
"283","as"
"284","to"
"285","nature"
"286","and"
"287","timing"
"288","this"
"289","requirement"
"290","is"
"291","not"
"292","to"
"293","preclude"
"294","pri­"
"295","vate"
"296","scientific"
"297","interchange"
"298","of"
"299","noncompetitive"
"300","information"
"301","which"
"302","will"
"303","be"
"304","useful"
"305","nor"
"306","relevant"
"307","private"
"308","cosnunlcation"
"309","among"
"310","subscribing"
"311","companies"
"312","and"
"313","organizations"
"314","the"
"315","staff"
"316","representative"
"317","to"
"318","be"
"319","informed"
"320","of"
"321","all"
"322","such"
"323","interchanges"
"324","and"
"325","communications"
"326","operation"
"327","the"
"328","task"
"329","group"
"330","will"
"331","be"
"332","governed"
"333","by"
"334","mcas"
"335","general"
"336","principles"
"337","applicable"
"338","to"
"339","the"
"340","structure"
"341","and"
"342","operations"
"343","of"
"344","conmittees"
"345","and"
"346","the"
"347","rules"
"348","of"
"349","organization"
"350","and"
"351","procedure"
"352","of"
"353","the"
"354","safety"
"355","and"
"356","fire"
"357","protection"
"358","committee"
"359","mca"
"360","cma"
