"","dictionary"
"1","two"
"2","percent"
"3","additional"
"4","investment"
"5","by"
"6","would"
"7","not"
"8","be"
"9","intolerable"
"10","cma"
"11","doesnt"
"12","support"
"13","the"
"14","rooney"
"15","amendment"
"16","which"
"17","place"
"18","primarily"
"19","responsibility"
"20","on"
"21","the"
"22","state"
"23","for"
"24","granting"
"25","variances"
"26","for"
"27","expansion"
"28","or"
"29","new"
"30","construction"
"31","in"
"32","areas"
"33","where"
"34","the"
"35","national"
"36","standard"
"37","is"
"38","being"
"39","exceeded"
"40","because"
"41","mca"
"42","felt"
"43","the"
"44","amendment"
"45","could"
"46","be"
"47","interpreted"
"48","as"
"49","requiring"
"50","trade­"
"51","offs"
"52","cma"
"53","cma"
"54","announced"
"55","on"
"56","april"
"57","th"
"58","supplementing"
"59","it"
"60","testimony"
"61","before"
"62","the"
"63","nac"
"64","on"
"65","osha"
"66","mca"
"67","said"
"68","the"
"69","chemical"
"70","industry"
"71","is"
"72","dedicated"
"73","to"
"74","protecting"
"75","its"
"76","workers"
"77","from"
"78","known"
"79","hazards"
"80","on"
"81","the"
"82","other"
"83","hand"
"84","we"
"85","held"
"86","that"
"87","occupational"
"88","cancer"
"89","is"
"90","not"
"91","the"
"92","major"
"93","public"
"94","health"
"95","spectre"
"96","some"
"97","have"
"98","suggested"
"99","cancer"
"100","is"
"101","a"
"102","complex"
"103","subject"
"104","we"
"105","pointed"
"106","out"
"107","qualified"
"108","experts"
"109","see"
"110","the"
"111","subject"
"112","in"
"113","perspective"
"114","and"
"115","through"
"116","perspective"
"117","we"
"118","believe"
"119","the"
"120","problem"
"121","and"
"122","its"
"123","reduction"
"124","can"
"125","be"
"126","addressed"
"127","cma"
"128","wants"
"129","a"
"130","committee"
"131","of"
"132","cancer"
"133","experts"
"134","to"
"135","study"
"136","the"
"137","available"
"138","facts"
"139","and"
"140","scientificmedical"
"141","guidelines"
"142","for"
"143","use"
"144","by"
"145","osha"
"146","in"
"147","this"
"148","area"
"149","composed"
"150","from"
"151","academia"
"152","industry"
"153","labor"
"154","toxicology"
"155","groups"
"156","and"
"157","government"
"158","cma"
"159","opposed"
"160","generally"
"161","applicable"
"162","regulations"
"163","and"
"164","wants"
"165","its"
"166","panel"
"167","of"
"168","qualified"
"169","experts"
"170","each"
"171","chemical"
"172","must"
"173","be"
"174","addressed"
"175","on"
"176","a"
"177","casebycase"
"178","the"
"179","third"
"180","thing"
"181","the"
"182","cma"
"183","recommended"
"184","that"
"185","osha"
"186","include"
"187","in"
"188","a"
"189","new"
"190","proposal"
"191","for"
"192","guidelines"
"193","regulating"
"194","carcinogens"
"195","in"
"196","the"
"197","work"
"198","place"
"199","was"
"200","the"
"201","use"
"202","of"
"203","performance"
"204","rather"
"205","than"
"206","specific"
"207","routes"
"208","to"
"209","desired"
"210","performance"
"211","ie"
