"","dictionary"
"1","cl"
"2","additional"
"3","capital"
"4","assets"
"5","the"
"6","value"
"7","of"
"8","furniture"
"9","and"
"10","equipment"
"11","was"
"12","not"
"13","reflected"
"14","in"
"15","the"
"16","auditors"
"17","statement"
"18","of"
"19","assets"
"20","liabilities"
"21","and"
"22","fund"
"23","balances"
"24","because"
"25","acquisitions"
"26","of"
"27","these"
"28","items"
"29","are"
"30","charged"
"31","to"
"32","ex­"
"33","pense"
"34","when"
"35","purchased"
"36","the"
"37","auditors"
"38","however"
"39","have"
"40","determined"
"41","that"
"42","the"
"43","depreciated"
"44","value"
"45","of"
"46","these"
"47","assets"
"48","on"
"49","hand"
"50","as"
"51","of"
"52","may"
"53","was"
"54","an"
"55","inventory"
"56","by"
"57","the"
"58","staff"
"59","of"
"60","mca"
"61","publications"
"62","held"
"63","for"
"64","sale"
"65","as"
"66","of"
"67","may"
"68","was"
"69","as"
"70","in"
"71","the"
"72","case"
"73","of"
"74","furniture"
"75","and"
"76","equipment"
"77","the"
"78","value"
"79","of"
"80","publications"
"81","was"
"82","not"
"83","shown"
"84","in"
"85","the"
"86","auditors"
"87","statement"
"88","of"
"89","assets"
"90","liabilities"
"91","and"
"92","fund"
"93","balances"
"94","since"
"95","the"
"96","cost"
"97","of"
"98","publications"
"99","is"
"100","charged"
"101","to"
"102","expense"
"103","when"
"104","printed"
"105","iii"
"106","board"
"107","of"
"108","directors"
"109","st"
"110","annual"
"111","meeting"
"112","program"
"113","arrangements"
"114","and"
"115","registration"
"116","mr"
"117","brown"
"118","summarized"
"119","plans"
"120","for"
"121","the"
"122","special"
"123","reception"
"124","being"
"125","given"
"126","by"
"127","the"
"128","directors"
"129","for"
"130","the"
"131","executive"
"132","contacts"
"133","of"
"134","member"
"135","companies"
"136","on"
"137","the"
"138","following"
"139","evening"
"140","point­"
"141","ing"
"142","out"
"143","that"
"144","its"
"145","purpose"
"146","was"
"147","to"
"148","bring"
"149","about"
"150","closer"
"151","communication"
"152","between"
"153","the"
"154","board"
"155","of"
"156","directors"
"157","and"
"158","member"
"159","company"
"160","executive"
"161","contacts"
"162","in"
"163","keeping"
"164","with"
"165","l"
"166","the"
"167","emphasis"
"168","on"
"169","better"
"170","communication"
