"","dictionary"
"1","publication"
"2","of"
"3","a"
"4","notice"
"5","of"
"6","proposed"
"7","rulemaking"
"8","is"
"9","expected"
"10","in"
"11","may"
"12","testing"
"13","requirements"
"14","will"
"15","be"
"16","based"
"17","on"
"18","a"
"19","finding"
"20","of"
"21","potentially"
"22","substantial"
"23","human"
"24","exposure"
"25","epa"
"26","estimates"
"27","that"
"28","about"
"29","mechanics"
"30","are"
"31","exposed"
"32","to"
"33","brake"
"34","fluids"
"35","where"
"36","tge"
"37","concentrations"
"38","range"
"39","from"
"40","by"
"41","volume"
"42","proposed"
"43","testing"
"44","for"
"45","each"
"46","ether"
"47","includes"
"48","a"
"49","day"
"50","rat"
"51","dermal"
"52","study"
"53","with"
"54","satellite"
"55","neurotoxicity"
"56","testing"
"57","dermal"
"58","developmental"
"59","toxicity"
"60","studies"
"61","in"
"62","rats"
"63","and"
"64","rabbits"
"65","including"
"66","a"
"67","study"
"68","of"
"69","behavioral"
"70","teratology"
"71","in"
"72","the"
"73","rat"
"74","tier"
"75","one"
"76","mutagenicity"
"77","testing"
"78","and"
"79","possibly"
"80","higher"
"81","dermal"
"82","rat"
"83","and"
"84","mouse"
"85","oncogenicity"
"86","studies"
"87","triggered"
"88","by"
"89","positive"
"90","mutagenicity"
"91","and"
"92","a"
"93","reproduction"
"94","study"
"95","in"
"96","rats"
"97","if"
"98","signs"
"99","of"
"100","reproductive"
"101","organ"
"102","toxicity"
"103","are"
"104","observed"
"105","in"
"106","the"
"107","subchronic"
"108","study"
"109","the"
"110","glycol"
"111","ethers"
"112","panel"
"113","is"
"114","considering"
"115","alternative"
"116","testing"
"117","proposals"
"118","to"
"119","the"
"120","epa"
"121","program"
"122","the"
"123","panel"
"124","will"
"125","initiate"
"126","a"
"127","dermal"
"128","limit"
"129","test"
"130","study"
"131","on"
"132","the"
"133","tges"
"134","this"
"135","month"
"136","an"
"137","in"
"138","vitro"
"139","skin"
"140","absorption"
"141","study"
"142","on"
"143","the"
"144","compounds"
"145","is"
"146","also"
"147","planned"
"148","hydroquinone"
"149","results"
"150","from"
"151","a"
"152","developmental"
"153","toxicity"
"154","study"
"155","of"
"156","rats"
"157","exposed"
"158","to"
"159","hydroquinone"
"160","were"
"161","submitted"
"162","to"
"163","epa"
"164","testing"
"165","was"
"166","conducted"
"167","at"
"168","eastman"
"169","kodaks"
"170","health"
"171","and"
"172","environmental"
"173","laboratories"
"174","ketones"
"175","epas"
"176","office"
"177","of"
"178","toxic"
"179","substances"
"180","has"
"181","issued"
"182","a"
"183","final"
"184","rule"
"185","requiring"
"186","testing"
"187","of"
"188","mesityl"
"189","oxide"
"190","under"
"191","tsca"
"192","section"
"193","a"
"194","the"
"195","agency"
"196","is"
"197","page"
"198","cma"
"199","requiring"
"200","a"
"201","mutagenicity"
"202","battery"
"203","and"
"204","day"
"205","subchronic"
"206","study"
"207","a"
"208","positive"
"209","result"
"210","in"
"211","one"
"212","of"
"213","the"
"214","mutagenicity"
"215","tests"
"216","would"
"217","trigger"
"218","highertiered"
"219","mutagenicity"
"220","testing"
"221","and"
"222","an"
"223","oncogenicity"
"224","study"
"225","all"
"226","manufacturers"
"227","including"
"228","manufacturers"
"229","of"
"230","mo"
"231","as"
"232","a"
"233","nonisolated"
"234","intermediate"
"235","and"
"236","processors"
"237","are"
"238","subject"
"239","to"
"240","the"
"241","test"
"242","rule"
"243","epa"
"244","also"
"245","considers"
"246","exposure"
"247","to"
"248","mo"
"249","in"
"250","pesticide"
"251","formulation"
"252","to"
"253","be"
"254","a"
"255","tsca"
"256","concern"
"257","concurrent"
"258","with"
"259","the"
"260","publication"
"261","of"
"262","the"
"263","final"
"264","rule"
"265","epa"
"266","issued"
"267","a"
"268","proposed"
"269","rule"
"270","on"
"271","testing"
"272","guidelines"
"273","for"
"274","the"
"275","research"
"276","required"
"277","in"
"278","the"
"279","test"
"280","rule"
"281","comments"
"282","are"
"283","due"
"284","to"
"285","epa"
"286","by"
"287","february"
"288","the"
"289","ketones"
"290","panel"
"291","will"
"292","meet"
"293","this"
"294","month"
"295","to"
"296","review"
"297","the"
"298","final"
"299","rule"
"300","and"
"301","develop"
"302","comments"
"303","in"
"304","response"
"305","to"
"306","the"
"307","proposed"
"308","test"
"309","standards"
"310","lubricant"
"311","additives"
"312","an"
"313","organizational"
"314","meeting"
"315","of"
"316","companies"
"317","interested"
"318","in"
"319","forming"
"320","a"
"321","lubricant"
"322","additives"
"323","program"
"324","was"
"325","held"
"326","at"
"327","cma"
"328","on"
"329","october"
"330","attendees"
"331","included"
"332","members"
"333","of"
"334","an"
"335","ad"
"336","hoc"
"337","group"
"338","of"
"339","lubricant"
"340","additives"
"341","manufacturers"
"342","who"
"343","organized"
"344","under"
"345","cmas"
"346","distribution"
"347","committee"
"348","to"
"349","address"
"350","forthcoming"
"351","pollution"
"352","control"
"353","regulations"
"354","by"
"355","the"
"356","international"
"357","maritime"
"358","organization"
"359","the"
"360","group’s"
"361","interests"
"362","expanded"
"363","to"
"364","discussion"
"365","of"
"366","the"
"367","point"
"368","where"
"369","sponsorship"
"370","of"
"371","environmental"
"372","effects"
"373","testing"
"374","to"
"375","support"
"376","proper"
"377","shipping"
"378","classification"
"379","of"
"380","the"
"381","additives"
"382","cma"
"383","has"
"384","responded"
"385","favorably"
"386","to"
"387","the"
"388","request"
"389","to"
"390","establish"
"391","a"
"392","special"
"393","program"
"394","the"
"395","lubricant"
"396","additives"
"397","panel"
"398","will"
"399","sponsor"
"400","an"
"401","aquatic"
"402","toxicity"
"403","testing"
"404","program"
"405","and"
"406","incorporate"
"407","other"
"408","activities"
"409","of"
"410","the"
"411","ad"
"412","hoc"
"413","group"
"414","meetings"
"415","of"
"416","the"
"417","panel"
"418","and"
"419","environmental"
"420","research"
"421","task"
"422","group"
"423","are"
"424","scheduled"
"425","this"
"426","month"
"427","methylenedianlline"
"428","the"
"429","mda"
"430","panel"
"431","sponsored"
"432","a"
"433","oneday"
"434","seminar"
"435","for"
"436","mda"
"437","user"
"438","representatives"
"439","the"
"440","seminar"
"441","resulted"
"442","in"
"443","general"
"444","support"
"445","for"
"446","expanding"
"447","the"
"448","panel"
"449","to"
"450","serve"
"451","as"
"452","the"
"453","central"
"454","coordination"
"455","organization"
"456","for"
"457","industry"
"458","participation"
"459","in"
"460","the"
"461","upcoming"
"462","regulatory"
"463","negotiations"
"464","on"
"465","mda"
"466","several"
"467","key"
"468","trade"
"469","associations"
"470","with"
"471","an"
"472","interest"
"473","in"
"474","mda"
"475","decided"
"476","to"
"477","join"
"478","the"
"479","panel"
"480","national"
"481","electrical"
"482","manufacturers"
"483","association"
"484","nema"
"485","suppliers"
"486","of"
"487","advanced"
"488","composite"
"489","materials"
"490","sacma"
"491","and"
"492","the"
"493","society"
"494","of"
"495","the"
"496","plastics"
"497","industry"
"498","spi"
"499","the"
"500","mda"
"501","panel"
"502","submitted"
"503","comments"
"504","in"
"505","response"
"506","to"
"507","two"
"508","federal"
"509","register"
"510","notices"
"511","regarding"
"512","the"
"513","establishment"
"514","of"
"515","a"
"516","federal"
"517","advisory"
"518","committee"
"519","on"
"520","mda"
"521","the"
"522","panel"
"523","submitted"
"524","the"
"525","nominations"
"526","of"
"527","roger"
"528","daniels"
"529","dow"
"530","ron"
"531","lane"
"532","fensterheim"
"533","cma"
"534","to"
"535","the"
"536","committee"
"537","the"
"538","panel"
"539","also"
"540","endorsed"
"541","the"
"542","nominations"
"543","submitted"
"544","by"
"545","nema"
"546","and"
"547","sacma"
"548","the"
"549","panel"
"550","informed"
"551","osha"
"552","that"
"553","if"
"554","all"
"555","bf"
"556","the"
"557","industry"
"558","nominees"
"559","cannot"
"560","be"
"561","accommodated"
"562","osha"
"563","should"
"564","not"
"565","select"
"566","the"
"567","industry"
"568","nominees"
"569","to"
"570","the"
"571","advisory"
"572","committee"
"573","rather"
"574","osha"
"575","should"
"576","identify"
"577","the"
"578","number"
"579","of"
"580","seats"
"581","to"
"582","be"
"583","filled"
"584","by"
"585","mda"
"586","producers"
"587","and"
"588","users"
"589","and"
"590","allow"
"591","the"
"592","industry"
"593","to"
"594","determine"
"595","how"
"596","the"
"597","seats"
"598","will"
"599","be"
"600","allocated"
"601","octylphenol"
"602","cma"
"603","signed"
"604","a"
"605","contract"
"606","with"
"607","abc"
"608","laboratories"
"609","for"
"610","conduct"
"611","page"
"612","cma"
"613","of"
"614","a"
"615","chronic"
"616","effects"
"617","study"
"618","of"
"619","octylphenol"
"620","in"
"621","the"
"622","rainbow"
"623","trout"
"624","the"
"625","study"
"626","is"
"627","being"
"628","conducted"
"629","as"
"630","the"
"631","last"
"632","part"
"633","of"
"634","a"
"635","tsca"
"636","section"
"637","negotiated"
"638","testing"
"639","agreement"
"640","with"
"641","epa"
"642","phosgene"
"643","the"
"644","phosgene"
"645","panel"
"646","was"
"647","given"
"648","a"
"649","private"
"650","tour"
"651","of"
"652","the"
"653","department"
"654","of"
"655","energys"
"656","new"
"657","liquified"
"658","gaseous"
"659","fuels"
"660","spill"
"661","test"
"662","facility"
"663","the"
"664","facility"
"665","located"
"666","about"
"667","miles"
"668","from"
"669","las"
"670","vegas"
"671","has"
"672","been"
"673","established"
"674","on"
"675","a"
"676","user"
"677","fee"
"678","basis"
"679","to"
"680","study"
"681","the"
"682","dynamics"
"683","of"
"684","accidental"
"685","releases"
"686","of"
"687","hazardous"
"688","liquids"
"689","the"
"690","panel"
"691","is"
"692","exploring"
"693","the"
"694","feasibility"
"695","of"
"696","sponsoring"
"697","research"
"698","on"
"699","air"
"700","dispersion"
"701","model"
"702","validation"
"703","and"
"704","mitigation"
"705","devices"
"706","phthalate"
"707","esters"
"708","the"
"709","consumer"
"710","product"
"711","safety"
"712","commission"
"713","released"
"714","te"
"715","final"
"716","report"
"717","of"
"718","its"
"719","chronic"
"720","hazard"
"721","advisory"
"722","panel"
"723","chap"
"724","on"
"725","diethylhexyl"
"726","phthalate"
"727","dehp"
"728","in"
"729","childrens"
"730","products"
"731","the"
"732","chap"
"733","report"
"734","concluded"
"735","that"
"736","while"
"737","dehp"
"738","is"
"739","an"
"740","animal"
"741","carcinogen"
"742","it"
"743","is"
"744","not"
"745","genotoxic"
"746","does"
"747","not"
"748","damage"
"749","dma"
"750","and"
"751","the"
"752","most"
"753","likely"
"754","mechanism"
"755","of"
"756","action"
"757","involves"
"758","a"
"759","threshold"
"760","phenomenon"
"761","in"
"762","addition"
"763","the"
"764","chap"
"765","concluded"
"766","that"
"767","existing"
"768","exposure"
"769","data"
"770","are"
"771","inadequate"
"772","to"
"773","permit"
"774","an"
"775","accurate"
"776","estimate"
"777","of"
"778","risk"
"779","finally"
"780","the"
"781","chap"
"782","suggested"
"783","that"
"784","additional"
"785","research"
"786","is"
"787","necessary"
"788","to"
"789","accurately"
"790","assess"
"791","effects"
"792","of"
"793","dehp"
"794","on"
"795","humans"
"796","following"
"797","release"
"798","of"
"799","the"
"800","report"
"801","the"
"802","commission"
"803","met"
"804","on"
"805","december"
"806","to"
"807","consider"
"808","regulatory"
"809","action"
"810","of"
"811","dehp"
"812","in"
"813","childrens"
"814","products"
"815","the"
"816","toy"
"817","manufacturers"
"818","of"
"819","america"
"820","proposed"
"821","a"
"822","voluntary"
"823","standard"
"824","on"
"825","dehp"
"826","levels"
"827","in"
"828","pacifiers"
"829","the"
"830","commission"
"831","agreed"
"832","to"
"833","pursue"
"834","the"
"835","voluntary"
"836","standard"
"837","and"
"838","meet"
"839","again"
"840","in"
"841","march"
"842","to"
"843","review"
"844","the"
"845","progress"
"846","of"
"847","standard"
"848","development"
"849","the"
"850","phthalate"
"851","esters"
"852","panel"
"853","will"
"854","also"
"855","participate"
"856","in"
"857","the"
"858","standard"
"859","development"
"860","process"
"861","the"
"862","phthalate"
"863","esters"
"864","panel"
"865","has"
"866","formed"
"867","a"
"868","new"
"869","work"
"870","group"
"871","as"
"872","part"
"873","of"
"874","the"
"875","panels"
"876","fda"
"877","task"
"878","group"
"879","the"
"880","new"
"881","exposure"
"882","work"
"883","group"
"884","will"
"885","develop"
"886","a"
"887","program"
"888","that"
"889","will"
"890","supplement"
"891","fda"
"892","food"
"893","analysis"
"894","activities"
"895","concerning"
"896","phthalates"
"897","the"
"898","society"
"899","of"
"900","the"
"901","plastics"
"902","industry"
"903","will"
"904","actively"
"905","participate"
"906","in"
"907","this"
