"","dictionary"
"1","conducted"
"2","for"
"3","the"
"4","epa"
"5","ots"
"6","health"
"7","and"
"8","environmental"
"9","review"
"10","division"
"11","under"
"12","an"
"13","interagency"
"14","agreement"
"15","with"
"16","the"
"17","department"
"18","of"
"19","energy"
"20","cresols"
"21","the"
"22","panel"
"23","has"
"24","made"
"25","final"
"26","laboratory"
"27","selections"
"28","for"
"29","research"
"30","that"
"31","will"
"32","be"
"33","conducted"
"34","under"
"35","a"
"36","tsca"
"37","section"
"38","a"
"39","final"
"40","test"
"41","rule"
"42","hazleton"
"43","laboratories"
"44","inc"
"45","will"
"46","conduct"
"47","mutagenicity"
"48","studies"
"49","and"
"50","bushy"
"51","run"
"52","research"
"53","center"
"54","will"
"55","conduct"
"56","reproductive"
"57","and"
"58","developmental"
"59","effects"
"60","studies"
"61","research"
"62","will"
"63","begin"
"64","when"
"65","the"
"66","final"
"67","testing"
"68","guidelines"
"69","are"
"70","issued"
"71","by"
"72","epa"
"73","ethylene"
"74","oxide"
"75","the"
"76","eoic"
"77","is"
"78","preparing"
"79","to"
"80","send"
"81","an"
"82","eo"
"83","workplace"
"84","survey"
"85","to"
"86","all"
"87","eo"
"88","producers"
"89","and"
"90","ethoxylators"
"91","the"
"92","results"
"93","of"
"94","the"
"95","survey"
"96","will"
"97","be"
"98","used"
"99","to"
"100","support"
"101","comments"
"102","to"
"103","osha"
"104","on"
"105","the"
"106","short"
"107","term"
"108","exposure"
"109","limit"
"110","stel"
"111","issue"
"112","the"
"113","council"
"114","feels"
"115","that"
"116","the"
"117","lppm"
"118","pel"
"119","longterm"
"120","standard"
"121","has"
"122","been"
"123","effective"
"124","in"
"125","reducing"
"126","exposure"
"127","and"
"128","a"
"129","stel"
"130","shortterm"
"131","standard"
"132","may"
"133","not"
"134","be"
"135","necessary"
"136","the"
"137","osha"
"138","ethylene"
"139","oxide"
"140","stel"
"141","is"
"142","to"
"143","be"
"144","proposed"
"145","by"
"146","march"
"147","with"
"148","comments"
"149","due"
"150","sixty"
"151","days"
"152","thereafter"
"153","ethvlhexanolc"
"154","acid"
"155","cma"
"156","filed"
"157","a"
"158","petition"
"159","for"
"160","judicial"
"161","review"
"162","of"
"163","epas"
"164","finding"
"165","that"
"166","eha"
"167","may"
"168","present"
"169","an"
"170","unreasonable"
"171","risk"
"172","within"
"173","the"
"174","context"
"175","of"
"176","tscas"
"177","testing"
"178","provisions"
"179","the"
"180","panel"
"181","will"
"182","argue"
"183","that"
"184","epas"
"185","testing"
"186","requirements"
"187","are"
"188","not"
"189","supported"
"190","by"
"191","substantial"
"192","evidence"
"193","cma"
"194","is"
"195","also"
"196","seeking"
"197","a"
"198","stay"
"199","of"
"200","the"
"201","epa"
"202","testing"
"203","requirements"
"204","pending"
"205","completion"
"206","of"
"207","judicial"
"208","review"
"209","proceedings"
"210","ethvlhexanol"
"211","the"
"212","producers"
"213","importers"
"214","and"
"215","users"
"216","of"
"217","eh"
"218","formed"
"219","a"
"220","new"
"221","panel"
"222","to"
"223","interact"
"224","with"
"225","epa"
"226","in"
"227","the"
"228","development"
"229","of"
"230","a"
"231","test"
"232","rule"
"233","test"
"234","rule"
"235","activity"
"236","was"
"237","initiated"
"238","by"
"239","epa"
"240","in"
"241","august"
"242","a"
"243","proposed"
"244","rule"
"245","to"
"246","initiate"
"247","a"
"248","bioassay"
"249","was"
"250","planned"
"251","for"
"252","publication"
"253","by"
"254","january"
"255","with"
"256","a"
"257","final"
"258","rule"
"259","by"
"260","june"
"261","once"
"262","the"
"263","biosay"
"264","was"
"265","underway"
"266","epa"
"267","planned"
"268","to"
"269","propose"
"270","a"
"271","second"
"272","test"
"273","rule"
"274","to"
"275","cover"
"276","any"
"277","other"
"278","testing"
"279","that"
"280","might"
"281","be"
"282","needed"
"283","eh"
"284","originally"
"285","the"
"286","subject"
"287","of"
"288","an"
"289","ntpsponsored"
"290","chronic"
"291","bioassay"
"292","came"
"293","to"
"294","epas"
"295","attention"
"296","when"
"297","budget"
"298","cuts"
"299","forced"
"300","ntp"
"301","to"
"302","drop"
"303","the"
"304","bioassay"
"305","from"
"306","its"
"307","program"
"308","as"
"309","a"
"310","result"
"311","the"
"312","agency"
