"","dictionary"
"1","the"
"2","staff"
"3","draft"
"4","combines"
"5","uniform"
"6","federal"
"7","product"
"8","liability"
"9","standards"
"10","the"
"11","focus"
"12","of"
"13","the"
"14","kasten"
"15","bill"
"16","with"
"17","a"
"18","new"
"19","alternative"
"20","claim"
"21","system"
"22","this"
"23","system"
"24","provides"
"25","an"
"26","injured"
"27","party"
"28","with"
"29","an"
"30","alternative"
"31","to"
"32","litigation"
"33","anyone"
"34","harmed"
"35","by"
"36","a"
"37","product"
"38","could"
"39","submit"
"40","an"
"41","expedited"
"42","claim"
"43","for"
"44","a"
"45","limited"
"46","range"
"47","of"
"48","damages"
"49","to"
"50","the"
"51","manufacturer"
"52","a"
"53","manufacturer"
"54","who"
"55","pays"
"56","these"
"57","damages"
"58","or"
"59","declines"
"60","to"
"61","pay"
"62","a"
"63","claim"
"64","solely"
"65","because"
"66","of"
"67","a"
"68","dispute"
"69","over"
"70","the"
"71","page"
"72","cma"
"73","amount"
"74","of"
"75","damages"
"76","may"
"77","not"
"78","be"
"79","sued"
"80","for"
"81","damages"
"82","arising"
"83","out"
"84","of"
"85","the"
"86","same"
"87","harm"
"88","cma"
"89","intends"
"90","to"
"91","submit"
"92","its"
"93","views"
"94","on"
"95","the"
"96","draft"
"97","to"
"98","senator"
"99","danforth"
"100","ujjite"
"101","handling"
"102","and"
"103","disposal"
"104","regulatory"
"105","developments"
"106","and"
"107","response"
"108","streamlining"
"109","state"
"110","rcra"
"111","revisions"
"112","the"
"113","rcra"
"114","regulations"
"115","task"
"116","group"
"117","developed"
"118","comments"
"119","on"
"120","epas"
"121","proposed"
"122","regulations"
"123","to"
"124","streamline"
"125","state"
"126","revisions"
"127","cmas"
"128","comments"
"129","supported"
"130","epas"
"131","regulatory"
"132","reform"
"133","proposals"
"134","that"
"135","procedurally"
"136","simplify"
"137","the"
"138","rulemaking"
"139","process"
"140","draft"
"141","toxicity"
"142","characteristic"
"143","leaching"
"144","procedure"
"145","tclp"
"146","the"
"147","environmental"
"148","monitoring"
"149","task"
"150","group"
"151","developed"
"152","informal"
"153","comments"
"154","on"
"155","epas"
"156","tclp"
"157","methodology"
"158","the"
"159","tclp"
"160","will"
"161","be"
"162","used"
"163","by"
"164","epa"
"165","for"
"166","determining"
"167","whether"
"168","certain"
"169","substances"
"170","are"
"171","hazardous"
"172","under"
"173","rcra"
"174","cmas"
"175","comments"
"176","identified"
"177","technical"
"178","and"
"179","scientific"
"180","problems"
"181","with"
"182","the"
"183","methodology"
"184","as"
"185","it"
"186","is"
"187","presently"
"188","set"
"189","forth"
"190","the"
"191","task"
"192","group"
"193","is"
"194","working"
"195","with"
"196","epa"
"197","and"
"198","other"
"199","trade"
"200","groups"
"201","to"
"202","refine"
"203","the"
"204","methodology"
"205","so"
"206","that"
"207","it"
"208","meets"
"209","epas"
"210","and"
"211","industrys"
"212","needs"
"213","technical"
"214","and"
"215","research"
"216","activities"
"217","solid"
"218","waste"
"219","technology"
"220","workshop"
"221","the"
"222","solid"
"223","waste"
"224","technology"
"225","task"
"226","group"
"227","sponsored"
"228","a"
"229","workshop"
"230","for"
"231","solid"
"232","waste"
"233","experts"
"234","the"
"235","workshop"
"236","attended"
"237","by"
"238","member"
"239","company"
"240","representatives"
"241","provided"
"242","an"
"243","opportunity"
"244","to"
"245","discuss"
"246","common"
"247","problems"
"248","and"
"249","exchange"
"250","ideas"
"251","on"
"252","solid"
"253","waste"
"254","technology"
"255","matters"
"256","xnterassociatlon"
"257","tclp"
"258","research"
"259","project"
"260","the"
"261","environmental"
"262","management"
"263","committee"
"264","approved"
"265","participation"
"266","in"
"267","an"
"268","interassociation"
"269","project"
"270","to"
"271","study"
"272","epas"
"273","tclp"
"274","methods"
"275","to"
"276","verify"
"277","the"
"278","precision"
"279","and"
"280","accuracy"
"281","of"
"282","the"
"283","procedures"
"284","v"
"285","other"
"286","organizations"
"287","participating"
"288","in"
"289","the"
"290","project"
"291","are"
"292","the"
"293","american"
"294","iron"
"295","and"
"296","steel"
"297","institute"
"298","american"
"299","mining"
"300","congress"
"301","american"
"302","textile"
"303","manufacturers"
"304","institute"
"305","edison"
"306","electric"
"307","institute"
"308","and"
"309","american"
"310","lead"
"311","industry"
"312","the"
"313","goal"
"314","of"
"315","the"
"316","project"
"317","is"
"318","to"
"319","provide"
"320","data"
"321","and"
"322","information"
"323","that"
"324","will"
"325","result"
"326","in"
"327","revisions"
"328","to"
"329","the"
"330","tclp"
"331","methods"
"332","waste"
"333","minimization"
"334","guidance"
"335","the"
"336","rcra"
"337","regulations"
"338","task"
"339","group"
"340","developed"
"341","a"
"342","guidance"
"343","document"
"344","offering"
"345","member"
"346","companies"
"347","recommendations"
"348","on"
"349","how"
"350","to"
"351","comply"
"352","with"
"353","the"
"354","new"
"355","rcra"
"356","waste"
"357","minimization"
"358","certification"
"359","provisions"
"360","the"
"361","document"
"362","rather"
"363","than"
"364","stating"
"365","one"
"366","way"
"367","to"
"368","comply"
"369","offers"
"370","member"
"371","companies"
"372","options"
"373","to"
"374","be"
"375","considered"
"376","in"
"377","developing"
"378","a"
"379","plan"
"380","to"
"381","comply"
"382","with"
"383","the"
"384","requirements"
"385","that"
"386","take"
"387","effect"
"388","in"
"389","november"
"390","litigation"
"391","and"
"392","related"
"393","activities"
"394","definition"
"395","of"
"396","solid"
"397","waste"
"398","on"
"399","april"
"400","cma"
"401","moved"
"402","to"
"403","intervene"
"404","in"
"405","american"
"406","mining"
"407","congress"
"408","v"
"409","environmental"
"410","protection"
