"","dictionary"
"1","adipates"
"2","and"
"3","phthalates"
"4","at"
"5","that"
"6","time"
"7","the"
"8","bureau"
"9","of"
"10","foods"
"11","was"
"12","preparing"
"13","a"
"14","strategy"
"15","document"
"16","for"
"17","submission"
"18","to"
"19","the"
"20","fda"
"21","commis­"
"22","sioner"
"23","which"
"24","could"
"25","have"
"26","resulted"
"27","in"
"28","a"
"29","restriction"
"30","or"
"31","ban"
"32","of"
"33","deha"
"34","in"
"35","food"
"36","contact"
"37","applications"
"38","the"
"39","phthalate"
"40","esters"
"41","fdatg"
"42","met"
"43","with"
"44","representatives"
"45","of"
"46","the"
"47","fda"
"48","and"
"49","successfully"
"50","delay"
"51","d"
"52","the"
"53","strategy"
"54","document"
"55","the"
"56","fdatg"
"57","is"
"58","currently"
"59","preparing"
"60","a"
"61","detailed"
"62","review"
"63","of"
"64","deha"
"65","toxicity"
"66","data"
"67","and"
"68","developing"
"69","a"
"70","voluntary"
"71","testing"
"72","program"
"73","which"
"74","fda"
"75","could"
"76","accept"
"77","in"
"78","lieu"
"79","of"
"80","an"
"81","interim"
"82","regulation"
"83","or"
"84","ban"
"85","on"
"86","deha"
"87","since"
"88","the"
"89","phthalate"
"90","esters"
"91","panel"
"92","was"
"93","originally"
"94","organized"
"95","and"
"96","funded"
"97","to"
"98","address"
"99","epas"
"100","concerns"
"101","the"
"102","fdatg"
"103","activi­"
"104","ties"
"105","will"
"106","be"
"107","funded"
"108","separately"
"109","the"
"110","panel"
"111","faces"
"112","the"
"113","challenge"
"114","of"
"115","presenting"
"116","an"
"117","industry"
"118","con­"
"119","census"
"120","on"
"121","a"
"122","class"
"123","of"
"124","compounds"
"125","individual"
"126","participating"
"127","com­"
"128","panies"
"129","have"
"130","diverse"
"131","interests"
"132","but"
"133","all"
"134","have"
"135","a"
"136","common"
"137","go"
"138","to"
"139","minimize"
"140","the"
"141","regulatory"
"142","action"
"143","on"
"144","these"
"145","substances"
"146","by"
"147","responsi­"
"148","ble"
"149","voluntary"
"150","programs"
"151","supported"
"152","broadly"
"153","polychlorinated"
"154","biphenyls"
"155","pcba"
"156","the"
"157","recent"
"158","decision"
"159","in"
"160","edf"
"161","v"
"162","epa"
"163","no"
"164","set"
"165","aside"
"166","two"
"167","parts"
"168","of"
"169","epas"
"170","regulation"
"171","pertaining"
"172","to"
"173","pcbs"
"174","the"
"175","court"
"176","found"
"177","that"
"178","epa"
"179","did"
"180","not"
"181","present"
"182","substantial"
"183","evidence"
"184","to"
"185","support"
"186","its"
"187","determination"
"188","to"
"189","exclude"
"190","from"
"191","regulation"
"192","materials"
"193","containing"
"194","less"
"195","chan"
"196","ppm"
"197","pcbs"
"198","and"
"199","b"
"200","define"
"201","the"
"202","statutorily"
"203","exempted"
"204","totally"
"205","enclosed"
"206","uses"
"207","as"
"208","intact"
"209","and"
"210","nonleaking"
"211","as"
"212","a"
