"","dictionary"
"1","exhibit"
"2","e"
"3","mca"
"4","industrial"
"5","relations"
"6","advisory"
"7","committee"
"8","report"
"9","to"
"10","the"
"11","board"
"12","of"
"13","directors"
"14","january"
"15","john"
"16","j"
"17","radigan"
"18","chairman"
"19","in"
"20","september"
"21","i"
"22","had"
"23","the"
"24","privilege"
"25","of"
"26","speaking"
"27","to"
"28","the"
"29","board"
"30","of"
"31","directors"
"32","to"
"33","report"
"34","on"
"35","the"
"36","industrial"
"37","relations"
"38","advisory"
"39","committees"
"40","activities"
"41","at"
"42","that"
"43","time"
"44","i"
"45","took"
"46","a"
"47","few"
"48","minutes"
"49","to"
"50","crystalball"
"51","what"
"52","i"
"53","saw"
"54","in"
"55","the"
"56","near"
"57","future"
"58","in"
"59","the"
"60","broad"
"61","area"
"62","of"
"63","industrial"
"64","relations"
"65","as"
"66","i"
"67","indicated"
"68","in"
"69","my"
"70","projections"
"71","we"
"72","have"
"73","seen"
"74","relatively"
"75","high"
"76","inflation"
"77","continue"
"78","through"
"79","coupled"
"80","with"
"81","high"
"82","increases"
"83","in"
"84","wages"
"85","at"
"86","all"
"87","levels"
"88","new"
"89","and"
"90","improved"
"91","fringe"
"92","ben"
"93","fits"
"94","including"
"95","dental"
"96","plans"
"97","have"
"98","become"
"99","commonplace"
"100","and"
"101","we"
"102","hav"
"103","witnessed"
"104","a"
"105","strong"
"106","push"
"107","for"
"108","job"
"109","security"
"110","fueled"
"111","by"
"112","the"
"113","reces­"
"114","sion"
"115","in"
"116","my"
"117","opinion"
"118","even"
"119","though"
"120","inflation"
"121","has"
"122","slowed"
"123","down"
"124","and"
"125","hop"
"126","fully"
"127","will"
"128","continue"
"129","to"
"130","do"
"131","so"
"132","wages"
"133","will"
"134","rise"
"135","in"
"136","excess"
"137","of"
"138","the"
"139","current"
"140","level"
"141","of"
"142","inflation"
"143","and"
"144","fringe"
"145","benefits"
"146","together"
"147","with"
"148","job"
"149","s"
"150","curity"
"151","will"
"152","become"
"153","the"
"154","main"
"155","thrust"
"156","of"
"157","organized"
"158","labor"
"159","other"
"160","forms"
"161","of"
"162","insurance"
"163","programs"
"164","such"
"165","as"
"166","those"
"167","covering"
"168","automobiles"
"169","and"
"170","legal"
"171","fees"
"172","will"
"173","reach"
"174","the"
"175","bargaining"
"176","table"
"177","as"
"178","to"
"179","job"
"180","security"
"181","we"
"182","shall"
"183","see"
"184","in"
"185","the"
"186","next"
"187","three"
"188","to"
"189","five"
"190","years"
"191","a"
"192","definite"
"193","major"
"194","breakthrough"
"195","in"
"196","this"
"197","area"
