"","dictionary"
"1","exhibit"
"2","f"
"3","report"
"4","to"
"5","the"
"6","board"
"7","of"
"8","directors"
"9","manufacturing"
"10","chemists"
"11","association"
"12","food"
"13","gary"
"14","a"
"15","sunshine"
"16","chairman"
"17","drug"
"18","and"
"19","cosmetic"
"20","chemicals"
"21","committee"
"22","may"
"23","it"
"24","is"
"25","a"
"26","pleasure"
"27","to"
"28","have"
"29","the"
"30","opportunity"
"31","to"
"32","report"
"33","to"
"34","you"
"35","on"
"36","the"
"37","activities"
"38","of"
"39","the"
"40","fdcc"
"41","committee"
"42","and"
"43","to"
"44","share"
"45","with"
"46","you"
"47","thoughts"
"48","that"
"49","have"
"50","grown"
"51","out"
"52","of"
"53","my"
"54","association"
"55","with"
"56","the"
"57","work"
"58","of"
"59","the"
"60","committee"
"61","during"
"62","the"
"63","past"
"64","year"
"65","as"
"66","you"
"67","know"
"68","the"
"69","objectives"
"70","and"
"71","the"
"72","function"
"73","of"
"74","the"
"75","fdcc"
"76","committee"
"77","are"
"78","as"
"79","follows"
"80","to"
"81","advise"
"82","thp"
"83","board"
"84","of"
"85","directors"
"86","concerning"
"87","chemicals"
"88","used"
"89","in"
"90","foods"
"91","drugs"
"92","and"
"93","cosmetics"
"94","and"
"95","in"
"96","accord"
"97","with"
"98","association"
"99","policies"
"100","and"
"101","procedures"
"102","develop"
"103","positions"
"104","on"
"105","legislation"
"106","and"
"107","regulations"
"108","affect­"
"109","ing"
"110","such"
"111","chemicals"
"112","formulate"
"113","principles"
"114","and"
"115","encourage"
"116","technical"
"117","development"
"118","pertinent"
"119","to"
"120","their"
"121","use"
"122","and"
"123","cooperate"
"124","with"
"125","other"
"126","organizations"
"127","having"
"128","parallel"
"129","interests"
"130","considering"
"131","the"
"132","rapid"
"133","rate"
"134","of"
"135","developments"
"136","in"
"137","the"
"138","past"
"139","few"
"140","years"
"141","these"
"142","responsibilities"
"143","represent"
"144","no"
"145","small"
"146","task"
"147","the"
"148","activities"
"149","of"
"150","the"
"151","committee"
"152","during"
"153","the"
"154","past"
"155","year"
"156","have"
"157","been"
"158","directed"
"159","largely"
"160","toward"
"161","consolidating"
"162","and"
"163","implementing"
"164","organizational"
"165","improvements"
"166","initiated"
"167","during"
"168","the"
"169","preceding"
"170","year"
"171","the"
"172","organizational"
"173","structure"
"174","that"
"175","has"
"176","been"
"177","established"
"178","consists"
"179","essentially"
"180","of"
"181","a"
"182","legislative"
"183","and"
"184","regulatory"
"185","subcommittee"
"186","a"
"187","scientific"
"188","subcommittee"
"189","and"
"190","a"
"191","commun­"
"192","ications"
"193","subcommittee"
"194","which"
"195","are"
"196","designed"
"197","to"
"198","closely"
"199","follow"
"200","develop­"
"201","ments"
"202","in"
"203","their"
"204","respective"
"205","areas"
"206","the"
"207","subcommittees"
"208","through"
"209","their"
"210","respective"
"211","chairmen"
"212","and"
"213","the"
"214","steering"
"215","subcommittee"
"216","function"
"217","by"
"218","developing"
"219","and"
"220","referring"
"221","welldeveloped"
"222","reports"
"223","and"
"224","proposals"
"225","to"
"226","the"
"227","full"
"228","committee"
"229","for"
"230","review"
"231","and"
"232","action"
"233","this"
"234","structural"
"235","concept"
"236","takes"
"237","advantage"
"238","of"
"239","the"
"240","available"
"241","manpower"
"242","by"
"243","establishing"
"244","a"
"245","welldefined"
"246","division"
"247","of"
"248","the"
"249","work"
"250","areas"
"251","eliminating"
"252","repetitious"
"253","meetings"
"254","and"
"255","concentrating"
"256","on"
"257","developing"
"258","concrete"
"259","proposals"
"260","for"
"261","the"
"262","basis"
"263","of"
"264","committee"
"265","action"
"266","task"
"267","force"
"268","units"
"269","with"
"270","specific"
"271","areas"
"272","of"
"273","assign­"
"274","ment"
"275","within"
"276","these"
"277","broad"
"278","lines"
"279","of"
"280","division"
"281","have"
"282","also"
"283","been"
"284","used"
"285","to"
"286","advantage"
"287","cma"
"288","during"
"289","the"
"290","past"
"291","year"
"292","for"
"293","example"
"294","the"
"295","committee"
"296","prepared"
"297","and"
"298","submitted"
"299","extensive"
"300","comments"
"301","on"
"302","the"
"303","fda"
"304","proposed"
"305","administrative"
"306","practices"
"307","and"
"308","procedures"
"309","regulations"
"310","of"
"311","particular"
"312","importance"
"313","to"
"314","mca"
"315","was"
"316","the"
"317","fda"
"318","position"
"319","stated"
"320","in"
"321","section"
"322","b"
"323","of"
"324","these"
"325","proposed"
"326","regulations"
"327","that"
"328","any"
"329","representation"
"330","made"
"331","by"
"332","a"
"333","trade"
"334","association"
"335","shall"
"336","be"
"337","on"
"338","behalf"
"339","of"
"340","its"
"341","members"
"342","and"
"343","shall"
"344","constitute"
