"","dictionary"
"1","cma"
"2","redaction"
"3","documents"
"4","volume"
"5","cma"
"6","and"
"7","cma"
"8","board"
"9","of"
"10","directors"
"11","meeting"
"12","minutes"
"13","cma"
"14","concealed"
"15","the"
"16","report"
"17","of"
"18","its"
"19","director"
"20","of"
"21","government"
"22","relations"
"23","and"
"24","describing"
"25","the"
"26","important"
"27","new"
"28","laws"
"29","passed"
"30","at"
"31","the"
"32","end"
"33","of"
"34","the"
"35","second"
"36","legislative"
"37","session"
"38","including"
"39","the"
"40","toxic"
"41","substances"
"42","control"
"43","act"
"44","pl"
"45","finally"
"46","became"
"47","the"
"48","law"
"49","after"
"50","five"
"51","years"
"52","of"
"53","deliberation"
"54","and"
"55","controversy"
"56","thus"
"57","establishing"
"58","federal"
"59","controls"
"60","over"
"61","the"
"62","manufacturer"
"63","distribution"
"64","and"
"65","use"
"66","of"
"67","chemicals"
"68","cma"
"69","discussing"
"70","bills"
"71","which"
"72","didnt"
"73","pass"
"74","but"
"75","which"
"76","were"
"77","likely"
"78","to"
"79","surface"
"80","again"
"81","including"
"82","a"
"83","bill"
"84","to"
"85","provide"
"86","stricter"
"87","regulations"
"88","of"
"89","lobbying"
"90","common"
"91","cause"
"92","is"
"93","a"
"94","strong"
"95","advocate"
"96","while"
"97","nader"
"98","groups"
"99","and"
"100","the"
"101","aflcio"
"102","supported"
"103","only"
"104","the"
"105","house"
"106","version"
"107","cma"
"108","concealed"
"109","the"
"110","apprehension"
"111","of"
"112","business"
"113","that"
"114","dues"
"115","paid"
"116","to"
"117","trade"
"118","associations"
"119","by"
"120","corporate"
"121","members"
"122","could"
"123","be"
"124","subject"
"125","to"
"126","public"
"127","disclosure"
"128","under"
"129","some"
"130","concepts"
"131","cma"
"132","concealed"
"133","its"
"134","discussion"
"135","of"
"136","the"
"137","failure"
"138","of"
"139","the"
"140","clean"
"141","act"
"142","amendments"
"143","whose"
"144","filibuster"
"145","senator"
"146","musky"
"147","blamed"
"148","on"
"149","the"
"150","auto"
"151","industry"
"152","the"
"153","cma"
"154","concealed"
"155","its"
"156","discussion"
"157","of"
"158","industrial"
"159","organization"
"160","the"
"161","socalled"
"162","hart"
"163","bill"
"164","who"
"165","sponsors"
"166","retirees"
"167","and"
"168","which"
"169","singles"
"170","out"
"171","chemicals"
"172","manufacturing"
"173","and"
"174","other"
"175","industry"
"176","for"
"177","possible"
"178","breakup"
"179","creates"
"180","a"
"181","special"
"182","commission"
"183","to"
"184","make"
"185","divestiture"
"186","investigations"
"187","and"
"188","a"
"189","special"
"190","court"
"191","to"
"192","compel"
"193","dismantling"
"194","cma"
"195","cma"
"196","concealed"
"197","its"
"198","having"
"199","reported"
"200","the"
"201","failure"
"202","of"
"203","bills"
"204","which"
"205","would"
"206","have"
"207","provided"
"208","for"
"209","the"
"210","outlawing"
"211","of"
"212","corporate"
"213","bribes"
"214","to"
"215","foreign"
"216","officials"
"217","and"
"218","proposals"
"219","to"
"220","create"
"221","a"
"222","new"
"223","consumer"
"224","protection"
"225","agency"
"226","expand"
"227","the"
"228","ftc"
"229","cma"
"230","concealed"
"231","its"
"232","description"
"233","of"
"234","jimmy"
"235","carter"
"236","as"
"237","an"
"238","anti­"
"239","establishment"
"240","candidate"
"241","for"
"242","nearly"
"243","two"
"244","years"
"245","but"
"246","that"
"247","jimmy"
"248","carter"
"249","now"
"250","is"
"251","the"
"252","establishment"
"253","cma"
"254","the"
"255","cma"
"256","concealed"
"257","its"
"258","statement"
"259","that"
"260","carter"
"261","is"
"262","now"
"263","confronted"
"264","with"
"265","the"
"266","dilemma"
"267","of"
"268","some"
"269","delicacy"
"270","how"
"271","to"
"272","begin"
"273","to"
"274","direct"
"275","and"
"276","to"
"277","motivate"
"278","the"
"279","people"
"280","and"
"281","the"
"282","mechanisms"
"283","he"
"284","as"
"285","so"
"286","recently"
"287","and"
"288","soundly"
"289","castigated"
"290","cma"
"291","the"
"292","cma"
"293","concealed"
"294","its"
"295","discussion"
"296","of"
"297","congressional"
"298","leaders"
"299","who"
"300","have"
"301","obviously"
"302","enjoyed"
"303","the"
"304","independence"
"305","and"
"306","status"
"307","which"
"308","the"
"309","years"
"310","of"
"311","confrontation"
"312","during"
"313","the"
"314","stalemate"
"315","government"
"316","of"
"317","presidents"
"318","nixon"
"319","and"
"320","ford"
"321","have"
"322","produced"
"323","cma"
"324","these"
"325","legislatures"
"326","simply"
"327","covet"
"328","their"
"329","independence"
"330","of"
"331","action"
"332","and"
"333","consider"
"334","their"
"335","important"
"336","role"
"337","as"
"338","being"
"339","nothing"
"340","more"
"341","than"
"342","punishing"
"343","one"
"344","president"
"345","or"
"346","making"
"347","his"
"348","successor"
"349","appear"
"350","ineffectual"
"351","longtime"
"352","carter"
"353","watchers"
"354","point"
"355","out"
"356","that"
"357","he"
"358","adopted"
"359","a"
"360","tough"
"361","no"
"362","compromise"
"363","attitude"
"364","towards"
"365","the"
"366","georgia"
"367","legislature"
"368","during"
"369","his"
"370","term"
"371","as"
"372","qwp"
"373","mollie"
"374","governor"
"375","cma"
"376","cma"
"377","concealed"
"378","its"
"379","belief"
"380","that"
"381","the"
"382","incoming"
"383","president"
"384","would"
"385","apparently"
"386","retain"
"387","the"
"388","present"
"389","nondegradation"
"390","concepts"
"391","of"
"392","the"
"393","clean"
"394","air"
"395","act"
"396","and"
"397","has"
"398","called"
"399","for"
"400","stricter"
"401","enforcement"
"402","of"
"403","water"
"404","pollution"
"405","control"
"406","laws"
"407","and"
"408","evidently"
"409","will"
"410","oppose"
"411","efforts"
"412","to"
"413","weaken"
"414","federal"
"415","water"
"416","pollution"
"417","control"
"418","act"
"419","cma"
"420","cma"
"421","concealed"
"422","the"
"423","report"
"424","of"
"425","its"
"426","chemical"
"427","packaging"
"428","committee"
"429","and"
"430","its"
"431","existence"
"432","cma"
"433","times"
"434","have"
"435","changed"
"436","just"
"437","a"
"438","few"
"439","years"
"440","ago"
"441","chemical"
"442","packaging"
"443","engineers"
"444","might"
"445","be"
"446","concentrating"
"447","on"
"448","the"
"449","steel"
"450","thickness"
"451","of"
"452","a"
"453","drum"
"454","for"
"455","solvents"
"456","etc"
"457","but"
"458","today"
"459","he"
"460","must"
"461","also"
"462","know"
"463","about"
"464","the"
"465","transportation"
"466","safety"
"467","act"
"468","of"
"469","consolidation"
"470","of"
"471","dot"
"472","regulations"
"473","and"
"474","looking"
"475","to"
"476","the"
"477","future"
"478","regulations"
"479","on"
"480","solid"
"481","waste"
"482","deposal"
"483","and"
"484","carcinogens"
"485","and"
"486","why"
"487","have"
"488","times"
"489","changed"
"490","so"
"491","we"
"492","believe"
"493","the"
"494","most"
"495","important"
"496","factor"
"497","is"
"498","the"
"499","concern"
"500","on"
"501","the"
"502","part"
"503","of"
"504","both"
"505","private"
"506","and"
"507","public"
"508","sectors"
"509","for"
"510","greater"
"511","safety"
"512","in"
"513","the"
"514","packaging"
"515","transportation"
"516","and"
"517","distribution"
"518","of"
"519","hazardous"
"520","materials"
"521","cma"
"522","concealed"
"523","its"
"524","discussion"
"525","of"
"526","dot"
"527","recognition"
"528","of"
"529","costbenefit"
"530","it"
"531","considers"
"532","in"
"533","any"
"534","reviews"
"535","of"
"536","package"
"537","regulation"
"538","changes"
"539","packaging"
"540","is"
"541","seen"
"542","as"
"543","a"
"544","cost"
"545","item"
"546","in"
"547","our"
"548","industry"
"549","cma"
"550","the"
"551","cma"
"552","concealed"
"553","the"
"554","fact"
"555","its"
"556","packaging"
"557","committee"
"558","together"
"559","with"
"560","the"
"561","transportation"
"562","equipment"
"563","and"
"564","transportation"
"565","and"
"566","distribution"
"567","committees"
"568","sponsors"
"569","symposium"
"570","on"
"571","hazardous"
"572","materials"
"573","regulations"
"574","with"
"575","over"
"576","attendees"
"577","from"
"578","all"
"579","concerned"
"580","shipper"
"581","and"
"582","carriers"
"583","groups"
"584","other"
"585","evidence"
"586","indicates"
"587","the"
"588","cmas"
"589","preference"
"590","for"
"591","regulation"
"592","by"
"593","dot"
"594","cma"
"595","concealed"
"596","dot"
"597","has"
"598","already"
"599","indicated"
"600","that"
"601","they"
"602","have"
"603","underdevelopment"
"604","regulations"
"605","applying"
"606","to"
"607","the"
"608","proper"
"609","packaging"
"610","and"
"611","transportation"
"612","of"
"613","health"
"614","products"
"615","such"
"616","as"
"617","carcinogens"
"618","munegions"
"619","and"
"620","teartatogens"
"621","cma"
"622","cma"
"623","concealed"
"624","its"
"625","chemical"
"626","packaging"
"627","committees"
"628","reference"
"629","to"
"630","its"
"631","responsibility"
"632","to"
"633","assist"
"634","the"
"635","chemical"
"636","industry"
"637","to"
"638","meet"
"639","all"
"640","legal"
"641","requirements"
"642","while"
"643","maintaining"
"644","a"
"645","lowrisk"
"646","position"
