"","dictionary"
"1","added"
"2","federal"
"3","revenue"
"4","which"
"5","may"
"6","be"
"7","particularly"
"8","enticing"
"9","to"
"10","a"
"11","congress"
"12","facing"
"13","continued"
"14","hugh"
"15","budget"
"16","deficits"
"17","we"
"18","are"
"19","concerned"
"20","that"
"21","full"
"22","decontrol"
"23","with"
"24","an"
"25","excessive"
"26","windfall"
"27","profits"
"28","tax"
"29","could"
"30","well"
"31","be"
"32","worse"
"33","than"
"34","the"
"35","ngpa"
"36","cma"
"37","fourthl"
"38","th"
"39","severity"
"40","of"
"41","price"
"42","fly"
"43","up"
"44","upon"
"45","deregulation"
"46","most"
"47","peoples"
"48","views"
"49","on"
"50","total"
"51","decontrol"
"52","of"
"53","natural"
"54","gas"
"55","are"
"56","directly"
"57","related"
"58","to"
"59","their"
"60","perception"
"61","of"
"62","the"
"63","magnitude"
"64","of"
"65","the"
"66","price"
"67","increase"
"68","that"
"69","will"
"70","result"
"71","the"
"72","consumer"
"73","activists"
"74","have"
"75","effectively"
"76","convinced"
"77","the"
"78","public"
"79","that"
"80","decontrol"
"81","will"
"82","devastatetheir"
"83","personal"
"84","budgets"
"85","the"
"86","press"
"87","continues"
"88","to"
"89","provide"
"90","front"
"91","page"
"92","coverage"
"93","to"
"94","these"
"95","claims"
"96","while"
"97","more"
"98","moderate"
"99","projections"
"100","by"
"101","more"
"102","knowledgeable"
"103","parties"
"104","are"
"105","deemed"
"106","not"
"107","newsworthy"
"108","most"
"109","important"
"110","of"
"111","all"
"112","in"
"113","our"
"114","effort"
"115","to"
"116","obtain"
"117","deregulation"
"118","of"
"119","natural"
"120","gas"
"121","is"
"122","strong"
"123","support"
"124","by"
"125","president"
"126","reagan"
"127","we"
"128","will"
"129","urge"
"130","the"
"131","administration"
"132","to"
"133","introduce"
"134","a"
"135","deregulation"
"136","bill"
"137","early"
"138","in"
"139","or"
"140","to"
"141","endorse"
"142","a"
"143","bill"
"144","introduced"
"145","by"
"146","a"
"147","proponent"
"148","of"
"149","decontrol"
"150","our"
"151","committees"
"152","action"
"153","plan"
"154","includes"
"155","analyze"
"156","the"
"157","national"
"158","supplydemand"
"159","outlook"
"160","for"
"161","the"
"162","nation"
"163","and"
"164","the"
"165","chemical"
"166","industry"
"167","beyond"
"168","continue"
"169","to"
"170","present"
"171","the"
"172","cma"
"173","position"
"174","before"
"175","congress"
"176","and"
"177","the"
"178","administration"
"179","develop"
"180","and"
"181","distribute"
"182","news"
"183","releases"
"184","and"
"185","communications"
"186","packages"
"187","form"
"188","coalitions"
"189","to"
"190","develop"
"191","reasonable"
"192","compromises"
"193","on"
"194","the"
"195","major"
"196","issues"
"197","the"
"198","importance"
"199","of"
"200","the"
"201","coismunlcations"
"202","effort"
"203","cannot"
"204","be"
"205","underestimated"
"206","let"
"207","me"
"208","cite"
"209","a"
"210","few"
"211","examples"
"212","of"
"213","the"
"214","headline"
"215","grabbing"
"216","claims"
"217","of"
"218","our"
"219","opposition"
"220","frank"
"221","mckeeunited"
"222","steelworkers"
"223","of"
"224","america"
"225","natural"
"226","gas"
"227","decontrol"
"228","would"
"229","more"
"230","than"
"231","double"
"232","current"
"233","utility"
"234","bills"
"235","for"
"236","consumers"
"237","and"
"238","destroy"
"239","an"
"240","estimated"
"241","three"
"242","million"
"243","jobs"
"244","in"
"245","an"
"246","already"
"247","staggering"
"248","economy"
"249","millions"
"250","of"
"251","americans"
"252","would"
"253","have"
"254","to"
"255","choose"
"256","between"
"257","eating"
"258","and"
"259","freezing"
"260","the"
"261","aflc"
"262","executive"
"263","council"
"264","has"
"265","called"
"266","gas"
"267","decontrol"
"268","the"
"269","most"
"270","expensive"
"271","short"
"272","term"
"273","income"
"274","transfer"
"275","program"
"276","in"
"277","the"
"278","history"
"279","of"
"280","the"
"281","nation"
"282","one"
"283","that"
"284","takes"
"285","from"
"286","consumers"
"287","and"
"288","gives"
"289","to"
"290","the"
"291","energy"
"292","companies"
"293","dr"
"294","mark"
"295","cooper"
"296","of"
"297","the"
"298","consumer"
"299","energy"
"300","council"
"301","of"
"302","america"
"303","as"
"304","deregulation"
"305","drives"
"306","up"
"307","fuel"
"308","prices"
"309","and"
"310","inflation"
"311","dominos"
"312","will"
"313","fall"
"314","throughout"
"315","the"
"316","economy"
"317","output"
"318","will"
"319","decrease"
"320","unemployment"
"321","will"
"322","increase"
"323","productivity"
"324","will"
"325","decline"
"326","gas"
"327","supplies"
"328","will"
"329","decrease"
"330","and"
"331","equity"
"332","will"
"333","be"
"334","undermined"
"335","the"
"336","council"
"337","estimates"
"338","that"
"339","over"
"340","the"
"341","next"
"342","three"
"343","years"
"344","deregulation"
"345","would"
"346","cost"
"347","american"
"348","workers"
"349","to"
"350","jobs"
"351","and"
"352","billion"
"353","in"
"354","lost"
"355","wages"
"356","while"
"357","raising"
"358","living"
"359","costs"
"360","sharply"
"361","and"
"362","cutting"
"363","up"
"364","to"
"365","billion"
"366","from"
"367","the"
"368","gross"
"369","national"
"370","product"
"371","armed"
"372","with"
"373","figures"
"374","like"
"375","these"
"376","and"
"377","with"
"378","inflated"
"379","estimates"
"380","that"
"381","total"
"382","decontrol"
"383","could"
"384","raise"
"385","the"
"386","average"
"387","household"
"388","heating"
"389","cost"
"390","from"
"391","to"
"392","per"
"393","heating"
"394","season"
"395","many"
"396","citizen"
"397","action"
"398","organizations"
"399","have"
"400","mounted"
"401","effective"
"402","grass"
"403","roots"
"404","campaigns"
"405","to"
"406","fight"
"407","decontrol"
"408","in"
"409","milwaukee"
"410","senior"
"411","citizens"
"412","confronted"
"413","senator"
"414","kasten"
"415","then"
"416","undecided"
"417","on"
"418","the"
"419","issue"
"420","to"
"421","sign"
"422","a"
"423","pledge"
"424","against"
"425","dec"
"426","ntr"
"427","chanting"
"428","yes"
"429","or"
"430","no"
"431","yes"
"432","or"
"433","no"
"434","the"
"435","demonstrators"
"436","demanded"
"437","that"
"438","kasten"
"439","declare"
"440","his"
"441","position"
"442","on"
"443","accelerated"
"444","decontrol"
"445","publicly"
"446","when"
"447","kasten"
"448","declared"
"449","his"
"450","opposition"
"451","to"
"452","decontrol"
"453","the"
"454","demonstrators"
"455","presented"
"456","him"
"457","with"
"458","a"
"459","written"
"460","pledge"
"461","kasten"
"462","signed"
"463","the"
"464","pledge"
"465","cma"
"466","jusc"
"467","a"
"468","few"
"469","weeks"
"470","ago"
"471","che"
"472","comnictee"
"473","for"
"474","economic"
"475","development"
"476","and"
"477","the"
"478","conservation"
"479","foundation"
"480","testified"
"481","for"
"482","immediate"
"483","deregulation"
"484","before"
"485","the"
"486","house"
"487","fossil"
"488","and"
"489","synthetic"
"490","fuels"
"491","subcommittee"
"492","they"
"493","also"
"494","recognized"
"495","the"
"496","burden"
"497","this"
"498","would"
"499","be"
"500","on"
"501","the"
"502","poor"
"503","and"
"504","recommended"
"505","that"
"506","billion"
"507","be"
"508","allocated"
"509","for"
"510","their"
"511","needs"
"512","the"
"513","consumer"
"514","federation"
"515","of"
"516","america"
"517","immediately"
"518","labeled"
"519","ceds"
"520","proposal"
"521","as"
"522","uttercynicism"
"523","while"
"524","we"
"525","do"
"526","not"
"527","anticipate"
"528","that"
"529","emergency"
"530","planning"
"531","will"
"532","be"
"533","a"
"534","high"
"535","profile"
"536","issue"
"537","during"
"538","we"
"539","must"
"540","be"
"541","prepared"
"542","for"
"543","that"
"544","possibility"
"545","the"
"546","impact"
"547","of"
"548","adverse"
"549","action"
"550","could"
"551","be"
"552","substantial"
"553","in"
"554","the"
"555","past"
"556","the"
"557","chemical"
"558","industry"
"559","has"
"560","not"
"561","received"
"562","equitable"
"563","treatment"
"564","under"
"565","crude"
"566","oil"
"567","and"
"568","petroleum"
"569","product"
"570","allocation"
"571","controls"
"572","particularly"
"573","for"
"574","feedstock"
"575","the"
"576","chemical"
"577","industry"
"578","uses"
"579","about"
"580","x"
"581","of"
"582","the"
"583","nations"
"584","liquid"
"585","petroleum"
"586","for"
"587","feedstocks"
"588","and"
"589","an"
"590","additional"
"591","despite"
"592","the"
"593","presidential"
