"","dictionary"
"1","cma"
"2","cma"
"3","exhibit"
"4","g"
"5","report"
"6","of"
"7","the"
"8","director"
"9","of"
"10","communications"
"11","jon"
"12","c"
"13","holtzman"
"14","with"
"15","the"
"16","active"
"17","participation"
"18","of"
"19","cma’s"
"20","officers"
"21","and"
"22","a"
"23","number"
"24","of"
"25","board"
"26","members"
"27","the"
"28","superfund"
"29","communication"
"30","program"
"31","initiated"
"32","two"
"33","months"
"34","ago"
"35","has"
"36","moved"
"37","into"
"38","high"
"39","gear"
"40","that"
"41","effort"
"42","will"
"43","continue"
"44","over"
"45","the"
"46","next"
"47","several"
"48","months"
"49","as"
"50","we"
"51","expand"
"52","our"
"53","network"
"54","of"
"55","contacts"
"56","to"
"57","include"
"58","regional"
"59","media"
"60","the"
"61","contacts"
"62","produce"
"63","discussions"
"64","that"
"65","are"
"66","not"
"67","limited"
"68","to"
"69","the"
"70","superfund"
"71","issue"
"72","but"
"73","bring"
"74","in"
"75","clean"
"76","sites"
"77","inc"
"78","general"
"79","industry"
"80","attitudes"
"81","of"
"82","cooperation"
"83","to"
"84","solve"
"85","problems"
"86","for"
"87","the"
"88","most"
"89","part"
"90","we"
"91","are"
"92","finding"
"93","understanding"
"94","of"
"95","and"
"96","agreement"
"97","with"
"98","many"
"99","of"
"100","the"
"101","points"
"102","we"
"103","raise"
"104","a"
"105","number"
"106","of"
"107","editors"
"108","and"
"109","reporters"
"110","have"
"111","expressed"
"112","appreciation"
"113","at"
"114","our"
"115","willingness"
"116","to"
"117","talk"
"118","and"
"119","to"
"120","answer"
"121","questions"
"122","the"
"123","payback"
"124","for"
"125","the"
"126","effort"
"127","is"
"128","beginning"
"129","to"
"130","come"
"131","in"
"132","more"
"133","balanced"
"134","reporting"
"135","but"
"136","there"
"137","is"
"138","still"
"139","a"
"140","long"
"141","way"
"142","new"
"143","resources"
"144","six"
"145","members"
"146","of"
"147","member"
"148","company"
"149","staffs"
"150","with"
"151","special"
"152","expertise"
"153","in"
"154","superfund"
"155","issues"
"156","have"
"157","been"
"158","recruited"
"159","to"
"160","either"
"161","accompany"
"162","board"
"163","members"
"164","or"
"165","directly"
"166","handle"
"167","contacts"
"168","with"
"169","regional"
"170","news"
"171","media"
"172","all"
"173","have"
"174","received"
"175","special"
"176","training"
"177","on"
"178","the"
"179","superfund"
"180","message"
"181","assisting"
"182","will"
"183","be"
"184","david"
"185","baird"
"186","exxon"
"187","gene"
"188","berman"
"189","dupont"
"190","tom"
"191","heilman"
"192","allied"
"193","lee"
"194","nute"
"195","dow"
"196","mike"
"197","pierle"
