"","dictionary"
"1","exhibit"
"2","d"
"3","report"
"4","to"
"5","the"
"6","board"
"7","of"
"8","directors"
"9","manufacturing"
"10","chemists"
"11","association"
"12","john"
"13","j"
"14","moyna"
"15","chairman"
"16","food"
"17","drug"
"18","and"
"19","cosmetic"
"20","chemicals"
"21","committee"
"22","january"
"23","i"
"24","welcome"
"25","this"
"26","opportunity"
"27","to"
"28","acquaint"
"29","you"
"30","with"
"31","some"
"32","of"
"33","the"
"34","areas"
"35","of"
"36","our"
"37","committees"
"38","concern"
"39","in"
"40","the"
"41","past"
"42","year"
"43","and"
"44","some"
"45","of"
"46","the"
"47","legal"
"48","and"
"49","regulatory"
"50","problems"
"51","confronting"
"52","the"
"53","food"
"54","additive"
"55","and"
"56","pharmaceutical"
"57","segments"
"58","of"
"59","the"
"60","industry"
"61","in"
"62","the"
"63","year"
"64","ahead"
"65","in"
"66","the"
"67","area"
"68","of"
"69","major"
"70","new"
"71","legislation"
"72","we"
"73","anticipate"
"74","that"
"75","congress"
"76","will"
"77","act"
"78","on"
"79","the"
"80","food"
"81","surveillance"
"82","bill"
"83","this"
"84","bill"
"85","was"
"86","passed"
"87","by"
"88","the"
"89","senate"
"90","in"
"91","and"
"92","was"
"93","under"
"94","active"
"95","consideration"
"96","by"
"97","the"
"98","rogers"
"99","committee"
"100","in"
"101","the"
"102","house"
"103","when"
"104","congress"
"105","adjourned"
"106","among"
"107","its"
"108","principal"
"109","provisions"
"110","is"
"111","a"
"112","requirement"
"113","for"
"114","the"
"115","registration"
"116","with"
"117","fda"
"118","of"
"119","all"
"120","plants"
"121","which"
"122","manufacture"
"123","foods"
"124","or"
"125","food"
"126","chemicals"
"127","it"
"128","k’ill"
"129","also"
"130","impose"
"131","on"
"132","every"
"133","segment"
"134","of"
"135","the"
"136","food"
"137","processing"
"138","industry"
"139","rthe"
"140","obligation"
"141","of"
"142","selfpolicing"
"143","by"
"144","each"
"145","manufacturers"
"146","establishment"
"147","and"
"148","adherence"
"149","to"
"150","adequate"
"151","safety"
"152","assurance"
"153","procedures"
"154","appropriate"
"155","to"
"156","his"
"157","plant"
"158","these"
"159","procedures"
"160","are"
"161","to"
"162","identify"
"163","areas"
"164","in"
"165","the"
"166","manufac­"
"167","turing"
"168","process"
"169","in"
"170","which"
"171","product"
"172","adulteration"
"173","is"
"174","likely"
"175","or"
"176","possible"
"177","and"
"178","set"
"179","forth"
"180","and"
"181","implement"
"182","effective"
"183","measures"
"184","to"
"185","reduce"
"186","or"
"187","elimi­"
"188","nate"
"189","the"
"190","risk"
"191","of"
"192","adulteration"
"193","the"
"194","senate"
"195","bill"
"196","offered"
"197","no"
"198","guidelines"
"199","on"
"200","determining"
"201","the"
"202","adequacy"
"203","of"
"204","the"
"205","safety"
"206","assurance"
"207","procedures"
"208","and"
"209","the"
"210","vagueness"
"211","of"
"212","the"
"213","new"
"214","law"
"215","may"
"216","present"
"217","substantial"
"218","compliance"
"219","problems"
"220","another"
"221","important"
"222","area"
"223","which"
"224","the"
"225","senate"
"226","bill"
"227","addressed"
"228","and"
"229","which"
"230","we"
"231","believe"
"232","congress"
"233","will"
"234","act"
"235","upon"
"236","in"
"237","is"
"238","the"
"239","impact"
"240","of"
"241","the"
"242","us"
"243","supreme"
"244","court"
"245","decision"
"246","in"
"247","us"
"248","v"
"249","park"
"250","in"
"251","the"
"252","park"
"253","case"
"254","the"
"255","supreme"
"256","court"
"257","ruled"
"258","that"
"259","a"
