"","dictionary"
"1","cma"
"2","exhibit"
"3","e"
"4","treasurer’s"
"5","report"
"6","nn"
"7","fnrh"
"8","erding"
"9","august"
"10","this"
"11","report"
"12","will"
"13","be"
"14","prepared"
"15","and"
"16","distributed"
"17","following"
"18","the"
"19","end"
"20","of"
"21","the"
"22","month"
"23","for"
"24","your"
"25","reference"
"26","the"
"27","following"
"28","is"
"29","provided"
"30","e"
"31","the"
"32","approved"
"33","budget"
"34","and"
"35","funding"
"36","for"
"37","the"
"38","fiscal"
"39","year"
"40","beginning"
"41","june"
"42","and"
"43","ending"
"44","hay"
"45","the"
"46","approved"
"47","budget"
"48","for"
"49","the"
"50","separately"
"51","funded"
"52","biomedical"
"53","and"
"54","environmental"
"55","special"
"56","program"
"57","area"
"58","i"
"59","i"
"60","cma"
"61","r"
"62","chemical"
"63","manufacturers"
"64","association"
"65","approved"
"66","budget"
"67","and"
"68","funding"
"69","for"
"70","the"
"71","fiscal"
"72","year"
"73","beginning"
"74","june"
"75","and"
"76","ending"
"77","may"
"78","revenue"
"79","membership"
"80","dues"
"81","investment"
"82","revenue"
"83","revenue"
"84","from"
"85","or"
"86","dues"
"87","support"
"88","to"
"89","special"
"90","program"
"91","areas"
"92","communications"
"93","program"
"94","assessment"
"95","use"
"96","of"
"97","communication"
"98","program"
"99","reserves"
"100","meetings"
"101","net"
"102","of"
"103","expenses"
"104","total"
"105","revenue"
"106","annual"
"107","budget"
"108","direct"
"109","program"
"110","activities"
"111","general"
"112","counsel"
"113","government"
"114","relations"
"115","international"
"116","trade"
"117","activities"
"118","state"
"119","activities"
"120","program"
"121","chemical"
"122","industrys"
"123","communications"
"124","program"
"125","technical"
"126","administration"
"127","health"
"128","safety"
"129","chemical"
"130","regulations"
"131","environmental"
"132","activities"
"133","distribution"
"134","energy"
"135","engineering"
"136","chemtrec"
"137","outside"
"138","legal"
"139","fees"
"140","outside"
"141","consulting"
"142","total"
"143","unallocated"
"144","management"
"145","and"
"146","general"
"147","support"
"148","activities"
"149","executive"
"150","department"
"151","accounting"
"152","fi"
"153","business"
"154","services"
"155","printing"
"156","distribution"
"157","computer"
"158","information"
"159","services"
"160","i"
"161","total"
"162","total"
"163","expenses"
"164","authorized"
"165","personnel"
"166","i"
"167","v"
"168","note"
"169","the"
"170","above"
"171","budget"
"172","and"
"173","funding"
"174","does"
"175","not"
"176","include"
"177","the"
"178","activities"
"179","and"
"180","staff"
"181","of"
"182","the"
"183","separately"
"184","funded"
"185","biomedical"
"186","and"
"187","environ­"
"188","mental"
"189","special"
"190","programs"
"191","area"
"192","cma"
"193","l"
"194","i"
"195","chemical"
"196","manufacturers"
"197","association"
"198","approved"
"199","budget"
"200","and"
"201","funding"
"202","for"
"203","biomedical"
"204","and"
"205","environmental"
"206","special"
"207","programs"
"208","fiscal"
"209","year"
"210","beginning"
"211","june"
"212","and"
"213","ending"
"214","may"
"215","annual"
"216","budget"
"217","revenue"
"218","overhead"
"219","reimbursement"
"220","investment"
"221","revenue"
"222","publication"
"223","sales"
"224","total"
"225","revenue"
"226","expenses"
"227","salaries"
"228","fi"
"229","related"
"230","expense"
"231","employee"
"232","benefits"
"233","travel"
"234","staff"
"235","training"
"236","dues"
"237","subscriptions"
"238","fi"
"239","publications"
"240","outside"
"241","printing"
"242","graphics"
"243","meetings"
"244","fi"
"245","workshops"
"246","direct"
"247","postage"
"248","freight"
"249","fi"
"250","delivery"
"251","direct"
"252","supplies"
"253","fi"
"254","general"
"255","office"
"256","taxes"
"257","fi"
"258","insurance"
"259","rent"
"260","fi"
"261","occupancy"
"262","common"
"263","cost"
"264","expenses"
"265","administrative"
"266","support"
"267","technical"
"268","administration"
"269","accounting"
"270","office"
"271","of"
"272","general"
"273","counsel"
"274","printing"
"275","fi"
"276","distribution"
"277","total"
"278","excess"
"279","revenue"
"280","expenses"
"281","authorized"
"282","personnel"
"283","j"
"284","i"
"285","cma"
"286","exhibit"
"287","f"
"288","eecs"
"289","restrictions"
"290","on"
"291","confidentiality"
"292","of"
"293","identity"
"294","of"
"295","substances"
"296","the"
"297","cmasocma"
"298","international"
"299","affairs"
"300","croups"
"301","eec"
"302","compliance"
"303","task"
"304","group"
"305","has"
"306","invested"
"307","much"
"308","effort"
"309","recently"
"310","to"
"311","determine"
"312","the"
"313","extent"
"314","of"
"315","interest"
"316","of"
"317","member"
"318","companies"
"319","and"
"320","their"
"321","european"
"322","affiliates"
"323","in"
"324","changing"
"325","eecs"
"326","rules"
"327","for"
"328","the"
"329","above"
"330","these"
"331","rules"
"332","comprise"
"333","explicit"
"334","denial"
"335","of"
"336","such"
"337","confidentiality"
"338","in"
"339","the"
"340","eec"
"341","inventory"
"342","of"
"343","existing"
"344","substances"
"345","and"
"346","a"
"347","limit"
"348","of"
"349","three"
"350","years"
