"","dictionary"
"1","exhibit"
"2","b"
"3","proposed"
"4","ret"
"5","ntion"
"6","of"
"7","economic"
"8","consultant"
"9","to"
"10","supply"
"11","the"
"12","economic"
"13","data"
"14","for"
"15","the"
"16","chemical"
"17","industrys"
"18","position"
"19","on"
"20","the"
"21","industrial"
"22","reorganization"
"23","act"
"24","hart"
"25","bill"
"26","s"
"27","legal"
"28","advisory"
"29","committee"
"30","economic"
"31","policy"
"32","review"
"33","committee"
"34","senator"
"35","hart"
"36","has"
"37","introduced"
"38","a"
"39","bill"
"40","s"
"41","intended"
"42","to"
"43","facili­"
"44","tate"
"45","the"
"46","breakingup"
"47","of"
"48","large"
"49","corporations"
"50","in"
"51","a"
"52","number"
"53","of"
"54","industries"
"55","including"
"56","the"
"57","chemical"
"58","industry"
"59","hearings"
"60","before"
"61","his"
"62","subcommitt"
"63","e"
"64","cn"
"65","antitrust"
"66","and"
"67","monopoly"
"68","of"
"69","the"
"70","senate"
"71","judiciary"
"72","committee"
"73","began"
"74","lst"
"75","year"
"76","and"
"77","will"
"78","continue"
"79","during"
"80","this"
"81","year"
"82","and"
"83","next"
"84","there"
"85","have"
"86","already"
"87","been"
"88","two"
"89","series"
"90","of"
"91","hearings"
"92","on"
"93","the"
"94","general"
"95","merits"
"96","or"
"97","demer­"
"98","its"
"99","of"
"100","the"
"101","bill"
"102","and"
"103","one"
"104","series"
"105","devoted"
"106","to"
"107","communications"
"108","parti­"
"109","cularly"
"110","the"
"111","bell"
"112","system"
"113","a"
"114","series"
"115","on"
"116","the"
"117","automobile"
"118","industry"
"119","will"
"120","begin"
"121","february"
"122","the"
"123","chemical"
"124","industry"
"125","is"
"126","not"
"127","likely"
"128","to"
"129","have"
"130","its"
"131","day"
"132","in"
"133","court"
"134","for"
"135","many"
"136","months"
"137","to"
"138","come"
"139","while"
"140","there"
"141","is"
"142","little"
"143","prospect"
"144","of"
"145","the"
"146","enactment"
"147","of"
"148","s"
"149","in"
"150","its"
"151","present"
"152","form"
"153","there"
"154","is"
"155","a"
"156","danger"
"157","that"
"158","some"
"159","elements"
"160","of"
"161","it"
"162","may"
"163","become"
"164","law"
"165","moreover"
"166","the"
"167","hart"
"168","hearings"
"169","are"
"170","a"
"171","forum"
"172","in"
"173","which"
"174","major"
"175","industries"
"176","are"
"177","under"
"178","public"
"179","attack"
"180","and"
"181","the"
"182","chemical"
"183","industry"
"184","should"
"185","be"
"186","ready"
"187","to"
"188","defend"
"189","itself"
"190","it"
"191","is"
"192","not"
"193","possible"
"194","at"
"195","this"
"196","point"
"197","to"
"198","pre­"
"199","dict"
"200","the"
"201","character"
"202","of"
"203","the"
"204","hearings"
"205","on"
"206","our"
"207","industry"
"208","as"
"209","in"
"210","the"
"211","case"
"212","of"
"213","the"
"214","bell"
"215","system"
"216","one"
"217","major"
"218","company"
"219","may"
"220","be"
"221","chosen"
"222","for"
"223","attack"
"224","seems"
"225","likely"
"226","to"
"227","be"
"228","the"
"229","case"
"230","with"
"231","the"
"232","motor"
"233","industry"
"234","our"
"235","entire"
"236","industry"
"237","may"
"238","be"
"239","exposed"
"240","to"
"241","rigorous"
"242","review"
"243","it"
"244","is"
"245","not"
"246","known"
"247","at"
"248","prebent"
"249","whether"
"250","mca"
"251","will"
"252","be"
"253","asked"
"254","to"
"255","appear"
"256","nor"
"257","has"
"258","it"
"259","been"
"260","decided"
"261","whether"
"262","if"
"263","not"
"264","asked"
"265","mca"
"266","would"
"267","choose"
"268","to"
"269","volunteer"
"270","its"
"271","testimony"
"272","however"
"273","it"
"274","seems"
"275","to"
"276","the"
"277","above"
"278","committees"
"279","the"
"280","course"
"281","of"
"282","prudence"
"283","to"
"284","be"
"285","prepared"
"286","for"
"287","all"
"288","contingencies"
"289","accordingly"
"290","we"
"291","propose"
"292","that"
"293","mca"
"294","engage"
"295","prof"
"296","steven"
"297","lustgarten"
"298","of"
"299","baruch"
"300","college"
"301","as"
"302","a"
"303","consultant"
"304","to"
"305","assemble"
"306","and"
"307","organise"
"308","data"
"309","demonstrating"
"310","that"
"311","the"
"312","chemical"
"313","indus­"
"314","try"
"315","is"
"316","not"
"317","in"
"318","need"
"319","of"
"320","deconcentration"
"321","under"
"322","senator"
"323","harts"
"324","proposed"
"325","industrial"
"326","reorganisation"
"327","act"
"328","that"
"329","it"
"330","is"
"331","in"
"332","fact"
"333","highly"
"334","com­"
"335","petitive"
"336","open"
"337","to"
"338","new"
"339","entrants"
"340","and"
"341","a"
"342","force"
"343","restraining"
"344","rather"
"345","than"
"346","sustaining"
"347","inflation"
"348","the"
"349","detailed"
"350","proposal"
"351","of"
"352","prof"
"353","lustgarten"
"354","is"
"355","appended"
"356","the"
"357","proposal"
"358","is"
"359","budgeted"
"360","for"
"361","a"
"362","cost"
"363","of"
"364","this"
"365","figure"
"366","does"
"367","not"
"368","include"
"369","the"
"370","cost"
"371","of"
"372","printing"
"373","the"
"374","decision"
"375","whether"
"376","to"
"377","print"
"378","the"
"379","study"
"380","and"
"381","in"
"382","what"
"383","form"
"384","is"
"385","a"
"386","separate"
"387","question"
"388","to"
"389","be"
"390","decided"
"391","when"
"392","it"
"393","is"
"394","completed"
"395","mca"
"396","cma"
