"","dictionary"
"1","exhibit"
"2","d"
"3","staff"
"4","report"
"5","ma"
"6","rch"
"7","by"
"8","william"
"9","j"
"10","driver"
"11","congressional"
"12","action"
"13","involving"
"14","portions"
"15","of"
"16","the"
"17","foreign"
"18","trade"
"19","and"
"20","investment"
"21","act"
"22","of"
"23","suddenly"
"24","loomed"
"25","as"
"26","a"
"27","possibility"
"28","last"
"29","week"
"30","when"
"31","it"
"32","was"
"33","learned"
"34","that"
"35","the"
"36","aflcio"
"37","planned"
"38","to"
"39","attempt"
"40","attaching"
"41","titles"
"42","vi"
"43","and"
"44","vii"
"45","of"
"46","that"
"47","proposed"
"48","act"
"49","to"
"50","the"
"51","administrations"
"52","gold"
"53","legislation"
"54","through"
"55","agreement"
"56","with"
"57","house"
"58","ways"
"59","and"
"60","means"
"61","committee"
"62","chairman"
"63","wilbur"
"64","d"
"65","mills"
"66","dark"
"67","the"
"68","house"
"69","banking"
"70","and"
"71","currency"
"72","committee"
"73","has"
"74","been"
"75","given"
"76","jurisdiction"
"77","over"
"78","titles"
"79","vi"
"80","and"
"81","vii"
"82","of"
"83","the"
"84","socalled"
"85","the"
"86","latter"
"87","committee"
"88","scheduled"
"89","gold"
"90","bill"
"91","hearings"
"92","march"
"93","and"
"94","immediately"
"95","afterward"
"96","is"
"97","expected"
"98","to"
"99","begin"
"100","executive"
"101","session"
"102","mark­"
"103","rapid"
"104","enactment"
"105","is"
"106","anticipated"
"107","organized"
"108","labors"
"109","position"
"110","to"
"111","be"
"112","presented"
"113","the"
"114","last"
"115","day"
"116","of"
"117","hear­"
"118","ings"
"119","is"
"120","that"
"121","dollar"
"122","devaluation"
"123","in"
"124","itself"
"125","does"
"126","not"
"127","provide"
"128","adequate"
"129","remedies"
"130","and"
"131","that"
"132","the"
"133","stronger"
"134","measures"
"135","embodied"
"136","in"
"137","the"
"138","hartkeburke"
"139","bill"
"140","are"
"141","needed"
"142","title"
"143","vi"
"144","of"
"145","that"
"146","measure"
"147","would"
"148","empower"
"149","the"
"150","president"
"151","to"
"152","prohibit"
"153","any"
"154","transactions"
"155","involving"
"156","direct"
"157","or"
"158","indirect"
"159","transfer"
"160","of"
"161","capital"
"162","to"
"163","or"
"164","within"
"165","any"
"166","foreign"
"167","country"
"168","when"
"169","in"
"170","his"
"171","judgment"
"172","the"
"173","transfer"
"174","would"
"175","result"
"176","in"
"177","a"
"178","net"
"179","de­"
"180","crease"
"181","in"
"182","l"
"183","s"
"184","employment"
"185","and"
"186","any"
"187","holder"
"188","of"
"189","a"
"190","u"
"191","s"
"192","patent"
"193","from"
"194","manufacturing"
"195","the"
"196","patented"
"197","product"
"198","using"
"199","the"
"200","patented"
"201","process"
"202","licens­"
"203","ing"
"204","others"
"205","to"
"206","manufacture"
"207","the"
"208","patented"
"209","product"
"210","or"
"211","using"
"212","the"
"213","patented"
"214","process"
"215","outside"
"216","united"
"217","states"
"218","territory"
"219","when"
"220","in"
"221","the"
"222","presidents"
"223","judgment"
"224","such"
"225","prohibition"
"226","will"
"227","contribute"
"228","to"
"229","increased"
"230","employment"
"231","in"
"232","the"
"233","united"
"234","states"
"235","title"
"236","vii"
"237","would"
"238","require"
"239","onerous"
"240","reporting"
"241","provisions"
"242","including"
"243","complete"
"244","statistics"
"245","on"
"246","working"
"247","conditions"
"248","in"
"249","multinational"
"250","com­"
"251","panies"
"252","outside"
"253","the"
"254","united"
"255","states"
"256","as"
"257","well"
"258","as"
"259","or"
"260","products"
