"","dictionary"
"1","terminals"
"2","for"
"3","use"
"4","with"
"5","aluminum"
"6","andor"
"7","copper"
"8","conductors"
"9","cma"
"10","objected"
"11","to"
"12","a"
"13","proposal"
"14","that"
"15","this"
"16","standard"
"17","be"
"18","recognized"
"19","as"
"20","an"
"21","american"
"22","national"
"23","standard"
"24","because"
"25","in"
"26","our"
"27","view"
"28","the"
"29","test"
"30","procedure"
"31","should"
"32","be"
"33","further"
"34","developed"
"35","to"
"36","provide"
"37","for"
"38","testing"
"39","these"
"40","terminals"
"41","under"
"42","actual"
"43","field"
"44","conditions"
"45","age"
"46","cma"
"47","patents"
"48","and"
"49","protection"
"50","of"
"51","technology"
"52","congress"
"53","process"
"54","patent"
"55","legislation"
"56","process"
"57","patent"
"58","legislation"
"59","has"
"60","been"
"61","introduced"
"62","in"
"63","both"
"64","the"
"65","house"
"66","hr"
"67","introduced"
"68","on"
"69","february"
"70","by"
"71","congressman"
"72","carlos"
"73","moorehead"
"74","rca"
"75","and"
"76","senate"
"77","s"
"78","introduced"
"79","on"
"80","july"
"81","by"
"82","senators"
"83","mathias"
"84","rmd"
"85","and"
"86","lautenberg"
"87","dnj"
"88","cma"
"89","has"
"90","endorsed"
"91","neither"
"92","bill"
"93","however"
"94","cma"
"95","has"
"96","supported"
"97","generally"
"98","the"
"99","need"
"100","for"
"101","enactment"
"102","of"
"103","legislation"
"104","which"
"105","would"
"106","give"
"107","the"
"108","owner"
"109","of"
"110","a"
"111","process"
"112","patented"
"113","in"
"114","the"
"115","united"
"116","states"
"117","the"
"118","right"
"119","to"
"120","bring"
"121","a"
"122","suit"
"123","for"
"124","patent"
"125","infringement"
"126","against"
"127","a"
"128","party"
"129","who"
"130","imports"
"131","a"
"132","product"
"133","that"
"134","is"
"135","manufactured"
"136","abroad"
"137","by"
"138","using"
"139","the"
"140","process"
"141","state"
"142","legislative"
"143","and"
"144","regulatory"
"145","activity"
"146","superfund"
"147","missouri"
"148","missouris"
"149","method"
"150","of"
"151","paying"
"152","for"
"153","hazardous"
"154","waste"
"155","cleanups"
"156","will"
"157","change"
"158","in"
"159","under"
"160","a"
"161","law"
"162","signed"
"163","by"
"164","governor"
"165","john"
"166","ashcroft"
"167","the"
"168","hazardous"
"169","waste"
"170","cleanup"
"171","program"
"172","currently"
"173","is"
"174","funded"
"175","with"
"176","an"
"177","employee"
"178","tax"
"179","imposed"
"180","on"
"181","each"
"182","hazardous"
"183","waste"
"184","generator"
"185","under"
"186","the"
"187","new"
"188","statute"
"189","the"
"190","head"
"191","tax"
"192","will"
"193","be"
"194","replaced"
"195","by"
"196","a"
"197","waste"
"198","volume"
"199","tax"
"200","effective"
"201","january"
"202","or"
"203","earlier"
"204","if"
"205","receipts"
"206","to"
"207","the"
"208","remedial"
"209","fund"
"210","fall"
"211","below"
"212","million"
"213","annually"
"214","hazardous"
"215","waste"
"216","which"
"217","is"
"218","landfilled"
"219","or"
"220","storedwill"
"221","be"
"222","taxed"
"223","at"
"224","twice"
"225","the"
"226","rate"
"227","for"
"228","treated"
"229","or"
"230","recycled"
"231","waste"
"232","missouris"
"233","hazardous"
"234","waste"
"235","management"
"236","commission"
"237","is"
"238","directed"
"239","by"
"240","the"
"241","new"
"242","law"
"243","to"
"244","set"
"245","the"
"246","tax"
"247","rates"
"248","to"
"249","generate"
"250","approximately"
"251","million"
"252","from"
"253","the"
"254","fees"
"255","in"
"256","addition"
"257","the"
"258","statute"
"259","requires"
"260","the"
"261","director"
"262","of"
"263","the"
"264","state"
"265","department"
"266","of"
"267","natural"
"268","resources"
"269","to"
