"","dictionary"
"1","intellectual"
"2","property"
"3","rights"
"4","investment"
"5","policy"
"6","and"
"7","tariff"
"8","cutting"
"9","with"
"10","a"
"11","position"
"12","already"
"13","approved"
"14","by"
"15","the"
"16","board"
"17","on"
"18","the"
"19","first"
"20","two"
"21","issues"
"22","approval"
"23","of"
"24","a"
"25","tariff"
"26","cutting"
"27","policy"
"28","was"
"29","requested"
"30","the"
"31","board"
"32","on"
"33","september"
"34","the"
"35","proposal"
"36","was"
"37","tabled"
"38","without"
"39","prejudice"
"40","to"
"41","allow"
"42","the"
"43","itc"
"44","to"
"45","revise"
"46","it"
"47","after"
"48","reviewing"
"49","comments"
"50","by"
"51","board"
"52","members"
"53","the"
"54","resulting"
"55","proposed"
"56","policy"
"57","and"
"58","statement"
"59","of"
"60","principles"
"61","is"
"62","attached"
"63","it"
"64","calls"
"65","for"
"66","a"
"67","sound"
"68","us"
"69","negotiating"
"70","policy"
"71","a"
"72","better"
"73","gatt"
"74","dispute"
"75","settlement"
"76","procedure"
"77","limited"
"78","tariff"
"79","cutting"
"80","and"
"81","resolution"
"82","of"
"83","investment"
"84","and"
"85","intellectual"
"86","property"
"87","rights"
"88","difficulties"
"89","in"
"90","other"
"91","countries"
"92","a"
"93","copy"
"94","of"
"95","the"
"96","full"
"97","recosnended"
"98","itc"
"99","policy"
"100","is"
"101","a"
"102","attached"
"103","action"
"104","required"
"105","approval"
"106","of"
"107","attached"
"108","position"
"109","cma"
"110","cma"
"111","chemical"
"112","manufacturers"
"113","association"
"114","statement"
"115","of"
"116","principles"
"117","concerning"
"118","united"
"119","states"
"120","participation"
"121","in"
"122","a"
"123","new"
"124","round"
"125","of"
"126","multilateral"
"127","trade"
"128","negotiations"
"129","mtn"
"130","under"
"131","the"
"132","general"
"133","agreement"
"134","on"
"135","tariffs"
"136","and"
"137","trade"
"138","gatt"
"139","in"
"140","the"
"141","united"
"142","states"
"143","and"
"144","other"
"145","gatt"
"146","signatories"
"147","are"
"148","expected"
"149","to"
"150","enter"
"151","into"
"152","a"
"153","new"
"154","round"
"155","of"
"156","mtn"
"157","in"
"158","an"
"159","effort"
"160","to"
"161","further"
"162","expand"
"163","world"
"164","trade"
"165","cma"
"166","believes"
"167","the"
"168","new"
"169","round"
"170","should"
"171","address"
"172","a"
"173","number"
"174","of"
"175","issues"
"176","which"
"177","are"
"178","crucial"
"179","to"
"180","the"
"181","long"
"182","range"
"183","competitive"
"184","position"
"185","of"
"186","the"
"187","us"
"188","chemical"
"189","industry"
"190","the"
"191","emphasis"
"192","should"
"193","not"
"194","be"
"195","on"
"196","simply"
"197","cutting"
"198","tariffs"
"199","but"
"200","rather"
"201","on"
"202","efforts"
"203","to"
"204","eliminate"
"205","existing"
"206","trade"
"207","barriers"
"208","these"
"209","trade"
"210","barriers"
"211","include"
"212","foreign"
"213","market"
"214","access"
"215","certain"
"216","tariffs"
"217","trade"
"218","distorting"
"219","foreign"
"220","investment"
"221","practices"
"222","ineffective"
"223","protection"
"224","of"
"225","intellectual"
"226","property"
"227","rights"
"228","and"
"229","the"
"230","lack"
"231","of"
"232","an"
"233","effective"
"234","international"
"235","discipline"
"236","for"
"237","settling"
"238","disputes"
"239","related"
"240","to"
"241","international"
"242","trading"
"243","rules"
"244","the"
"245","attached"
"246","statement"
"247","of"
"248","principles"
"249","for"
"250","us"
"251","participation"
"252","in"
"253","the"
"254","new"
"255","round"
"256","addresses"
"257","each"
"258","of"
"259","these"
"260","issues"
"261","cma"
"262","attachment"
"263","chemical"
"264","manufacturers"
"265","association"
"266","statement"
"267","of"
"268","principles"
"269","concerning"
"270","united"
"271","states"
"272","participation"
"273","in"
"274","a"
"275","new"
"276","round"
"277","of"
"278","multilateral"
"279","trade"
"280","negotiations"
"281","mtn"
"282","under"
"283","the"
"284","general"
"285","agreement"
"286","on"
"287","tariffs"
"288","and"
"289","trade"
"290","gatt"
"291","us"
"292","negotiating"
"293","policy"
"294","the"
"295","new"
"296","round"
"297","of"
"298","mtn"
"299","must"
"300","foster"
"301","the"
"302","development"
"303","of"
"304","sound"
"305","trading"
"306","and"
"307","investment"
"308","practices"
"309","us"
"310","participation"
"311","in"
"312","the"
"313","mtn"
"314","should"
"315","include"
"316","as"
"317","priority"
"318","objectives"
"319","the"
"320","elimination"
"321","of"
"322","trade"
"323","distorting"
"324","practices"
"325","and"
"326","the"
"327","expansion"
"328","of"
"329","us"
"330","export"
"331","opportunities"
"332","the"
"333","reduction"
"334","of"
"335","us"
"336","tariff"
"337","rates"
"338","should"
"339","not"
"340","be"
"341","among"
"342","the"
"343","primary"
"344","us"
"345","negotiating"
"346","objectives"
"347","for"
"348","a"
"349","new"
"350","mtn"
"351","the"
"352","international"
"353","trade"
"354","interests"
"355","of"
"356","the"
"357","united"
"358","states"
"359","should"
"360","be"
"361","given"
"362","consideration"
"363","at"
"364","least"
"365","equal"
"366","to"
"367","foreign"
"368","policy"
"369","concerns"
"370","in"
"371","negotiating"
"372","agreements"
"373","during"
"374","the"
"375","mtn"
"376","foreign"
"377","policy"
"378","concerns"
"379","other"
"380","than"
"381","those"
"382","of"
"383","a"
"384","national"
"385","security"
"386","nature"
"387","should"
"388","not"
"389","effect"
"390","decisions"
"391","on"
"392","us"
"393","trade"
"394","policy"
"395","adequate"
"396","and"
"397","timely"
"398","opportunities"
"399","should"
"400","be"
"401","provided"
"402","for"
"403","us"
"404","chemical"
"405","industry"
"406","input"
"407","and"
"408","review"
"409","during"
"410","the"
"411","process"
"412","of"
"413","establishing"
"414","negotiating"
"415","objectives"
"416","as"
"417","well"
"418","as"
"419","during"
"420","the"
"421","negotiations"
"422","themselves"
"423","ample"
"424","opportunity"
"425","should"
"426","also"
"427","be"
"428","provided"
"429","for"
"430","the"
"431","private"
"432","sector"
"433","to"
"434","comment"
"435","and"
"436","for"
"437","congress"
"438","to"
"439","debate"
"440","and"
"441","amend"
"442","any"
"443","tentative"
"444","agreements"
"445","made"
"446","in"
"447","the"
"448","negotiating"
"449","process"
"450","before"
"451","the"
"452","negotiated"
"453","agreements"
"454","are"
"455","submitted"
"456","to"
"457","the"
"458","congress"
"459","for"
"460","final’approval"
"461","the"
"462","mtn"
"463","authority"
"464","should"
"465","not"
"466","restrict"
"467","the"
"468","president"
"469","from"
"470","conducting"
"471","separate"
"472","trade"
"473","negotiations"
"474","with"
"475","other"
"476","countries"
"477","during"
"478","the"
"479","mtn"
"480","in"
"481","addition"
"482","the"
"483","administration"
"484","should"
"485","not"
"486","impair"
"487","the"
"488","implementation"
"489","and"
"490","timely"
"491","and"
"492","aggressive"
"493","resolution"
"494","of"
"495","actions"
"496","brought"
"497","under"
"498","us"
"499","trade"
"500","remedy"
"501","laws"
"502","during"
"503","the"
"504","mtn"
"505","gatt"
"506","dispute"
"507","settlement"
"508","procedures"
"509","gatt"
"510","dispute"
"511","settlement"
"512","procedures"
"513","must"
"514","be"
"515","improved"
"516","to"
"517","include"
"518","binding"
"519","timecertain"
"520","requirements"
"521","for"
"522","the"
"523","resolution"
"524","of"
"525","disagreements"
"526","on"
"527","issues"
"528","covered"
"529","by"
"530","gatt"
"531","rules"
"532","resolution"
"533","of"
"534","disputes"
"535","already"
"536","taken"
"537","to"
"538","gatt"
"539","should"
"540","be"
"541","the"
"542","first"
"543","step"
"544","in"
"545","this"
"546","process"
"547","ft"
"548","cma"
"549","foreign"
"550","market"
"551","access"
"552","gatt"
"553","signatory"
"554","countries"
"555","should"
"556","be"
"557","required"
"558","to"
"559","grant"
"560","u"
"561","exporters"
"562","fair"
"563","access"
"564","to"
"565","their"
"566","markets"
"567","without"
"568","unreasonable"
"569","barriers"
"570","or"
"571","conditions"
"572","in"
"573","exchange"
"574","for"
"575","their"
"576","retaining"
"577","relatively"
"578","free"
"579","access"
"580","to"
"581","tariff"
"582","negotiations"
"583","i"
"584","although"
"585","the"
"586","emphasis"
"587","of"
"588","a"
"589","new"
"590","round"
"591","should"
"592","not"
"593","be"
"594","on"
"595","tariff"
"596","cutting"
"597","the"
"598","reduction"
"599","or"
"600","even"
"601","elimination"
"602","of"
"603","tariffs"
"604","on"
"605","certain"
"606","chemical"
"607","products"
"608","may"
"609","be"
"610","appropriate"
"611","while"
"612","reductions"
"613","of"
"614","tariffs"
"615","on"
"616","certain"
"617","other"
"618","chemical"
"619","products"
"620","may"
"621","impose"
"622","an"
"623","undue"
"624","burden"
"625","on"
"626","us"
"627","manufacturers"
"628","any"
"629","reductions"
"630","which"
"631","are"
"632","proposed"
"633","should"
"634","therefore"
"635","be"
"636","welljustified"
"637","in"
"638","the"
"639","interest"
"640","of"
"641","reaching"
"642","a"
"643","balanced"
"644","and"
"645","equitable"
"646","trade"
"647","and"
"648","tariff"
"649","agreement"
"650","the"
"651","united"
"652","states"
"653","should"
"654","negotiate"
"655","changes"
"656","in"
"657","chemical"
"658","tariffs"
"659","only"
"660","on"
"661","the"
"662","basis"
"663","of"
"664","request"
"665","lists"
"666","rather"
"667","than"
"668","imposing"
"669","formula"
"670","cuts"
"671","across"
"672","the"
"673","board"
"674","or"
"675","automatically"
"676","eliminating"
"677","tariffs"
"678","below"
"679","certain"
"680","levels"
"681","also"
"682","any"
"683","us"
"684","plan"
"685","to"
"686","reduce"
"687","or"
"688","eliminate"
"689","chemical"
"690","tariffs"
"691","should"
"692","include"
"693","provisions"
"694","enabling"
"695","affected"
"696","industries"
"697","to"
"698","obtain"
"699","exceptions"
"700","for"
"701","import"
"702","sensitive"
"703","products"
"704","in"
"705","addition"
"706","reduction"
"707","or"
"708","elimination"
"709","of"
"710","chemical"
"711","tariffs"
"712","should"
"713","not"
"714","be"
"715","offered"
"716","in"
"717","exchange"
"718","for"
"719","concessions"
"720","in"
"721","nonchemical"
"722","sectors"
"723","these"
"724","conditions"
"725","should"
"726","be"
"727","included"
"728","in"
"729","any"
"730","legislation"
"731","authorizing"
"732","us"
"733","participation"
"734","in"
"735","the"
"736","mtn"
"737","and"
"738","specifically"
"739","in"
"740","legislative"
"741","language"
"742","providing"
"743","tariff"
"744","negotiating"
"745","authority"
"746","for"
"747","a"
"748","new"
"749","mtn"
"750","round"
"751","foreign"
"752","investment"
"753","practices"
"754","a"
"755","gatt"
"756","code"
"757","on"
"758","foreign"
"759","investment"
"760","should"
"761","be"
"762","negotiated"
"763","such"
"764","a"
"765","code"
"766","should"
"767","be"
"768","based"
"769","on"
"770","national"
"771","treatment"
"772","for"
"773","foreign"
"774","investments"
"775","and"
"776","should"
"777","ensure"
"778","the"
"779","elimination"
"780","or"
"781","substantial"
"782","reduction"
"783","of"
"784","tradedistorting"
"785","foreign"
"786","investment"
"787","practices"
"788","including"
"789","o"
"790","prohibitions"
"791","or"
"792","restrictions"
"793","on"
"794","foreign"
"795","investment"
"796","in"
"797","certain"
"798","economic"
"799","sectors"
"800","such"
"801","as"
"802","chemicals"
"803","i"
"804","cma"
"805","o"
"806","screening"
"807","of"
"808","foreign"
"809","investment"
"810","proposals"
"811","by"
"812","government"
"813","agencies"
"814","and"
"815","limitations"
"816","on"
"817","the"
"818","amounts"
"819","and"
"820","percentages"
"821","of"
"822","equity"
"823","that"
"824","can"
"825","be"
"826","owned"
"827","by"
"828","foreigners"
"829","o"
"830","performance"
"831","requirements"
"832","including"
"833","mandated"
"834","local"
"835","purchase"
"836","of"
"837","equipment"
"838","supplies"
"839","and"
"840","services"
"841","and"
"842","the"
"843","share"
"844","of"
"845","production"
"846","which"
"847","must"
"848","be"
"849","dedicated"
"850","to"
"851","exports"
"852","o"
"853","limitations"
"854","on"
"855","royalties"
"856","and"
"857","licensing"
"858","o"
"859","limitations"
"860","on"
"861","repatriation"
"862","of"
"863","earnings"
"864","intellectual"
"865","property"
"866","rights"
"867","us"
"868","negotiators"
"869","should"
"870","seek"
"871","binding"
"872","cosnitments"
"873","from"
"874","foreign"
"875","governments"
"876","not"
"877","to"
"878","use"
"879","inadequate"
"880","intellectual"
"881","property"
"882","laws"
"883","to"
"884","distort"
"885","international"
"886","trade"
"887","as"
"888","part"
"889","of"
"890","these"
"891","commitments"
"892","agreements"
"893","should"
"894","be"
"895","negotiated"
"896","not"
"897","only"
"898","to"
"899","improve"
"900","the"
"901","protection"
"902","afforded"
"903","patents"
"904","trademarks"
"905","and"
"906","copyrights"
"907","but"
"908","also"
"909","to"
"910","improve"
"911","the"
"912","protection"
"913","afforded"
"914","in"
"915","practice"
"916","to"
"917","proprietary"
"918","or"
"919","confidential"
"920","information"
"921","and"
"922","trade"
"923","secrets"
"924","so"
"925","that"
"926","foreign"
"927","nationals"
"928","operating"
"929","in"
"930","other"
"931","countries"
"932","may"
"933","exercise"
"934","and"
"935","obtain"
"936","enforcement"
"937","of"
"938","their"
"939","intellectual"
"940","property"
"941","rights"
"942","in"
"943","those"
"944","countries"
"945","cma"
"946","exhibit"
"947","j"
"948","cma"
"949","position"
"950","on"
"951","the"
"952","reauthorization"
"953","op"
"954","the"
"955","hazardous"
"956","materials"
"957","transportation"
"958","act"
"959","problem"
"960","the"
"961","federal"
"962","government"
"963","has"
"964","been"
"965","losing"
"966","the"
"967","strong"
"968","central"
"969","authority"
"970","to"
"971","regulate"
"972","the"
"973","movement"
"974","of"
"975","hazardous"
"976","materials"
"977","an"
"978","increasing"
"979","number"
"980","of"
"981","state"
"982","and"
"983","local"
"984","rules"
"985","now"
"986","restrict"
"987","the"
"988","free"
"989","flow"
"990","of"
"991","these"
"992","commodities"
"993","such"
"994","restrictions"
"995","are"
"996","manifested"
"997","in"
"998","many"
"999","different"
"1000","forms"
"1001","including"
"1002","permits"
"1003","routing"
"1004","prenotification"
"1005","equipment"
"1006","specifications"
"1007","driver"
"1008","licensing"
"1009","and"
"1010","hazard"
"1011","identification"
"1012","in"
"1013","exchange"
"1014","for"
"1015","giving"
"1016","up"
"1017","their"
"1018","right"
"1019","to"
"1020","impose"
"1021","local"
"1022","fees"
"1023","to"
"1024","support"
"1025","state"
"1026","and"
"1027","local"
"1028","response"
"1029","capabilities"
"1030","to"
"1031","transportation"
"1032","emergencies"
"1033","in­"
"1034","volving"
"1035","hazardous"
"1036","materials"
"1037","and"
"1038","other"
"1039","operation"
"1040","requirements"
"1041","state"
"1042","and"
"1043","local"
"1044","governments"
"1045","are"
"1046","demanding"
"1047","funding"
"1048","to"
"1049","improve"
"1050","their"
"1051","response"
"1052","to"
"1053","transportation"
"1054","incidents"
"1055","involving"
"1056","hazardous"
"1057","materials"
"1058","qbj"
"1059","active"
"1060","strengthen"
"1061","the"
"1062","hmta"
"1063","to"
"1064","give"
"1065","dot"
"1066","the"
"1067","ability"
"1068","to"
"1069","quickly"
"1070","review"
"1071","and"
"1072","rule"
"1073","on"
"1074","local"
"1075","and"
"1076","state"
"1077","ordinances"
"1078","that"
"1079","impede"
"1080","the"
"1081","interstate"
"1082","movement"
"1083","of"
"1084","goods"
"1085","improve"
"1086","the"
"1087","ability"
"1088","of"
"1089","communities"
"1090","to"
"1091","plan"
"1092","for"
"1093","and"
"1094","respond"
"1095","to"
"1096","hazardous"
"1097","materials"
"1098","transportation"
"1099","emergencies"
"1100","such"
"1101","improvements"
"1102","should"
"1103","not"
"1104","be"
"1105","funded"
"1106","with"
"1107","a"
"1108","new"
"1109","transportation"
"1110","superfund"
