"","dictionary"
"1","x"
"2","a"
"3","a"
"4","changes"
"5","in"
"6","the"
"7","us"
"8","substantive"
"9","law"
"10","regarding"
"11","extraterritorial"
"12","application"
"13","of"
"14","us"
"15","patents"
"16","there"
"17","are"
"18","two"
"19","provisions"
"20","of"
"21","us"
"22","patent"
"23","law"
"24","which"
"25","differ"
"26","from"
"27","the"
"28","laws"
"29","of"
"30","most"
"31","other"
"32","countries"
"33","in"
"34","a"
"35","way"
"36","that"
"37","places"
"38","a"
"39","us"
"40","manufacturer"
"41","at"
"42","a"
"43","competitive"
"44","disadvantage"
"45","in"
"46","international"
"47","trade"
"48","when"
"49","his"
"50","sole"
"51","patent"
"52","protection"
"53","relates"
"54","to"
"55","improved"
"56","processes"
"57","for"
"58","making"
"59","known"
"60","products"
"61","as"
"62","is"
"63","often"
"64","the"
"65","case"
"66","in"
"67","the"
"68","chemical"
"69","industry"
"70","he"
"71","cannot"
"72","use"
"73","the"
"74","courts"
"75","to"
"76","challenge"
"77","those"
"78","practicing"
"79","the"
"80","process"
"81","abroad"
"82","and"
"83","importing"
"84","the"
"85","product"
"86","his"
"87","remedy"
"88","before"
"89","the"
"90","international"
"91","trade"
"92","commission"
"93","has"
"94","many"
"95","other"
"96","conditions"
"97","unrelated"
"98","to"
"99","patent"
"100","issues"
"101","that"
"102","he"
"103","would"
"104","not"
"105","have"
"106","to"
"107","meet"
"108","in"
"109","a"
"110","normal"
"111","civil"
"112","action"
"113","an"
"114","analogous"
"115","provision"
"116","of"
"117","us"
"118","law"
"119","provides"
"120","no"
"121","effective"
"122","remedy"
"123","for"
"124","the"
"125","holder"
"126","of"
"127","a"
"128","patent"
"129","on"
"130","a"
"131","machine"
"132","having"
"133","several"
"134","components"
"135","against"
"136","another"
"137","party"
"138","who"
"139","manufactures"
"140","the"
"141","consonants"
"142","in"
"143","the"
"144","us"
"145","for"
"146","assembly"
"147","abroad"
"148","we"
"149","will"
"150","be"
"151","reviewing"
"152","proposed"
"153","legislation"
"154","next"
"155","year"
"156","to"
"157","remedy"
"158","both"
"159","of"
"160","these"
"161","problems"
"162","b"
"163","changes"
"164","in"
"165","interference"
"166","practice"
"167","we"
"168","will"
"169","also"
"170","be"
"171","reviewing"
"172","proposals"
"173","to"
"174","reform"
"175","the"
"176","interference"
"177","practice"
"178","used"
"179","by"
"180","the"
"181","us"
"182","patent"
"183","and"
"184","trademark"
"185","office"
"186","to"
"187","determine"
"188","priority"
"189","among"
"190","inventors"
"191","claiming"
"192","the"
"193","same"
"194","invention"
"195","in"
"196","order"
"197","to"
"198","expedite"
"199","these"
"200","determinations"
"201","a"
"202","symptom"
"203","of"
"204","problems"
"205","in"
"206","this"
"207","area"
"208","is"
"209","that"
"210","a"
"211","patent"
"212","is"
"213","now"
"214","issuing"
"215","on"
"216","crystalline"
"217","polypropylene"
"218","that"
"219","could"
"220","be"
"221","enforceable"
"222","until"
"223","the"
"224","end"
"225","of"
"226","the"
"227","century"
"228","c"
"229","other"
"230","issues"
"231","other"
"232","areas"
"233","that"
"234","we"
"235","plan"
"236","to"
"237","review"
"238","are"
"239","the"
"240","treatment"
"241","of"
"242","related"
"243","inventions"
"244","by"
"245","different"
"246","combinations"
"247","of"
"248","inventors"
"249","in"
"250","the"
"251","orporate"
"252","setting"
"253","uniform"
"254","policies"
"255","for"
"256","ownership"
"257","of"
"258","patents"
"259","data"
"260","and"
"261","software"
"262","resulting"
"263","from"
"264","governmentfunded"
"265","research"
"266","and"
"267","the"
"268","possible"
"269","implementation"
"270","of"
"271","the"
"272","examination"
"273","chapter"
"274","of"
"275","the"
"276","patent"
"277","cooperation"
"278","treaty"
"279","conclusion"
"280","the"
"281","current"
"282","political"
"283","climate"
"284","represents"
"285","an"
"286","unprecedented"
"287","opportunity"
"288","to"
"289","reform"
"290","the"
"291","entire"
"292","patent"
"293","system"
"294","in"
"295","the"
"296","us"
"297","to"
"298","make"
"299","patents"
"300","reliable"
"301","assets"
"302","for"
"303","investors"
"304","in"
"305","technology"
"306","the"
"307","increased"
"308","costs"
"309","and"
"310","delays"
"311","asso­"
"312","ciated"
"313","with"
"314","bringing"
"315","innovative"
"316","products"
"317","and"
"318","processes"
"319","to"
"320","market"
"321","make"
"322","the"
"323","need"
"324","for"
"325","enforceable"
"326","patents"
"327","and"
"328","affordable"
"329","enforcement"
"330","procedures"
"331","more"
"332","urgent"
"333","we"
"334","hope"
"335","that"
"336","brings"
"337","continued"
"338","improvements"
"339","in"
"340","these"
"341","areas"
"342","domestically"
"343","together"
"344","with"
"345","renewed"
"346","efforts"
"347","to"
"348","prevent"
"349","an"
"350","erosion"
"351","of"
"352","the"
"353","patent"
"354","system"
"355","in"
"356","the"
"357","international"
"358","context"
"359","cma"
"360","cma"
"361","exhibit"
"362","d"
"363","summary"
"364","of"
"365","international"
"366","trade"
"367","committee"
"368","report"
"369","to"
"370","cma"
"371","board"
"372","january"
"373","with"
"374","chemical"
"375","exports"
"376","deerseeing"
"377","and"
"378","isports"
"379","increasing"
"380","in"
"381","a"
"382","world"
"383","swinging"
"384","toward"
"385","nor"
"386","protectionism"
"387","tha"
"388","mission"
"389","of"
"390","cmas"
"391","international"
"392","trade"
"393","conmittee"
"394","is"
"395","to"
"396","further"
"397","the"
"398","industrys"
"399","ability"
"400","to"
"401","oonete"
"402","by"
"403","work­"
"404","ing"
"405","to"
"406","decrease"
"407","unfair"
"408","traderelated"
"409","impediments"
"410","to"
"411","ccepetition"
"412","in"
"413","the"
"414","major"
"415","acoonvliahments"
"416","of"
"417","the"
"418","committee"
"419","and"
"420","its"
"421","five"
"422","task"
"423","groins"
"424","are"
"425","grouped"
"426","under"
"427","task"
"428","group"
"429","headings"
"430","investment"
"431","policy"
"432","reviewed"
"433","and"
"434","related"
"435","to"
"436","us"
"437","trade"
"438","representa­"
"439","tive"
"440","industry"
"441","views"
"442","on"
"443","model"
"444","bilateral"
"445","investment"
"446","treaty"
"447","and"
"448","two"
"449","treaties"
"450","specific"
"451","to"
"452","egypt"
"453","and"
"454","panama"
"455","intergovernmental"
"456","supported"
"457","coalition"
"458","position"
"459","on"
"460","vredeling"
"461","pro­"
"462","posal"
"463","which"
"464","in"
"465","its"
"466","current"
"467","amended"
"468","version"
"469","was"
"470","a"
"471","victory"
"472","for"
"473","us"
"474","multi­"
"475","nationals"
"476","worked"
"477","to"
"478","moderate"
"479","united"
"480","nations"
"481","activities"
"482","affecting"
"483","chemical"
"484","trade"
"485","and"
"486","investment"
"487","import"
"488","policy"
"489","began"
"490","development"
"491","of"
"492","position"
"493","on"
"494","generalized"
"495","system"
"496","of"
"497","preferences"
"498","kept"
"499","membership"
"500","informed"
"501","of"
"502","tariff"
"503","harmonization"
"504","including"
"505","sponsorship"
"506","of"
"507","a"
"508","seminar"
"509","followed"
"510","administration"
"511","a"
"512","caribbean"
"513","basin"
"514","initia­"
"515","tive"
"516","and"
"517","export"
"518","trading"
"519","company"
"520","act"
"521","export"
"522","policy"
"523","supported"
"524","danforth"
"525","reciprocity"
"526","legislative"
"527","effort"
"528","and"
"529","developed"
"530","positions"
"531","on"
"532","intellectual"
"533","property"
"534","rights"
"535","and"
"536","antiboycott"
"537","regulations"
"538","export"
"539","of"
"540","hazardous"
"541","substances"
"542","effectively"
"543","worked"
"544","to"
"545","move"
"546","accept­"
"547","able"
"548","report"
"549","draft"
"550","through"
"551","departoents"
"552","of"
"553","state"
"554","and"
"555","cosmerce"
"556","and"
"557","the"
"558","ustb"
"559","which"
"560","led"
"561","to"
"562","draft"
"563","of"
"564","an"
"565","executive"
"566","order"
"567","from"
"568","the"
"569","white"
"570","house"
"571","in"
"572","addition"
"573","to"
"574","these"
"575","task"
"576","groupspecific"
"577","issues"
"578","the"
"579","committee"
"580","was"
"581","active"
"582","in"
"583","other"
"584","areas"
"585","primary"
"586","among"
"587","these"
"588","was"
"589","petrochemicalrelated"
"590","discussions"
"591","between"
"592","the"
"593","us"
"594","government"
"595","and"
"596","those"
"597","of"
"598","europe"
"599","japan"
"600","and"
"601","mexico"
"602","representing"
"603","the"
"604","committee"
"605","as"
"606","well"
"607","as"
"608","their"
"609","individual"
"610","companies"
"611","mem­"
"612","bers"
"613","assisted"
"614","to"
"615","the"
"616","degree"
"617","possible"
"618","with"
"619","six"
"620","separate"
"621","government"
"622","agency"
"623","studies"
"624","concerning"
"625","petrochemical"
"626","competitiveness"
"627","and"
"628","reviewed"
"629","an"
"630","american"
"631","enterprise"
"632","institute"
"633","proposal"
"634","for"
"635","an"
"636","overview"
"637","study"
"638","of"
"639","us"
"640","trade"
"641","policy"
"642","to"
"643","facilitate"
"644","communication"
"645","with"
"646","member"
"647","company"
"648","trade"
"649","contacts"
"650","a"
"651","com­"
"652","pendium"
"653","of"
"654","committee"
"655","positon"
"656","end"
"657","background"
"658","papers"
"659","was"
"660","issued"
"661","at"
"662","our"
"663","cma"
"664","october"
"665","open"
"666","nesting"
"667","and"
"668","subsequently"
"669","mailed"
"670","to"
"671","itc"
"672","task"
"673","group"
"674","members"
"675","for"
"676","tha"
"677","committee"
"678","sees"
"679","itself"
"680","actively"
"681","involvad"
"682","in"
"683","additonal"
"684","patroehamical"
"685","discussions"
"686","with"
"687","tha"
"688","lagialativa"
