"","dictionary"
"1","preparations"
"2","for"
"3","the"
"4","next"
"5","teacher"
"6","awards"
"7","have"
"8","begun"
"9","consumer"
"10","information"
"11","mca"
"12","has"
"13","arranged"
"14","for"
"15","the"
"16","first"
"17","time"
"18","to"
"19","participate"
"20","in"
"21","the"
"22","national"
"23","association"
"24","of"
"25","farm"
"26","broad­"
"27","casters"
"28","annual"
"29","meeting"
"30","in"
"31","november"
"32","before"
"33","this"
"34","meeting"
"35","began"
"36","mca"
"37","had"
"38","received"
"39","more"
"40","than"
"41","requests"
"42","from"
"43","indiv­"
"44","iduals"
"45","for"
"46","two"
"47","to"
"48","four"
"49","interviews"
"50","each"
"51","with"
"52","industry"
"53","repre­"
"54","sentatives"
"55","for"
"56","a"
"57","total"
"58","of"
"59","tapes"
"60","since"
"61","this"
"62","is"
"63","a"
"64","firsttime"
"65","effort"
"66","only"
"67","audio"
"68","tapes"
"69","will"
"70","be"
"71","made"
"72","about"
"73","tapes"
"74","of"
"75","interviews"
"76","made"
"77","at"
"78","the"
"79","american"
"80","women"
"81","in"
"82","ra­"
"83","dio"
"84","and"
"85","television"
"86","annual"
"87","meeting"
"88","in"
"89","june"
"90","have"
"91","been"
"92","requested"
"93","for"
"94","use"
"95","by"
"96","extension"
"97","home"
"98","economists"
"99","around"
"100","the"
"101","country"
"102","response"
"103","has"
"104","been"
"105","positive"
"106","with"
"107","most"
"108","of"
"109","the"
"110","tapes"
"111","being"
"112","used"
"113","at"
"114","least"
"115","three"
"116","times"
"117","on"
"118","the"
"119","radio"
"120","with"
"121","discussion"
"122","groups"
"123","and"
"124","as"
"125","source"
"126","material"
"127","for"
"128","newspaper"
"129","columns"
"130","mca"
"131","has"
"132","arranged"
"133","with"
"134","the"
"135","national"
"136","association"
"137","of"
"138","extension"
"139","home"
"140","economists"
"141","to"
"142","sponsor"
"143","a"
"144","contest"
"145","for"
"146","the"
"147","best"
"148","multimedia"
"149","packet"
"150","which"
"151","conveys"
"152","positive"
"153","aspects"
"154","of"
"155","chemistry"
"156","in"
"157","extension"
"158","home"
"159","economics"
"160","pro­"
"161","grams"
"162","the"
"163","winner"
"164","of"
"165","the"
"166","chemmpak"
"167","creative"
"168","home"
"169","economics"
