"","dictionary"
"1","exhibit"
"2","i"
"3","report"
"4","to"
"5","the"
"6","board"
"7","of"
"8","directors"
"9","manufacturing"
"10","chemists"
"11","association"
"12","e"
"13","e"
"14","christofano"
"15","chairman"
"16","occupational"
"17","health"
"18","committee"
"19","october"
"20","since"
"21","my"
"22","last"
"23","report"
"24","to"
"25","the"
"26","board"
"27","in"
"28","february"
"29","rep­"
"30","resentatives"
"31","of"
"32","the"
"33","occupational"
"34","health"
"35","committee"
"36","testified"
"37","on"
"38","behalf"
"39","of"
"40","mca"
"41","before"
"42","the"
"43","subcommittee"
"44","on"
"45","manpower"
"46","and"
"47","housing"
"48","of"
"49","the"
"50","house"
"51","of"
"52","representatives"
"53","committee"
"54","on"
"55","government"
"56","operations"
"57","at"
"58","an"
"59","oversight"
"60","hearing"
"61","on"
"62","the"
"63","occupational"
"64","safety"
"65","and"
"66","health"
"67","administration"
"68","osha"
"69","before"
"70","the"
"71","national"
"72","academy"
"73","of"
"74","sciences"
"75","committee"
"76","on"
"77","public"
"78","information"
"79","in"
"80","the"
"81","prevention"
"82","of"
"83","occupational"
"84","cancer"
"85","and"
"86","met"
"87","with"
"88","dr"
"89","morton"
"90","corn"
"91","the"
"92","assistant"
"93","secretary"
"94","of"
"95","labor"
"96","an"
"97","underlying"
"98","theme"
"99","of"
"100","all"
"101","three"
"102","appearances"
"103","was"
"104","that"
"105","r"
"106","gulation"
"107","of"
"108","each"
"109","and"
"110","every"
"111","chemical"
"112","in"
"113","the"
"114","work"
"115","environ­"
"116","ment"
"117","under"
"118","separate"
"119","rules"
"120","is"
"121","unworkable"
"122","instead"
"123","it"
"124","was"
"125","urged"
"126","that"
"127","entire"
"128","sectors"
"129","of"
"130","the"
"131","chemical"
"132","industry"
"133","be"
"134","covered"
"135","by"
"136","simple"
"137","guidelines"
"138","enforced"
"139","by"
"140","inspectors"
"141","experienced"
"142","in"
"143","that"
"144","special"
"145","industry"
"146","industries"
"147","such"
"148","as"
"149","papermaking"
"150","pesticide"
"151","manufacture"
"152","printing"
"153","ink"
"154","and"
"155","petroleum"
"156","refining"
"157","were"
"158","mentioned"
"159","as"
"160","examples"
"161","where"
"162","such"
"163","regulation"
"164","would"
"165","be"
"166","appropriate"
