"","dictionary"
"1","exhibit"
"2","b"
"3","manufacturing"
"4","chemists"
"5","association"
"6","connecticut"
"7","avenue"
"8","n"
"9","w"
"10","washington"
"11","d"
"12","c"
"13","may"
"14","mca"
"15","board"
"16","of"
"17","directors"
"18","from"
"19","special"
"20","committee"
"21","edward"
"22","r"
"23","kane"
"24","chairman"
"25","h"
"26","harold"
"27","bible"
"28","george"
"29","w"
"30","russell"
"31","final"
"32","report"
"33","the"
"34","objective"
"35","of"
"36","this"
"37","committee"
"38","formed"
"39","at"
"40","the"
"41","februaryexecutive"
"42","committee"
"43","meeting"
"44","was"
"45","to"
"46","study"
"47","how"
"48","to"
"49","make"
"50","mca"
"51","more"
"52","effective"
"53","with"
"54","particular"
"55","reference"
"56","to"
"57","but"
"58","not"
"59","limited"
"60","to"
"61","washington"
"62","and"
"63","government"
"64","relations"
"65","a"
"66","preliminary"
"67","report"
"68","was"
"69","made"
"70","to"
"71","the"
"72","executive"
"73","committee"
"74","and"
"75","to"
"76","the"
"77","board"
"78","in"
"79","march"
"80","and"
"81","several"
"82","suggestions"
"83","were"
"84","approved"
"85","the"
"86","committee"
"87","feels"
"88","that"
"89","this"
"90","report"
"91","represents"
"92","only"
"93","a"
"94","first"
"95","step"
"96","towards"
"97","strengthening"
"98","mca"
"99","and"
"100","that"
"101","the"
"102","effectiveness"
"103","of"
"104","mca"
"105","ought"
"106","to"
"107","be"
"108","reviewed"
"109","annually"
"110","by"
"111","the"
"112","executive"
"113","committee"
"114","and"
"115","the"
"116","board"
"117","discussions"
"118","with"
"119","a"
"120","cross"
"121","section"
"122","of"
"123","board"
"124","members"
"125","mca"
"126","staff"
"127","and"
"128","member"
"129","company"
"130","personnel"
"131","serving"
"132","on"
"133","mca"
"134","committees"
"135","and"
"136","on"
"137","the"
"138","washington"
"139","scene"
"140","pointed"
"141","to"
"142","a"
"143","central"
"144","need"
"145","and"
"146","opportunity"
"147","to"
"148","improve"
"149","communications"
"150","the"
"151","committee"
"152","believes"
"153","mcas"
"154","communications"
"155","can"
"156","be"
"157","improved"
"158","in"
"159","a"
"160","number"
"161","of"
"162","areas"
"163","by"
"164","eliminating"
"165","layering"
"166","sharpening"
"167","objec­"
"168","tives"
"169","focusing"
"170","efforts"
"171","on"
"172","key"
"173","groups"
"174","and"
"175","coordinating"
"176","the"
"177","activities"
"178","of"
"179","various"
"180","parts"
"181","of"
"182","the"
"183","association"
"184","therefore"
"185","the"
"186","following"
"187","steps"
"188","are"
"189","recommended"
"190","to"
"191","strengthen"
"192","mcas"
"193","communications"
"194","the"
"195","agenda"
"196","for"
"197","board"
"198","meetings"
"199","should"
"200","be"
"201","revamped"
"202","to"
"203","include"
"204","additional"
"205","reports"
"206","from"
"207","chairmen"
"208","of"
"209","technical"
"210","and"
"211","functional"
"212","committees"
"213","a"
"214","regular"
"215","review"
"216","of"
"217","legislative"
"218","activity"
"219","by"
"220","the"
"221","director"
"222","of"
"223","government"
"224","re­"
"225","lations"
"226","and"
"227","periodic"
"228","reports"
"229","from"
"230","other"
"231","mca"
"232","staff"
"233","members"
"234","as"
"235","set"
"236","forth"
"237","in"
"238","the"
"239","recommended"
"240","agenda"
"241","attached"
"242","as"
"243","exhibit"
"244","a"
"245","the"
"246","four"
"247","board"
"248","liaison"
"249","committees"
"250","should"
"251","be"
"252","eliminated"
"253","also"
"254","the"
"255","scene"
"256","should"
"257","be"
"258","set"
"259","in"
"260","a"
"261","way"
"262","cma"
"263","that"
"264","will"
"265","permit"
"266","pointed"
