"","dictionary"
"1","international"
"2","trade"
"3","and"
"4","industry"
"5","miti"
"6","and"
"7","health"
"8","and"
"9","welfare"
"10","and"
"11","labor"
"12","in"
"13","addition"
"14","to"
"15","the"
"16","multiplicity"
"17","of"
"18","laws"
"19","affecting"
"20","the"
"21","trade"
"22","of"
"23","chemicals"
"24","between"
"25","various"
"26","nations"
"27","is"
"28","the"
"29","everincreasing"
"30","activity"
"31","of"
"32","supranational"
"33","bodies"
"34","these"
"35","include"
"36","the"
"37","european"
"38","economic"
"39","community"
"40","eec"
"41","the"
"42","organization"
"43","of"
"44","economic"
"45","cooperation"
"46","and"
"47","development"
"48","oecd"
"49","chemicals"
"50","programme"
"51","the"
"52","united"
"53","nations"
"54","environmental"
"55","program"
"56","unep"
"57","and"
"58","a"
"59","host"
"60","of"
"61","technical"
"62","and"
"63","scientific"
"64","programs"
"65","that"
"66","fall"
"67","under"
"68","various"
"69","united"
"70","nations"
"71","and"
"72","other"
"73","global"
"74","governmental"
"75","programs"
"76","cma"
"77","possibly"
"78","the"
"79","most"
"80","important"
"81","evidence"
"82","of"
"83","iags"
"84","activity"
"85","is"
"86","in"
"87","the"
"88","oecd"
"89","arena"
"90","at"
"91","the"
"92","recent"
"93","high"
"94","level"
"95","meeting"
"96","ii"
"97","the"
"98","united"
"99","states"
"100","succeeded"
"101","in"
"102","its"
"103","two"
"104","year"
"105","attempt"
"106","to"
"107","avoid"
"108","imposition"
"109","of"
"110","testing"
"111","requirements"
"112","for"
"113","new"
"114","chemicals"
"115","in"
"116","the"
"117","form"
"118","of"
"119","oecds"
"120","minimum"
"121","premarketing"
"122","data"
"123","set"
"124","mpd"
"125","these"
"126","requirements"
"127","would"
"128","have"
"129","been"
"130","placed"
"131","on"
"132","new"
"133","chemicals"
"134","prior"
"135","to"
"136","manufacture"
"137","in"
"138","the"
"139","us"
"140","for"
"141","domestic"
"142","use"
"143","under"
"144","an"
"145","agreement"
"146","worked"
"147","out"
"148","november"
"149","spearheaded"
"150","by"
"151","epa"
"152","administrator"
"153","anne"
"154","gorsuch"
"155","oecd"
"156","delegations"
"157","endorsed"
"158","a"
"159","us"
"160","proposal"
"161","that"
"162","would"
"163","allow"
"164","individual"
"165","oecd"
"166","nations"
"167","to"
"168","select"
"169","their"
"170","own"
"171","approaches"
"172","for"
"173","reviewing"
"174","new"
"175","chemicals"
"176","this"
"177","success"
"178","is"
"179","due"
"180","to"
"181","a"
"182","large"
"183","part"
"184","to"
"185","iags"
"186","activities"
"187","working"
"188","closely"
"189","with"
"190","those"
"191","of"
"192","oecds"
"193","business"
"194","and"
"195","industry"
"196","advisory"
"197","committee"
"198","biac"
"199","while"
"200","in"
"201","fact"
"202","providing"
"203","much"
"204","of"
"205","the"
"206","muscle"
"207","and"
"208","advocacy"
"209","behind"
"210","bxacs"
"211","positions"
"212","to"
"213","ensure"
"214","that"
"215","us"
"216","industries"
"217","were"
"218","not"
"219","shorted"
"220","in"
"221","the"
"222","international"
"223","arena"
"224","in"
"225","effect"
"226","our"
"227","success"
"228","at"
"229","these"
"230","recent"
"231","oecd"
"232","meetings"
"233","means"
"234","that"
"235","the"
"236","us"
"237","industrys"
"238","requirements"
"239","for"
"240","premanufacture"
"241","notifications"
"242","on"
"243","new"
"244","chemical"
"245","sub­"
"246","stances"
"247","will"
"248","remain"
"249","unchanged"
"250","for"
"251","the"
"252","present"
"253","tsca"
"254","will"
"255","not"
"256","have"
"257","to"
"258","be"
"259","amended"
"260","in"
"261","this"
"262","respect"
"263","because"
"264","of"
"265","international"
"266","pressures"
"267","and"
"268","commitments"
"269","other"
"270","agreements"
"271","which"
"272","the"
"273","us"
"274","delegation"
"275","obtained"
"276","were"
"277","good"
"278","laboratory"
"279","practices"
"280","to"
"281","provide"
"282","a"
"283","reliable"
"284","basis"
"285","for"
"286","mutual"
"287","acceptance"
"288","of"
"289","testing"
"290","data"
"291","protection"
"292","for"
"293","confidential"
"294","business"
"295","information"
"296","agreement"
"297","to"
"298","consolidate"
"299","and"
"300","evaluate"
"301","continue"
"302","to"
"303","expand"
"304","oecd"
"305","work"
"306","on"
"307","chemicals"
"308","data"
"309","interpretation"
"310","guides"
"311","for"
"312","initial"
"313","hazard"
"314","assess­"
"315","ment"
"316","of"
"317","chemicals"
"318","rather"
"319","than"
"320","we"
"321","are"
"322","now"
"323","at"
"324","the"
"325","beginning"
"326","of"
"327","a"
"328","year"
"329","experience"
"330","in"
"331","which"
"332","the"
"333","japanese"
"334","requirements"
"335","will"
"336","coexist"
"337","with"
"338","tsca"
"339","section"
"340","law"
"341","with"
"342","the"
"343","european"
"344","community"
"345","baseset"
"346","systems"
"347","in"
"348","its"
"349","ten"
"350","member"
"351","states"
"352","and"
"353","with"
"354","the"
"355","oecd"
"356","mpd"
"357","system"
"358","as"
"359","it"
"360","is"
"361","or"
"362","will"
"363","be"
"364","implemented"
"365","in"
"366","other"
"367","oecd"
"368","countries"
"369","such"
"370","as"
"371","australia"
"372","and"
"373","possibly"
"374","canada"
"375","i"
"376","ag"
"377","will"
"378","have"
"379","a"
"380","major"
"381","role"
"382","in"
"383","participating"
"384","in"
"385","this"
"386","comparative"
"387","experience"
"388","in"
"389","the"
"390","interest"
"391","of"
"392","international"
"393","trade"
"394","and"
"395","against"
"396","the"
"397","increasing"
"398","demands"
"399","for"
"400","protectionism"
"401","if"
"402","any"
"403","changes"
"404","in"
"405","tsca"
"406","section"
"407","are"
"408","seen"
"409","to"
"410","have"
"411","merit"
"412","on"
"413","review"
"414","of"
"415","the"
"416","next"
"417","years"
"418","global"
"419","experience"
"420","with"
"421","new"
"422","chemicals"
"423","iag"
"424","should"
"425","have"
"426","a"
"427","critical"
"428","role"
"429","in"
"430","that"
"431","evaluation"
"432","similarly"
"433","assessing"
"434","the"
"435","risk"
"436","of"
"437","existing"
"438","chemicals"
"439","will"
"440","require"
"441","monitoring"
"442","of"
"443","the"
"444","various"
"445","national"
"446","programs"
"447","to"
"448","minimize"
"449","duplication"
"450","to"
"451","assure"
"452","that"
"453","trade"
"454","disincentives"
"455","are"
"456","not"
"457","created"
"458","and"
"459","to"
"460","speed"
"461","understanding"
"462","of"
"463","new"
"464","information"
"465","testing"
"466","procedures"
"467","etc"
"468","how"
"469","much"
"470","of"
"471","this"
"472","iag"
"473","should"
"474","or"
"475","can"
"476","do"
"477","remains"
"478","to"
"479","be"
"480","determined"
"481","cma"
"482","international"
"483","compliance"
"484","programs"
"485","where"
"486","iag"
"487","can"
"488","provide"
"489","guidance"
"490","are"
"491","those"
"492","of"
"493","labeling"
"494","waste"
"495","disposal"
"496","occupational"
"497","health"
"498","and"
"499","possibly"
"500","transportation"
"501","again"
"502","the"
"503","extent"
"504","and"
"505","depth"
"506","of"
"507","lags"
"508","involvement"
"509","in"
"510","these"
"511","activities"
"512","in"
"513","terms"
"514","of"
"515","participation"
"516","with"
"517","other"
"518","domestic"
"519","and"
"520","international"
"521","chemical"
"522","industry"
"523","groups"
"524","needs"
"525","to"
"526","be"
"527","determined"
"528","other"
"529","lags"
"530","activity"
"531","in"
"532","the"
"533","confidentiality"
"534","of"
"535","identity"
"536","issue"
"537","in"
"538","the"
"539","european"
"540","inventory"
"541","of"
"542","existing"
"543","commercial"
"544","chemicals"
"545","einecs"
"546","taught"
"547","us"
"548","the"
"549","importance"
"550","of"
"551","increasing"
"552","direct"
"553","contacts"
"554","as"
"555","early"
"556","as"
"557","possible"
"558","with"
"559","the"
"560","individual"
"561","national"
"562","chemical"
"563","industry"
"564","trade"
"565","associations"
"566","while"
"567","at"
"568","the"
"569","same"
"570","time"
"571","coordinating"
"572","with"
"573","the"
"574","regional"
"575","groups"
"576","especially"
"577","cefic"
"578","this"
"579","lesson"
"580","can"
"581","be"
"582","used"
"583","in"
"584","the"
"585","continuing"
"586","aspects"
"587","of"
"588","this"
"589","issue"
"590","now"
"591","directed"
"592","at"
"593","the"
"594","pmn"
"595","systems"
"596","and"
"597","probably"
"598","also"
"599","in"
"600","the"
"601","several"
"602","different"
"603","labeling"
"604","systems"
"605","which"
"606","need"
"607","to"
"608","be"
"609","made"
"610","compatible"
"611","and"
"612","ultimately"
"613","harmonized"
"614","these"
"615","conflicting"
"616","systems"
"617","are"
"618","now"
"619","developing"
"620","in"
"621","different"
"622","countries"
"623","differences"
"624","are"
"625","evident"
"626","in"
"627","the"
"628","methods"
"629","by"
"630","which"
"631","chemicals"
"632","are"
"633","classified"
"634","by"
"635","their"
"636","delayed"
"637","effect"
"638","hazards"
"639","such"
"640","as"
"641","cancer"
"642","the"
"643","same"
"644","is"
"645","true"
"646","for"
"647","the"
"648","language"
"649","used"
"650","on"
"651","labels"
"652","to"
"653","warn"
"654","about"
"655","these"
"656","hazards"
"657","for"
"658","example"
"659","there"
"660","is"
"661","the"
"662","potential"
"663","of"
"664","warning"
"665","about"
"666","a"
"667","cancer"
"668","hazard"
"669","in"
"670","europe"
"671","but"
"672","not"
"673","in"
"674","the"
"675","united"
"676","states"
"677","the"
"678","implications"
"679","of"
"680","this"
"681","difference"
"682","for"
"683","product"
"684","liability"
"685","are"
"686","substantive"
"687","iag"
"688","has"
"689","formed"
"690","a"
"691","work"
"692","group"
"693","to"
"694","develop"
"695","a"
"696","route"
"697","to"
"698","an"
"699","international"
"700","consensus"
"701","on"
"702","this"
"703","question"
"704","this"
"705","group"
"706","will"
"707","coordinate"
"708","with"
"709","the"
"710","aihc"
"711","and"
"712","cmas"
"713","osh"
"714","committee"
"715","as"
"716","well"
"717","as"
"718","counterpart"
"719","organizations"
"720","in"
"721","the"
"722","industry"
"723","during"
"724","the"
"725","coming"
"726","months"
"727","and"
"728","years"
"729","iag"
"730","must"
"731","continue"
"732","to"
"733","formulate"
"734","and"
"735","implement"
"736","programs"
"737","to"
"738","deal"
"739","with"
"740","international"
"741","chemical"
"742","controls"
"743","we"
"744","will"
"745","need"
"746","to"
"747","identify"
"748","and"
"749","analyze"
"750","national"
"751","and"
"752","international"
"753","health"
"754","and"
"755","environmental"
"756","issues"
"757","of"
"758","concern"
"759","to"
"760","the"
"761","us"
"762","chemical"
"763","industry"
"764","as"
"765","rising"
"766","expectations"
"767","and"
"768","concerns"
"769","develop"
"770","worldwide"
"771","on"
"772","chemical"
"773","contaminations"
"774","w"
"775","will"
"776","need"
"777","to"
"778","develop"
"779","positions"
"780","responsive"
"781","to"
"782","these"
"783","concerns"
"784","develop"
"785","strategy"
"786","and"
"787","action"
"788","plans"
"789","and"
"790","use"
"791","and"
"792","coordinate"
"793","appropriate"
"794","industry"
"795","resources"
"796","in"
"797","managing"
"798","these"
"799","issues"
"800","we"
"801","must"
"802","do"
"803","more"
"804","to"
"805","establish"
"806","and"
"807","maintain"
"808","national"
"809","and"
"810","international"
"811","relations"
"812","necessary"
"813","for"
"814","effective"
"815","dissemina­"
"816","tion"
"817","and"
"818","exchange"
"819","of"
"820","information"
"821","to"
"822","do"
"823","so"
"824","means"
"825","working"
"826","with"
"827","other"
"828","trade"
"829","associations"
"830","in"
"831","the"
"832","us"
"833","and"
"834","in"
"835","foreign"
"836","lands"
"837","working"
"838","with"
"839","the"
"840","appropriate"
"841","agencies"
"842","and"
"843","representatives"
"844","of"
"845","the"
"846","us"
"847","and"
"848","foreign"
"849","governments"
"850","wherever"
"851","appropriate"
"852","and"
"853","with"
"854","international"
"855","organizations"
"856","such"
"857","as"
"858","unep"
"859","oecd"
"860","etc"
"861","in"
"862","our"
"863","activities"
"864","we"
"865","continue"
"866","to"
"867","examine"
"868","new"
"869","channels"
"870","for"
"871","the"
"872","flow"
"873","of"
"874","information"
"875","in"
"876","order"
"877","to"
"878","identify"
"879","issues"
"880","and"
"881","to"
"882","develop"
"883","positions"
"884","on"
"885","these"
"886","issues"
"887","as"
"888","in"
"889","the"
"890","past"
"891","we"
"892","will"
"893","develop"
"894","numerous"
"895","position"
"896","papers"
"897","where"
"898","needed"
"899","reports"
"900","and"
"901","documents"
"902","and"
"903","bring"
"904","them"
"905","to"
"906","the"
"907","attention"
"908","of"
"909","foreign"
"910","chemical"
"911","industry"
"912","trade"
"913","associations"
"914","and"
"915","where"
"916","necessary"
"917","to"
"918","continue"
"919","our"
"920","direct"
"921","trade"
"922","association"
"923","personal"
"924","contacts"
"925","cma"
"926","in"
"927","conclusion"
"928","there"
"929","is"
"930","much"
"931","for"
"932","iag"
"933","to"
"934","do"
"935","in"
"936","the"
"937","next"
"938","years"
"939","the"
"940","critical"
"941","question"
"942","remains"
"943","how"
"944","to"
"945","balance"
"946","iag"
"947","resources"
"948","and"
"949","capabilities"
"950","with"
"951","the"
"952","needs"
"953","as"
"954","they"
"955","develop"
"956","i"
"957","and"
"958","my"
"959","associates"
"960","will"
"961","continue"
"962","to"
"963","keep"
"964","you"
"965","informed"
"966","on"
"967","these"
"968","matters"
"969","and"
"970","to"
"971","seek"
"972","help"
"973","and"
"974","guidance"
"975","when"
"976","needed"
"977","if"
"978","you"
"979","have"
"980","any"
"981","questions"
"982","time"
"983","i"
"984","would"
"985","be"
"986","pleased"
"987","to"
"988","accept"
"989","them"
"990","at"
"991","this"
"992","thank"
"993","you"
"994","for"
"995","your"
