"","dictionary"
"1","i"
"2","exhibit"
"3","b"
"4","report"
"5","of"
"6","the"
"7","pension"
"8","committee"
"9","to"
"10","the"
"11","board"
"12","of"
"13","directors"
"14","november"
"15","pursuant"
"16","to"
"17","its"
"18","responsibility"
"19","concerning"
"20","nonsalary"
"21","benefits"
"22","for"
"23","the"
"24","associations"
"25","staff"
"26","the"
"27","pension"
"28","committee"
"29","recommends"
"30","approval"
"31","of"
"32","the"
"33","following"
"34","adjuatmeht"
"35","of"
"36","pension"
"37","payments"
"38","to"
"39","retirees"
"40","two"
"41","years"
"42","ago"
"43","when"
"44","the"
"45","pension"
"46","plan"
"47","was"
"48","revised"
"49","the"
"50","principle"
"51","of"
"52","periodic"
"53","adjust­"
"54","ment"
"55","of"
"56","pension"
"57","payments"
"58","to"
"59","past"
"60","retirees"
"61","in"
"62","recognition"
"63","of"
"64","increased"
"65","cost"
"66","of"
"67","living"
"68","was"
"69","accepted"
"70","since"
"71","then"
"72","pension"
"73","payments"
"74","to"
"75","former"
"76","federal"
"77","employees"
"78","have"
"79","increased"
"80","by"
"81","nearly"
"82","of"
"83","which"
"84","was"
"85","occasioned"
"86","by"
"87","rise"
"88","in"
"89","the"
"90","consumer"
"91","price"
"92","index"
"93","it"
"94","is"
"95","proposed"
"96","to"
"97","increase"
"98","pension"
"99","payments"
"100","by"
"101","per"
"102","year"
"103","in"
"104","retirement"
"105","since"
"106","the"
"107","date"
"108","of"
"109","the"
"110","only"
"111","prior"
"112","adjustment"
"113","this"
"114","would"
"115","amount"
"116","to"
"117","for"
"118","the"
"119","five"
"120","retirees"
"121","and"
"122","one"
"123","surviving"
"124","spouse"
"125","who"
"126","were"
"127","then"
"128","receiving"
"129","benefits"
"130","and"
"131","lesser"
"132","percentages"
"133","for"
"134","the"
"135","five"
"136","employees"
"137","who"
"138","retired"
"139","between"
"140","and"
"141","the"
"142","amortized"
"143","annual"
"144","cost"
"145","of"
"146","the"
"147","proposed"
"148","adjustment"
"149","approxi­"
"150","term"
"151","life"
"152","insurance"
"153","coverage"
"154","for"
"155","future"
"156","retirees"
"157","for"
"158","employees"
"159","mca"
"160","now"
"161","provides"
"162","term"
"163","life"
"164","insurance"
"165","coverage"
"166","of"
"167","two"
"168","times"
"169","annual"
"170","salary"
"171","but"
"172","no"
"173","continuation"
"174","in"
"175","retirement"
"176","the"
"177","option"
"178","to"
"179","convert"
"180","at"
"181","personal"
"182","expense"
"183","is"
"184","unattractive"
"185","because"
"186","of"
"187","the"
"188","high"
"189","cost"
"190","of"
"191","attainedage"
"192","premium"
"193","continuation"
"194","is"
"195","not"
"196","uncommon"
"197","however"
"198","but"
"199","usually"
"200","on"
"201","a"
"202","re­"
"203","duced"
"204","and"
"205","declining"
"206","scale"
"207","it"
"208","is"
"209","proposed"
"210","to"
"211","provide"
"212","term"
"213","life"
"214","insurance"
"215","for"
"216","members"
"217","of"
"218","the"
"219","staff"
"220","retiring"
"221","from"
"222","mca"
"223","on"
"224","or"
"225","after"
"226","december"
"227","as"
"228","follows"
"229","designed"
"230","for"
"231","family"
"232","protection"
"233","rather"
"234","than"
"235","as"
"236","an"
"237","estate"
"238","factor"
"239","for"
"240","any"
"241","mca"
"242","retiree"
"243","who"
"244","completed"
"245","seven"
"246","years"
"247","of"
"248","service"
"249","of"
"250","which"
"251","at"
"252","least"
"253","five"
"254","during"
"255","the"
"256","tenyer"
"257","period"
"258","immediately"
"259","preceding"
"260","retirement"
"261","were"
"262","continuous"
"263","and"
"264","who’has"
"265","legal"
"266","dependents"
"267","at"
"268","death"
"269","amount"
"270","equal"
"271","to"
"272","final"
"273","annual"
"274","salary"
"275","subject"
"276","to"
"277","a"
"278","minimum"
"279","of"
"280","and"
"281","a"
"282","maximum"
"283","of"
"284","for"
"285","the"
"286","first"
"287","two"
"288","years"
"289","in"
"290","retirement"
"291","cma"
"292","f"
"293","amount"
"294","equal"
"295","to"
"296","of"
"297","final"
"298","salary"
"299","subject"
"300","to"
"301","a"
"302","minimum"
"303","of"
"304","and"
"305","a"
"306","maximum"
"307","of"
"308","for"
"309","the"
"310","third"
"311","fourth"
"312","and"
"313","fifth"
"314","years"
"315","in"
"316","retirement"
"317","and"
"318","after"
"319","the"
"320","fifth"
"321","year"
"322","in"
"323","retirement"
"324","for"
"325","any"
"326","other"
"327","mca"
"328","retiree"
"329","who"
"330","completed"
"331","three"
"332","years"
"333","of"
"334","service"
"335","and"
"336","who"
"337","has"
"338","legal"
"339","dependents"
"340","at"
"341","death"
"342","amount"
"343","equal"
"344","to"
"345","of"
"346","final"
"347","salary"
"348","subject"
"349","to"
"350","for"
"351","the"
"352","first"
"353","five"
"354","years"
"355","in"
"356","retirement"
"357","and"
"358","after"
"359","the"
"360","fifth"
"361","year"
"362","in"
"363","retirement"
"364","for"
"365","any"
"366","other"
"367","mca"
"368","retiree"
"369","at"
"370","the"
"371","maximum"
"372","benefit"
"373","level"
"374","first"
"375","two"
"376","years"
"377","and"
"378","at"
"379","current"
"380","rate"
"381","quotations"
"382","the"
"383","peak"
"384","cost"
"385","of"
"386","about"
"387","per"
"388","individual"
"389","would"
"390","occur"
"391","in"
"392","the"
"393","second"
"394","year"
"395","of"
"396","retirement"
"397","age"
"398","overall"
"399","cost"
"400","from"
"401","age"
"402","through"
"403","age"
"404","would"
"405","total"
"406","about"
"407","mca"
"408","has"
"409","five"
"410","employees"
"411","whose"
"412","normal"
"413","retirement"
"414","dates"
"415","occur"
"416","between"
"417","april"
"418","and"
"419","november"
"420","assuming"
