"","dictionary"
"1","softening"
"2","of"
"3","the"
"4","administrations"
"5","opposition"
"6","to"
"7","an"
"8","oil"
"9","import"
"10","tax"
"11","was"
"12","evident"
"13","in"
"14","these"
"15","visits"
"16","release"
"17","of"
"18","the"
"19","energy"
"20","security"
"21","study"
"22","was"
"23","delayed"
"24","for"
"25","two"
"26","months"
"27","to"
"28","consider"
"29","additional"
"30","input"
"31","implying"
"32","a"
"33","possible"
"34","shift"
"35","in"
"36","emphasis"
"37","in"
"38","addition"
"39","to"
"40","work"
"41","on"
"42","energy"
"43","taxes"
"44","seag"
"45","also"
"46","accomplished"
"47","the"
"48","following"
"49","at"
"50","the"
"51","request"
"52","of"
"53","the"
"54","executive"
"55","committee"
"56","prepared"
"57","a"
"58","study"
"59","of"
"60","the"
"61","waxman"
"62","acid"
"63","rain"
"64","bill"
"65","this"
"66","study"
"67","showed"
"68","a"
"69","potential"
"70","billionyear"
"71","cost"
"72","increase"
"73","to"
"74","the"
"75","chemical"
"76","industry"
"77","for"
"78","steam"
"79","process"
"80","energy"
"81","and"
"82","electricity"
"83","this"
"84","study"
"85","was"
"86","used"
"87","by"
"88","cma"
"89","in"
"90","the"
"91","congressional"
"92","debate"
"93","on"
"94","acid"
"95","rain"
"96","legislation"
"97","developed"
"98","materials"
"99","for"
"100","cmas"
"101","successful"
"102","effort"
"103","to"
"104","eliminate"
"105","duplicative"
"106","energy"
"107","reporting"
"108","addressed"
"109","proposed"
"110","fuel"
"111","use"
"112","and"
"113","natural"
"114","gas"
"115","legislative"
"116","issues"
"117","and"
"118","responded"
"119","to"
"120","ferc"
"121","dockets"
"122","dealing"
"123","with"
"124","access"
"125","to"
"126","competitive"
"127","natural"
"128","gas"
"129","transportation"
"130","and"
"131","preferential"
"132","treatment"
"133","of"
"134","interstate"
"135","pipeline"
"136","marketing"
"137","affiliates"
"138","outlook"
"139","increase"
"140","in"
"141","energy"
"142","activity"
"143","in"
"144","energy"
"145","issues"
"146","will"
"147","be"
"148","more"
"149","active"
"150","in"
"151","both"
"152","legislative"
"153","and"
"154","regulatory"
"155","arenas"
"156","this"
"157","increase"
"158","in"
"159","activity"
"160","is"
"161","expected"
"162","for"
"163","the"
"164","following"
"165","reasons"
"166","the"
"167","recent"
"168","change"
"169","in"
"170","congressional"
"171","leadership"
"172","the"
"173","high"
"174","priority"
"175","of"
"176","energyrelated"
"177","environmental"
"178","issues"
"179","such"
"180","as"
"181","acid"
"182","rain"
"183","increasing"
"184","us"
"185","dependency"
"186","on"
"187","foreign"
"188","energy"
"189","sources"
"190","deterioration"
"191","of"
"192","the"
"193","us"
"194","trade"
"195","balance"
"196","and"
"197","continuing"
"198","budget"
"199","deficits"
"200","key"
"201","issues"
"202","as"
"203","mentioned"
